,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALP,,,,,,,LNP,,,,,,,GRN,,,,,,,ON,,,,,,,,,,IND,,,,,,,OTH,,,,,,
Division,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI,2022 Primary,2022 Aus Primary,2022 M-Lean,2022 Lean,2025 Primary,2025 Aus Primary,2025 M-Lean,2025 Lean,2025 M-PVI,New PVI,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI,2022 Primary,2022 Aus Primary,2022 Lean,2025 Primary,2025 Aus Primary,2025 Lean,New PVI
Farrer,0.1898882916,,-0.1359117084,0.1508882916,,-0.1947117084,-0.1800117084,0.5226325209,,0.1656325209,0.4341325209,,0.1159325209,0.1283575209,0.09113875397,,-0.03136124603,0.04933875397,,-0.07266124603,-0.06233624603,0.05240816976,,1.056616326,0.00280816976,0.06600816976,,1.031377653,0.00200816976,1.037687321,0.00220816976,-4.244782318e-05,,-0.05294244782,0.1995575522,,0.1268575522,0.1269,0.1439747116,,0.05197471158,0.1000747116,,0.02357471158,0.03067471158
Riverina,0.2493022761,,-0.07649772386,0.1843022761,,-0.1612977239,-0.1400977239,0.3439427223,,-0.0130572777,0.4032427223,,0.0850427223,0.0605177223,0.06744095921,,-0.05505904079,0.04504095921,,-0.07695904079,-0.07148404079,0.09581942137,,1.931843173,0.04621942137,0.09851942137,,1.539365959,0.03451942137,1.637485262,0.03744442137,3.757192664e-05,,-0.05286242807,0.1133,,0.0406,0.0928,0.243457049,,0.151457049,0.103357049,,0.02685704905,0.05800704905
Chisholm,0.3475621254,,0.02176212542,0.3873621254,,0.04176212542,0.03676212542,0.3920011252,,0.03500112518,0.3724011252,,0.05420112518,0.04940112518,0.140594454,,0.01809445396,0.124994454,,0.002994453959,0.006769453959,0.009631623082,,0.1941859492,-0.03996837692,0.01913162308,,0.2989316107,-0.04486837692,0.2727451953,-0.04364337692,1.1581021e-05,,-0.05288841898,0.05931158102,,-0.01338841898,-0.0134,0.1101990913,,0.01819909134,0.03679909134,,-0.03970090866,-0.02522590866
Goldstein,0.1362178797,,-0.1895821203,0.1366178797,,-0.2089821203,-0.2041321203,0.3962614698,,0.03926146983,0.4352614698,,0.1170614698,0.09761146983,0.08427502702,,-0.03822497298,0.07187502702,,-0.05012497298,-0.04714997298,0.01450998677,,0.2925400559,-0.03509001323,0.01760998677,,0.2751560433,-0.04639001323,0.2795020465,-0.04356501323,0.3132566468,,0.2603566468,0.3075566468,,0.2348566468,0.2412316468,0.05547898991,,-0.03652101009,0.03107898991,,-0.04542101009,-0.04319601009
Hotham,0.4310616471,,0.1052616471,0.4884616471,,0.1428616471,0.1334616471,0.2855686238,,-0.07143137622,0.2574686238,,-0.06073137622,-0.06340637622,0.1464721818,,0.02397218179,0.1485721818,,0.02657218179,0.02592218179,0.02379007918,,0.4796386932,-0.02580992082,0.04669007918,,0.7295324872,-0.01730992082,0.6670590387,-0.01943492082,0,,-0.0529,0,,-0.0727,,0.1131074682,,0.02110746815,0.05880746815,,-0.01769253185,-0.007992531847
Kooyong,0.1133159054,,-0.2124840946,0.1190159054,,-0.2265840946,-0.2230590946,0.4339988064,,0.07699880645,0.4312988064,,0.1130988064,0.1040738064,0.09848091271,,-0.02401908729,0.07748091271,,-0.04451908729,-0.03939408729,0.005255570355,,0.1059590797,-0.04434442964,0.01045557036,,0.1633682868,-0.05354442964,0.149015985,-0.05124442964,0.3078313432,,0.2549313432,0.3391313432,,0.2664313432,0.2635563432,0.04111746193,,-0.05088253807,0.02261746193,,-0.05388253807,-0.05313253807
Macnamara,0.3165596185,,-0.00924038151,0.3610596185,,0.01545961849,0.00928461849,0.2911616297,,-0.06583837031,0.3249616297,,0.006761629692,-0.01138837031,0.2966489486,,0.1741489486,0.2547489486,,0.1327489486,0.1430989486,0.01393557775,,0.2809592288,-0.03566442225,0.02793557775,,0.4364934023,-0.03606442225,0.3976098589,-0.03596442225,0.01894798381,,-0.03395201619,0.01834798381,,-0.05435201619,-0.04925201619,0.0627462417,,-0.0292537583,0.0129462417,,-0.0635537583,-0.0549787583
Cooper,0.4068549737,,0.0810549737,0.4196549737,,0.0740549737,0.0758049737,0.1622208038,,-0.1947791962,0.1513208038,,-0.1668791962,-0.1738541962,0.2841052925,,0.1616052925,0.2521052925,,0.1301052925,0.1379802925,0.02903215288,,0.585325663,-0.02056784712,0.05283215288,,0.8255023888,-0.01116784712,0.7654582073,-0.01351784712,0,,-0.0529,0,,-0.0727,,0.1177867771,,0.02578677709,0.1240867771,,0.04758677709,0.04213677709
Melbourne,0.2566081767,,-0.06919182333,0.3134081767,,-0.03219182333,-0.04144182333,0.1953157048,,-0.1616842952,0.1977157048,,-0.1204842952,-0.1307842952,0.4469412446,,0.3244412446,0.3946412446,,0.2726412446,0.2855912446,0.00841847139,,0.1697272458,-0.04118152861,0.02501847139,,0.3909136155,-0.03898152861,0.335617023,-0.03953152861,-4.798456613e-05,,-0.05294798457,0.04945201543,,-0.02324798457,-0.0232,0.09276438716,,0.0007643871603,0.01976438716,,-0.05673561284,-0.04236061284
Wills,0.3641812545,,0.0383812545,0.3558812545,,0.0102812545,0.0173062545,0.1619288156,,-0.1950711844,0.1286288156,,-0.1895711844,-0.1909461844,0.3283406291,,0.2058406291,0.3537406291,,0.2317406291,0.2252656291,0.02449694847,,0.4938900901,-0.02510305153,0.03499694847,,0.5468273198,-0.02900305153,0.5335930124,-0.02802805153,0,,-0.0529,0,,-0.0727,,0.1210523524,,0.02905235241,0.1267523524,,0.05025235241,0.04495235241
Fraser,0.4210470656,,0.09524706561,0.4260470656,,0.08044706561,0.08414706561,0.2450564248,,-0.1119435752,0.1686564248,,-0.1495435752,-0.1401435752,0.1886311016,,0.06613110164,0.2528311016,,0.1308311016,0.1146561016,0.02898210986,,0.584316731,-0.02061789014,0.04778210986,,0.7465954665,-0.01621789014,0.7060257826,-0.01731789014,0,,-0.0529,0,,-0.0727,,0.1162832981,,0.02428329813,0.1046832981,,0.02818329813,0.02720829813
Gellibrand,0.4280888557,,0.1022888557,0.4661888557,,0.1205888557,0.1160138557,0.2720725899,,-0.08492741013,0.2617725899,,-0.05642741013,-0.06355241013,0.1557625387,,0.03326253874,0.1704625387,,0.04846253874,0.04466253874,0.03108973784,,0.6268092306,-0.01851026216,0.05978973784,,0.9342146537,-0.004210262162,0.8573632979,-0.007785262162,0,,-0.0529,0,,-0.0727,,0.1129862778,,0.02098627783,0.04178627783,,-0.03471372217,-0.02078872217
Maribyrnong,0.4218557803,,0.09605578028,0.4142557803,,0.06865578028,0.07550578028,0.2675305206,,-0.08946947939,0.3046305206,,-0.01356947939,-0.03254447939,0.1670819833,,0.04458198333,0.2121819833,,0.09018198333,0.07878198333,0.02443171578,,0.492574915,-0.02516828422,0.06893171578,,1.077058059,0.004931715784,0.9309372731,-0.002593284216,0,,-0.0529,0,,-0.0727,,0.1191,,0.0271,0,,-0.0765,-0.0506
Aston,0.3250659769,,-0.000734023068,0.3725659769,,0.02696597693,0.02004097693,0.4282171299,,0.07121712988,0.3767171299,,0.05851712988,0.06169212988,0.1222310453,,-0.0002689546559,0.1153310453,,-0.006668954656,-0.005068954656,0.03062853007,,0.617510687,-0.01897146993,0.03402853007,,0.5316957824,-0.02997146993,0.5531495085,-0.02722146993,-4.322843176e-05,,-0.05294322843,0.04135677157,,-0.03134322843,-0.0313,0.0939005462,,0.001900546204,0.0600005462,,-0.0164994538,-0.0118994538
Deakin,0.3291317331,,0.003331733142,0.3478317331,,0.002231733142,0.002506733142,0.4149665726,,0.05796657259,0.3872665726,,0.06906657259,0.06629157259,0.1420096643,,0.01950966435,0.1191096643,,-0.002890335651,0.002709664349,0.0224447237,,0.4525145907,-0.0271552763,0.0263447237,,0.4116363078,-0.0376552763,0.4218558785,-0.0350302763,2.160042249e-06,,-0.05289783996,0.07150216004,,-0.001197839958,-0.0012,0.09144514618,,-0.0005548538184,0.04794514618,,-0.02855485382,-0.02155485382
Menzies,0.3179636114,,-0.007836388559,0.3473636114,,0.001763611441,-0.0006363885589,0.4094059216,,0.05240592159,0.4064059216,,0.08820592159,0.07925592159,0.1290408663,,0.006540866307,0.1096408663,,-0.01235913369,-0.007634133693,0.01956553961,,0.3944665245,-0.03003446039,0.01966553961,,0.3072740565,-0.04433446039,0.3290721735,-0.04075946039,-3.372932468e-05,,-0.05293372932,0.06366627068,,-0.009033729325,-0.009,0.1240577904,,0.03205779037,0.05325779037,,-0.02324220963,-0.009417209632
Calwell,0.4482030457,,0.1224030457,0.3052030457,,-0.04039695431,0.0003030456853,0.2360709769,,-0.1209290231,0.1570709769,,-0.1611290231,-0.1510790231,0.09782126636,,-0.02467873364,0.08282126636,,-0.03917873364,-0.03555373364,0.0695812628,,1.40284804,0.0199812628,0.0375812628,,0.5872072313,-0.0264187372,0.7911174335,-0.0148187372,-6.216047734e-06,,-0.05290621605,0.2267,,0.154,0.2335,0.1483296643,,0.05632966426,0.1111296643,,0.03462966426,0.04005466426
Jagajaga,0.4075023907,,0.08170239066,0.4256023907,,0.08000239066,0.08042739066,0.2924481057,,-0.06455189426,0.2945481057,,-0.02365189426,-0.03387689426,0.1669230065,,0.04442300651,0.1560230065,,0.03402300651,0.03662300651,0.02307721582,,0.4652664479,-0.02652278418,0.03867721582,,0.6043314971,-0.02532278418,0.5695652348,-0.02562278418,-2.84413001e-05,,-0.0529284413,0.0601715587,,-0.0125284413,-0.0125,0.1100777226,,0.01807772257,0.02497772257,,-0.05152227743,-0.03412227743
Scullin,0.4620926977,,0.1362926977,0.4489926977,,0.1033926977,0.1116176977,0.2176582164,,-0.1393417836,0.2051582164,,-0.1130417836,-0.1196167836,0.1085529857,,-0.01394701435,0.09415298565,,-0.02784701435,-0.02437201435,0.0648006888,,1.3064655,0.0152006888,0.0663006888,,1.035948262,0.002300688798,1.103577572,0.005525688798,0,,-0.0529,0,,-0.0727,,0.1468954115,,0.05489541147,0.1853954115,,0.1088954115,0.09539541147
Bruce,0.4025841873,,0.07678418726,0.4530841873,,0.1074841873,0.09980918726,0.3168025463,,-0.04019745374,0.2298025463,,-0.08839745374,-0.07634745374,0.0970732789,,-0.0254267211,0.1206732789,,-0.001326721099,-0.007351721099,0.04686611321,,0.9448813148,-0.002733886788,0.08156611321,,1.274470519,0.01756611321,1.192073218,0.01249111321,0,,-0.0529,0,,-0.0727,,0.1366738744,,0.04467387437,0.1148738744,,0.03837387437,0.03994887437
Dunkley,0.4045122853,,0.07871228531,0.3828122853,,0.03721228531,0.04758728531,0.3175085444,,-0.03949145561,0.3232085444,,0.005008544394,-0.006116455606,0.1061641031,,-0.0163358969,0.1158641031,,-0.006135896896,-0.008685896896,0.02994460342,,0.6037218432,-0.01965539658,0.06864460342,,1.072571928,0.00464460342,0.9553594071,-0.00143039658,-4.228229108e-06,,-0.05290422823,0.02959577177,,-0.04310422823,-0.0431,0.141874692,,0.049874692,0.079874692,,0.003374691997,0.014999692
Holt,0.4081093698,,0.08230936977,0.4503093698,,0.1047093698,0.09910936977,0.2954174315,,-0.06158256847,0.2503174315,,-0.06788256847,-0.06630756847,0.08547852147,,-0.03702147853,0.1120785215,,-0.009921478526,-0.01669647853,0.04871809057,,0.982219568,-0.0008819094262,0.08721809057,,1.362782665,0.02321809057,1.267641891,0.01719309057,0,,-0.0529,0,,-0.0727,,0.1622765867,,0.07027658665,0.1000765867,,0.02357658665,0.03525158665
Isaacs,0.4278163421,,0.1020163421,0.4941163421,,0.1485163421,0.1368913421,0.2954139082,,-0.06158609183,0.2834139082,,-0.03478609183,-0.04148609183,0.1207052643,,-0.001794735674,0.1405052643,,0.01850526433,0.01343026433,0.03021715551,,0.6092168449,-0.01938284449,0.04611715551,,0.7205805548,-0.01788284449,0.6927396273,-0.01825784449,0,,-0.0529,0,,-0.0727,,0.1258473299,,0.03384732994,0.03584732994,,-0.04065267006,-0.02202767006
Gorton,0.4131210262,,0.08732102618,0.4305210262,,0.08492102618,0.08552102618,0.2741953187,,-0.0828046813,0.2916953187,,-0.0265046813,-0.0405796813,0.0901432249,,-0.0323567751,0.1079432249,,-0.0140567751,-0.0186317751,0.07271986247,,1.466126259,0.02311986247,0.06291986247,,0.9831228511,-0.00108013753,1.103873703,0.00496986247,0,,-0.0529,0,,-0.0727,,0.1498205678,,0.05782056775,0.1069205678,,0.03042056775,0.03727056775
Lalor,0.4321965795,,0.1063965795,0.4268965795,,0.08129657951,0.08757157951,0.2491555779,,-0.1078444221,0.2605555779,,-0.05764442206,-0.07019442206,0.1035047984,,-0.01899520164,0.1529047984,,0.03090479836,0.01842979836,0.03976380484,,0.8016896138,-0.009836195157,0.07036380484,,1.099434451,0.006363804843,1.024998241,0.002313804843,0.02786151646,,-0.02503848354,0.02116151646,,-0.05153848354,-0.04491348354,0.1475177229,,0.0555177229,0.0681177229,,-0.008382277104,0.007592722896
La Trobe,0.2622665753,,-0.06353342469,0.3212665753,,-0.02433342469,-0.03413342469,0.4518123203,,0.09481232025,0.3913123203,,0.07311232025,0.07853732025,0.1091860488,,-0.01331395124,0.1291860488,,0.007186048756,0.002061048756,0.05048202629,,1.017782788,0.0008820262889,0.07678202629,,1.199719161,0.01278202629,1.154235068,0.009807026289,0,,-0.0529,0,,-0.0727,,0.1262530294,,0.0342530294,0.0814530294,,0.004953029396,0.0122780294
Ballarat,0.4475029654,,0.1217029654,0.4235029654,,0.07790296537,0.08885296537,0.2708523053,,-0.08614769466,0.2858523053,,-0.03234769466,-0.04579769466,0.1459326956,,0.02343269562,0.1433326956,,0.02133269562,0.02185769562,0.03600313756,,0.7258697088,-0.01359686244,0.07680313756,,1.200049024,0.01280313756,1.081504195,0.006203137555,-3.418787067e-05,,-0.05293418787,0.02806581213,,-0.04463418787,-0.0446,0.09974308399,,0.007743083987,0.04244308399,,-0.03405691601,-0.02360691601
Bendigo,0.4211093465,,0.09530934654,0.3355093465,,-0.01009065346,0.01625934654,0.2728154065,,-0.08418459345,0.4022154065,,0.08401540655,0.04196540655,0.1374933772,,0.01499337723,0.1132933772,,-0.008706622771,-0.002781622771,0.05545423056,,1.118028842,0.005854230564,0.04935423056,,0.7711598526,-0.01464576944,0.8578770999,-0.009520769436,1.42707073e-05,,-0.05288572929,0.01051427071,,-0.06218572929,-0.0622,0.1131133684,,0.02111336841,0.08911336841,,0.01261336841,0.01473836841
Corangamite,0.3840397808,,0.05823978081,0.3731397808,,0.02753978081,0.03521478081,0.3401651605,,-0.01683483945,0.3411651605,,0.02296516055,0.01301516055,0.1532820227,,0.03078202269,0.1434820227,,0.02148202269,0.02380702269,0.02443805037,,0.4927026285,-0.02516194963,0.03213805037,,0.5021570371,-0.03186194963,0.499793435,-0.03018694963,-1.4208806e-05,,-0.05291420881,0.04388579119,,-0.02881420881,-0.0288,0.09808919439,,0.006089194386,0.06618919439,,-0.01031080561,-0.006210805614
Corio,0.418997761,,0.09319776098,0.428397761,,0.08279776098,0.08539776098,0.2501865949,,-0.1068134051,0.2487865949,,-0.06941340506,-0.07876340506,0.1477816297,,0.02528162973,0.1586816297,,0.03668162973,0.03383162973,0.03916766854,,0.7896707367,-0.01043233146,0.09936766854,,1.552619821,0.03536766854,1.36188255,0.02391766854,0.02391264935,,-0.02898735065,0.02911264935,,-0.04358735065,-0.03993735065,0.1199536965,,0.02795369646,0.03565369646,,-0.04084630354,-0.02364630354
Hawke,0.3672557674,,0.04145576736,0.3912557674,,0.04565576736,0.04460576736,0.2634722675,,-0.09352773245,0.3022722675,,-0.01592773245,-0.03532773245,0.0893378936,,-0.0331621064,0.0980378936,,-0.0239621064,-0.0262621064,0.05586046987,,1.126219151,0.006260469865,0.09666046987,,1.510319842,0.03266046987,1.414294669,0.02606046987,0,,-0.0529,0,,-0.0727,,0.2240736016,,0.1320736016,0.1117736016,,0.03527360163,0.05947360163
Casey,0.250555231,,-0.07524476899,0.242555231,,-0.103044769,-0.09609476899,0.3657049312,,0.008704931227,0.4087049312,,0.09050493123,0.07005493123,0.1314220526,,0.008922052613,0.1094220526,,-0.01257794739,-0.007202947387,0.03266874056,,0.6586439629,-0.01693125944,0.05066874056,,0.7916990713,-0.01333125944,0.7584352942,-0.01423125944,0.08008134309,,0.02718134309,0.1050813431,,0.03238134309,0.03108134309,0.1395677015,,0.0475677015,0.0835677015,,0.007067701504,0.0171927015
Flinders,0.2289492791,,-0.09685072092,0.2229492791,,-0.1226507209,-0.1162007209,0.4332325383,,0.07623253831,0.4122325383,,0.09403253831,0.08958253831,0.09556429957,,-0.02693570043,0.06356429957,,-0.05843570043,-0.05056070043,0.03300070482,,0.6653367907,-0.01659929518,0.05300070482,,0.8281360128,-0.01099929518,0.7874362073,-0.01239929518,-4.269815442e-06,,-0.05290426982,0.2208957302,,0.1481957302,0.1482,0.209257448,,0.117257448,0.02735744803,,-0.04914255197,-0.00754255197
Gippsland,0.1927856584,,-0.1330143416,0.2127856584,,-0.1328143416,-0.1328643416,0.5413632181,,0.1843632181,0.5253632181,,0.2071632181,0.2014632181,0.08492907463,,-0.03757092537,0.08492907463,,-0.03707092537,-0.03719592537,0.09331356078,,1.88132179,0.04371356078,0.1443135608,,2.254899387,0.08031356078,2.161504988,0.07116356078,0,,-0.0529,0,,-0.0727,,0.08760848813,,-0.004391511865,0.03260848813,,-0.04389151187,-0.03401651187
Monash,0.2559672549,,-0.06983274515,0.2029672549,,-0.1426327451,-0.1244327451,0.3777947502,,0.02079475024,0.3177947502,,-0.0004052497586,0.004894750241,0.09831768745,,-0.02418231255,0.04931768745,,-0.07268231255,-0.06055731255,0.07565352764,,1.525272735,0.02605352764,0.07965352764,,1.244586369,0.01565352764,1.314757961,0.01825352764,0.1068957559,,0.05399575591,0.2728957559,,0.2001957559,0.1636457559,0.08537102391,,-0.006628976092,0.07737102391,,0.0008710239078,-0.001003976092
Indi,0.08542235878,,-0.2403776412,0.08342235878,,-0.2621776412,-0.2567276412,0.3050479792,,-0.0519520208,0.3070479792,,-0.0111520208,-0.0213520208,0.0352845663,,-0.0872154337,0.0362845663,,-0.0857154337,-0.0860904337,0.05305861498,,1.069730141,0.003458614985,0.07205861498,,1.125915859,0.008058614985,1.11186943,0.006908614985,0.4071826991,,0.3542826991,0.4371826991,,0.3644826991,0.3619326991,0.1140037816,,0.02200378161,0.06400378161,,-0.01249621839,-0.003871218388
McEwen,0.3725267972,,0.04672679724,0.3735267972,,0.02792679724,0.03262679724,0.3272181726,,-0.02978182739,0.3252181726,,0.007018172607,-0.002181827393,0.14001234,,0.01751234001,0.11101234,,-0.01098765999,-0.003862659985,0.05565728978,,1.122122778,0.006057289785,0.06565728978,,1.025895153,0.001657289785,1.049952059,0.002757289785,0,,-0.0529,0,,-0.0727,,0.1045854004,,0.01258540036,0.1245854004,,0.04808540036,0.03921040036
Nicholls,0.1313782656,,-0.1944217344,0.2423782656,,-0.1032217344,-0.1260217344,0.4324152482,,0.07541524821,0.4624152482,,0.1442152482,0.1270152482,0.03709966336,,-0.08540033664,0.07809966336,,-0.04390033664,-0.05427533664,0.06570295387,,1.324656328,0.01610295387,0.1147029539,,1.792233654,0.05070295387,1.675339323,0.04205295387,0.2551,,0.2022,0,,-0.0727,0.2022,0.07830386895,,-0.01369613105,0.1024038689,,0.02590386895,0.01600386895
Mallee,0.1541096405,,-0.1716903595,0.1781096405,,-0.1674903595,-0.1685403595,0.45711921,,0.10011921,0.46311921,,0.14491921,0.13371921,0.04709223567,,-0.07540776433,0.08509223567,,-0.03690776433,-0.04653276433,0.05951502817,,1.199899761,0.009915028169,0.1025150282,,1.601797315,0.03851502817,1.501322927,0.03136502817,0.1218,,0.0689,0,,-0.0727,0.0689,0.1603638857,,0.06836388567,0.1711638857,,0.09466388567,0.08808888567
Wannon,0.1955932704,,-0.1302067296,0.1055932704,,-0.2400067296,-0.2125567296,0.4423931523,,0.0853931523,0.4363931523,,0.1181931523,0.1099931523,0.05662817296,,-0.06587182704,0.03162817296,,-0.09037182704,-0.08424682704,0.03180194805,,0.6411683075,-0.01779805195,0.04180194805,,0.6531554383,-0.02219805195,0.6501586556,-0.02109805195,0.187031951,,0.134131951,0.321031951,,0.248331951,0.219781951,0.08655150531,,-0.005448494687,0.06355150531,,-0.01294849469,-0.01107349469
Brisbane,0.2725224164,,-0.05327758364,0.3215224164,,-0.02407758364,-0.03137758364,0.3766881575,,0.01968815748,0.3426881575,,0.02448815748,0.02328815748,0.2728198113,,0.1503198113,0.2588198113,,0.1368198113,0.1401948113,0.022265249,,0.4488961491,-0.027334751,0.025265249,,0.3947695156,-0.038734751,0.4083011739,-0.035884751,0,,-0.0529,0,,-0.0727,,0.05570436589,,-0.03629563411,0.05170436589,,-0.02479563411,-0.02767063411
Lilley,0.4187549317,,0.09295493171,0.4607549317,,0.1151549317,0.1096049317,0.29798217,,-0.05901783005,0.27698217,,-0.04121783005,-0.04566783005,0.1710174507,,0.04851745068,0.1640174507,,0.04201745068,0.04364245068,0.04053603945,,0.81725886,-0.009063960546,0.04253603945,,0.6646256165,-0.02146396055,0.7027839273,-0.01836396055,0,,-0.0529,0,,-0.0727,,0.07170940819,,-0.02029059181,0.05570940819,,-0.02079059181,-0.02066559181
Griffith,0.2890782895,,-0.03672171047,0.3450782895,,-0.0005217104661,-0.009571710466,0.3077632085,,-0.0492367915,0.2657632085,,-0.0524367915,-0.0516367915,0.3455369472,,0.2230369472,0.3165369472,,0.1945369472,0.2016619472,0.03257650398,,0.6567843545,-0.01702349602,0.02457650398,,0.3840078747,-0.03942349602,0.4522019947,-0.03382349602,0,,-0.0529,0,,-0.0727,,0.02504505082,,-0.06695494918,0.04804505082,,-0.02845494918,-0.03807994918
Moreton,0.3740691349,,0.04826913493,0.4230691349,,0.07746913493,0.07016913493,0.3321857915,,-0.02481420852,0.2571857915,,-0.06101420852,-0.05196420852,0.2076874487,,0.08518744871,0.2166874487,,0.09468744871,0.09231244871,0.03662593386,,0.7384260859,-0.01297406614,0.02862593386,,0.4472802166,-0.03537406614,0.5200666839,-0.02977406614,0,,-0.0529,0,,-0.0727,,0.04943169102,,-0.04256830898,0.07443169102,,-0.002068308981,-0.01219330898
Bonner,0.2960719432,,-0.02972805683,0.3950719432,,0.04947194317,0.02967194317,0.4477312978,,0.0907312978,0.3547312978,,0.0365312978,0.0500812978,0.1672508022,,0.04475080217,0.1242508022,,0.002250802171,0.01287580217,0.05618134119,,1.13268833,0.00658134119,0.03818134119,,0.5965834561,-0.02581865881,0.7306096747,-0.01771865881,0,,-0.0529,0,,-0.0727,,0.03276461566,,-0.05923538434,0.08776461566,,0.01126461566,-0.006360384336
Bowman,0.2921400261,,-0.03365997389,0.3171400261,,-0.02845997389,-0.02975997389,0.4241310158,,0.06713101577,0.3961310158,,0.07793101577,0.07523101577,0.1305048848,,0.008004884847,0.1175048848,,-0.004495115153,-0.001370115153,0.07684186059,,1.54923106,0.02724186059,0.07084186059,,1.106904072,0.006841860594,1.217485819,0.01194186059,0,,-0.0529,0,,-0.0727,,0.07638221267,,-0.01561778733,0.09838221267,,0.02188221267,0.01250721267
Dickson,0.3172568668,,-0.008543133169,0.3362568668,,-0.009343133169,-0.009143133169,0.4209217655,,0.06392176549,0.3469217655,,0.02872176549,0.03752176549,0.1303496874,,0.007849687441,0.07634968744,,-0.04565031256,-0.03227531256,0.05394923281,,1.087686145,0.004349232809,0.04194923281,,0.6554567626,-0.02205076719,0.7635141083,-0.01545076719,4.544421292e-05,,-0.05285455579,0.1219454442,,0.04924544421,0.02372044421,0.07747700322,,-0.01452299678,0.07657700322,,7.700322031e-05,-0.00357299678
Petrie,0.3002201521,,-0.02557984793,0.3642201521,,0.01862015207,0.007570152065,0.4354163299,,0.07841632989,0.3784163299,,0.06021632989,0.06476632989,0.1141759025,,-0.008324097541,0.1181759025,,-0.003824097541,-0.004949097541,0.05219638331,,1.052346438,0.002596383314,0.06719638331,,1.049943489,0.003196383314,1.050544226,0.003046383314,0,,-0.0529,0,,-0.0727,,0.09799123228,,0.005991232276,0.07199123228,,-0.004508767724,-0.001883767724
Fadden,0.2230190842,,-0.1027809158,0.2740190842,,-0.07158091579,-0.07938091579,0.4465654438,,0.08956544376,0.4095654438,,0.09136544376,0.09091544376,0.1070063464,,-0.01549365356,0.09300634644,,-0.02899365356,-0.02561865356,0.08687360975,,1.751484068,0.03727360975,0.07987360975,,1.248025152,0.01587360975,1.373889881,0.02122360975,0.04203385966,,-0.01086614034,0.02803385966,,-0.04466614034,-0.03621614034,0.09450165618,,0.002501656179,0.1155016562,,0.03900165618,0.02987665618
Forde,0.2804253697,,-0.04537463034,0.3424253697,,-0.003174630336,-0.01372463034,0.369104994,,0.01210499396,0.307104994,,-0.01109500604,-0.005295006045,0.09820068818,,-0.02429931182,0.1142006882,,-0.00779931182,-0.01192431182,0.0797620199,,1.60810524,0.0301620199,0.1027620199,,1.605656561,0.0387620199,1.606268731,0.0366120199,0.03163824049,,-0.02126175951,0.02963824049,,-0.04306175951,-0.03761175951,0.1408686878,,0.04886868781,0.1038686878,,0.02736868781,0.03274368781
Oxley,0.4584577444,,0.1326577444,0.5274577444,,0.1818577444,0.1695577444,0.2871579817,,-0.06984201828,0.2111579817,,-0.1070420183,-0.09774201828,0.1423531695,,0.01985316953,0.1343531695,,0.01235316953,0.01422816953,0.05812688697,,1.171913044,0.008526886969,0.05512688697,,0.8613576089,-0.008873113031,0.9389964676,-0.004523113031,8.146518175e-06,,-0.05289185348,0.01380814652,,-0.05889185348,-0.0589,0.05389607088,,-0.03810392912,0.05809607088,,-0.01840392912,-0.02332892912
Rankin,0.4392019658,,0.1134019658,0.4942019658,,0.1486019658,0.1398019658,0.2904604283,,-0.06653957172,0.1974604283,,-0.1207395717,-0.1071895717,0.1074372143,,-0.01506278567,0.1094372143,,-0.01256278567,-0.01318778567,0.07968196446,,1.606491219,0.03008196446,0.06568196446,,1.026280695,0.001681964459,1.171333326,0.008781964459,0,,-0.0529,0,,-0.0727,,0.08321842717,,-0.008781572833,0.1332184272,,0.05671842717,0.04034342717
Ryan,0.2233935358,,-0.1024064642,0.2823935358,,-0.06320646421,-0.07300646421,0.3850787536,,0.02807875355,0.3460787536,,0.02787875355,0.02792875355,0.3018262164,,0.1793262164,0.2898262164,,0.1678262164,0.1707012164,0.02249134948,,0.4534546266,-0.02710865052,0.02249134948,,0.3514273356,-0.04150865052,0.3769341584,-0.03790865052,0,,-0.0529,0,,-0.0727,,0.06721014479,,-0.02478985521,0.05921014479,,-0.01728985521,-0.01916485521
Blair,0.3535901689,,0.02779016889,0.3695901689,,0.02399016889,0.02494016889,0.2914030308,,-0.0655969692,0.2744030308,,-0.0437969692,-0.0492469692,0.1264555865,,0.003955586527,0.1044555865,,-0.01754441347,-0.01216941347,0.1009227974,,2.03473382,0.05132279745,0.09792279745,,1.53004371,0.03392279745,1.656216237,0.03827279745,0,,-0.0529,0,,-0.0727,,0.1276284163,,0.03562841634,0.1536284163,,0.07712841634,0.06675341634
