,,,,,,
,LABOR,LIBERAL,GREENS,ONE NATION,INDEPENDENT,OTHER
,,,,,,
,LABOR,NATIONAL,GREENS,ONE NATION,INDEPENDENT,OTHER
,,,,,,
,LABOR,LIBERAL-NATIONAL,GREENS,ONE NATION,INDEPENDENT,OTHER
,,,,,,
,LABOR,COUNTRY LIBERAL,GREENS,ONE NATION,INDEPENDENT,OTHER
