,,,,,,,,2028 FEDERAL ELECTION CALCULATOR,,,,,,,,,,
,GRN v ALP CONTESTS,,,,,,,,,,,,,,IND v LNP CONTESTS,,,
,GRN,ALP,,,,,,ALP (94),,,LNP (43),,,,IND,LNP,,
SEAT,,,Swing,Status,,,NATIONAL 2PP,0.53,,,0.47,,,SEAT,,,Swing,Status
Richmond (NSW),,,,,,,,,,,,,,Curtin (WA),0.5054104,0.4945896,0.0075896,IND RETAIN
Grayndler (NSW),0.31728,0.68272,0.01172,ALP RETAIN,,,,2PP,SEATS,SWING,SEATS,2PP,,Kooyong (VIC),0.5167984,0.4832016,0.0022016,IND RETAIN
,,,,,,,Canberra (ACT),0.7394000000000001,0.26059999999999994,-0.024799999999999933,ALP RETAIN,,,,,,,
,,,,,,,Maranoa (QLD),0.25,0.75,-0.010399999999999965,LNP RETAIN,,,,,,,
,,,,,,,Cooper (VIC),0.7633,0.23670000000000002,-0.02200000000000002,ALP RETAIN,,,,,,,
,,,,,,,Wills (VIC),0.7843,0.2157,-0.02429999999999999,ALP RETAIN,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,ALP v LNP CONTESTS,,,,,,,,,,
,,,,,,,,ALP,LNP,,,,,,,,,
,,,,,,,SEAT,,,SWING,STATUS,,,,,,,
,,,,,,,Bennelong (NSW),0.5544,0.4456,-0.0382,ALP RETAIN,,,,,,,
,,,,,,,Tangney (WA),0.5446,0.4554,-0.0253,ALP RETAIN,,,,,,,
,,,,,,,Bullwinkel (WA),0.4973,0.5027,-0.0078,LNP GAIN,,,,,,,
,,,,,,,Gilmore (NSW),0.524,0.476,-0.0273,ALP RETAIN,,,,,,,
,,,,,,,Robertson (NSW),0.5609,0.4391,-0.0328,ALP RETAIN,,,,,,,
,,,,,,,Chisholm (VIC),0.5362,0.4638,-0.0208,ALP RETAIN,,,,,,,
,,,,,,,Lyons (TAS),0.5743,0.4257,-0.0415,ALP RETAIN,,,,,,,
,,,,,,,Lingiari (NT),0.55,0.45,-0.0313,ALP RETAIN,,,,,,,
,,,,,,,Boothby (SA),0.5766,0.4234,-0.0344,ALP RETAIN,,,,,,,
,,,,,,,Reid (NSW),0.5881,0.4119,-0.032,ALP RETAIN,,,,,,,
,,,,,,,Parramatta (NSW),0.5885,0.4115,-0.037,ALP RETAIN,,,,,,,
,,,,,,,Menzies (VIC),0.4942,0.5058,-0.0166,LNP GAIN,,,,,,,
,,,,,,,Deakin (VIC),0.5062,0.4938,-0.022,ALP RETAIN,,,,,,,
,,,,,,,Bass (TAS),0.5416,0.4584,-0.0385,ALP RETAIN,,,,,,,
,,,,,,,Paterson (NSW),0.5432,0.4568,-0.0257,ALP RETAIN,,,,,,,
,,,,,,,McEwen (VIC),0.5296,0.4704,-0.0169,ALP RETAIN,,,,,,,
,,,,,,,Sturt (SA),0.5336,0.4664,-0.0326,ALP RETAIN,,,,,,,
,,,,,,,Blair (QLD),0.5398,0.4602,-0.0157,ALP RETAIN,,,,,,,
,,,,,,,Eden-Monaro (NSW),0.5544,0.4456,-0.0177,ALP RETAIN,,,,,,,
,,,,,,,Macquarie (NSW),0.5587,0.4413,-0.0184,ALP RETAIN,,,,,,,
,,,,,,,Hunter (NSW),0.5681,0.4319,-0.0267,ALP RETAIN,,,,,,,
,,,,,,,Casey (VIC),0.4592,0.5408,-0.0111,LNP RETAIN,,,,,,,
,,,,,,,Dickson (QLD),0.5262,0.4738,-0.0344,ALP RETAIN,,,,,,,
,,,,,,,Lindsay (NSW),0.4489,0.5511,-0.0233,LNP RETAIN,,,,,,,
,,,,,,,Pearce (WA),0.5554,0.4446,-0.009,ALP RETAIN,,,,,,,
,,,,,,,Werriwa (NSW),0.5492,0.4508,-0.0185,ALP RETAIN,,,,,,,
,,,,,,,Dobell (NSW),0.5722,0.4278,-0.0221,ALP RETAIN,,,,,,,
,,,,,,,Bonner (QLD),0.5141,0.4859,-0.0359,ALP RETAIN,,,,,,,
,,,,,,,Bruce (VIC),0.608,0.392,-0.0382,ALP RETAIN,,,,,,,
,,,,,,,Canning (WA),0.4329,0.5671,-0.0016,LNP RETAIN,,,,,,,
,,,,,,,Longman (QLD),0.4765,0.5235,-0.0224,LNP RETAIN,,,,,,,
,,,,,,,Shortland (NSW),0.5864,0.4136,-0.0287,ALP RETAIN,,,,,,,
,,,,,,,Greenway (NSW),0.6081,0.3919,-0.0295,ALP RETAIN,,,,,,,
,,,,,,,Dunkley (VIC),0.5551,0.4449,-0.0157,ALP RETAIN,,,,,,,
,,,,,,,Banks (NSW),0.4964,0.5036,-0.0275,LNP GAIN,,,,,,,
,,,,,,,Moore (WA),0.5044,0.4956,-0.0245,ALP RETAIN,,,,,,,
,,,,,,,Corangamite (VIC),0.565,0.435,-0.0155,ALP RETAIN,,,,,,,
,,,,,,,Monash (VIC),0.4474,0.5526,-0.0122,LNP RETAIN,,,,,,,
,,,,,,,Hughes (NSW),0.4993,0.5007,-0.0313,LNP GAIN,,,,,,,
,,,,,,,Aston (VIC),0.5043,0.4957,-0.03,ALP RETAIN,,,,,,,
,,,,,,,Leichhardt (QLD),0.5224,0.4776,-0.0389,ALP RETAIN,,,,,,,
,,,,,,,Hawke (VIC),0.5614,0.4386,-0.0149,ALP RETAIN,,,,,,,
,,,,,,,Swan (WA),0.6136,0.3864,-0.0263,ALP RETAIN,,,,,,,
,,,,,,,Flynn (QLD),0.3984,0.6016,0.001,LNP RETAIN,,,,,,,
,,,,,,,Richmond (NSW),0.5807,0.4193,-0.0193,ALP RETAIN,,,,,,,
,,,,,,,Moreton (QLD),0.6285,0.3715,-0.0324,ALP RETAIN,,,,,,,
,,,,,,,Cowan (WA),0.6122,0.3878,-0.0241,ALP RETAIN,,,,,,,
,,,,,,,Holt (VIC),0.6081,0.3919,-0.0322,ALP RETAIN,,,,,,,
,,,,,,,Hasluck (WA),0.63,0.37,-0.0297,ALP RETAIN,,,,,,,
,,,,,,,Forde (QLD),0.4881,0.5119,-0.0299,LNP GAIN,,,,,,,
,,,,,,,Rankin (QLD),0.6244,0.3756,-0.0311,ALP RETAIN,,,,,,,
,,,,,,,Petrie (QLD),0.4822,0.5178,-0.029,LNP GAIN,,,,,,,
,,,,,,,Solomon (NT),0.5159,0.4841,0.0028,ALP RETAIN,,,,,,,
,,,,,,,Lilley (QLD),0.6203,0.3797,-0.0249,ALP RETAIN,,,,,,,
,,,,,,,Whitlam (NSW),0.5527,0.4473,-0.0098,ALP RETAIN,,,,,,,
,,,,,,,Hindamarsh (SA),0.6301,0.3699,-0.0334,ALP RETAIN,,,,,,,
,,,,,,,Flinders (VIC),0.4338,0.5662,-0.0184,LNP RETAIN,,,,,,,
,,,,,,,Bowman (QLD),0.453,0.547,-0.0227,LNP RETAIN,,,,,,,
,,,,,,,Braddon (TAS),0.519,0.481,-0.053,ALP RETAIN,,,,,,,
,,,,,,,Isaacs (VIC),0.6164,0.3836,-0.027,ALP RETAIN,,,,,,,
,,,,,,,Durack (WA),0.3973,0.6027,-0.0012,LNP RETAIN,,,,,,,
,,,,,,,Oxley (QLD),0.6591,0.3409,-0.0341,ALP RETAIN,,,,,,,
,,,,,,,McMahon (NSW),0.5789,0.4211,-0.0113,ALP RETAIN,,,,,,,
,,,,,,,Macarthur (NSW),0.6265,0.3735,-0.0296,ALP RETAIN,,,,,,,
,,,,,,,La Trobe (VIC),0.4485,0.5515,-0.0309,LNP RETAIN,,,,,,,
,,,,,,,Capricornia (QLD),0.4239,0.5761,-0.0164,LNP RETAIN,,,,,,,
,,,,,,,Makin (SA),0.622,0.378,-0.0246,ALP RETAIN,,,,,,,
,,,,,,,Barton (NSW),0.6351,0.3649,-0.0249,ALP RETAIN,,,,,,,
,,,,,,,Hotham (VIC),0.6405,0.3595,-0.0281,ALP RETAIN,,,,,,,
,,,,,,,Hume (NSW),0.4075,0.5925,-0.0119,LNP RETAIN,,,,,,,
,,,,,,,Jagajaga (VIC),0.6122,0.3878,-0.0166,ALP RETAIN,,,,,,,
