Seat,State,DivisionID,Eliminated,AliveSet,Recipient,Votes,ScenarioTotal,Share,Method,VoteBasis,CandidateCount,LastSurvivorCandidate,LastSurvivorSubtype,LastSurvivorIdeologyFamily,LastSurvivorPrimaryCoverage,DefaultEvidenceMultiplier,EffectiveEvidenceMultiplier,OverrideApplied,Source
Parkes,NSW,139,OTH,ALP+LNP+ON,ON,9768.267614510336,21621.0,0.4517953662878838,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6,Stephen Pope,OTH_ASP,CENTRE_RIGHT,0.3133990102215438,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Parramatta,NSW,140,GRN,ALP+LNP,ALP,10032.71689059501,11766.0,0.8526871401151632,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Liz Tilly,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Parramatta,NSW,140,GRN,ALP+LNP,LNP,1733.2831094049905,11766.0,0.14731285988483683,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Liz Tilly,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Parramatta,NSW,140,ON,ALP+GRN+LNP,ALP,368.9345462149728,2653.0,0.13906315349226261,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Nicholas Matzen,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Parramatta,NSW,140,ON,ALP+GRN+LNP,GRN,506.52216645754913,2653.0,0.19092429945629444,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Nicholas Matzen,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Parramatta,NSW,140,ON,ALP+GRN+LNP,LNP,1777.543287327478,2653.0,0.670012547051443,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Nicholas Matzen,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Parramatta,NSW,140,OTH,ALP+GRN+LNP+ON,ALP,1259.0,6484.0,0.19417026526835285,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,4,Ganesh Loke,OTH_CYA,RIGHT,0.3770820481184454,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Parramatta,NSW,140,OTH,ALP+GRN+LNP+ON,GRN,1909.0,6484.0,0.29441702652683527,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,4,Ganesh Loke,OTH_CYA,RIGHT,0.3770820481184454,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Parramatta,NSW,140,OTH,ALP+GRN+LNP+ON,LNP,1187.0,6484.0,0.18306600863664402,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,4,Ganesh Loke,OTH_CYA,RIGHT,0.3770820481184454,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Parramatta,NSW,140,OTH,ALP+GRN+LNP+ON,ON,2129.0,6484.0,0.32834669956816787,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,4,Ganesh Loke,OTH_CYA,RIGHT,0.3770820481184454,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,GRN,ALP+IND+LNP+ON,ALP,5639.7067169362035,8219.0,0.6861791844429012,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Paul Johns,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,GRN,ALP+IND+LNP+ON,IND,1505.3352515130468,8219.0,0.18315309058438334,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Paul Johns,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,GRN,ALP+IND+LNP+ON,LNP,528.4167080067467,8219.0,0.06429209246949101,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Paul Johns,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,GRN,ALP+IND+LNP+ON,ON,545.5413235440024,8219.0,0.06637563250322451,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Paul Johns,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,IND,ALP+LNP,ALP,5266.769831584086,10565.0,0.4985111056870881,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Philip Penfold,IND_PROMINENT,CENTRE_LEFT,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,IND,ALP+LNP,LNP,5298.230168415914,10565.0,0.5014888943129119,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Philip Penfold,IND_PROMINENT,CENTRE_LEFT,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,ON,ALP+IND+LNP,ALP,1381.6492984327565,8254.0,0.1673914827274965,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Arnon Wither,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,ON,ALP+IND+LNP,IND,3717.584803479117,8254.0,0.4503979650447198,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Arnon Wither,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,ON,ALP+IND+LNP,LNP,3154.765898088127,8254.0,0.3822105522277837,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Arnon Wither,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,OTH,ALP+GRN+IND+LNP+ON,ALP,2383.0,11774.0,0.20239510786478684,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,5,Daniel Dryden,OTH_HMP,CENTRE_LEFT,0.3586716493969764,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,OTH,ALP+GRN+IND+LNP+ON,GRN,1860.0,11774.0,0.15797519959232204,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,5,Daniel Dryden,OTH_HMP,CENTRE_LEFT,0.3586716493969764,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,OTH,ALP+GRN+IND+LNP+ON,IND,2585.0,11774.0,0.21955155427212505,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,5,Daniel Dryden,OTH_HMP,CENTRE_LEFT,0.3586716493969764,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,OTH,ALP+GRN+IND+LNP+ON,LNP,1682.0,11774.0,0.14285714285714282,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,5,Daniel Dryden,OTH_HMP,CENTRE_LEFT,0.3586716493969764,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Paterson,NSW,249,OTH,ALP+GRN+IND+LNP+ON,ON,3264.0,11774.0,0.2772209954136233,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,5,Daniel Dryden,OTH_HMP,CENTRE_LEFT,0.3586716493969764,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Reid,NSW,144,GRN,ALP+LNP,ALP,9718.90320259086,11680.0,0.8320978769341489,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Joanna Somerville,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Reid,NSW,144,GRN,ALP+LNP,LNP,1961.09679740914,11680.0,0.167902123065851,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Joanna Somerville,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Reid,NSW,144,ON,ALP+GRN+LNP,ALP,388.94401133947554,2352.0,0.1653673517599811,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Gina Ingrouille,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Reid,NSW,144,ON,ALP+GRN+LNP,GRN,376.7200566973778,2352.0,0.1601700921332388,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Gina Ingrouille,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Reid,NSW,144,ON,ALP+GRN+LNP,LNP,1586.3359319631468,2352.0,0.6744625561067801,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Gina Ingrouille,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Reid,NSW,144,OTH,ALP+GRN+LNP+ON,ALP,1334.0,5912.0,0.22564276048714482,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,3,Steven Commerford,IND_MINOR,CENTRE_LEFT,0.524018944519621,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Reid,NSW,144,OTH,ALP+GRN+LNP+ON,GRN,1537.0,5912.0,0.25997970230040596,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,3,Steven Commerford,IND_MINOR,CENTRE_LEFT,0.524018944519621,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Reid,NSW,144,OTH,ALP+GRN+LNP+ON,LNP,1160.0,5912.0,0.19621109607577802,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,3,Steven Commerford,IND_MINOR,CENTRE_LEFT,0.524018944519621,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Reid,NSW,144,OTH,ALP+GRN+LNP+ON,ON,1881.0,5912.0,0.31816644113667125,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,3,Steven Commerford,IND_MINOR,CENTRE_LEFT,0.524018944519621,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Richmond,NSW,145,GRN,ALP+LNP,ALP,23889.719205670215,27783.0,0.8598682361757268,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Mandy Nolan,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Richmond,NSW,145,GRN,ALP+LNP,LNP,3893.280794329784,27783.0,0.14013176382427323,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Mandy Nolan,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Richmond,NSW,145,ON,ALP+GRN+LNP,ALP,697.7171480614104,5709.0,0.1222135484430566,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Ian Mye,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Richmond,NSW,145,ON,ALP+GRN+LNP,GRN,687.3182409575852,5709.0,0.1203920548182843,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Ian Mye,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Richmond,NSW,145,ON,ALP+GRN+LNP,LNP,4323.964610981005,5709.0,0.757394396738659,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Ian Mye,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Richmond,NSW,145,OTH,ALP+GRN+LNP+ON,ALP,2126.0,13764.0,0.15446091252542862,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6,Vivian Mac Mcmahon,OTH_HMP,CENTRE_LEFT,0.2904678872420808,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Richmond,NSW,145,OTH,ALP+GRN+LNP+ON,GRN,2856.0,13764.0,0.20749782040104622,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6,Vivian Mac Mcmahon,OTH_HMP,CENTRE_LEFT,0.2904678872420808,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Richmond,NSW,145,OTH,ALP+GRN+LNP+ON,LNP,2962.0,13764.0,0.21519907003777972,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6,Vivian Mac Mcmahon,OTH_HMP,CENTRE_LEFT,0.2904678872420808,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Richmond,NSW,145,OTH,ALP+GRN+LNP+ON,ON,5820.0,13764.0,0.42284219703574544,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6,Vivian Mac Mcmahon,OTH_HMP,CENTRE_LEFT,0.2904678872420808,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,GRN,ALP+IND+LNP+ON+OTH,ALP,2389.2177861549003,4767.0,0.5011994516792324,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Pheonix Valxori,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,GRN,ALP+IND+LNP+ON+OTH,IND,927.9150102810144,4767.0,0.19465387251542154,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Pheonix Valxori,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,GRN,ALP+IND+LNP+ON+OTH,LNP,382.27484578478413,4767.0,0.08019191226867711,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Pheonix Valxori,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,GRN,ALP+IND+LNP+ON+OTH,ON,356.1363947909527,4767.0,0.07470870459218641,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Pheonix Valxori,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,GRN,ALP+IND+LNP+ON+OTH,OTH,711.4559629883482,4767.0,0.14924605894448253,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Pheonix Valxori,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,IND,ALP+LNP+ON,ALP,3182.5787150918827,6909.0,0.46064245405874693,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Jenny Rolfe,IND_PROMINENT,CENTRE_LEFT,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,IND,ALP+LNP+ON,LNP,2174.37056865866,6909.0,0.31471567066994643,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Jenny Rolfe,IND_PROMINENT,CENTRE_LEFT,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,IND,ALP+LNP+ON,ON,1552.0507162494573,6909.0,0.22464187527130663,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Jenny Rolfe,IND_PROMINENT,CENTRE_LEFT,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,ON,ALP+LNP,ALP,3782.643771938146,10427.0,0.36277393036713784,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Mark Craig,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,ON,ALP+LNP,LNP,6644.3562280618535,10427.0,0.6372260696328622,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Mark Craig,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,OTH,ALP+IND+LNP+ON,ALP,3575.824023285304,21550.0,0.16593150920117422,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8,James Gooden,IND_MINOR,CENTRE_RIGHT,0.2357308584686775,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,OTH,ALP+IND+LNP+ON,IND,5732.053534276022,21550.0,0.26598856307545354,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8,James Gooden,IND_MINOR,CENTRE_RIGHT,0.2357308584686775,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,OTH,ALP+IND+LNP+ON,LNP,5229.45218923254,21550.0,0.24266599485997864,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8,James Gooden,IND_MINOR,CENTRE_RIGHT,0.2357308584686775,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Riverina,NSW,250,OTH,ALP+IND+LNP+ON,ON,7012.670253206134,21550.0,0.32541393286339365,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8,James Gooden,IND_MINOR,CENTRE_RIGHT,0.2357308584686775,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Robertson,NSW,146,GRN,ALP+LNP,ALP,7169.384078009024,9119.0,0.7862028816766119,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Cheryl Wallace,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Robertson,NSW,146,GRN,ALP+LNP,LNP,1949.6159219909769,9119.0,0.2137971183233881,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Cheryl Wallace,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Robertson,NSW,146,ON,ALP+GRN+LNP,ALP,1165.6897908469662,7032.0,0.1657693104162352,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Matt Lloyd,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Robertson,NSW,146,ON,ALP+GRN+LNP,GRN,1523.1874094015325,7032.0,0.2166079933733692,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Matt Lloyd,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Robertson,NSW,146,ON,ALP+GRN+LNP,LNP,4343.122799751502,7032.0,0.6176226962103956,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Matt Lloyd,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Robertson,NSW,146,OTH,ALP+GRN+LNP+ON,ALP,2419.0,9070.0,0.26670341786108054,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,3,Tom Lillicrap,OTH_HMP,CENTRE_LEFT,0.3855567805953693,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Robertson,NSW,146,OTH,ALP+GRN+LNP+ON,GRN,2531.0,9070.0,0.27905181918412353,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,3,Tom Lillicrap,OTH_HMP,CENTRE_LEFT,0.3855567805953693,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Robertson,NSW,146,OTH,ALP+GRN+LNP+ON,LNP,1494.0,9070.0,0.16471885336273423,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,3,Tom Lillicrap,OTH_HMP,CENTRE_LEFT,0.3855567805953693,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Robertson,NSW,146,OTH,ALP+GRN+LNP+ON,ON,2626.0,9070.0,0.28952590959206176,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,3,Tom Lillicrap,OTH_HMP,CENTRE_LEFT,0.3855567805953693,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Shortland,NSW,148,GRN,ALP+LNP,ALP,9560.67088607595,12257.0,0.7800172053582402,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Therese Doyle,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Shortland,NSW,148,GRN,ALP+LNP,LNP,2696.3291139240505,12257.0,0.2199827946417598,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Therese Doyle,GRN,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Shortland,NSW,148,ON,ALP+GRN+LNP,ALP,2158.681473620376,9813.0,0.219981807155852,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Barry Reed,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Shortland,NSW,148,ON,ALP+GRN+LNP,GRN,1609.7128562765313,9813.0,0.164038811400849,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Barry Reed,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Shortland,NSW,148,ON,ALP+GRN+LNP,LNP,6044.605670103093,9813.0,0.615979381443299,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,1,Barry Reed,ON,,1.0,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
Shortland,NSW,148,OTH,ALP+GRN+LNP+ON,ALP,2676.0,9485.0,0.28212967843964154,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,3,James Pheils,IND_MINOR,CENTRE_LEFT,0.5065893516078018,1.0,1.0,False,AEC_CANDIDATE_ROUNDS_CATEGORY_EXIT
