,,,,,ScenarioKey,ScenarioTotal,ScenarioShare,Share
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.02197989533,0.02197989533
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.02102897861,0.02102897861
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.02425680072,0.02425680072
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.01985713826,0.01985713826
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.01971497925,0.01971497925
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.01972406045,0.01972406045
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.01802770312,0.01802770312
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.02683772996,0.02683772996
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.01928873524,0.01928873524
,,,,,ALP|GRN|IND|LNP|ON → IND | OTH,11.131154,0.02357093267,0.02357093267
