InnerMetro,BRISBANE (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,"BRISBANE
(QLD)",FULL DISTRIBUTION,,,,,,,,LILLEY (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,"LILLEY
(QLD)",FULL DISTRIBUTION,,,,,,,,GRIFFITH (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,GRIFFITH (QLD),FULL DISTRIBUTION,,,,,,,,MORETON (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,"MORETON 
(QLD)",FULL DISTRIBUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,QLD,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,89.0,,,,,,,,,,,,,,,,,RESULT,GREENS GAIN,,,,,,,,,90.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,91.0,,,,,,,,,,,,,,,,,RESULT,GREENS GAIN,,,,,,,,,92.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTER METRO,BONNER (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,"BONNER
(QLD)",FULL DISTRIBUTION,,,,,,,,BOWMAN (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,BOWMAN (QLD),FULL DISTRIBUTION,,,,,,,,DICKSON (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,DICKSON (QLD),FULL DISTRIBUTION,,,,,,,,PETRIE (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,PETRIE (QLD),FULL DISTRIBUTION,,,,,,,,FADDEN (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,FADDEN (QLD),FULL DISTRIBUTION,,,,,,,,FORDE (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,FORDE (QLD),FULL DISTRIBUTION,,,,,,,,OXLEY (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,OXLEY (QLD),FULL DISTRIBUTION,,,,,,,,RANKIN (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,RANKIN (QLD),FULL DISTRIBUTION,,,,,,,,RYAN (QLD),RAW,,,,,,,,,AliveMask,,,,,,,,RYAN (QLD),FULL DISTRIBUTION,,,,,
,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH
,Primary,0.3096719432,0.2650812978,0.1528758022,0.1940001298,0,0.06363961566,,0.9852687886,,True,True,True,True,False,True,IND,,ROUND 1,0.3143019923,0.2690446514,0.1551615193,0.1969007159,0,0.06459112112,,,Primary,0.2502400261,0.2902310158,0.1386298848,0.2427670362,0,0.08250721267,,1.004375176,,True,True,True,True,False,True,IND,,ROUND 1,0.2491499513,0.2889667356,0.1380259969,0.2417095146,0,0.08214780162,,,Primary,0.2708568668,0.2525217655,0.1077246874,0.1989574164,0.09372044421,0.06642700322,,0.9902081836,,True,True,True,True,True,False,OTH,,ROUND 1,0.273535274,0.2550188634,0.1087899385,0.2009248355,0.09464721234,0.06708387622,,,Primary,0.2875701521,0.2797663299,0.1350509025,0.2296154319,0,0.06811623228,,1.000119049,,True,True,True,True,False,True,IND,,ROUND 1,0.2875359213,0.2797330281,0.1350348268,0.2295880997,0,0.0681081241,,,Primary,0.2006190842,0.3059154438,0.1143813464,0.2549842575,0.03378385966,0.09987665618,,1.009560648,,True,True,True,True,False,True,IND,,ROUND 1,0.1987191999,0.3030183917,0.1132981428,0.2525695292,0.03346392288,0.09893081352,,,Primary,0.2662753697,0.209704994,0.1280756882,0.2729088359,0.03238824049,0.1027436878,,1.012096816,,True,True,True,True,False,True,IND,,ROUND 1,0.2630927847,0.2071985512,0.1265448978,0.2696469662,0.03200112872,0.1015156714,,,Primary,0.4495577444,0.1172579817,0.1542281695,0.218349341,0,0.04667107088,,0.9860643075,,True,True,True,True,False,True,IND,,ROUND 1,0.4559111824,0.1189151466,0.1564078208,0.2214351938,0,0.04733065635,,,Primary,0.4198019658,0.1078104283,0.1268122143,0.2381075099,0,0.1103434272,,1.002875545,,True,True,True,True,False,True,IND,,ROUND 1,0.4185982674,0.1075013034,0.1264486056,0.2374247841,0,0.1100270394,,,Primary,0.2069935358,0.2429287536,0.3107012164,0.1483546299,0,0.05083514479,,0.9598132804,,True,True,True,True,False,True,IND,,ROUND 1,0.2156602123,0.2531000128,0.3237100619,0.1545661359,0,0.05296357721
,Eliminated,0,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.08076995092,-0.08568664637,0.03091071714,0.1587193747,0,-0.02317349454,,,Eliminated,0,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.06799007478,-0.1071642802,0.02052111203,0.170867654,0,-0.01623441106,,,Eliminated,0.06642700322,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.06272159281,-0.09190290211,0.03244025111,0.1589756027,-0.02729823187,-0.009493126999,,,Eliminated,0,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.07668423074,-0.09868330182,0.0168589243,0.1623917164,0,-0.003883108175,,,Eliminated,0.03378385966,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.07529988427,-0.1065470521,0.02029179637,0.1726959194,0.005430063222,-0.01657084266,,,Eliminated,0.03238824049,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.07933258501,-0.09990644275,0.01234420965,0.1668849463,0.002362888234,-0.002353016399,,,Eliminated,0,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.07154656197,-0.09224283509,0.02205465129,0.1663083068,-0.01380814652,-0.01076541453,,,Eliminated,0,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.07560369833,-0.08995912488,0.01701139129,0.1717428197,0,-0.02319138775,,,Eliminated,0,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.06673332353,-0.09297874076,0.03388384548,0.1320747864,0,-0.006246567576
,Weights,0.4437130834,0.28199178560491983,0.1315218729578452,0.07783155123263281,0.0,0.06494170683891011,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0,,,,,Weights,0.2383778437,0.11968348170128586,0.26162215628091,0.2274975272007913,0.0,0.15281899109792285,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0,,,,,Weights,0.1652442795,0.13617810760667903,0.14941249226963513,0.27915893630179345,0.2700061842918986,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.06708387622,,,,,Weights,0.4437130834,0.28199178560491983,0.1315218729578452,0.07783155123263281,0.0,0.06494170683891011,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0,,,,,Weights,0.1893232205,0.10530921820303384,0.36260210035005835,0.10326721120186698,0.0,0.2394982497082847,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.03346392288,,,,,Weights,0.1690849867,0.09949659461060112,0.17619188628960616,0.21616819662422268,0.0,0.3390583358010068,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.03200112872,,,,,Weights,0.1554006969,0.06480836236933799,0.35400696864111497,0.11707317073170732,0.0,0.3087108013937282,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0,,,,,Weights,0.4437130834,0.28199178560491983,0.1315218729578452,0.07783155123263281,0.0,0.06494170683891011,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0,,,,,Weights,0.4437130834,0.28199178560491983,0.1315218729578452,0.07783155123263281,0.0,0.06494170683891011,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.01097668229,0.009045903593,0.009925024105,0.01854369156,0.01793570167,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.006396069113,0.003557751849,0.01225009847,0.003488764971,,0.008091175257,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.005476365212,0.003222519634,0.005706545186,0.007001307539,,0.01098150292,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,,,
,Round 2,0.3096719432,0.265081297802353,0.15287580217141244,0.19400012981666148,0.0,0.0636396156640365,,0.9852687886,,True,True,True,True,False,True,OTH,,ROUND 2,0.3143019923,0.2690446514,0.1551615193,0.1969007159,,0.06459112112,,,Round 2,0.2502400261,0.2902310157704168,0.13862988484725014,0.24276703618137524,0.0,0.08250721267374775,,1.004375176,,True,True,True,True,False,True,OTH,,ROUND 2,0.2491499513,0.2889667356,0.1380259969,0.2417095146,,0.08214780162,,,Round 2,0.2818335491,0.26156766907841167,0.11764971154595234,0.21750110794575542,0.11165614588637986,0.0,,0.9902081836,,True,True,True,True,True,False,IND,,ROUND 2,0.2846205008,0.2641542187,0.1188131077,0.219651899,0.1127602738,,,,Round 2,0.2875701521,0.27976632988560857,0.13505090245907256,0.22961543188332606,0.0,0.06811623227618332,,1.000119049,,True,True,True,True,False,True,OTH,,ROUND 2,0.2875359213,0.2797330281,0.1350348268,0.2295880997,,0.0681081241,,,Round 2,0.2070151533,0.3094731956059284,0.1266314449128333,0.25847302245430903,0.0,0.10796783143602436,,1.009560648,,True,True,True,True,False,True,OTH,,ROUND 2,0.2050546976,0.3065424512,0.1254322315,0.2560252552,,0.1069453645,,,Round 2,0.2717517349,0.21292751358946158,0.13378223336575804,0.2799101434450013,0.0,0.11372519072846357,,1.012096816,,True,True,True,True,False,True,OTH,,ROUND 2,0.2685036951,0.2103825545,0.1321832371,0.2765645925,,0.1123659209,,,Round 2,0.4495577444,0.1172579817236641,0.154228169531753,0.21834934101553813,0.0,0.046671070876053405,,0.9860643075,,True,True,True,True,False,True,OTH,,ROUND 2,0.4559111824,0.1189151466,0.1564078208,0.2214351938,,0.04733065635,,,Round 2,0.4198019658,0.10781042828000743,0.12681221432545353,0.23810750988173424,0.0,0.1103434271673085,,1.002875545,,True,True,True,True,False,True,LNP,,ROUND 2,0.4185982674,0.1075013034,0.1264486056,0.2374247841,,0.1100270394,,,Round 2,0.2069935358,0.24292875355202878,0.3107012163886258,0.14835462991756126,0.0,0.050835144787458215,,0.9598132804,,True,True,True,True,False,True,OTH,,ROUND 2,0.2156602123,0.2531000128,0.3237100619,0.1545661359,,0.05296357721
,Eliminated,0.06363961566,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.08250721267,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1116561459,,IND,ALP+LNP+GRN+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.06811623228,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1079678314,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1137251907,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.04667107088,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1078104283,,LNP,ALP+GRN+ON+OTH,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.05083514479,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,
,Weights,0.1623361692,0.26546332490227637,0.19360772591400321,0.37859277994941365,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.06459112112,,,,,Weights,0.144384338,0.2179289026275116,0.12248840803709429,0.5151983513652757,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.08214780162,,,,,Weights,0.4598896724,0.24696133732989595,0.14987780709326787,0.14327118314345813,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.1127602738,,,,,Weights,0.1148905804,0.17768791627021885,0.1731684110371075,0.5342530922930543,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.0681081241,,,,,Weights,0.1526327483,0.18210767977486483,0.13722876397837516,0.5280308079685996,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.1069453645,,,,,Weights,0.1187035676,0.23405992325904154,0.1648297820230223,0.4824067270797616,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.1123659209,,,,,Weights,0.1564909035,0.18840579710144928,0.17468393462843046,0.48041936478569225,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.04733065635,,,,,Weights,0.1176470588,0.0,0.058823529411764705,0.6470588235294118,0.0,0.1764705882352941,,Calibrate,,,,,,,,,,ELIMINATED,LIBERAL,,,0.1075013034,,,,,Weights,0.152791381,0.19686581782566112,0.17074763303950374,0.47959516813581454,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.05296357721,,
,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.01033101142,0.01689398397,0.01232112127,0.02409349901,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.01191274928,0.01798070632,0.01010617713,0.04250757995,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.05134950836,0.02757475111,0.01673477829,0.01599710813,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.007825913461,0.01210343138,0.01179557971,0.03639130773,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.01647942684,0.01966177127,0.01481629206,0.05701034127,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.01349958587,0.02661850941,0.0187452984,0.05486179705,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.007303598048,0.00879310031,0.008152686294,0.02242168622,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.0126835798,,0.006341789899,0.06975968889,,0.0190253697,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.007767171975,0.01000770235,0.008679980648,0.02438028981,,
,Round 3,0.3200029546,0.28197528177203113,0.16519692343816772,0.2180936288258213,0.0,0.0,,0.9852687886,,True,True,True,True,False,False,GRN,,ROUND 3,0.3247874674,0.2861912252,0.1676668594,0.221354448,,,,,Round 3,0.2621527754,0.3082117220872614,0.14873606197923547,0.28527461612663424,0.0,0.0,,1.004375176,,True,True,True,True,False,False,GRN,,ROUND 3,0.2610108073,0.3068691158,0.1480881503,0.2840319266,,,,,Round 3,0.3331830575,0.289142420187614,0.13438448983988896,0.2334982160721356,0.0,0.0,,0.9902081836,,True,True,True,True,False,False,GRN,,ROUND 3,0.3364777862,0.2920016467,0.1357133702,0.2358071969,,,,,Round 3,0.2953960655,0.2918697612629418,0.14684648216817375,0.266006739612229,0.0,0.0,,1.000119049,,True,True,True,True,False,False,GRN,,ROUND 3,0.2953609032,0.2918350187,0.1468290024,0.2659750757,,,,,Round 3,0.2234945802,0.3291349668790665,0.14144773697022447,0.3154833637220905,0.0,0.0,,1.009560648,,True,True,True,True,False,False,GRN,,ROUND 3,0.2213780625,0.3260180234,0.1401082117,0.3124957024,,,,,Round 3,0.2852513207,0.23954602300398561,0.1525275317640573,0.3347719404908411,0.0,0.0,,1.012096816,,True,True,True,True,False,False,GRN,,ROUND 3,0.2818419308,0.2366829133,0.1507044873,0.3307706686,,,,,Round 3,0.4568613424,0.12605108203364518,0.16238085582570436,0.24077102723967972,0.0,0.0,,0.9860643075,,True,True,True,True,False,False,LNP,,ROUND 3,0.4633179996,0.1278325167,0.1646757261,0.2441737576,,,,,Round 3,0.4324855456,0.0,0.1331540042242775,0.30786719876879787,0.0,0.1293687968637804,,1.002875545,,True,False,True,True,False,True,OTH,,ROUND 3,0.4312454796,,0.1327722117,0.306984451,,0.1289978577,,,Round 3,0.2147607078,0.25293645590489766,0.31938119703630474,0.17273491972911076,0.0,0.0,,0.9598132804,,True,True,True,True,False,False,ON,,ROUND 3,0.2237525904,0.2635267307,0.3327534673,0.1799672116,,
,Eliminated,0.1651969234,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.148736062,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1343844898,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1468464822,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.141447737,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1525275318,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.126051082,,LNP,ALP+GRN+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1293687969,,OTH,ALP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1727349197,,ON,ALP+LNP+GRN,4,,,,,,,,,,,,,SWING,,,,,,
,Weights,0.7345313479,0.16046865212484285,0.0,0.10500000000000001,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1676668594,,,,,Weights,0.7125307643,0.18246923568451495,0.0,0.105,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1480881503,,,,,Weights,0.7588445077,0.1361554923483789,0.0,0.10500000000000001,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1357133702,,,,,Weights,0.713972064,0.1810279360156342,0.0,0.10500000000000001,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1468290024,,,,,Weights,0.6989142643,0.14728566080119807,0.0,0.15380007487832273,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1401082117,,,,,Weights,0.6969717362,0.1506056527590848,0.0,0.15242261103633917,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1507044873,,,,,Weights,0.1428571429,0.0,0.07142857142857142,0.7857142857142857,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.1278325167,,,,,Weights,0.1679365079,0.0,0.2989417989417989,0.5331216931216931,0.0,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.1289978577,,,,,Weights,0.1405508072,0.7316239316239317,0.12782526115859452,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.1799672116,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1213423188,0.02650892764,,0.01734567696,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1059790199,0.02713975555,,0.01561728651,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.101976932,0.01829718638,,0.01411037143,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.104844286,0.02658331558,,0.01541888063,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.09885984102,0.02083322341,,0.02175467254,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1063073786,0.02297150849,,0.02324864465,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.01800729743,,0.009003648717,0.09904013588,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.02172574398,,0.03867374086,0.06896931202,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.0242780324,0.1263770011,0.02207988623,,,
,Round 4 (3CP),0.4413452734,0.30848420941132476,0.0,0.23543930578682892,0.0,0.0,,0.9852687886,,True,True,False,True,False,False,ON,,3CP,0.4479440316,0.3130965001,,0.2389594682,,,,,Round 4 (3CP),0.3681317953,0.3353514776353371,0.0,0.300891902634454,0.0,0.0,,1.004375176,,True,True,False,True,False,False,ON,,3CP,0.3665281702,0.3338906474,,0.2995811824,,,,,Round 4 (3CP),0.4351599895,0.3074396065657498,0.0,0.24760858750532394,0.0,0.0,,0.9902081836,,True,True,False,True,False,False,ON,,3CP,0.4394631318,0.3104797675,,0.2500571007,,,,,Round 4 (3CP),0.4002403515,0.31845307684100294,0.0,0.2814256202398872,0.0,0.0,,1.000119049,,True,True,False,True,False,False,ON,,3CP,0.4001927091,0.31841517,,0.2813921209,,,,,Round 4 (3CP),0.3223544212,0.3499681902875601,0.0,0.33723803625948034,0.0,0.0,,1.009560648,,True,True,False,True,False,False,ALP,,3CP,0.3193016902,0.3466539539,,0.3340443558,,,,,Round 4 (3CP),0.3915586994,0.2625175314890435,0.0,0.3580205851372469,0.0,0.0,,1.012096816,,True,True,False,True,False,False,LNP,,3CP,0.3868786989,0.259379861,,0.35374144,,,,,Round 4 (3CP),0.4748686399,0.0,0.1713845045423933,0.3398111631232581,0.0,0.0,,0.9860643075,,True,False,True,True,False,False,GRN,,3CP,0.4815797877,,0.1738066202,0.3446135922,,,,,Round 4 (3CP),0.4542112895,0.0,0.17182774508567217,0.37683651078993285,0.0,0.0,,1.002875545,,True,False,True,True,False,False,GRN,,3CP,0.4529089293,,0.1713350633,0.3757560073,,,,,Round 4 (3CP),0.2390387402,0.37931345700585395,0.3414610832618872,0.0,0.0,0.0,,0.9598132804,,True,True,True,False,False,False,ALP,,3CP,0.2490471272,0.3951950496,0.3557578231,,,
,Eliminated ,0.2354393058,,ON,ALP+LNP,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.3008919026,,ON,ALP+LNP,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2476085875,,ON,ALP+LNP,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2814256202,,ON,ALP+LNP,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.3223544212,,ALP,LNP+ON,1,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2625175315,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.1713845045,,GRN,ALP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.1718277451,,GRN,ALP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2390387402,,ALP,LNP+GRN,1,,,,,,,,,,,,,SWING,,,,,,
,Weights,0.272624982,0.7273750180394255,0.0,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2389594682,,,,,Weights,0.2752123484,0.7247876516412695,0.0,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2995811824,,,,,Weights,0.265942848,0.734057152044962,0.0,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2500571007,,,,,Weights,0.2822729465,0.7177270534508545,0.0,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2813921209,,,,,Weights,0,0.5890990421549084,0.0,0.4109009578450917,0.0,0.0,,,,,,,,,,,,ELIMINATED,LABOR,,,0.3193016902,,,,,Weights,0.267,0.0,0.0,0.733,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.259379861,,,,,Weights,0.895,0.0,0.0,0.105,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1738066202,,,,,Weights,0.895,0.0,0.0,0.105,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1713350633,,,,,Weights,0,0.24232026672709028,0.7576797332729097,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,LABOR,,,0.2490471272,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.06418663649,0.1712526693,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.08280916713,0.2180827355,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.06584973294,0.1817588546,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07943883906,0.2019867812,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.1898986808,,0.1324557404,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07455497894,,,0.1879625525,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1533891316,,,0.01799537298,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1537858319,,,0.01804191323,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.05792393128,0.1811148089,,,
