LABOR 2PP,,,,,,,,,COALITION 2PP,,,,,,,,,LABOR PRIMARY,,,,,,,,,COALITION PRIMARY,,,,,,,,NON-MAJOR PRIMARY,,,,,,,,GREENS PRIMARY,,,,,,,,ONE NATION PRIMARY,,,,,,,,INDEPENDENT PRIMARY,,,,,,,,OTHER PRIMARY,,,,,,
Inner metro,,0.456699079,0.4700811618,0.5782192186,0.6108160341,0.154116955,0.09865539054,,Inner metro,,,,,,,,,Inner metro,,0.3198954808,0.3149496177,0.3666732524,0.3785187531,0.05862327225,0.06002327225,,Inner metro,0.4767684729,0.4420641157,0.3263720958,0.2863692899,-0.190399183,-0.08590589233,,Inner metro,0.2033360463,0.2429862666,0.3069546518,0.335111957,0.1317759107,0.02338407255,,Inner metro,0.1370006425,0.1377938553,0.1451017979,0.1411386021,0.004137959528,-0.01559270156,,Inner metro,,0.03055386709,0.02416567201,0.04866431838,,,,Inner metro,0.02481901906,0.01505949175,0.05052258266,0.09935427637,,,,Inner metro,0.04151638466,0.05957905245,0.08716459925,0.04595476017,,
Outer metro,,0.4903889826,0.4582124197,0.5696086316,0.5715605291,0.0811715465,0.02570998201,,Outer metro,,,,,,,,,Outer metro,,0.3751456364,0.3209099736,0.4144643061,0.390835429,0.01568979253,0.01708979253,,Outer metro,0.4391387802,0.4188042724,0.32501976,0.2696999467,-0.1694388334,-0.0649455428,,Outer metro,0.1857155834,0.2602857539,0.260515934,0.3394646243,0.1537490409,0.04535720273,,Outer metro,0.1078716741,0.09996763305,0.1099431534,0.11438457,0.006512895939,-0.01321776515,,Outer metro,,0.06639848338,0.04384990008,0.09054585866,,,,Outer metro,0,0.009238451935,0.008673682467,0.02797604386,,,,Outer metro,0.07784390934,0.08468118556,0.09804919804,0.1065581518,,
Rural,,0.3703657466,0.3540646888,0.4479385493,0.4150239967,0.04465825007,-0.01080331442,,Rural,,,,,,,,,Rural,,0.232149617,0.2129180767,0.2770366579,0.2228837727,-0.009265844325,-0.007865844325,,Rural,0.5604396047,0.4644447942,0.4089026805,0.3283717048,-0.2320678999,-0.1275746092,,Rural,0.2074107783,0.3226371291,0.3140606616,0.4487445225,0.2413337442,0.132941906,,Rural,0.1081694951,0.09906744314,0.1120423985,0.0871148362,-0.02105465888,-0.04078531997,,Rural,,0.07881482647,0.06407754567,0.09943312235,,,,Rural,0.01166265293,0.004871330763,0,0.06331640815,,,,Rural,0.08757863028,0.1398835288,0.1379407175,0.1988801558,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,,2016.0,2019.0,2022.0,2025.0,Swing,Diff from nat swing,,SA,,2016.0,2019.0,2022.0,2025.0,Swing,Diff from nat swing,,SA,,2016.0,2019.0,2022.0,2025.0,Swing,Diff from nat swing,,SA,2016.0,2019.0,2022.0,2025.0,Swing,Diff from nat swing,,SA,2016.0,2019.0,2022.0,2025.0,Swing,Diff from nat swing,,SA,2016.0,2019.0,2022.0,2025.0,Swing,Diff from nat swing,,SA,2016.0,2019.0,2022.0,2025.0,Swing,Diff from nat swing,,SA,2016.0,2019.0,2022.0,2025.0,Swing,Diff from nat swing,,SA,2016.0,2019.0,2022.0,2025.0,Swing,Diff from nat swing
Overall,,0.5227233419,0.5070567758,0.5397336093,0.5919308413,0.06920749939,0.0137459349,,Overall,,,,,,,,,Overall,,0.3154728961,0.3537897016,0.3446382082,0.3830796909,0.06760679481,0.06900679481,,Overall,0.3508622744,0.430219539,0.3554381273,0.2799034124,-0.07095886194,0.03353442871,,Overall,0.3336648295,0.2159907594,0.2999236645,0.3370168966,0.003352067134,-0.105039771,,Overall,0.06207626141,0.1028902995,0.127736189,0.1341706727,0.07209441133,0.05236375024,,Overall,,0.008381057505,0.04833000239,0.06151715586,,,,Overall,0.006334939889,0.05315492278,0.02687226837,0.03361398718,,,,Overall,0.2652536282,0.09802667582,0.09698520477,0.1077150809,,
Inner metro,,0.5487419534,0.5256461794,0.5679068978,0.639356759,0.09061480556,0.03515324108,,Inner metro,,,,,,,,,Inner metro,,0.3519106574,0.3770717172,0.375825472,0.4321073504,0.08019669298,0.08159669298,,Inner metro,0.3492108296,0.412091065,0.3596213477,0.2728653436,-0.07634548603,0.02814780462,,Inner metro,0.298878513,0.2108372177,0.2645531802,0.295027306,-0.003851206949,-0.1122430451,,Inner metro,0.07744559181,0.1260659697,0.1680880027,0.1605571186,0.08311152682,0.06338086573,,Inner metro,,0,0.0316039998,0.04135328502,,,,Inner metro,0.001664850229,0.008917474998,0,0.02967439343,,,,Inner metro,0.2197680709,0.07585377305,0.06486117772,0.06344250895,,
Outer metro,,0.5850132829,0.5844194348,0.6074202747,0.6542679945,0.06925471154,0.01379314705,,Outer metro,,,,,,,,,Outer metro,,0.3883786396,0.3379318621,0.4279668969,0.4690003417,0.0806217021,0.0820217021,,Outer metro,0.2989738092,0.341094282,0.303159716,0.2318994647,-0.06707434449,0.03741894616,,Outer metro,0.3126475512,0.3209738559,0.2688733871,0.2991001936,-0.01354735761,-0.1219391958,,Outer metro,0.05766579874,0.09301138142,0.1264641665,0.1440360191,0.08637022031,0.06663955922,,Outer metro,,0,0.05552732882,0.06338844433,,,,Outer metro,0.01572823636,0.01956747319,0.02620966819,0.006137175247,,,,Outer metro,0.2392535161,0.08653124419,0.06067222352,0.08553855499,,
Rural,,0.4026846838,0.3860573233,0.4196800674,0.4621908169,0.05950613302,0.004044568534,,Rural,,,,,,,,,Rural,,0.1667817791,0.3511555709,0.2004515103,0.2207367281,0.05395494905,0.05535494905,,Rural,0.423440704,0.5662872255,0.4213747689,0.350076443,-0.07336426103,0.03112902961,,Rural,0.4097775169,0.08255720363,0.3781737207,0.4291868289,0.01940931199,-0.08898252619,,Rural,0.04700880699,0.09246742431,0.08778000252,0.09459558597,0.04758677898,0.02785611788,,Rural,,0.02793756157,0.05592822585,0.07939502959,,,,Rural,0,0.1423137522,0.05550993292,0.07369041925,,,,Rural,0.3627687099,0.1356634316,0.1789555595,0.1815057941,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
