State,DivisionID,Electorate,EliminatedModelCategory,FinishPosition,CategoryExitCount,AliveModelCategoriesAfter,CandidateCount,InternalCandidateExclusions,CategoryPrimaryVotes,LastSurvivorCandidateID,LastSurvivorCandidate,LastSurvivorSubtype,LastSurvivorIdeologyFamily,LastSurvivorPrimaryVotes,LastSurvivorPrimaryCoverage,DefaultEvidenceMultiplier,CategorySubtypeMix,CategoryIdeologyMix,Method,VoteBasis,EvidenceVotes,RecipientModelCategory,AllocatedVotes,Share,IsApproximation
NSW,138,Page,OTH,5,7,ALP>LNP>GRN>ON,7,6,13437,41692,Donna Lee Pike,OTH_CYA,RIGHT,2932,0.21820346803601995,0.21820346803601995,IND_MINOR:3691|OTH_CYA:2932|OTH_ASP:2345|OTH_FFPA:2235|OTH_LTP:1495|OTH_CEC:739,RIGHT:6662|CENTRE_LEFT:3691|CENTRE_RIGHT:2345|CENTRE:739,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,13437,ON,5912.0,0.4399791620153308,True
NSW,139,Parkes,ON,3,8,ALP>LNP,1,0,14320,41914,Mark Carter,ON,,14320,1.0,1.0,ON:14320,UNSPECIFIED:14320,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,25446,ALP,8503.0,0.33415861039063116,False
NSW,139,Parkes,ON,3,8,ALP>LNP,1,0,14320,41914,Mark Carter,ON,,14320,1.0,1.0,ON:14320,UNSPECIFIED:14320,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,25446,LNP,16943.0,0.6658413896093689,False
NSW,139,Parkes,ON,3,8,ALP>LNP,1,0,14320,41914,Mark Carter,ON,,14320,1.0,1.0,ON:14320,UNSPECIFIED:14320,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,14320,ALP,4785.151300793838,0.33415861039063116,True
NSW,139,Parkes,ON,3,8,ALP>LNP,1,0,14320,41914,Mark Carter,ON,,14320,1.0,1.0,ON:14320,UNSPECIFIED:14320,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,14320,LNP,9534.848699206163,0.6658413896093689,True
NSW,139,Parkes,OTH,4,7,ALP>LNP>ON,6,5,21621,41846,Stephen Pope,OTH_ASP,CENTRE_RIGHT,6776,0.31339901022154387,0.31339901022154387,OTH_ASP:6776|OTH_LTP:3885|OTH_IAP:3117|OTH_FFPA:2690|IND_MINOR:2597|OTH_CYA:2556,RIGHT:9131|CENTRE_RIGHT:6776|LEFT:3117|CENTRE:2597,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,11409,ALP,2610.0,0.22876676308177754,False
NSW,139,Parkes,OTH,4,7,ALP>LNP>ON,6,5,21621,41846,Stephen Pope,OTH_ASP,CENTRE_RIGHT,6776,0.31339901022154387,0.31339901022154387,OTH_ASP:6776|OTH_LTP:3885|OTH_IAP:3117|OTH_FFPA:2690|IND_MINOR:2597|OTH_CYA:2556,RIGHT:9131|CENTRE_RIGHT:6776|LEFT:3117|CENTRE:2597,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,11409,LNP,2856.0,0.25032868787799106,False
NSW,139,Parkes,OTH,4,7,ALP>LNP>ON,6,5,21621,41846,Stephen Pope,OTH_ASP,CENTRE_RIGHT,6776,0.31339901022154387,0.31339901022154387,OTH_ASP:6776|OTH_LTP:3885|OTH_IAP:3117|OTH_FFPA:2690|IND_MINOR:2597|OTH_CYA:2556,RIGHT:9131|CENTRE_RIGHT:6776|LEFT:3117|CENTRE:2597,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,11409,ON,5943.0,0.5209045490402314,False
NSW,139,Parkes,OTH,4,7,ALP>LNP>ON,6,5,21621,41846,Stephen Pope,OTH_ASP,CENTRE_RIGHT,6776,0.31339901022154387,0.31339901022154387,OTH_ASP:6776|OTH_LTP:3885|OTH_IAP:3117|OTH_FFPA:2690|IND_MINOR:2597|OTH_CYA:2556,RIGHT:9131|CENTRE_RIGHT:6776|LEFT:3117|CENTRE:2597,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,21621,ALP,5813.986200028101,0.26890459275834144,True
NSW,139,Parkes,OTH,4,7,ALP>LNP>ON,6,5,21621,41846,Stephen Pope,OTH_ASP,CENTRE_RIGHT,6776,0.31339901022154387,0.31339901022154387,OTH_ASP:6776|OTH_LTP:3885|OTH_IAP:3117|OTH_FFPA:2690|IND_MINOR:2597|OTH_CYA:2556,RIGHT:9131|CENTRE_RIGHT:6776|LEFT:3117|CENTRE:2597,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,21621,LNP,6038.746185461565,0.2793000409537748,True
NSW,139,Parkes,OTH,4,7,ALP>LNP>ON,6,5,21621,41846,Stephen Pope,OTH_ASP,CENTRE_RIGHT,6776,0.31339901022154387,0.31339901022154387,OTH_ASP:6776|OTH_LTP:3885|OTH_IAP:3117|OTH_FFPA:2690|IND_MINOR:2597|OTH_CYA:2556,RIGHT:9131|CENTRE_RIGHT:6776|LEFT:3117|CENTRE:2597,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,21621,ON,9768.267614510336,0.4517953662878838,True
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,1,0,6404,41621,Trish Frail,GRN,,6404,1.0,1.0,GRN:6404,UNSPECIFIED:6404,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,8259,ALP,4632.0,0.5608427170359608,False
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,1,0,6404,41621,Trish Frail,GRN,,6404,1.0,1.0,GRN:6404,UNSPECIFIED:6404,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,8259,LNP,1062.0,0.12858699600435888,False
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,1,0,6404,41621,Trish Frail,GRN,,6404,1.0,1.0,GRN:6404,UNSPECIFIED:6404,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,8259,ON,866.0,0.10485530935948661,False
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,1,0,6404,41621,Trish Frail,GRN,,6404,1.0,1.0,GRN:6404,UNSPECIFIED:6404,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,8259,OTH,1699.0,0.20571497760019372,False
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,1,0,6404,41621,Trish Frail,GRN,,6404,1.0,1.0,GRN:6404,UNSPECIFIED:6404,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6404,ALP,3591.636759898293,0.5608427170359608,True
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,1,0,6404,41621,Trish Frail,GRN,,6404,1.0,1.0,GRN:6404,UNSPECIFIED:6404,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6404,LNP,823.4711224119143,0.12858699600435888,True
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,1,0,6404,41621,Trish Frail,GRN,,6404,1.0,1.0,GRN:6404,UNSPECIFIED:6404,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6404,ON,671.4934011381523,0.10485530935948661,True
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,1,0,6404,41621,Trish Frail,GRN,,6404,1.0,1.0,GRN:6404,UNSPECIFIED:6404,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6404,OTH,1317.3987165516405,0.20571497760019372,True
NSW,140,Parramatta,GRN,3,6,ALP>LNP,1,0,11766,41631,Liz Tilly,GRN,,11766,1.0,1.0,GRN:11766,UNSPECIFIED:11766,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,14588,ALP,12439.0,0.8526871401151631,False
NSW,140,Parramatta,GRN,3,6,ALP>LNP,1,0,11766,41631,Liz Tilly,GRN,,11766,1.0,1.0,GRN:11766,UNSPECIFIED:11766,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,14588,LNP,2149.0,0.14731285988483686,False
NSW,140,Parramatta,GRN,3,6,ALP>LNP,1,0,11766,41631,Liz Tilly,GRN,,11766,1.0,1.0,GRN:11766,UNSPECIFIED:11766,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,11766,ALP,10032.71689059501,0.8526871401151631,True
NSW,140,Parramatta,GRN,3,6,ALP>LNP,1,0,11766,41631,Liz Tilly,GRN,,11766,1.0,1.0,GRN:11766,UNSPECIFIED:11766,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,11766,LNP,1733.2831094049905,0.14731285988483686,True
NSW,140,Parramatta,ON,4,5,ALP>LNP>GRN,1,0,2653,41899,Nicholas Matzen,ON,,2653,1.0,1.0,ON:2653,UNSPECIFIED:2653,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,4782,ALP,665.0,0.13906315349226264,False
NSW,140,Parramatta,ON,4,5,ALP>LNP>GRN,1,0,2653,41899,Nicholas Matzen,ON,,2653,1.0,1.0,ON:2653,UNSPECIFIED:2653,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,4782,GRN,913.0,0.19092429945629444,False
NSW,140,Parramatta,ON,4,5,ALP>LNP>GRN,1,0,2653,41899,Nicholas Matzen,ON,,2653,1.0,1.0,ON:2653,UNSPECIFIED:2653,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,4782,LNP,3204.0,0.6700125470514429,False
NSW,140,Parramatta,ON,4,5,ALP>LNP>GRN,1,0,2653,41899,Nicholas Matzen,ON,,2653,1.0,1.0,ON:2653,UNSPECIFIED:2653,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,2653,ALP,368.9345462149728,0.13906315349226264,True
NSW,140,Parramatta,ON,4,5,ALP>LNP>GRN,1,0,2653,41899,Nicholas Matzen,ON,,2653,1.0,1.0,ON:2653,UNSPECIFIED:2653,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,2653,GRN,506.52216645754913,0.19092429945629444,True
NSW,140,Parramatta,ON,4,5,ALP>LNP>GRN,1,0,2653,41899,Nicholas Matzen,ON,,2653,1.0,1.0,ON:2653,UNSPECIFIED:2653,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,2653,LNP,1777.5432873274779,0.6700125470514429,True
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,4,3,6484,41691,Ganesh Loke,OTH_CYA,RIGHT,2445,0.3770820481184454,0.3770820481184454,IND_MINOR:2517|OTH_CYA:2445|OTH_LTP:1522,RIGHT:3967|CENTRE_LEFT:2517,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,3076,ALP,406.0,0.13198959687906373,False
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,4,3,6484,41691,Ganesh Loke,OTH_CYA,RIGHT,2445,0.3770820481184454,0.3770820481184454,IND_MINOR:2517|OTH_CYA:2445|OTH_LTP:1522,RIGHT:3967|CENTRE_LEFT:2517,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,3076,GRN,1001.0,0.3254226267880364,False
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,4,3,6484,41691,Ganesh Loke,OTH_CYA,RIGHT,2445,0.3770820481184454,0.3770820481184454,IND_MINOR:2517|OTH_CYA:2445|OTH_LTP:1522,RIGHT:3967|CENTRE_LEFT:2517,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,3076,LNP,540.0,0.1755526657997399,False
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,4,3,6484,41691,Ganesh Loke,OTH_CYA,RIGHT,2445,0.3770820481184454,0.3770820481184454,IND_MINOR:2517|OTH_CYA:2445|OTH_LTP:1522,RIGHT:3967|CENTRE_LEFT:2517,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,3076,ON,1129.0,0.36703511053315996,False
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,4,3,6484,41691,Ganesh Loke,OTH_CYA,RIGHT,2445,0.3770820481184454,0.3770820481184454,IND_MINOR:2517|OTH_CYA:2445|OTH_LTP:1522,RIGHT:3967|CENTRE_LEFT:2517,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6484,ALP,1259.0,0.19417026526835288,True
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,4,3,6484,41691,Ganesh Loke,OTH_CYA,RIGHT,2445,0.3770820481184454,0.3770820481184454,IND_MINOR:2517|OTH_CYA:2445|OTH_LTP:1522,RIGHT:3967|CENTRE_LEFT:2517,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6484,GRN,1909.0,0.29441702652683527,True
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,4,3,6484,41691,Ganesh Loke,OTH_CYA,RIGHT,2445,0.3770820481184454,0.3770820481184454,IND_MINOR:2517|OTH_CYA:2445|OTH_LTP:1522,RIGHT:3967|CENTRE_LEFT:2517,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6484,LNP,1187.0,0.18306600863664405,True
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,4,3,6484,41691,Ganesh Loke,OTH_CYA,RIGHT,2445,0.3770820481184454,0.3770820481184454,IND_MINOR:2517|OTH_CYA:2445|OTH_LTP:1522,RIGHT:3967|CENTRE_LEFT:2517,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,6484,ON,2129.0,0.3283466995681678,True
NSW,249,Paterson,IND,3,8,ALP>LNP,1,0,10565,41752,Philip Penfold,IND_PROMINENT,CENTRE_LEFT,10565,1.0,1.0,IND_PROMINENT:10565,CENTRE_LEFT:10565,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,20485,ALP,10212.0,0.4985111056870881,False
NSW,249,Paterson,IND,3,8,ALP>LNP,1,0,10565,41752,Philip Penfold,IND_PROMINENT,CENTRE_LEFT,10565,1.0,1.0,IND_PROMINENT:10565,CENTRE_LEFT:10565,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,20485,LNP,10273.0,0.5014888943129119,False
NSW,249,Paterson,IND,3,8,ALP>LNP,1,0,10565,41752,Philip Penfold,IND_PROMINENT,CENTRE_LEFT,10565,1.0,1.0,IND_PROMINENT:10565,CENTRE_LEFT:10565,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,10565,ALP,5266.769831584086,0.4985111056870881,True
NSW,249,Paterson,IND,3,8,ALP>LNP,1,0,10565,41752,Philip Penfold,IND_PROMINENT,CENTRE_LEFT,10565,1.0,1.0,IND_PROMINENT:10565,CENTRE_LEFT:10565,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,10565,LNP,5298.230168415914,0.5014888943129119,True
NSW,249,Paterson,ON,4,7,ALP>LNP>IND,1,0,8254,42050,Arnon Wither,ON,,8254,1.0,1.0,ON:8254,UNSPECIFIED:8254,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,12187,ALP,2040.0,0.16739148272749652,False
NSW,249,Paterson,ON,4,7,ALP>LNP>IND,1,0,8254,42050,Arnon Wither,ON,,8254,1.0,1.0,ON:8254,UNSPECIFIED:8254,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,12187,IND,5489.0,0.4503979650447198,False
NSW,249,Paterson,ON,4,7,ALP>LNP>IND,1,0,8254,42050,Arnon Wither,ON,,8254,1.0,1.0,ON:8254,UNSPECIFIED:8254,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,12187,LNP,4658.0,0.3822105522277837,False
NSW,249,Paterson,ON,4,7,ALP>LNP>IND,1,0,8254,42050,Arnon Wither,ON,,8254,1.0,1.0,ON:8254,UNSPECIFIED:8254,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8254,ALP,1381.6492984327563,0.16739148272749652,True
NSW,249,Paterson,ON,4,7,ALP>LNP>IND,1,0,8254,42050,Arnon Wither,ON,,8254,1.0,1.0,ON:8254,UNSPECIFIED:8254,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8254,IND,3717.584803479117,0.4503979650447198,True
NSW,249,Paterson,ON,4,7,ALP>LNP>IND,1,0,8254,42050,Arnon Wither,ON,,8254,1.0,1.0,ON:8254,UNSPECIFIED:8254,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8254,LNP,3154.765898088127,0.3822105522277837,True
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,1,0,8219,41625,Paul Johns,GRN,,8219,1.0,1.0,GRN:8219,UNSPECIFIED:8219,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,10079,ALP,6916.0,0.686179184442901,False
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,1,0,8219,41625,Paul Johns,GRN,,8219,1.0,1.0,GRN:8219,UNSPECIFIED:8219,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,10079,IND,1846.0,0.18315309058438337,False
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,1,0,8219,41625,Paul Johns,GRN,,8219,1.0,1.0,GRN:8219,UNSPECIFIED:8219,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,10079,LNP,648.0,0.06429209246949102,False
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,1,0,8219,41625,Paul Johns,GRN,,8219,1.0,1.0,GRN:8219,UNSPECIFIED:8219,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,10079,ON,669.0,0.06637563250322452,False
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,1,0,8219,41625,Paul Johns,GRN,,8219,1.0,1.0,GRN:8219,UNSPECIFIED:8219,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8219,ALP,5639.7067169362035,0.686179184442901,True
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,1,0,8219,41625,Paul Johns,GRN,,8219,1.0,1.0,GRN:8219,UNSPECIFIED:8219,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8219,IND,1505.3352515130468,0.18315309058438337,True
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,1,0,8219,41625,Paul Johns,GRN,,8219,1.0,1.0,GRN:8219,UNSPECIFIED:8219,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8219,LNP,528.4167080067467,0.06429209246949102,True
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,1,0,8219,41625,Paul Johns,GRN,,8219,1.0,1.0,GRN:8219,UNSPECIFIED:8219,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,8219,ON,545.5413235440024,0.06637563250322452,True
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,5389,ALP,1208.0,0.2241603265912043,False
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,5389,GRN,1269.0,0.23547968083132306,False
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,5389,IND,1092.0,0.20263499721655223,False
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,5389,LNP,868.0,0.16106884394136203,False
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,5389,ON,952.0,0.17665615141955837,False
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,11774,ALP,2383.0,0.20239510786478682,True
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,11774,GRN,1860.0,0.15797519959232206,True
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,11774,IND,2585.0,0.21955155427212503,True
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,11774,LNP,1682.0,0.14285714285714285,True
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,5,4,11774,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4223,0.3586716493969764,0.3586716493969764,OTH_HMP:4223|OTH_CYA:2766|IND_MINOR:2580|OTH_FFPA:2205,CENTRE_LEFT:6803|RIGHT:4971,PROPORTIONAL_PRIMARY_ORIGIN_PASS_THROUGH,ALL_CATEGORY_PRIMARY_VOTES_TRACED_PROPORTIONALLY,11774,ON,3264.0,0.2772209954136232,True
NSW,144,Reid,GRN,3,5,ALP>LNP,1,0,11680,41633,Joanna Somerville,GRN,,11680,1.0,1.0,GRN:11680,UNSPECIFIED:11680,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,13895,ALP,11562.0,0.8320978769341489,False
NSW,144,Reid,GRN,3,5,ALP>LNP,1,0,11680,41633,Joanna Somerville,GRN,,11680,1.0,1.0,GRN:11680,UNSPECIFIED:11680,OBSERVED_LAST_SURVIVOR_EXIT,LAST_SURVIVOR_TALLY_AT_CATEGORY_EXIT,13895,LNP,2333.0,0.16790212306585103,False
