State,DivisionID,Electorate,CountNumber,EliminatedCandidateID,EliminatedCandidate,EliminatedModelCategory,EliminatedCandidateSubtype,EliminatedIdeologyFamily,EliminatedTally,InternalCategoryExclusion,CategoryExitThisCount,RecipientCandidateID,RecipientCandidate,RecipientModelCategory,RecipientCandidateSubtype,RecipientIdeologyFamily,TransferVotes,TransferShare,SameCategoryTransfer,AliveModelCategoriesAfter
NSW,136,Newcastle,4,41695,Jennifer Stefanac,OTH,OTH_CYA,RIGHT,4440,False,True,41488,Asarri Mcphee,LNP,LIB,,782,0.17612612612612613,False,ALP>LNP>GRN>ON
NSW,136,Newcastle,4,41695,Jennifer Stefanac,OTH,OTH_CYA,RIGHT,4440,False,True,41620,Charlotte Mccabe,GRN,GRN,,1077,0.24256756756756756,False,ALP>LNP>GRN>ON
NSW,136,Newcastle,4,41695,Jennifer Stefanac,OTH,OTH_CYA,RIGHT,4440,False,True,41893,Phillip Heyne,ON,ON,,1958,0.440990990990991,False,ALP>LNP>GRN>ON
NSW,136,Newcastle,5,41893,Phillip Heyne,ON,ON,,8820,False,True,41422,Sharon Claydon,ALP,ALP,,1892,0.2145124716553288,False,ALP>LNP>GRN
NSW,136,Newcastle,5,41893,Phillip Heyne,ON,ON,,8820,False,True,41488,Asarri Mcphee,LNP,LIB,,5064,0.5741496598639456,False,ALP>LNP>GRN
NSW,136,Newcastle,5,41893,Phillip Heyne,ON,ON,,8820,False,True,41620,Charlotte Mccabe,GRN,GRN,,1864,0.2113378684807256,False,ALP>LNP>GRN
NSW,136,Newcastle,6,41488,Asarri Mcphee,LNP,LIB,,27170,False,True,41422,Sharon Claydon,ALP,ALP,,18788,0.691497975708502,False,ALP>GRN
NSW,136,Newcastle,6,41488,Asarri Mcphee,LNP,LIB,,27170,False,True,41620,Charlotte Mccabe,GRN,GRN,,8382,0.308502024291498,False,ALP>GRN
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,41431,Wendy Backhous,ALP,ALP,,92,0.12449255751014884,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,41623,Luke Robinson,GRN,GRN,,88,0.11907983761840325,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,63,0.08525033829499323,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,38,0.05142083897158322,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,109,0.14749661705006767,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,60,0.08119079837618404,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,41896,Peter Nottle,ON,ON,,65,0.08795669824086604,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,41949,Kevin Hogan,LNP,NAT,,105,0.14208389715832206,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,41,0.05548037889039242,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,1,40865,Jennifer Baker,OTH,OTH_CEC,CENTRE,739,True,False,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,78,0.10554803788903924,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,2,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,1472,True,False,41431,Wendy Backhous,ALP,ALP,,182,0.12364130434782608,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,2,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,1472,True,False,41623,Luke Robinson,GRN,GRN,,391,0.265625,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,2,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,1472,True,False,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,28,0.019021739130434784,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,2,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,1472,True,False,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,67,0.04551630434782609,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,2,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,1472,True,False,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,82,0.05570652173913043,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,2,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,1472,True,False,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,35,0.02377717391304348,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,2,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,1472,True,False,41896,Peter Nottle,ON,ON,,78,0.05298913043478261,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,2,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,1472,True,False,41949,Kevin Hogan,LNP,NAT,,83,0.05638586956521739,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,2,41974,Jordan Colless,OTH,IND_MINOR,CENTRE_LEFT,1472,True,False,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,526,0.35733695652173914,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,3,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,1590,True,False,41431,Wendy Backhous,ALP,ALP,,93,0.05849056603773585,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,3,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,1590,True,False,41623,Luke Robinson,GRN,GRN,,110,0.06918238993710692,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,3,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,1590,True,False,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,158,0.09937106918238994,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,3,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,1590,True,False,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,248,0.1559748427672956,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,3,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,1590,True,False,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,260,0.16352201257861634,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,3,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,1590,True,False,41896,Peter Nottle,ON,ON,,358,0.22515723270440252,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,3,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,1590,True,False,41949,Kevin Hogan,LNP,NAT,,225,0.14150943396226415,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,3,41865,Brenton Williams,OTH,OTH_LTP,RIGHT,1590,True,False,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,138,0.08679245283018867,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,4,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,2686,True,False,41431,Wendy Backhous,ALP,ALP,,119,0.04430379746835443,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,4,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,2686,True,False,41623,Luke Robinson,GRN,GRN,,184,0.06850335070737155,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,4,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,2686,True,False,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,226,0.08413998510796723,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,4,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,2686,True,False,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,225,0.08376768428890544,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,4,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,2686,True,False,41896,Peter Nottle,ON,ON,,1355,0.5044676098287416,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,4,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,2686,True,False,41949,Kevin Hogan,LNP,NAT,,351,0.13067758749069247,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,4,41840,Andrew Grady,OTH,OTH_FFPA,RIGHT,2686,True,False,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,226,0.08413998510796723,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,5,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,2923,True,False,41431,Wendy Backhous,ALP,ALP,,275,0.09408142319534725,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,5,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,2923,True,False,41623,Luke Robinson,GRN,GRN,,248,0.08484433800889497,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,5,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,2923,True,False,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,266,0.09100239479986315,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,5,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,2923,True,False,41896,Peter Nottle,ON,ON,,1188,0.4064317482039001,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,5,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,2923,True,False,41949,Kevin Hogan,LNP,NAT,,505,0.17276770441327402,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,5,41831,Josh Pianca,OTH,OTH_ASP,CENTRE_RIGHT,2923,True,False,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,441,0.1508723913787205,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,6,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,3669,True,False,41431,Wendy Backhous,ALP,ALP,,836,0.22785500136276915,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,6,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,3669,True,False,41623,Luke Robinson,GRN,GRN,,720,0.19623875715453803,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,6,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,3669,True,False,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,998,0.2720087217225402,True,ALP>LNP>GRN>ON>OTH
NSW,138,Page,6,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,3669,True,False,41896,Peter Nottle,ON,ON,,528,0.1439084219133279,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,6,42084,Richard Wells,OTH,IND_MINOR,CENTRE_LEFT,3669,True,False,41949,Kevin Hogan,LNP,NAT,,587,0.15998909784682475,False,ALP>LNP>GRN>ON>OTH
NSW,138,Page,7,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,4671,False,True,41431,Wendy Backhous,ALP,ALP,,964,0.20637979019481908,False,ALP>LNP>GRN>ON
NSW,138,Page,7,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,4671,False,True,41623,Luke Robinson,GRN,GRN,,344,0.07364590023549561,False,ALP>LNP>GRN>ON
NSW,138,Page,7,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,4671,False,True,41896,Peter Nottle,ON,ON,,2340,0.5009633911368016,False,ALP>LNP>GRN>ON
NSW,138,Page,7,41692,Donna Lee Pike,OTH,OTH_CYA,RIGHT,4671,False,True,41949,Kevin Hogan,LNP,NAT,,1023,0.21901091843288376,False,ALP>LNP>GRN>ON
NSW,138,Page,8,41896,Peter Nottle,ON,ON,,12044,False,True,41431,Wendy Backhous,ALP,ALP,,1453,0.12064098306210562,False,ALP>LNP>GRN
NSW,138,Page,8,41896,Peter Nottle,ON,ON,,12044,False,True,41623,Luke Robinson,GRN,GRN,,2352,0.19528395881766855,False,ALP>LNP>GRN
NSW,138,Page,8,41896,Peter Nottle,ON,ON,,12044,False,True,41949,Kevin Hogan,LNP,NAT,,8239,0.6840750581202258,False,ALP>LNP>GRN
NSW,138,Page,9,41623,Luke Robinson,GRN,GRN,,20702,False,True,41431,Wendy Backhous,ALP,ALP,,16081,0.7767848517051492,False,ALP>LNP
NSW,138,Page,9,41623,Luke Robinson,GRN,GRN,,20702,False,True,41949,Kevin Hogan,LNP,NAT,,4621,0.22321514829485073,False,ALP>LNP
NSW,139,Parkes,1,41686,Petrus Van Der Steen,OTH,OTH_CYA,RIGHT,2556,True,False,36058,Stuart Howe,OTH,IND_MINOR,CENTRE,123,0.04812206572769953,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,1,41686,Petrus Van Der Steen,OTH,OTH_CYA,RIGHT,2556,True,False,41429,Nathan Fell,ALP,ALP,,157,0.06142410015649452,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,1,41686,Petrus Van Der Steen,OTH,OTH_CYA,RIGHT,2556,True,False,41621,Trish Frail,GRN,GRN,,150,0.05868544600938967,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,1,41686,Petrus Van Der Steen,OTH,OTH_CYA,RIGHT,2556,True,False,41820,Maurice Davey,OTH,OTH_FFPA,RIGHT,169,0.0661189358372457,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,1,41686,Petrus Van Der Steen,OTH,OTH_CYA,RIGHT,2556,True,False,41844,Sally Edwards,OTH,OTH_LTP,RIGHT,121,0.047339593114241005,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,1,41686,Petrus Van Der Steen,OTH,OTH_CYA,RIGHT,2556,True,False,41846,Stephen Pope,OTH,OTH_ASP,CENTRE_RIGHT,400,0.1564945226917058,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,1,41686,Petrus Van Der Steen,OTH,OTH_CYA,RIGHT,2556,True,False,41914,Mark Carter,ON,ON,,989,0.38693270735524254,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,1,41686,Petrus Van Der Steen,OTH,OTH_CYA,RIGHT,2556,True,False,41950,Jamie Chaffey,LNP,NAT,,298,0.11658841940532082,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,1,41686,Petrus Van Der Steen,OTH,OTH_CYA,RIGHT,2556,True,False,42085,Bob Wilson,OTH,OTH_IAP,LEFT,149,0.05829420970266041,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,2,36058,Stuart Howe,OTH,IND_MINOR,CENTRE,2720,True,False,41429,Nathan Fell,ALP,ALP,,348,0.12794117647058822,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,2,36058,Stuart Howe,OTH,IND_MINOR,CENTRE,2720,True,False,41621,Trish Frail,GRN,GRN,,210,0.07720588235294118,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,2,36058,Stuart Howe,OTH,IND_MINOR,CENTRE,2720,True,False,41820,Maurice Davey,OTH,OTH_FFPA,RIGHT,327,0.12022058823529412,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,2,36058,Stuart Howe,OTH,IND_MINOR,CENTRE,2720,True,False,41844,Sally Edwards,OTH,OTH_LTP,RIGHT,673,0.2474264705882353,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,2,36058,Stuart Howe,OTH,IND_MINOR,CENTRE,2720,True,False,41846,Stephen Pope,OTH,OTH_ASP,CENTRE_RIGHT,319,0.11727941176470588,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,2,36058,Stuart Howe,OTH,IND_MINOR,CENTRE,2720,True,False,41914,Mark Carter,ON,ON,,363,0.13345588235294117,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,2,36058,Stuart Howe,OTH,IND_MINOR,CENTRE,2720,True,False,41950,Jamie Chaffey,LNP,NAT,,357,0.13125,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,2,36058,Stuart Howe,OTH,IND_MINOR,CENTRE,2720,True,False,42085,Bob Wilson,OTH,OTH_IAP,LEFT,123,0.04522058823529412,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,3,41820,Maurice Davey,OTH,OTH_FFPA,RIGHT,3186,True,False,41429,Nathan Fell,ALP,ALP,,338,0.10608913998744507,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,3,41820,Maurice Davey,OTH,OTH_FFPA,RIGHT,3186,True,False,41621,Trish Frail,GRN,GRN,,181,0.05681104833647207,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,3,41820,Maurice Davey,OTH,OTH_FFPA,RIGHT,3186,True,False,41844,Sally Edwards,OTH,OTH_LTP,RIGHT,653,0.20495919648462022,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,3,41820,Maurice Davey,OTH,OTH_FFPA,RIGHT,3186,True,False,41846,Stephen Pope,OTH,OTH_ASP,CENTRE_RIGHT,404,0.12680477087256747,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,3,41820,Maurice Davey,OTH,OTH_FFPA,RIGHT,3186,True,False,41914,Mark Carter,ON,ON,,670,0.21029504080351538,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,3,41820,Maurice Davey,OTH,OTH_FFPA,RIGHT,3186,True,False,41950,Jamie Chaffey,LNP,NAT,,670,0.21029504080351538,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,3,41820,Maurice Davey,OTH,OTH_FFPA,RIGHT,3186,True,False,42085,Bob Wilson,OTH,OTH_IAP,LEFT,270,0.0847457627118644,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,4,42085,Bob Wilson,OTH,OTH_IAP,LEFT,3659,True,False,41429,Nathan Fell,ALP,ALP,,1034,0.28259087182290243,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,4,42085,Bob Wilson,OTH,OTH_IAP,LEFT,3659,True,False,41621,Trish Frail,GRN,GRN,,876,0.23940967477452857,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,4,42085,Bob Wilson,OTH,OTH_IAP,LEFT,3659,True,False,41844,Sally Edwards,OTH,OTH_LTP,RIGHT,265,0.07242415960644985,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,4,42085,Bob Wilson,OTH,OTH_IAP,LEFT,3659,True,False,41846,Stephen Pope,OTH,OTH_ASP,CENTRE_RIGHT,676,0.18474993167532114,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,4,42085,Bob Wilson,OTH,OTH_IAP,LEFT,3659,True,False,41914,Mark Carter,ON,ON,,409,0.1117791746378792,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,4,42085,Bob Wilson,OTH,OTH_IAP,LEFT,3659,True,False,41950,Jamie Chaffey,LNP,NAT,,399,0.10904618748291883,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,5,41844,Sally Edwards,OTH,OTH_LTP,RIGHT,5597,True,False,41429,Nathan Fell,ALP,ALP,,588,0.1050562801500804,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,5,41844,Sally Edwards,OTH,OTH_LTP,RIGHT,5597,True,False,41621,Trish Frail,GRN,GRN,,438,0.07825620868322315,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,5,41844,Sally Edwards,OTH,OTH_LTP,RIGHT,5597,True,False,41846,Stephen Pope,OTH,OTH_ASP,CENTRE_RIGHT,1135,0.20278720743255316,True,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,5,41844,Sally Edwards,OTH,OTH_LTP,RIGHT,5597,True,False,41914,Mark Carter,ON,ON,,1886,0.3369662319099518,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,5,41844,Sally Edwards,OTH,OTH_LTP,RIGHT,5597,True,False,41950,Jamie Chaffey,LNP,NAT,,1550,0.27693407182419155,False,ALP>LNP>GRN>ON>OTH
NSW,139,Parkes,6,41621,Trish Frail,GRN,GRN,,8259,False,True,41429,Nathan Fell,ALP,ALP,,4632,0.5608427170359608,False,ALP>LNP>ON>OTH
NSW,139,Parkes,6,41621,Trish Frail,GRN,GRN,,8259,False,True,41846,Stephen Pope,OTH,OTH_ASP,CENTRE_RIGHT,1699,0.20571497760019372,False,ALP>LNP>ON>OTH
NSW,139,Parkes,6,41621,Trish Frail,GRN,GRN,,8259,False,True,41914,Mark Carter,ON,ON,,866,0.10485530935948661,False,ALP>LNP>ON>OTH
NSW,139,Parkes,6,41621,Trish Frail,GRN,GRN,,8259,False,True,41950,Jamie Chaffey,LNP,NAT,,1062,0.12858699600435888,False,ALP>LNP>ON>OTH
NSW,139,Parkes,7,41846,Stephen Pope,OTH,OTH_ASP,CENTRE_RIGHT,11409,False,True,41429,Nathan Fell,ALP,ALP,,2610,0.22876676308177754,False,ALP>LNP>ON
NSW,139,Parkes,7,41846,Stephen Pope,OTH,OTH_ASP,CENTRE_RIGHT,11409,False,True,41914,Mark Carter,ON,ON,,5943,0.5209045490402314,False,ALP>LNP>ON
NSW,139,Parkes,7,41846,Stephen Pope,OTH,OTH_ASP,CENTRE_RIGHT,11409,False,True,41950,Jamie Chaffey,LNP,NAT,,2856,0.25032868787799106,False,ALP>LNP>ON
NSW,139,Parkes,8,41914,Mark Carter,ON,ON,,25446,False,True,41429,Nathan Fell,ALP,ALP,,8503,0.33415861039063116,False,ALP>LNP
NSW,139,Parkes,8,41914,Mark Carter,ON,ON,,25446,False,True,41950,Jamie Chaffey,LNP,NAT,,16943,0.6658413896093689,False,ALP>LNP
NSW,140,Parramatta,1,40610,Maa Malini,OTH,IND_MINOR,CENTRE_LEFT,1018,True,False,41424,Andrew Charlton,ALP,ALP,,216,0.21218074656188604,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,1,40610,Maa Malini,OTH,IND_MINOR,CENTRE_LEFT,1018,True,False,41483,Katie Mullens,LNP,LIB,,106,0.10412573673870335,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,1,40610,Maa Malini,OTH,IND_MINOR,CENTRE_LEFT,1018,True,False,41631,Liz Tilly,GRN,GRN,,168,0.1650294695481336,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,1,40610,Maa Malini,OTH,IND_MINOR,CENTRE_LEFT,1018,True,False,41691,Ganesh Loke,OTH,OTH_CYA,RIGHT,74,0.07269155206286837,True,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,1,40610,Maa Malini,OTH,IND_MINOR,CENTRE_LEFT,1018,True,False,41872,Ben Somerson,OTH,OTH_LTP,RIGHT,37,0.036345776031434185,True,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,1,40610,Maa Malini,OTH,IND_MINOR,CENTRE_LEFT,1018,True,False,41899,Nicholas Matzen,ON,ON,,53,0.05206286836935167,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,1,40610,Maa Malini,OTH,IND_MINOR,CENTRE_LEFT,1018,True,False,42020,Tanya-lee Quinn,OTH,IND_MINOR,CENTRE_LEFT,364,0.3575638506876228,True,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,2,41872,Ben Somerson,OTH,OTH_LTP,RIGHT,1559,True,False,41424,Andrew Charlton,ALP,ALP,,116,0.07440667094291212,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,2,41872,Ben Somerson,OTH,OTH_LTP,RIGHT,1559,True,False,41483,Katie Mullens,LNP,LIB,,217,0.13919178960872355,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,2,41872,Ben Somerson,OTH,OTH_LTP,RIGHT,1559,True,False,41631,Liz Tilly,GRN,GRN,,118,0.07568954457985888,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,2,41872,Ben Somerson,OTH,OTH_LTP,RIGHT,1559,True,False,41691,Ganesh Loke,OTH,OTH_CYA,RIGHT,272,0.17447081462475947,True,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,2,41872,Ben Somerson,OTH,OTH_LTP,RIGHT,1559,True,False,41899,Nicholas Matzen,ON,ON,,593,0.38037203335471453,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,2,41872,Ben Somerson,OTH,OTH_LTP,RIGHT,1559,True,False,42020,Tanya-lee Quinn,OTH,IND_MINOR,CENTRE_LEFT,243,0.15586914688903142,True,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,3,42020,Tanya-lee Quinn,OTH,IND_MINOR,CENTRE_LEFT,2106,True,False,41424,Andrew Charlton,ALP,ALP,,521,0.24738841405508072,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,3,42020,Tanya-lee Quinn,OTH,IND_MINOR,CENTRE_LEFT,2106,True,False,41483,Katie Mullens,LNP,LIB,,324,0.15384615384615385,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,3,42020,Tanya-lee Quinn,OTH,IND_MINOR,CENTRE_LEFT,2106,True,False,41631,Liz Tilly,GRN,GRN,,622,0.29534662867996203,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,3,42020,Tanya-lee Quinn,OTH,IND_MINOR,CENTRE_LEFT,2106,True,False,41691,Ganesh Loke,OTH,OTH_CYA,RIGHT,285,0.13532763532763534,True,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,3,42020,Tanya-lee Quinn,OTH,IND_MINOR,CENTRE_LEFT,2106,True,False,41899,Nicholas Matzen,ON,ON,,354,0.16809116809116809,False,ALP>LNP>GRN>ON>OTH
NSW,140,Parramatta,4,41691,Ganesh Loke,OTH,OTH_CYA,RIGHT,3076,False,True,41424,Andrew Charlton,ALP,ALP,,406,0.13198959687906373,False,ALP>LNP>GRN>ON
NSW,140,Parramatta,4,41691,Ganesh Loke,OTH,OTH_CYA,RIGHT,3076,False,True,41483,Katie Mullens,LNP,LIB,,540,0.1755526657997399,False,ALP>LNP>GRN>ON
NSW,140,Parramatta,4,41691,Ganesh Loke,OTH,OTH_CYA,RIGHT,3076,False,True,41631,Liz Tilly,GRN,GRN,,1001,0.3254226267880364,False,ALP>LNP>GRN>ON
NSW,140,Parramatta,4,41691,Ganesh Loke,OTH,OTH_CYA,RIGHT,3076,False,True,41899,Nicholas Matzen,ON,ON,,1129,0.36703511053315996,False,ALP>LNP>GRN>ON
NSW,140,Parramatta,5,41899,Nicholas Matzen,ON,ON,,4782,False,True,41424,Andrew Charlton,ALP,ALP,,665,0.13906315349226264,False,ALP>LNP>GRN
NSW,140,Parramatta,5,41899,Nicholas Matzen,ON,ON,,4782,False,True,41483,Katie Mullens,LNP,LIB,,3204,0.6700125470514429,False,ALP>LNP>GRN
NSW,140,Parramatta,5,41899,Nicholas Matzen,ON,ON,,4782,False,True,41631,Liz Tilly,GRN,GRN,,913,0.19092429945629444,False,ALP>LNP>GRN
NSW,140,Parramatta,6,41631,Liz Tilly,GRN,GRN,,14588,False,True,41424,Andrew Charlton,ALP,ALP,,12439,0.8526871401151631,False,ALP>LNP
NSW,140,Parramatta,6,41631,Liz Tilly,GRN,GRN,,14588,False,True,41483,Katie Mullens,LNP,LIB,,2149,0.14731285988483686,False,ALP>LNP
