State,DivisionID,Electorate,CountNumber,EliminatedCandidateID,EliminatedCandidate,EliminatedModelCategory,EliminatedCandidateSubtype,EliminatedIdeologyFamily,EliminatedTally,InternalCategoryExclusion,CategoryExitThisCount,RecipientCandidateID,RecipientCandidate,RecipientModelCategory,RecipientCandidateSubtype,RecipientIdeologyFamily,TransferVotes,TransferShare,SameCategoryTransfer,AliveModelCategoriesAfter
ACT,102,Fenner,1,41713,Elizabeth Kikkert,OTH,OTH_FFPA,RIGHT,7426,False,True,41079,Bola Olatunbosun,LNP,LIB,,3837,0.5166980877996229,False,ALP>LNP>GRN
ACT,102,Fenner,1,41713,Elizabeth Kikkert,OTH,OTH_FFPA,RIGHT,7426,False,True,41398,Dani Hunterford,GRN,GRN,,1383,0.18623754376514948,False,ALP>LNP>GRN
ACT,102,Fenner,2,41398,Dani Hunterford,GRN,GRN,,16875,False,True,40678,Andrew Leigh,ALP,ALP,,15063,0.8926222222222222,False,ALP>LNP
ACT,102,Fenner,2,41398,Dani Hunterford,GRN,GRN,,16875,False,True,41079,Bola Olatunbosun,LNP,LIB,,1812,0.10737777777777778,False,ALP>LNP
NSW,103,Banks,1,41990,Phillip Pearce,OTH,OTH_AUD,CENTRE_LEFT,688,True,False,40625,John Coyne,OTH,IND_MINOR,CENTRE_LEFT,106,0.15406976744186046,True,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,1,41990,Phillip Pearce,OTH,OTH_AUD,CENTRE_LEFT,688,True,False,41350,Zhi Soon,ALP,ALP,,128,0.18604651162790697,False,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,1,41990,Phillip Pearce,OTH,OTH_AUD,CENTRE_LEFT,688,True,False,41411,David Coleman,LNP,LIB,,72,0.10465116279069768,False,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,1,41990,Phillip Pearce,OTH,OTH_AUD,CENTRE_LEFT,688,True,False,41486,Natalie Hanna,GRN,GRN,,178,0.25872093023255816,False,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,1,41990,Phillip Pearce,OTH,OTH_AUD,CENTRE_LEFT,688,True,False,41763,Allan Taruste,OTH,OTH_CYA,RIGHT,40,0.05813953488372093,True,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,1,41990,Phillip Pearce,OTH,OTH_AUD,CENTRE_LEFT,688,True,False,41858,Todd Nicol,ON,ON,,81,0.11773255813953488,False,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,1,41990,Phillip Pearce,OTH,OTH_AUD,CENTRE_LEFT,688,True,False,41871,Marika Momircevski,OTH,OTH_LTP,RIGHT,83,0.12063953488372094,True,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,2,40625,John Coyne,OTH,IND_MINOR,CENTRE_LEFT,2101,True,False,41350,Zhi Soon,ALP,ALP,,484,0.23036649214659685,False,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,2,40625,John Coyne,OTH,IND_MINOR,CENTRE_LEFT,2101,True,False,41411,David Coleman,LNP,LIB,,358,0.1703950499762018,False,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,2,40625,John Coyne,OTH,IND_MINOR,CENTRE_LEFT,2101,True,False,41486,Natalie Hanna,GRN,GRN,,698,0.3322227510709186,False,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,2,40625,John Coyne,OTH,IND_MINOR,CENTRE_LEFT,2101,True,False,41763,Allan Taruste,OTH,OTH_CYA,RIGHT,189,0.08995716325559258,True,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,2,40625,John Coyne,OTH,IND_MINOR,CENTRE_LEFT,2101,True,False,41858,Todd Nicol,ON,ON,,175,0.08329366968110423,False,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,2,40625,John Coyne,OTH,IND_MINOR,CENTRE_LEFT,2101,True,False,41871,Marika Momircevski,OTH,OTH_LTP,RIGHT,197,0.09376487386958592,True,ALP>LNP>GRN>ON>OTH
NSW,103,Banks,3,41871,Marika Momircevski,OTH,OTH_LTP,RIGHT,2958,True,False,41350,Zhi Soon,ALP,ALP,,309,0.10446247464503043,False,ALP>LNP>GRN>ON>OTH
