State,DivisionID,Electorate,ModelCategory,CandidateCount,PrimaryVotes,FinishPosition,CategoryExitCount,LastSurvivingCandidateID,LastSurvivingCandidate,LastSurvivingSubtype,LastSurvivingIdeologyFamily,InternalCandidateExclusions,PrimaryShare
NSW,251,Watson,ALP,1,39763,1,,41331,Tony Burke,ALP,,0,0.4800323538643552
NSW,251,Watson,IND,1,12209,2,,40898,Ziad Basyouny,IND_PROMINENT,LEFT,0,0.14739116787792453
NSW,251,Watson,LNP,1,12585,3,7,41499,Zakir Alam,LIB,,0,0.1519303667576116
NSW,251,Watson,GRN,1,7399,4,6,41645,Jocelyn Brewer,GRN,,0,0.08932322476277857
NSW,251,Watson,OTH,4,8204,5,5,41642,Vanessa Hadchiti,OTH_LTP,RIGHT,3,0.09904145640678948
NSW,251,Watson,ON,1,2674,6,4,41920,Elisha Trevena,ON,,0,0.0322814303305406
NSW,152,Wentworth,IND,1,40284,1,,37451,Allegra Spender,IND_PROMINENT,CENTRE_LEFT,0,0.36478887268973387
NSW,152,Wentworth,LNP,1,40155,2,,41497,Ro Knox,LIB,,0,0.3636207224420679
NSW,152,Wentworth,ALP,1,14779,3,4,41326,Savanna Peake,ALP,,0,0.1338301744981029
NSW,152,Wentworth,GRN,1,11241,4,3,41532,Nick Ward,GRN,,0,0.10179206925591545
NSW,152,Wentworth,ON,1,2625,5,2,41912,James Sternhell,ON,,0,0.023770499225760883
NSW,152,Wentworth,OTH,1,1347,6,1,41967,Michael Richmond,IND_MINOR,CENTRE,0,0.012197661888419012
NSW,153,Werriwa,ALP,1,35785,1,,41328,Anne Maree Stanley,ALP,,0,0.4084392905243454
NSW,153,Werriwa,LNP,1,27003,2,,41503,Sam Kayal,LIB,,0,0.30820416828360764
NSW,153,Werriwa,GRN,1,9747,3,7,41648,Janet Rebecca Castle,GRN,,0,0.11124934371219211
NSW,153,Werriwa,ON,1,3499,4,6,41918,Ian Cimera,ON,,0,0.03993653982240281
NSW,153,Werriwa,OTH,5,11580,5,5,41935,Andrew Charles Murphy,OTH_HMP,CENTRE_LEFT,4,0.132170657657452
NSW,150,Whitlam,ALP,1,42230,1,,41333,Carol Berry,ALP,,0,0.386311244465586
NSW,150,Whitlam,LNP,1,30908,2,,41535,Nathaniel Smith,LIB,,0,0.28273994657689633
NSW,150,Whitlam,GRN,1,13558,3,8,41640,Jamie Dixon,GRN,,0,0.12402576018149218
NSW,150,Whitlam,ON,1,8379,4,7,41917,Sharon Cousins,ON,,0,0.07664934684767097
NSW,150,Whitlam,OTH,6,14241,5,6,42083,Ben Britton,IND_MINOR,CENTRE_RIGHT,5,0.1302737019283545
NT,306,Lingiari,ALP,1,20372,1,,41011,Marion Scrymgour,ALP,,0,0.44644109396914444
NT,306,Lingiari,LNP,1,14143,2,,41126,Lisa Siebert,CLP,,0,0.30993600981767183
NT,306,Lingiari,GRN,1,4646,3,4,41151,Blair Mcfarland,GRN,,0,0.10181451612903226
NT,306,Lingiari,ON,1,4132,4,3,41020,Sakellarios Bairamis,ON,,0,0.09055049088359046
NT,306,Lingiari,OTH,2,2339,5,2,41843,Chris Tomlins,OTH_IAP,LEFT,1,0.05125788920056101
NT,307,Solomon,ALP,1,19751,1,,41012,Luke John Gosling,ALP,,0,0.3284716447696657
NT,307,Solomon,LNP,1,21642,2,,41036,Lisa Bayliss,CLP,,0,0.35992017295858975
NT,307,Solomon,IND,1,7501,3,5,40620,Phil Scott,IND_PROMINENT,CENTRE_LEFT,0,0.1247463828371861
NT,307,Solomon,GRN,1,6167,4,4,41153,Jonathan Parry,GRN,,0,0.10256111757857975
NT,307,Solomon,ON,1,4033,5,3,41023,Benjamin Craker,ON,,0,0.06707134541826043
NT,307,Solomon,OTH,2,1036,6,2,42082,Janey Davies,IND_MINOR,CENTRE,1,0.017229336437718276
QLD,304,Blair,ALP,1,42825,1,,40725,Shayne Neumann,ALP,,0,0.3661727360563645
QLD,304,Blair,LNP,1,31797,2,,41202,Carl Mutzelburg,LNP,,0,0.27187844689747165
QLD,304,Blair,ON,1,11344,3,8,40920,Brendan Kross,ON,,0,0.09699622925448685
QLD,304,Blair,GRN,1,12104,4,7,41250,Paul Toner,GRN,,0,0.10349456619325711
QLD,304,Blair,OTH,6,18883,5,6,40927,Anthony Hopkins,OTH_HMP,CENTRE_LEFT,5,0.16145802159841988
QLD,310,Bonner,ALP,1,39154,1,,40727,Kara Cook,ALP,,0,0.3950719431719573
QLD,310,Bonner,LNP,1,35156,2,,41205,Ross Vasta,LNP,,0,0.354731297802353
QLD,310,Bonner,GRN,1,12314,3,6,41254,Wen Li,GRN,,0,0.12425080217141243
QLD,310,Bonner,ON,1,3784,4,5,40925,Christopher De Winter,ON,,0,0.038181341190240754
QLD,310,Bonner,OTH,4,8698,5,4,40849,Ross Dovey,OTH_FFPA,RIGHT,3,0.08776461566403648
QLD,155,Bowman,LNP,1,42777,1,,41212,Henry Pike,LNP,,0,0.3961310157704168
QLD,155,Bowman,ALP,1,34247,2,,40730,Darcy Brown,ALP,,0,0.3171400261142545
QLD,155,Bowman,GRN,1,12689,3,5,41259,Kristie Lockhart,GRN,,0,0.11750488484725014
QLD,155,Bowman,ON,1,7650,4,4,40930,Matthew Knight,ON,,0,0.0708418605943308
QLD,155,Bowman,OTH,3,10624,5,3,41334,Gary Williamson,OTH_CYA,RIGHT,2,0.09838221267374776
QLD,156,Brisbane,ALP,1,35607,1,,40731,Madonna Jarrett,ALP,,0,0.3215224163619125
QLD,156,Brisbane,LNP,1,37951,2,,41215,Trevor Evans,LNP,,0,0.342688157478893
QLD,156,Brisbane,GRN,1,28663,3,6,41268,Stephen Bates,GRN,,0,0.25881981127816156
QLD,156,Brisbane,ON,1,2798,4,5,40933,Cheryl Wood,ON,,0,0.025265248995439974
QLD,156,Brisbane,OTH,4,5726,5,4,40964,Joseph Wheeler,OTH_GRPF,RIGHT,3,0.05170436588559303
QLD,157,Capricornia,LNP,1,36074,1,,41222,Michelle Landry,LNP,,0,0.36564698250522004
QLD,157,Capricornia,ALP,1,31483,2,,40737,Emily Mawson,ALP,,0,0.3191124896105739
QLD,157,Capricornia,ON,1,15355,3,4,40936,Cheryl Kempton,ON,,0,0.15563867096434147
QLD,157,Capricornia,OTH,2,9645,4,3,41340,Stephen Andrew,OTH_CYA,RIGHT,1,0.09776196557805754
QLD,157,Capricornia,GRN,1,6101,5,2,41270,Mick Jones,GRN,,0,0.06183989134180705
QLD,158,Dawson,LNP,1,41043,1,,41203,Andrew Willcox,LNP,,0,0.41681561522525085
QLD,158,Dawson,ALP,1,25808,2,,40740,Neil Wallace,ALP,,0,0.2620952999959378
QLD,158,Dawson,ON,1,10258,3,5,40938,Darren Brown,ON,,0,0.10417597595157818
QLD,158,Dawson,OTH,3,14415,4,4,40965,Alexander John Beaumont,OTH_GRPF,RIGHT,2,0.14639273672665232
QLD,158,Dawson,GRN,1,6944,5,3,41273,Paula Creen,GRN,,0,0.0705203721005809
QLD,252,Dickson,ALP,1,35502,1,,40742,Ali France,ALP,,0,0.33626005171482964
QLD,252,Dickson,LNP,1,36628,2,,41208,Peter Dutton,LNP,,0,0.34692505138332436
QLD,252,Dickson,IND,1,12874,3,7,40629,Ellie Smith,IND_PROMINENT,LEFT,0,0.1219371276484907
QLD,252,Dickson,GRN,1,8061,4,6,41275,Vinnie Batten,GRN,,0,0.07635041059301566
QLD,252,Dickson,ON,1,4429,5,5,40941,Joel Stevenson,ON,,0,0.04194963013478059
QLD,252,Dickson,OTH,4,8085,6,4,40931,David Zaloudek,OTH_HMP,CENTRE_LEFT,3,0.07657772852555907
QLD,159,Fadden,LNP,1,45627,1,,41211,Cameron Caldwell,LNP,,0,0.409585450367152
QLD,159,Fadden,ALP,1,30526,2,,40746,Letitia Del Fabbro,ALP,,0,0.27402646367080197
QLD,159,Fadden,ON,1,8896,3,7,40943,Nick Muir,ON,,0,0.07985780714195946
QLD,159,Fadden,GRN,1,10359,4,6,41276,Andrew Stimson,GRN,,0,0.09299089750264816
QLD,159,Fadden,OTH,5,15990,5,5,40968,John Armfield,OTH_GRPF,RIGHT,4,0.14353938131743837
QLD,160,Fairfax,LNP,1,42075,1,,41213,Ted O'Brien,LNP,,0,0.378890209639075
QLD,160,Fairfax,ALP,1,27607,2,,40749,Naomi Mcqueen,ALP,,0,0.24860420718968373
QLD,160,Fairfax,IND,1,13085,3,6,40651,Francine Wiig,IND_PROMINENT,CENTRE_LEFT,0,0.11783192853540811
QLD,160,Fairfax,ON,1,8232,4,5,40946,Beatrice Marsh,ON,,0,0.07413010590015129
QLD,160,Fairfax,GRN,1,11351,5,4,41279,Sue Etheridge,GRN,,0,0.10221705928967653
QLD,160,Fairfax,OTH,3,8698,6,3,40875,Rhys Sanderson,OTH_FFPA,RIGHT,2,0.07832648944600533
QLD,161,Fisher,LNP,1,44100,1,,41219,Andrew Wallace,LNP,,0,0.372239854142751
QLD,161,Fisher,ALP,1,26380,2,,40761,Morrison Lakey,ALP,,0,0.22266864744412182
QLD,161,Fisher,IND,1,19296,3,6,40706,Keryn Jones,IND_PROMINENT,CENTRE_LEFT,0,0.16287392801674658
QLD,161,Fisher,ON,1,7199,4,5,40949,Benjamin Kelly,ON,,0,0.060765412924572895
QLD,161,Fisher,GRN,1,11396,5,4,41282,Renay Wells,GRN,,0,0.09619150516577757
QLD,161,Fisher,OTH,3,10101,6,3,40970,James Pidgeon,OTH_GRPF,RIGHT,2,0.08526065230603011
QLD,311,Flynn,LNP,1,36502,1,,41161,Colin Boyce,LNP,,0,0.3742144490122305
QLD,311,Flynn,ALP,1,24441,2,,40774,Helen Madell,ALP,,0,0.2505664168623069
QLD,311,Flynn,ON,1,13874,3,7,40934,David Harris,ON,,0,0.14223470674471772
QLD,311,Flynn,OTH,5,17179,4,6,40966,Lance Price,OTH_GRPF,RIGHT,4,0.1761171995940252
QLD,311,Flynn,GRN,1,5547,5,5,41284,Paul Bambrick,GRN,,0,0.0568672277867197
QLD,162,Forde,ALP,1,36821,1,,40732,Rowan Holzberger,ALP,,0,0.34243173870991744
QLD,162,Forde,LNP,1,33023,2,,41163,Bert Van Manen,LNP,,0,0.3071107060486571
QLD,162,Forde,ON,1,11049,3,6,40937,Matthew Lambert,ON,,0,0.10275463135183394
QLD,162,Forde,GRN,1,12280,4,5,41234,Kirsty Petersen,GRN,,0,0.11420281229075217
QLD,162,Forde,OTH,4,14355,5,4,40891,Corneliu Pop,OTH_FFPA,RIGHT,3,0.13350011159883937
QLD,163,Griffith,ALP,1,37686,1,,40739,Renee Coffey,ALP,,0,0.34507197011317436
QLD,163,Griffith,GRN,1,34570,2,,41238,Max Chandler-Mather,GRN,,0,0.31654030692597884
QLD,163,Griffith,LNP,1,29025,3,5,41167,Anthony Bishop,LNP,,0,0.2657674980771344
QLD,163,Griffith,ON,1,2684,4,4,40940,Lindsay Bell,ON,,0,0.02457605391348936
QLD,163,Griffith,OTH,3,5247,5,3,40969,Dion Hunt,OTH_GRPF,RIGHT,2,0.04804417097022305
QLD,164,Groom,LNP,1,42302,1,,41173,Garth Hamilton,LNP,,0,0.40982764801054067
QLD,164,Groom,IND,1,17694,2,,36178,Suzie Holt,IND_PROMINENT,CENTRE_LEFT,0,0.1714219281333863
QLD,164,Groom,ALP,1,17172,3,6,40741,Richard Edwards,ALP,,0,0.16636471967370348
QLD,164,Groom,ON,1,9860,4,5,40942,Rebecca Konz,ON,,0,0.09552504868289753
QLD,164,Groom,GRN,1,5757,5,4,41242,Alyce Nelligan,GRN,,0,0.05577461513868571
QLD,164,Groom,OTH,3,10434,6,3,40896,Alexandra Todd,OTH_FFPA,RIGHT,2,0.10108604036078629
QLD,165,Herbert,LNP,1,47941,1,,41178,Phillip Thompson,LNP,,0,0.48739350562208983
QLD,165,Herbert,ALP,1,22646,2,,40745,Edwina Andrew,ALP,,0,0.23023118684044652
QLD,165,Herbert,OTH,4,13447,3,6,42011,Darryn Casson,OTH_KAP,CENTRE_RIGHT,3,0.13670929830625647
QLD,165,Herbert,GRN,1,9228,4,5,41245,Chris Evans,GRN,,0,0.09381671783818954
QLD,165,Herbert,ON,1,5100,5,4,40945,Ross Macdonald,ON,,0,0.05184929139301763
QLD,166,Hinkler,LNP,1,41569,1,,41182,David Batt,LNP,,0,0.38007680351101764
QLD,166,Hinkler,ALP,1,34104,2,,40751,Trish Mears,ALP,,0,0.3118222547316449
QLD,166,Hinkler,ON,1,14498,3,5,40948,Tyler Carman,ON,,0,0.13255920270640945
QLD,166,Hinkler,GRN,1,8000,4,4,41249,Andrew Mclean,GRN,,0,0.07314620096918717
QLD,166,Hinkler,OTH,3,11199,5,3,41360,Robert Blohberger,OTH_CYA,RIGHT,2,0.10239553808174089
QLD,167,Kennedy,OTH,4,44808,1,,40650,Bob Katter,OTH_KAP,CENTRE_RIGHT,3,0.4611679463164612
QLD,167,Kennedy,LNP,1,23135,2,,41184,Annette Swaine,LNP,,0,0.2381074905827381
QLD,167,Kennedy,ALP,1,15917,3,6,40760,Sharon Winn,ALP,,0,0.16381918857166383
QLD,167,Kennedy,ON,1,7541,4,5,40950,Kate Harris,ON,,0,0.07761264691957762
QLD,167,Kennedy,GRN,1,5761,5,4,41255,Carole Stanford,GRN,,0,0.059292727609559295
QLD,168,Leichhardt,ALP,1,34488,1,,40771,Matt Smith,ALP,,0,0.36502963590177817
QLD,168,Leichhardt,LNP,1,25746,2,,41187,Jeremy Neal,LNP,,0,0.272502116850127
QLD,168,Leichhardt,ON,1,7568,3,8,40953,Robert Hicks,ON,,0,0.08010160880609653
QLD,168,Leichhardt,GRN,1,8776,4,7,41258,Phillip Musumeci,GRN,,0,0.09288738357324301
QLD,168,Leichhardt,OTH,6,17902,5,6,41835,Daniel Collins,OTH_KAP,CENTRE_RIGHT,5,0.1894792548687553
QLD,169,Lilley,ALP,1,48582,1,,40777,Anika Wells,ALP,,0,0.46075493171471926
QLD,169,Lilley,LNP,1,29205,2,,41190,Kimberley Washington,LNP,,0,0.2769821699544765
QLD,169,Lilley,GRN,1,17294,3,4,41290,Melissa Stevens,GRN,,0,0.1640174506828528
QLD,169,Lilley,ON,1,4485,4,3,40956,Michelle Mckay,ON,,0,0.042536039453717756
QLD,169,Lilley,OTH,2,5874,5,2,41376,Joshua Morrison,OTH_CYA,RIGHT,1,0.05570940819423369
QLD,302,Longman,LNP,1,43960,1,,41194,Terry Young,LNP,,0,0.360537689967112
QLD,302,Longman,ALP,1,43238,2,,40780,Rhiannyn Douglas,ALP,,0,0.3546162110736576
QLD,302,Longman,ON,1,12062,3,4,40959,Peter Mccasker,ON,,0,0.09892642439452468
QLD,302,Longman,GRN,1,12014,4,3,41263,Gabrielle Unverzagt,GRN,,0,0.09853275266753603
QLD,302,Longman,OTH,2,10655,5,2,41382,Benjamin Wood,OTH_CYA,RIGHT,1,0.08738692189716966
QLD,170,Maranoa,LNP,1,51947,1,,41162,David Littleproud,LNP,,0,0.5317698363139415
QLD,170,Maranoa,ON,1,12018,2,,41037,Sharon Duncan,ON,,0,0.12302558170483278
QLD,170,Maranoa,ALP,1,15675,3,6,40787,Alex Newman,ALP,,0,0.16046147389110116
QLD,170,Maranoa,OTH,4,13015,4,5,40975,Rod Draper,OTH_GRPF,RIGHT,3,0.13323164801867188
QLD,170,Maranoa,GRN,1,5032,5,4,41274,Elizabeth Johnston,GRN,,0,0.0515114600714527
QLD,171,McPherson,LNP,1,34918,1,,41166,Leon Rebello,LNP,,0,0.35918325361312553
QLD,171,McPherson,ALP,1,22778,2,,40789,Alice Price,ALP,,0,0.23430540554441187
QLD,171,McPherson,IND,1,13366,3,10,40680,Erchana Murray-Bartlett,IND_PROMINENT,CENTRE_LEFT,0,0.13748907061667437
QLD,171,McPherson,GRN,1,8175,4,9,41277,Amanda Kennealy,GRN,,0,0.08409196111711156
QLD,171,McPherson,ON,1,4229,5,8,40944,Zyion Attiig,ON,,0,0.04350151725556756
QLD,171,McPherson,OTH,7,13749,6,7,40977,Harry Hatzikalimnios,OTH_GRPF,RIGHT,6,0.14142879185310908
QLD,172,Moncrieff,LNP,1,42047,1,,41174,Angie Bell,LNP,,0,0.4191037218667145
QLD,172,Moncrieff,ALP,1,24536,2,,40791,Blair Stuart,ALP,,0,0.2445627255148217
QLD,172,Moncrieff,GRN,1,9558,3,7,41278,Sally Spain,GRN,,0,0.0952694216853059
QLD,172,Moncrieff,ON,1,5894,4,6,40947,Glen Wadsworth,ON,,0,0.05874847995534557
QLD,172,Moncrieff,IND,1,7641,5,5,40697,Nicole Arrowsmith,IND_PROMINENT,CENTRE,0,0.07616171281621913
QLD,172,Moncrieff,OTH,4,10650,6,4,41368,Vic Naicker,OTH_CYA,RIGHT,3,0.1061539381615932
QLD,173,Moreton,ALP,1,39697,1,,40796,Julie-Ann Campbell,ALP,,0,0.4230691349340836
QLD,173,Moreton,LNP,1,24132,2,,41179,Henry Swindon,LNP,,0,0.2571857914761646
QLD,173,Moreton,GRN,1,20332,3,6,41286,Remah Naji,GRN,,0,0.2166874487109804
QLD,173,Moreton,ON,1,2686,4,5,40951,Grant Spork,ON,,0,0.02862593385981179
QLD,173,Moreton,OTH,4,6984,5,4,40971,Natarsha Billing,OTH_GRPF,RIGHT,3,0.07443169101895962
QLD,174,Oxley,ALP,1,54891,1,,40800,Milton Dick,ALP,,0,0.5274836155368915
QLD,174,Oxley,LNP,1,21976,2,,41181,Kevin Burns,LNP,,0,0.21118179546808633
QLD,174,Oxley,GRN,1,13979,3,5,41281,Brandan Holt,GRN,,0,0.13433337817839364
QLD,174,Oxley,ON,1,5738,4,4,40952,Darren Baker,ON,,0,0.055140204877861275
QLD,174,Oxley,OTH,3,7478,5,3,40913,William Tento,OTH_FFPA,RIGHT,2,0.07186100593876728
QLD,175,Petrie,ALP,1,42538,1,,40801,Emma Comer,ALP,,0,0.36422015206520997
QLD,175,Petrie,LNP,1,44196,2,,41185,Luke Howarth,LNP,,0,0.3784163298856086
QLD,175,Petrie,GRN,1,13802,3,4,41288,Nikil Paul,GRN,,0,0.11817590245907254
QLD,175,Petrie,ON,1,7848,4,3,40955,Nicole Shires,ON,,0,0.0671963833139256
QLD,175,Petrie,OTH,2,8408,5,2,41403,Ryan Mensink,OTH_CYA,RIGHT,1,0.0719912322761833
QLD,176,Rankin,ALP,1,45303,1,,40805,Jim Chalmers,ALP,,0,0.49420196576814407
QLD,176,Rankin,LNP,1,18101,2,,41189,Paul Darwen,LNP,,0,0.19746042828000743
QLD,176,Rankin,GRN,1,10032,3,6,41283,Joshua Riethmuller,GRN,,0,0.10943721432545353
QLD,176,Rankin,ON,1,6021,4,5,40958,Kyle Lentz,ON,,0,0.0656819644590865
QLD,176,Rankin,OTH,4,12212,5,4,40897,Carol Ordish,OTH_FFPA,RIGHT,3,0.13321842716730847
QLD,177,Ryan,GRN,1,29986,1,,41285,Elizabeth Watson-Brown,GRN,,0,0.28982621638862577
QLD,177,Ryan,LNP,1,35806,2,,41192,Maggie Forrest,LNP,,0,0.3460787535520288
QLD,177,Ryan,ALP,1,29217,3,6,40807,Rebecca Hack,ALP,,0,0.2823935357909184
QLD,177,Ryan,ON,1,2327,4,5,40960,Robbie Elsom,ON,,0,0.02249134948096886
QLD,177,Ryan,OTH,4,6126,5,4,40974,N De Lapp,OTH_GRPF,RIGHT,3,0.059210144787458195
QLD,178,Wide Bay,LNP,1,41055,1,,41195,Llew O'Brien,LNP,,0,0.3907841382855185
QLD,178,Wide Bay,ALP,1,27271,2,,40788,Elliott Chalmers,ALP,,0,0.2595804222429515
QLD,178,Wide Bay,ON,1,12646,3,5,40961,Chad Burgess,ON,,0,0.1203716042566963
QLD,178,Wide Bay,GRN,1,9080,4,4,41287,Emma Buhse,GRN,,0,0.08642844904719298
QLD,178,Wide Bay,OTH,3,15006,5,3,40909,Kirsti Kenningale,OTH_FFPA,RIGHT,2,0.14283538616764074
QLD,316,Wright,LNP,1,39809,1,,41199,Scott Buchholz,LNP,,0,0.34059719370294317
QLD,316,Wright,ALP,1,29708,2,,40798,Pam Mccreadie,ALP,,0,0.25417522245037644
QLD,316,Wright,ON,1,18998,3,6,40962,Natalie Davis,ON,,0,0.16254277891854893
QLD,316,Wright,GRN,1,11128,4,5,41289,Nicole Thompson,GRN,,0,0.09520876112251882
QLD,316,Wright,OTH,4,17237,5,4,40976,Justin Mcguiness,OTH_GRPF,RIGHT,3,0.1474760438056126
SA,179,Adelaide,ALP,1,53036,1,,41210,Steve Georganas,ALP,,0,0.4648651491379537
SA,179,Adelaide,LNP,1,27571,2,,41014,Amy Grantham,LIB,,0,0.24166221108082286
SA,179,Adelaide,GRN,1,21642,3,5,41013,Mat Monti,GRN,,0,0.18969401081611725
SA,179,Adelaide,ON,1,4584,4,4,42034,Riley Size,ON,,0,0.0401791583763553
SA,179,Adelaide,OTH,3,7256,5,3,41039,Steve Marks,OTH_CYA,RIGHT,2,0.06359947058875089
SA,180,Barker,LNP,2,54353,1,,41016,Tony Pasin,LIB,,1,0.4999632062107916
SA,180,Barker,ALP,1,24453,2,,41214,James Rothe,ALP,,0,0.22492963187813897
SA,180,Barker,ON,1,8908,3,8,42023,Jennifer Troeth,ON,,0,0.08193976856706588
SA,180,Barker,GRN,1,8866,4,7,41017,Major Moogy Sumner,GRN,,0,0.08155343378037787
SA,180,Barker,OTH,5,12134,5,6,40674,Cody Scholes,IND_MINOR,CENTRE_LEFT,4,0.11161395956362566
SA,182,Boothby,ALP,1,50015,1,,41197,Louise Miller-Frost,ALP,,0,0.4262436189161319
SA,182,Boothby,LNP,1,38117,2,,41021,Nicolle Flint,LIB,,0,0.3248451069124503
SA,182,Boothby,GRN,1,20046,3,4,41019,Joanna Wells,GRN,,0,0.17083834019379746
SA,182,Boothby,ON,1,3560,4,3,42028,Tonya Scott,ON,,0,0.030339443833678488
SA,182,Boothby,OTH,2,5601,5,2,41043,Nicole Hussey,OTH_CYA,RIGHT,1,0.04773349014394191
SA,183,Grey,LNP,2,40575,1,,41024,Tom Venning,LIB,,1,0.3796278103685407
SA,183,Grey,ALP,1,24053,2,,41204,Karin Bolton,ALP,,0,0.22504467585445495
SA,183,Grey,IND,1,18745,3,6,41124,Anita Kuss,IND_PROMINENT,CENTRE_LEFT,0,0.17538196686034
SA,183,Grey,ON,1,10652,4,5,42024,Brandon Turton,ON,,0,0.09966224118412066
SA,183,Grey,GRN,1,6323,5,4,41022,Kathryn Hardwick-Franco,GRN,,0,0.05915925187825713
SA,183,Grey,OTH,2,6533,6,3,41051,Kylie Evans,OTH_FFPA,RIGHT,1,0.06112405385428654
SA,185,Hindmarsh,ALP,1,54145,1,,41207,Mark Butler,ALP,,0,0.4814129864587316
SA,185,Hindmarsh,LNP,1,25984,2,,41027,Chris Lehmann,LIB,,0,0.23102844288749988
SA,185,Hindmarsh,GRN,1,15246,3,7,41025,Matthew Wright,GRN,,0,0.13555494305198673
SA,185,Hindmarsh,ON,1,5594,4,6,42033,Rocco Deangelis,ON,,0,0.04973726560624517
SA,185,Hindmarsh,OTH,5,11502,5,5,41045,Andrew Townsend,OTH_CYA,RIGHT,4,0.10226636199553663
SA,186,Kingston,ALP,1,59758,1,,41201,Amanda Rishworth,ALP,,0,0.5302630995163938
SA,186,Kingston,LNP,1,20994,2,,41030,Jim Rishworth,LIB,,0,0.18629042992146946
SA,186,Kingston,GRN,1,15149,3,5,41026,John Photakis,GRN,,0,0.13442477483473092
SA,186,Kingston,ON,1,7018,4,4,42042,Nathan Skrlj,ON,,0,0.062274280136652024
SA,186,Kingston,OTH,3,9776,5,3,41046,Russell Patrick Jackson,OTH_CYA,RIGHT,2,0.0867474155907538
SA,187,Makin,ALP,1,50764,1,,41172,Tony Zappia,ALP,,0,0.4782379319440781
SA,187,Makin,LNP,1,23871,2,,41033,Irena Zagladov,LIB,,0,0.22488412405320873
SA,187,Makin,GRN,1,13134,3,6,41028,Samuel Moore,GRN,,0,0.12373290123224177
SA,187,Makin,ON,1,7152,4,5,42036,Alison Dew-Fennell,ON,,0,0.06737762369521799
SA,187,Makin,OTH,4,11227,5,4,41047,Mark Aldridge,OTH_CYA,RIGHT,3,0.10576741907525342
SA,188,Mayo,OTH,3,44372,1,,40653,Rebekha Sharkie,OTH_XEN,CENTRE,2,0.3544599063763161
SA,188,Mayo,ALP,1,26718,2,,41186,Marisa Bell,ALP,,0,0.2134332412008116
SA,188,Mayo,LNP,1,29551,3,5,41035,Zane Basic,LIB,,0,0.23606429039318752
SA,188,Mayo,GRN,1,17048,4,4,41029,Genevieve Dawson-Scott,GRN,,0,0.13618571360099696
SA,188,Mayo,ON,1,7493,5,3,42045,Rebecca Hewett,ON,,0,0.05985684842868783
SA,325,Spence,ALP,1,49463,1,,41198,Matt Burnell,ALP,,0,0.4432883439981359
SA,325,Spence,LNP,1,20852,2,,41040,Daniel Wild,LIB,,0,0.18687601942965712
SA,325,Spence,GRN,1,16166,3,6,41031,Luke Skinner,GRN,,0,0.14487999856607697
SA,325,Spence,ON,1,10654,4,5,42039,Darryl Bothe,ON,,0,0.09548135003853668
SA,325,Spence,OTH,4,14447,5,4,41059,John William Bennett,OTH_FFPA,RIGHT,3,0.12947428796759333
SA,190,Sturt,ALP,1,41333,1,,41209,Claire Clutterham,ALP,,0,0.35286032594312644
SA,190,Sturt,LNP,1,40228,2,,41042,James Stevens,LIB,,0,0.34342692744393316
SA,190,Sturt,GRN,1,18295,3,5,41034,Katie Mccusker,GRN,,0,0.1561846385002177
SA,190,Sturt,IND,1,8413,4,4,40618,Verity Cooper,IND_PROMINENT,CENTRE_LEFT,0,0.07182188377711568
SA,190,Sturt,ON,1,4035,5,3,42052,Peter Bogatec,ON,,0,0.034446844293434184
SA,190,Sturt,OTH,2,4833,6,2,41052,Nicholas Duffield,OTH_CYA,RIGHT,1,0.04125938004217284
TAS,192,Bass,ALP,1,28375,1,,41546,Jess Teesdale,ALP,,0,0.3963320948682851
TAS,192,Bass,LNP,1,22511,2,,40756,Bridget Kathleen Archer,LIB,,0,0.31442578987065956
TAS,192,Bass,GRN,1,9229,3,5,41322,Charlene Mclennan,GRN,,0,0.12890745034500098
TAS,192,Bass,ON,1,4639,4,4,42067,Jordan Potter,ON,,0,0.06479593262005195
TAS,192,Bass,IND,1,3852,5,3,36070,George Razay,IND_PROMINENT,CENTRE,0,0.05380339134564349
TAS,192,Bass,OTH,2,2988,6,2,42108,Ray Broomhall,OTH_CYA,RIGHT,1,0.04173534095035897
TAS,193,Braddon,ALP,1,29579,1,,41513,Anne Urquhart,ALP,,0,0.3952298236237306
TAS,193,Braddon,LNP,1,23700,2,,40762,Mal Hingston,LIB,,0,0.3166755745590593
TAS,193,Braddon,ON,1,5709,3,4,42065,Christopher Methorst,ON,,0,0.07628273650454302
TAS,193,Braddon,GRN,1,6318,4,3,41321,Erin Morrow,GRN,,0,0.08442009620523784
TAS,193,Braddon,IND,1,6174,5,2,42059,Adam Martin,IND_PROMINENT,CENTRE_LEFT,0,0.0824959914484233
TAS,193,Braddon,OTH,1,3360,6,1,42109,Stephen John Kenney,OTH_CYA,RIGHT,0,0.04489577765900588
TAS,319,Clark,IND,1,33011,1,,33553,Andrew Wilkie,IND_PROMINENT,LEFT,0,0.4888273533636404
TAS,319,Clark,ALP,1,13539,2,,41524,Heidi Heck,ALP,,0,0.20048570286238912
TAS,319,Clark,LNP,1,9239,3,3,40766,Marilena Di Florio,LIB,,0,0.1368112422443026
TAS,319,Clark,GRN,1,8908,4,2,41157,Janet Shelley,GRN,,0,0.1319097895781197
TAS,319,Clark,ON,1,2834,5,1,42055,Cathy Griggs,ON,,0,0.041965911951548175
TAS,195,Franklin,ALP,1,29842,1,,41533,Julie Collins,ALP,,0,0.390285370510842
