State,DivisionID,Electorate,ModelCategory,CandidateCount,PrimaryVotes,FinishPosition,CategoryExitCount,LastSurvivingCandidateID,LastSurvivingCandidate,LastSurvivingSubtype,LastSurvivingIdeologyFamily,InternalCandidateExclusions,PrimaryShare
NSW,139,Parkes,OTH,6,21621,4,7,41846,Stephen Pope,OTH_ASP,CENTRE_RIGHT,5,0.20613612745144774
NSW,139,Parkes,GRN,1,6404,5,6,41621,Trish Frail,GRN,,0,0.061056184274504946
NSW,140,Parramatta,ALP,1,46427,1,,41424,Andrew Charlton,ALP,,0,0.47769317831052577
NSW,140,Parramatta,LNP,1,29860,2,,41483,Katie Mullens,LIB,,0,0.3072332544500463
NSW,140,Parramatta,GRN,1,11766,3,6,41631,Liz Tilly,GRN,,0,0.12106183763761703
NSW,140,Parramatta,ON,1,2653,4,5,41899,Nicholas Matzen,ON,,0,0.02729704702129849
NSW,140,Parramatta,OTH,4,6484,5,4,41691,Ganesh Loke,OTH_CYA,RIGHT,3,0.0667146825805124
NSW,249,Paterson,ALP,1,40290,1,,41427,Meryl Swanson,ALP,,0,0.3706395348837209
NSW,249,Paterson,LNP,1,29602,2,,41521,Laurence Antcliff,LIB,,0,0.2723174860170739
NSW,249,Paterson,IND,1,10565,3,8,41752,Philip Penfold,IND_PROMINENT,CENTRE_LEFT,0,0.0971905357668531
NSW,249,Paterson,ON,1,8254,4,7,42050,Arnon Wither,ON,,0,0.07593096850161908
NSW,249,Paterson,GRN,1,8219,5,6,41625,Paul Johns,GRN,,0,0.07560899322931999
NSW,249,Paterson,OTH,5,11774,6,5,41927,Daniel Dryden,OTH_HMP,CENTRE_LEFT,4,0.108312481601413
NSW,144,Reid,ALP,1,49166,1,,41434,Sally Sitou,ALP,,0,0.4857484414673424
NSW,144,Reid,LNP,1,32107,2,,41514,Grange Chung,LIB,,0,0.3172095596589506
NSW,144,Reid,GRN,1,11680,3,5,41633,Joanna Somerville,GRN,,0,0.11539563512058251
NSW,144,Reid,ON,1,2352,4,4,41892,Gina Ingrouille,ON,,0,0.02323720323661045
NSW,144,Reid,OTH,3,5912,5,3,40614,Steven Commerford,IND_MINOR,CENTRE_LEFT,2,0.05840916051651403
NSW,145,Richmond,ALP,1,31901,1,,41432,Justine Elliot,ALP,,0,0.30395799984754934
NSW,145,Richmond,LNP,1,25795,2,,41958,Kimberly Hone,NAT,,0,0.2457790227913713
