State,DivisionID,Electorate,CountNumber,CandidateID,BallotPosition,CandidateName,OfficialPartyCode,OfficialPartyName,ModelCategory,CandidateSubtype,IdeologyFamily,PrimaryVotes,PreferenceCountBefore,TransferCount,PreferenceCountAfter,IsExcludedThisCount,InternalCategoryExclusion,CategoryExitThisCount,SameCategoryCandidatesAliveAfter,IsContinuingBefore,IsContinuingAfter,AliveCandidateCountBefore,AliveCandidateCountAfter,AliveCategoryCountBefore,AliveCategoryCountAfter,AliveCandidateIDsBefore,AliveCandidateIDsAfter,AliveModelCategoriesBefore,AliveModelCategoriesAfter,FinishPosition,CategoryExitCount,LastSurvivingCandidateID,AEC_Elected,AEC_HistoricElected
QLD,178,Wide Bay,0,41428,7,Gabrial Pennicott,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,4522,4522,0,4522,False,False,False,0,True,True,7,7,5,5,40717>40788>40909>40961>41195>41287>41428,40717>40788>40909>40961>41195>41287>41428,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,3,40909,N,N
QLD,178,Wide Bay,1,40909,1,Kirsti Kenningale,FFPA,Family First,OTH,OTH_FFPA,RIGHT,5394,5394,678,6072,False,False,False,0,True,True,7,6,5,5,40717>40788>40909>40961>41195>41287>41428,40717>40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,3,40909,N,N
QLD,178,Wide Bay,1,40788,2,Elliott Chalmers,ALP,Australian Labor Party,ALP,ALP,,27271,27271,244,27515,False,False,False,0,True,True,7,6,5,5,40717>40788>40909>40961>41195>41287>41428,40717>40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,2,,40788,N,N
QLD,178,Wide Bay,1,40961,3,Chad Burgess,ON,Pauline Hanson's One Nation,ON,ON,,12646,12646,1689,14335,False,False,False,0,True,True,7,6,5,5,40717>40788>40909>40961>41195>41287>41428,40717>40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,3,5,40961,N,N
QLD,178,Wide Bay,1,41195,4,Llew O'Brien,LNP,LNP,LNP,LNP,,41055,41055,571,41626,False,False,False,0,True,True,7,6,5,5,40717>40788>40909>40961>41195>41287>41428,40717>40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,1,,41195,Y,Y
QLD,178,Wide Bay,1,40717,5,Casey Iddon,IND,Independent,OTH,IND_MINOR,CENTRE_LEFT,5090,5090,976,6066,False,False,False,0,True,True,7,6,5,5,40717>40788>40909>40961>41195>41287>41428,40717>40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,3,40909,N,N
QLD,178,Wide Bay,1,41287,6,Emma Buhse,GRN,The Greens,GRN,GRN,,9080,9080,364,9444,False,False,False,0,True,True,7,6,5,5,40717>40788>40909>40961>41195>41287>41428,40717>40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,4,4,41287,N,N
QLD,178,Wide Bay,1,41428,7,Gabrial Pennicott,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,4522,4522,-4522,0,True,True,False,2,True,False,7,6,5,5,40717>40788>40909>40961>41195>41287>41428,40717>40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,3,40909,N,N
QLD,178,Wide Bay,2,40909,1,Kirsti Kenningale,FFPA,Family First,OTH,OTH_FFPA,RIGHT,5394,6072,1510,7582,False,False,False,0,True,True,6,5,5,5,40717>40788>40909>40961>41195>41287,40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,3,40909,N,N
QLD,178,Wide Bay,2,40788,2,Elliott Chalmers,ALP,Australian Labor Party,ALP,ALP,,27271,27515,1164,28679,False,False,False,0,True,True,6,5,5,5,40717>40788>40909>40961>41195>41287,40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,2,,40788,N,N
QLD,178,Wide Bay,2,40961,3,Chad Burgess,ON,Pauline Hanson's One Nation,ON,ON,,12646,14335,1063,15398,False,False,False,0,True,True,6,5,5,5,40717>40788>40909>40961>41195>41287,40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,3,5,40961,N,N
QLD,178,Wide Bay,2,41195,4,Llew O'Brien,LNP,LNP,LNP,LNP,,41055,41626,769,42395,False,False,False,0,True,True,6,5,5,5,40717>40788>40909>40961>41195>41287,40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,1,,41195,Y,Y
QLD,178,Wide Bay,2,40717,5,Casey Iddon,IND,Independent,OTH,IND_MINOR,CENTRE_LEFT,5090,6066,-6066,0,True,True,False,1,True,False,6,5,5,5,40717>40788>40909>40961>41195>41287,40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,3,40909,N,N
QLD,178,Wide Bay,2,41287,6,Emma Buhse,GRN,The Greens,GRN,GRN,,9080,9444,1560,11004,False,False,False,0,True,True,6,5,5,5,40717>40788>40909>40961>41195>41287,40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,4,4,41287,N,N
QLD,178,Wide Bay,2,41428,7,Gabrial Pennicott,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,4522,0,0,0,False,False,False,0,False,False,6,5,5,5,40717>40788>40909>40961>41195>41287,40788>40909>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,3,40909,N,N
QLD,178,Wide Bay,3,40909,1,Kirsti Kenningale,FFPA,Family First,OTH,OTH_FFPA,RIGHT,5394,7582,-7582,0,True,False,True,0,True,False,5,4,5,4,40788>40909>40961>41195>41287,40788>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,5,3,40909,N,N
QLD,178,Wide Bay,3,40788,2,Elliott Chalmers,ALP,Australian Labor Party,ALP,ALP,,27271,28679,1299,29978,False,False,False,0,True,True,5,4,5,4,40788>40909>40961>41195>41287,40788>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,2,,40788,N,N
QLD,178,Wide Bay,3,40961,3,Chad Burgess,ON,Pauline Hanson's One Nation,ON,ON,,12646,15398,4379,19777,False,False,False,0,True,True,5,4,5,4,40788>40909>40961>41195>41287,40788>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,3,5,40961,N,N
QLD,178,Wide Bay,3,41195,4,Llew O'Brien,LNP,LNP,LNP,LNP,,41055,42395,1006,43401,False,False,False,0,True,True,5,4,5,4,40788>40909>40961>41195>41287,40788>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,1,,41195,Y,Y
QLD,178,Wide Bay,3,40717,5,Casey Iddon,IND,Independent,OTH,IND_MINOR,CENTRE_LEFT,5090,0,0,0,False,False,False,0,False,False,5,4,5,4,40788>40909>40961>41195>41287,40788>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,5,3,40909,N,N
QLD,178,Wide Bay,3,41287,6,Emma Buhse,GRN,The Greens,GRN,GRN,,9080,11004,898,11902,False,False,False,0,True,True,5,4,5,4,40788>40909>40961>41195>41287,40788>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,4,4,41287,N,N
QLD,178,Wide Bay,3,41428,7,Gabrial Pennicott,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,4522,0,0,0,False,False,False,0,False,False,5,4,5,4,40788>40909>40961>41195>41287,40788>40961>41195>41287,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,5,3,40909,N,N
QLD,178,Wide Bay,4,40909,1,Kirsti Kenningale,FFPA,Family First,OTH,OTH_FFPA,RIGHT,5394,0,0,0,False,False,False,0,False,False,4,3,4,3,40788>40961>41195>41287,40788>40961>41195,ALP>LNP>GRN>ON,ALP>LNP>ON,5,3,40909,N,N
QLD,178,Wide Bay,4,40788,2,Elliott Chalmers,ALP,Australian Labor Party,ALP,ALP,,27271,29978,8197,38175,False,False,False,0,True,True,4,3,4,3,40788>40961>41195>41287,40788>40961>41195,ALP>LNP>GRN>ON,ALP>LNP>ON,2,,40788,N,N
QLD,178,Wide Bay,4,40961,3,Chad Burgess,ON,Pauline Hanson's One Nation,ON,ON,,12646,19777,1878,21655,False,False,False,0,True,True,4,3,4,3,40788>40961>41195>41287,40788>40961>41195,ALP>LNP>GRN>ON,ALP>LNP>ON,3,5,40961,N,N
QLD,178,Wide Bay,4,41195,4,Llew O'Brien,LNP,LNP,LNP,LNP,,41055,43401,1827,45228,False,False,False,0,True,True,4,3,4,3,40788>40961>41195>41287,40788>40961>41195,ALP>LNP>GRN>ON,ALP>LNP>ON,1,,41195,Y,Y
QLD,178,Wide Bay,4,40717,5,Casey Iddon,IND,Independent,OTH,IND_MINOR,CENTRE_LEFT,5090,0,0,0,False,False,False,0,False,False,4,3,4,3,40788>40961>41195>41287,40788>40961>41195,ALP>LNP>GRN>ON,ALP>LNP>ON,5,3,40909,N,N
QLD,178,Wide Bay,4,41287,6,Emma Buhse,GRN,The Greens,GRN,GRN,,9080,11902,-11902,0,True,False,True,0,True,False,4,3,4,3,40788>40961>41195>41287,40788>40961>41195,ALP>LNP>GRN>ON,ALP>LNP>ON,4,4,41287,N,N
QLD,178,Wide Bay,4,41428,7,Gabrial Pennicott,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,4522,0,0,0,False,False,False,0,False,False,4,3,4,3,40788>40961>41195>41287,40788>40961>41195,ALP>LNP>GRN>ON,ALP>LNP>ON,5,3,40909,N,N
QLD,178,Wide Bay,5,40909,1,Kirsti Kenningale,FFPA,Family First,OTH,OTH_FFPA,RIGHT,5394,0,0,0,False,False,False,0,False,False,3,2,3,2,40788>40961>41195,40788>41195,ALP>LNP>ON,ALP>LNP,5,3,40909,N,N
QLD,178,Wide Bay,5,40788,2,Elliott Chalmers,ALP,Australian Labor Party,ALP,ALP,,27271,38175,6337,44512,False,False,False,0,True,True,3,2,3,2,40788>40961>41195,40788>41195,ALP>LNP>ON,ALP>LNP,2,,40788,N,N
QLD,178,Wide Bay,5,40961,3,Chad Burgess,ON,Pauline Hanson's One Nation,ON,ON,,12646,21655,-21655,0,True,False,True,0,True,False,3,2,3,2,40788>40961>41195,40788>41195,ALP>LNP>ON,ALP>LNP,3,5,40961,N,N
QLD,178,Wide Bay,5,41195,4,Llew O'Brien,LNP,LNP,LNP,LNP,,41055,45228,15318,60546,False,False,False,0,True,True,3,2,3,2,40788>40961>41195,40788>41195,ALP>LNP>ON,ALP>LNP,1,,41195,Y,Y
QLD,178,Wide Bay,5,40717,5,Casey Iddon,IND,Independent,OTH,IND_MINOR,CENTRE_LEFT,5090,0,0,0,False,False,False,0,False,False,3,2,3,2,40788>40961>41195,40788>41195,ALP>LNP>ON,ALP>LNP,5,3,40909,N,N
QLD,178,Wide Bay,5,41287,6,Emma Buhse,GRN,The Greens,GRN,GRN,,9080,0,0,0,False,False,False,0,False,False,3,2,3,2,40788>40961>41195,40788>41195,ALP>LNP>ON,ALP>LNP,4,4,41287,N,N
QLD,178,Wide Bay,5,41428,7,Gabrial Pennicott,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,4522,0,0,0,False,False,False,0,False,False,3,2,3,2,40788>40961>41195,40788>41195,ALP>LNP>ON,ALP>LNP,5,3,40909,N,N
QLD,316,Wright,0,40962,1,Natalie Davis,ON,Pauline Hanson's One Nation,ON,ON,,18998,18998,0,18998,False,False,False,0,True,True,8,8,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433>41516,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,3,6,40962,N,N
QLD,316,Wright,0,41289,2,Nicole Thompson,GRN,The Greens,GRN,GRN,,11128,11128,0,11128,False,False,False,0,True,True,8,8,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433>41516,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,4,5,41289,N,N
QLD,316,Wright,0,40915,3,Julie Rose,FFPA,Family First,OTH,OTH_FFPA,RIGHT,3179,3179,0,3179,False,False,False,0,True,True,8,8,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433>41516,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,0,41433,4,Scott Thompson,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,5864,5864,0,5864,False,False,False,0,True,True,8,8,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433>41516,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,0,41199,5,Scott Buchholz,LNP,LNP,LNP,LNP,,39809,39809,0,39809,False,False,False,0,True,True,8,8,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433>41516,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,1,,41199,Y,Y
QLD,316,Wright,0,40798,6,Pam Mccreadie,ALP,Australian Labor Party,ALP,ALP,,29708,29708,0,29708,False,False,False,0,True,True,8,8,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433>41516,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,2,,40798,N,N
QLD,316,Wright,0,41516,7,Chloe Leeanne Snyman,AJP,Animal Justice Party,OTH,OTH_AJP,CENTRE_LEFT,2266,2266,0,2266,False,False,False,0,True,True,8,8,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433>41516,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,0,40976,8,Justin Mcguiness,GRPF,Gerard Rennick People First,OTH,OTH_GRPF,RIGHT,5928,5928,0,5928,False,False,False,0,True,True,8,8,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433>41516,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,1,40962,1,Natalie Davis,ON,Pauline Hanson's One Nation,ON,ON,,18998,18998,245,19243,False,False,False,0,True,True,8,7,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,3,6,40962,N,N
QLD,316,Wright,1,41289,2,Nicole Thompson,GRN,The Greens,GRN,GRN,,11128,11128,701,11829,False,False,False,0,True,True,8,7,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,4,5,41289,N,N
QLD,316,Wright,1,40915,3,Julie Rose,FFPA,Family First,OTH,OTH_FFPA,RIGHT,3179,3179,355,3534,False,False,False,0,True,True,8,7,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,1,41433,4,Scott Thompson,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,5864,5864,102,5966,False,False,False,0,True,True,8,7,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,1,41199,5,Scott Buchholz,LNP,LNP,LNP,LNP,,39809,39809,159,39968,False,False,False,0,True,True,8,7,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,1,,41199,Y,Y
QLD,316,Wright,1,40798,6,Pam Mccreadie,ALP,Australian Labor Party,ALP,ALP,,29708,29708,285,29993,False,False,False,0,True,True,8,7,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,2,,40798,N,N
QLD,316,Wright,1,41516,7,Chloe Leeanne Snyman,AJP,Animal Justice Party,OTH,OTH_AJP,CENTRE_LEFT,2266,2266,-2266,0,True,True,False,3,True,False,8,7,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,1,40976,8,Justin Mcguiness,GRPF,Gerard Rennick People First,OTH,OTH_GRPF,RIGHT,5928,5928,419,6347,False,False,False,0,True,True,8,7,5,5,40798>40915>40962>40976>41199>41289>41433>41516,40798>40915>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,2,40962,1,Natalie Davis,ON,Pauline Hanson's One Nation,ON,ON,,18998,19243,996,20239,False,False,False,0,True,True,7,6,5,5,40798>40915>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,3,6,40962,N,N
QLD,316,Wright,2,41289,2,Nicole Thompson,GRN,The Greens,GRN,GRN,,11128,11829,585,12414,False,False,False,0,True,True,7,6,5,5,40798>40915>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,4,5,41289,N,N
QLD,316,Wright,2,40915,3,Julie Rose,FFPA,Family First,OTH,OTH_FFPA,RIGHT,3179,3534,-3534,0,True,True,False,2,True,False,7,6,5,5,40798>40915>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,2,41433,4,Scott Thompson,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,5864,5966,349,6315,False,False,False,0,True,True,7,6,5,5,40798>40915>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,2,41199,5,Scott Buchholz,LNP,LNP,LNP,LNP,,39809,39968,463,40431,False,False,False,0,True,True,7,6,5,5,40798>40915>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,1,,41199,Y,Y
QLD,316,Wright,2,40798,6,Pam Mccreadie,ALP,Australian Labor Party,ALP,ALP,,29708,29993,345,30338,False,False,False,0,True,True,7,6,5,5,40798>40915>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,2,,40798,N,N
QLD,316,Wright,2,41516,7,Chloe Leeanne Snyman,AJP,Animal Justice Party,OTH,OTH_AJP,CENTRE_LEFT,2266,0,0,0,False,False,False,0,False,False,7,6,5,5,40798>40915>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,2,40976,8,Justin Mcguiness,GRPF,Gerard Rennick People First,OTH,OTH_GRPF,RIGHT,5928,6347,796,7143,False,False,False,0,True,True,7,6,5,5,40798>40915>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289>41433,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,3,40962,1,Natalie Davis,ON,Pauline Hanson's One Nation,ON,ON,,18998,20239,2982,23221,False,False,False,0,True,True,6,5,5,5,40798>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,3,6,40962,N,N
QLD,316,Wright,3,41289,2,Nicole Thompson,GRN,The Greens,GRN,GRN,,11128,12414,535,12949,False,False,False,0,True,True,6,5,5,5,40798>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,4,5,41289,N,N
QLD,316,Wright,3,40915,3,Julie Rose,FFPA,Family First,OTH,OTH_FFPA,RIGHT,3179,0,0,0,False,False,False,0,False,False,6,5,5,5,40798>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,3,41433,4,Scott Thompson,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,5864,6315,-6315,0,True,True,False,1,True,False,6,5,5,5,40798>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,3,41199,5,Scott Buchholz,LNP,LNP,LNP,LNP,,39809,40431,1124,41555,False,False,False,0,True,True,6,5,5,5,40798>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,1,,41199,Y,Y
QLD,316,Wright,3,40798,6,Pam Mccreadie,ALP,Australian Labor Party,ALP,ALP,,29708,30338,554,30892,False,False,False,0,True,True,6,5,5,5,40798>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,2,,40798,N,N
QLD,316,Wright,3,41516,7,Chloe Leeanne Snyman,AJP,Animal Justice Party,OTH,OTH_AJP,CENTRE_LEFT,2266,0,0,0,False,False,False,0,False,False,6,5,5,5,40798>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,3,40976,8,Justin Mcguiness,GRPF,Gerard Rennick People First,OTH,OTH_GRPF,RIGHT,5928,7143,1120,8263,False,False,False,0,True,True,6,5,5,5,40798>40962>40976>41199>41289>41433,40798>40962>40976>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,4,40976,N,N
QLD,316,Wright,4,40962,1,Natalie Davis,ON,Pauline Hanson's One Nation,ON,ON,,18998,23221,5790,29011,False,False,False,0,True,True,5,4,5,4,40798>40962>40976>41199>41289,40798>40962>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,3,6,40962,N,N
QLD,316,Wright,4,41289,2,Nicole Thompson,GRN,The Greens,GRN,GRN,,11128,12949,891,13840,False,False,False,0,True,True,5,4,5,4,40798>40962>40976>41199>41289,40798>40962>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,4,5,41289,N,N
QLD,316,Wright,4,40915,3,Julie Rose,FFPA,Family First,OTH,OTH_FFPA,RIGHT,3179,0,0,0,False,False,False,0,False,False,5,4,5,4,40798>40962>40976>41199>41289,40798>40962>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,5,4,40976,N,N
QLD,316,Wright,4,41433,4,Scott Thompson,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,5864,0,0,0,False,False,False,0,False,False,5,4,5,4,40798>40962>40976>41199>41289,40798>40962>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,5,4,40976,N,N
QLD,316,Wright,4,41199,5,Scott Buchholz,LNP,LNP,LNP,LNP,,39809,41555,817,42372,False,False,False,0,True,True,5,4,5,4,40798>40962>40976>41199>41289,40798>40962>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,1,,41199,Y,Y
QLD,316,Wright,4,40798,6,Pam Mccreadie,ALP,Australian Labor Party,ALP,ALP,,29708,30892,765,31657,False,False,False,0,True,True,5,4,5,4,40798>40962>40976>41199>41289,40798>40962>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,2,,40798,N,N
QLD,316,Wright,4,41516,7,Chloe Leeanne Snyman,AJP,Animal Justice Party,OTH,OTH_AJP,CENTRE_LEFT,2266,0,0,0,False,False,False,0,False,False,5,4,5,4,40798>40962>40976>41199>41289,40798>40962>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,5,4,40976,N,N
QLD,316,Wright,4,40976,8,Justin Mcguiness,GRPF,Gerard Rennick People First,OTH,OTH_GRPF,RIGHT,5928,8263,-8263,0,True,False,True,0,True,False,5,4,5,4,40798>40962>40976>41199>41289,40798>40962>41199>41289,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,5,4,40976,N,N
QLD,316,Wright,5,40962,1,Natalie Davis,ON,Pauline Hanson's One Nation,ON,ON,,18998,29011,2899,31910,False,False,False,0,True,True,4,3,4,3,40798>40962>41199>41289,40798>40962>41199,ALP>LNP>GRN>ON,ALP>LNP>ON,3,6,40962,N,N
QLD,316,Wright,5,41289,2,Nicole Thompson,GRN,The Greens,GRN,GRN,,11128,13840,-13840,0,True,False,True,0,True,False,4,3,4,3,40798>40962>41199>41289,40798>40962>41199,ALP>LNP>GRN>ON,ALP>LNP>ON,4,5,41289,N,N
QLD,316,Wright,5,40915,3,Julie Rose,FFPA,Family First,OTH,OTH_FFPA,RIGHT,3179,0,0,0,False,False,False,0,False,False,4,3,4,3,40798>40962>41199>41289,40798>40962>41199,ALP>LNP>GRN>ON,ALP>LNP>ON,5,4,40976,N,N
QLD,316,Wright,5,41433,4,Scott Thompson,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,5864,0,0,0,False,False,False,0,False,False,4,3,4,3,40798>40962>41199>41289,40798>40962>41199,ALP>LNP>GRN>ON,ALP>LNP>ON,5,4,40976,N,N
QLD,316,Wright,5,41199,5,Scott Buchholz,LNP,LNP,LNP,LNP,,39809,42372,1619,43991,False,False,False,0,True,True,4,3,4,3,40798>40962>41199>41289,40798>40962>41199,ALP>LNP>GRN>ON,ALP>LNP>ON,1,,41199,Y,Y
QLD,316,Wright,5,40798,6,Pam Mccreadie,ALP,Australian Labor Party,ALP,ALP,,29708,31657,9322,40979,False,False,False,0,True,True,4,3,4,3,40798>40962>41199>41289,40798>40962>41199,ALP>LNP>GRN>ON,ALP>LNP>ON,2,,40798,N,N
QLD,316,Wright,5,41516,7,Chloe Leeanne Snyman,AJP,Animal Justice Party,OTH,OTH_AJP,CENTRE_LEFT,2266,0,0,0,False,False,False,0,False,False,4,3,4,3,40798>40962>41199>41289,40798>40962>41199,ALP>LNP>GRN>ON,ALP>LNP>ON,5,4,40976,N,N
QLD,316,Wright,5,40976,8,Justin Mcguiness,GRPF,Gerard Rennick People First,OTH,OTH_GRPF,RIGHT,5928,0,0,0,False,False,False,0,False,False,4,3,4,3,40798>40962>41199>41289,40798>40962>41199,ALP>LNP>GRN>ON,ALP>LNP>ON,5,4,40976,N,N
QLD,316,Wright,6,40962,1,Natalie Davis,ON,Pauline Hanson's One Nation,ON,ON,,18998,31910,-31910,0,True,False,True,0,True,False,3,2,3,2,40798>40962>41199,40798>41199,ALP>LNP>ON,ALP>LNP,3,6,40962,N,N
