State,DivisionID,Electorate,CountNumber,CandidateID,BallotPosition,CandidateName,OfficialPartyCode,OfficialPartyName,ModelCategory,CandidateSubtype,IdeologyFamily,PrimaryVotes,PreferenceCountBefore,TransferCount,PreferenceCountAfter,IsExcludedThisCount,InternalCategoryExclusion,CategoryExitThisCount,SameCategoryCandidatesAliveAfter,IsContinuingBefore,IsContinuingAfter,AliveCandidateCountBefore,AliveCandidateCountAfter,AliveCategoryCountBefore,AliveCategoryCountAfter,AliveCandidateIDsBefore,AliveCandidateIDsAfter,AliveModelCategoriesBefore,AliveModelCategoriesAfter,FinishPosition,CategoryExitCount,LastSurvivingCandidateID,AEC_Elected,AEC_HistoricElected
NSW,149,Sydney,0,41984,2,Rachel Evans,SAL,Socialist Alliance,OTH,OTH_SAL,LEFT,2376,2376,0,2376,False,False,False,0,True,True,5,5,5,5,41342>41561>41638>41910>41984,41342>41561>41638>41910>41984,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,5,1,41984,N,N
NSW,149,Sydney,0,41561,3,Alex Xu,LP,Liberal,LNP,LIB,,18860,18860,0,18860,False,False,False,0,True,True,5,5,5,5,41342>41561>41638>41910>41984,41342>41561>41638>41910>41984,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,3,3,41561,N,N
NSW,149,Sydney,0,41910,4,Vedran Torbarac,ON,Pauline Hanson's One Nation,ON,ON,,3698,3698,0,3698,False,False,False,0,True,True,5,5,5,5,41342>41561>41638>41910>41984,41342>41561>41638>41910>41984,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,4,2,41910,N,N
NSW,149,Sydney,0,41638,5,Luc Velez,GRN,The Greens,GRN,GRN,,23162,23162,0,23162,False,False,False,0,True,True,5,5,5,5,41342>41561>41638>41910>41984,41342>41561>41638>41910>41984,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON>OTH,2,,41638,N,N
NSW,149,Sydney,1,41342,1,Tanya Plibersek,ALP,Labor,ALP,ALP,,59153,59153,492,59645,False,False,False,0,True,True,5,4,5,4,41342>41561>41638>41910>41984,41342>41561>41638>41910,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,1,,41342,Y,Y
NSW,149,Sydney,1,41984,2,Rachel Evans,SAL,Socialist Alliance,OTH,OTH_SAL,LEFT,2376,2376,-2376,0,True,False,True,0,True,False,5,4,5,4,41342>41561>41638>41910>41984,41342>41561>41638>41910,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,5,1,41984,N,N
NSW,149,Sydney,1,41561,3,Alex Xu,LP,Liberal,LNP,LIB,,18860,18860,160,19020,False,False,False,0,True,True,5,4,5,4,41342>41561>41638>41910>41984,41342>41561>41638>41910,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,3,3,41561,N,N
NSW,149,Sydney,1,41910,4,Vedran Torbarac,ON,Pauline Hanson's One Nation,ON,ON,,3698,3698,177,3875,False,False,False,0,True,True,5,4,5,4,41342>41561>41638>41910>41984,41342>41561>41638>41910,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,4,2,41910,N,N
NSW,149,Sydney,1,41638,5,Luc Velez,GRN,The Greens,GRN,GRN,,23162,23162,1547,24709,False,False,False,0,True,True,5,4,5,4,41342>41561>41638>41910>41984,41342>41561>41638>41910,ALP>LNP>GRN>ON>OTH,ALP>LNP>GRN>ON,2,,41638,N,N
NSW,149,Sydney,2,41342,1,Tanya Plibersek,ALP,Labor,ALP,ALP,,59153,59645,591,60236,False,False,False,0,True,True,4,3,4,3,41342>41561>41638>41910,41342>41561>41638,ALP>LNP>GRN>ON,ALP>LNP>GRN,1,,41342,Y,Y
NSW,149,Sydney,2,41984,2,Rachel Evans,SAL,Socialist Alliance,OTH,OTH_SAL,LEFT,2376,0,0,0,False,False,False,0,False,False,4,3,4,3,41342>41561>41638>41910,41342>41561>41638,ALP>LNP>GRN>ON,ALP>LNP>GRN,5,1,41984,N,N
NSW,149,Sydney,2,41561,3,Alex Xu,LP,Liberal,LNP,LIB,,18860,19020,2745,21765,False,False,False,0,True,True,4,3,4,3,41342>41561>41638>41910,41342>41561>41638,ALP>LNP>GRN>ON,ALP>LNP>GRN,3,3,41561,N,N
NSW,149,Sydney,2,41910,4,Vedran Torbarac,ON,Pauline Hanson's One Nation,ON,ON,,3698,3875,-3875,0,True,False,True,0,True,False,4,3,4,3,41342>41561>41638>41910,41342>41561>41638,ALP>LNP>GRN>ON,ALP>LNP>GRN,4,2,41910,N,N
NSW,149,Sydney,2,41638,5,Luc Velez,GRN,The Greens,GRN,GRN,,23162,24709,539,25248,False,False,False,0,True,True,4,3,4,3,41342>41561>41638>41910,41342>41561>41638,ALP>LNP>GRN>ON,ALP>LNP>GRN,2,,41638,N,N
NSW,149,Sydney,3,41342,1,Tanya Plibersek,ALP,Labor,ALP,ALP,,59153,60236,15853,76089,False,False,False,0,True,True,3,2,3,2,41342>41561>41638,41342>41638,ALP>LNP>GRN,ALP>GRN,1,,41342,Y,Y
NSW,149,Sydney,3,41984,2,Rachel Evans,SAL,Socialist Alliance,OTH,OTH_SAL,LEFT,2376,0,0,0,False,False,False,0,False,False,3,2,3,2,41342>41561>41638,41342>41638,ALP>LNP>GRN,ALP>GRN,5,1,41984,N,N
NSW,149,Sydney,3,41561,3,Alex Xu,LP,Liberal,LNP,LIB,,18860,21765,-21765,0,True,False,True,0,True,False,3,2,3,2,41342>41561>41638,41342>41638,ALP>LNP>GRN,ALP>GRN,3,3,41561,N,N
NSW,149,Sydney,3,41910,4,Vedran Torbarac,ON,Pauline Hanson's One Nation,ON,ON,,3698,0,0,0,False,False,False,0,False,False,3,2,3,2,41342>41561>41638,41342>41638,ALP>LNP>GRN,ALP>GRN,4,2,41910,N,N
NSW,149,Sydney,3,41638,5,Luc Velez,GRN,The Greens,GRN,GRN,,23162,25248,5912,31160,False,False,False,0,True,True,3,2,3,2,41342>41561>41638,41342>41638,ALP>LNP>GRN,ALP>GRN,2,,41638,N,N
NSW,151,Warringah,0,32467,1,Zali Steggall,IND,Independent,IND,IND_PROMINENT,CENTRE_LEFT,45590,45590,0,45590,False,False,False,0,True,True,8,8,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>40624>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,1,,32467,Y,Y
NSW,151,Warringah,0,41341,2,Celine Varghese-Fell,ALP,Labor,ALP,ALP,,16738,16738,0,16738,False,False,False,0,True,True,8,8,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>40624>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,3,6,41341,N,N
NSW,151,Warringah,0,41685,3,Anthony Rose,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,1417,1417,0,1417,False,False,False,0,True,True,8,8,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>40624>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,3,41842,N,N
NSW,151,Warringah,0,40624,4,David Michael Spratt,IND,Independent,OTH,IND_MINOR,CENTRE,1171,1171,0,1171,False,False,False,0,True,True,8,8,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>40624>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,3,41842,N,N
NSW,151,Warringah,0,41842,5,Sean Mcleod,LTP,Libertarian,OTH,OTH_LTP,RIGHT,1504,1504,0,1504,False,False,False,0,True,True,8,8,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>40624>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,3,41842,N,N
NSW,151,Warringah,0,41941,6,Gavin Wright,ON,Pauline Hanson's One Nation,ON,ON,,1978,1978,0,1978,False,False,False,0,True,True,8,8,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>40624>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,5,4,41941,N,N
NSW,151,Warringah,0,41500,7,Jaimee Rogers,LP,Liberal,LNP,LIB,,36446,36446,0,36446,False,False,False,0,True,True,8,8,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>40624>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,2,,41500,N,N
NSW,151,Warringah,0,41637,8,Bonnie Harvey,GRN,The Greens,GRN,GRN,,10051,10051,0,10051,False,False,False,0,True,True,8,8,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>40624>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,4,5,41637,N,N
NSW,151,Warringah,1,32467,1,Zali Steggall,IND,Independent,IND,IND_PROMINENT,CENTRE_LEFT,45590,45590,357,45947,False,False,False,0,True,True,8,7,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,1,,32467,Y,Y
NSW,151,Warringah,1,41341,2,Celine Varghese-Fell,ALP,Labor,ALP,ALP,,16738,16738,130,16868,False,False,False,0,True,True,8,7,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,3,6,41341,N,N
NSW,151,Warringah,1,41685,3,Anthony Rose,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,1417,1417,72,1489,False,False,False,0,True,True,8,7,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,3,41842,N,N
NSW,151,Warringah,1,40624,4,David Michael Spratt,IND,Independent,OTH,IND_MINOR,CENTRE,1171,1171,-1171,0,True,True,False,2,True,False,8,7,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,3,41842,N,N
NSW,151,Warringah,1,41842,5,Sean Mcleod,LTP,Libertarian,OTH,OTH_LTP,RIGHT,1504,1504,143,1647,False,False,False,0,True,True,8,7,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,3,41842,N,N
NSW,151,Warringah,1,41941,6,Gavin Wright,ON,Pauline Hanson's One Nation,ON,ON,,1978,1978,83,2061,False,False,False,0,True,True,8,7,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,5,4,41941,N,N
NSW,151,Warringah,1,41500,7,Jaimee Rogers,LP,Liberal,LNP,LIB,,36446,36446,295,36741,False,False,False,0,True,True,8,7,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,2,,41500,N,N
NSW,151,Warringah,1,41637,8,Bonnie Harvey,GRN,The Greens,GRN,GRN,,10051,10051,91,10142,False,False,False,0,True,True,8,7,6,6,32467>40624>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41685>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,4,5,41637,N,N
NSW,151,Warringah,2,32467,1,Zali Steggall,IND,Independent,IND,IND_PROMINENT,CENTRE_LEFT,45590,45947,223,46170,False,False,False,0,True,True,7,6,6,6,32467>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,1,,32467,Y,Y
NSW,151,Warringah,2,41341,2,Celine Varghese-Fell,ALP,Labor,ALP,ALP,,16738,16868,152,17020,False,False,False,0,True,True,7,6,6,6,32467>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,3,6,41341,N,N
NSW,151,Warringah,2,41685,3,Anthony Rose,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,1417,1489,-1489,0,True,True,False,1,True,False,7,6,6,6,32467>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,3,41842,N,N
NSW,151,Warringah,2,40624,4,David Michael Spratt,IND,Independent,OTH,IND_MINOR,CENTRE,1171,0,0,0,False,False,False,0,False,False,7,6,6,6,32467>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,3,41842,N,N
NSW,151,Warringah,2,41842,5,Sean Mcleod,LTP,Libertarian,OTH,OTH_LTP,RIGHT,1504,1647,236,1883,False,False,False,0,True,True,7,6,6,6,32467>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,3,41842,N,N
NSW,151,Warringah,2,41941,6,Gavin Wright,ON,Pauline Hanson's One Nation,ON,ON,,1978,2061,531,2592,False,False,False,0,True,True,7,6,6,6,32467>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,5,4,41941,N,N
NSW,151,Warringah,2,41500,7,Jaimee Rogers,LP,Liberal,LNP,LIB,,36446,36741,292,37033,False,False,False,0,True,True,7,6,6,6,32467>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,2,,41500,N,N
NSW,151,Warringah,2,41637,8,Bonnie Harvey,GRN,The Greens,GRN,GRN,,10051,10142,55,10197,False,False,False,0,True,True,7,6,6,6,32467>41341>41500>41637>41685>41842>41941,32467>41341>41500>41637>41842>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,4,5,41637,N,N
NSW,151,Warringah,3,32467,1,Zali Steggall,IND,Independent,IND,IND_PROMINENT,CENTRE_LEFT,45590,46170,193,46363,False,False,False,0,True,True,6,5,6,5,32467>41341>41500>41637>41842>41941,32467>41341>41500>41637>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND,1,,32467,Y,Y
NSW,151,Warringah,3,41341,2,Celine Varghese-Fell,ALP,Labor,ALP,ALP,,16738,17020,107,17127,False,False,False,0,True,True,6,5,6,5,32467>41341>41500>41637>41842>41941,32467>41341>41500>41637>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND,3,6,41341,N,N
NSW,151,Warringah,3,41685,3,Anthony Rose,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,1417,0,0,0,False,False,False,0,False,False,6,5,6,5,32467>41341>41500>41637>41842>41941,32467>41341>41500>41637>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND,6,3,41842,N,N
NSW,151,Warringah,3,40624,4,David Michael Spratt,IND,Independent,OTH,IND_MINOR,CENTRE,1171,0,0,0,False,False,False,0,False,False,6,5,6,5,32467>41341>41500>41637>41842>41941,32467>41341>41500>41637>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND,6,3,41842,N,N
NSW,151,Warringah,3,41842,5,Sean Mcleod,LTP,Libertarian,OTH,OTH_LTP,RIGHT,1504,1883,-1883,0,True,False,True,0,True,False,6,5,6,5,32467>41341>41500>41637>41842>41941,32467>41341>41500>41637>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND,6,3,41842,N,N
NSW,151,Warringah,3,41941,6,Gavin Wright,ON,Pauline Hanson's One Nation,ON,ON,,1978,2592,1049,3641,False,False,False,0,True,True,6,5,6,5,32467>41341>41500>41637>41842>41941,32467>41341>41500>41637>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND,5,4,41941,N,N
NSW,151,Warringah,3,41500,7,Jaimee Rogers,LP,Liberal,LNP,LIB,,36446,37033,444,37477,False,False,False,0,True,True,6,5,6,5,32467>41341>41500>41637>41842>41941,32467>41341>41500>41637>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND,2,,41500,N,N
NSW,151,Warringah,3,41637,8,Bonnie Harvey,GRN,The Greens,GRN,GRN,,10051,10197,90,10287,False,False,False,0,True,True,6,5,6,5,32467>41341>41500>41637>41842>41941,32467>41341>41500>41637>41941,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND,4,5,41637,N,N
NSW,151,Warringah,4,32467,1,Zali Steggall,IND,Independent,IND,IND_PROMINENT,CENTRE_LEFT,45590,46363,636,46999,False,False,False,0,True,True,5,4,5,4,32467>41341>41500>41637>41941,32467>41341>41500>41637,ALP>LNP>GRN>ON>IND,ALP>LNP>GRN>IND,1,,32467,Y,Y
NSW,151,Warringah,4,41341,2,Celine Varghese-Fell,ALP,Labor,ALP,ALP,,16738,17127,250,17377,False,False,False,0,True,True,5,4,5,4,32467>41341>41500>41637>41941,32467>41341>41500>41637,ALP>LNP>GRN>ON>IND,ALP>LNP>GRN>IND,3,6,41341,N,N
NSW,151,Warringah,4,41685,3,Anthony Rose,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,1417,0,0,0,False,False,False,0,False,False,5,4,5,4,32467>41341>41500>41637>41941,32467>41341>41500>41637,ALP>LNP>GRN>ON>IND,ALP>LNP>GRN>IND,6,3,41842,N,N
NSW,151,Warringah,4,40624,4,David Michael Spratt,IND,Independent,OTH,IND_MINOR,CENTRE,1171,0,0,0,False,False,False,0,False,False,5,4,5,4,32467>41341>41500>41637>41941,32467>41341>41500>41637,ALP>LNP>GRN>ON>IND,ALP>LNP>GRN>IND,6,3,41842,N,N
NSW,151,Warringah,4,41842,5,Sean Mcleod,LTP,Libertarian,OTH,OTH_LTP,RIGHT,1504,0,0,0,False,False,False,0,False,False,5,4,5,4,32467>41341>41500>41637>41941,32467>41341>41500>41637,ALP>LNP>GRN>ON>IND,ALP>LNP>GRN>IND,6,3,41842,N,N
NSW,151,Warringah,4,41941,6,Gavin Wright,ON,Pauline Hanson's One Nation,ON,ON,,1978,3641,-3641,0,True,False,True,0,True,False,5,4,5,4,32467>41341>41500>41637>41941,32467>41341>41500>41637,ALP>LNP>GRN>ON>IND,ALP>LNP>GRN>IND,5,4,41941,N,N
NSW,151,Warringah,4,41500,7,Jaimee Rogers,LP,Liberal,LNP,LIB,,36446,37477,2514,39991,False,False,False,0,True,True,5,4,5,4,32467>41341>41500>41637>41941,32467>41341>41500>41637,ALP>LNP>GRN>ON>IND,ALP>LNP>GRN>IND,2,,41500,N,N
NSW,151,Warringah,4,41637,8,Bonnie Harvey,GRN,The Greens,GRN,GRN,,10051,10287,241,10528,False,False,False,0,True,True,5,4,5,4,32467>41341>41500>41637>41941,32467>41341>41500>41637,ALP>LNP>GRN>ON>IND,ALP>LNP>GRN>IND,4,5,41637,N,N
NSW,151,Warringah,5,32467,1,Zali Steggall,IND,Independent,IND,IND_PROMINENT,CENTRE_LEFT,45590,46999,6578,53577,False,False,False,0,True,True,4,3,4,3,32467>41341>41500>41637,32467>41341>41500,ALP>LNP>GRN>IND,ALP>LNP>IND,1,,32467,Y,Y
NSW,151,Warringah,5,41341,2,Celine Varghese-Fell,ALP,Labor,ALP,ALP,,16738,17377,3163,20540,False,False,False,0,True,True,4,3,4,3,32467>41341>41500>41637,32467>41341>41500,ALP>LNP>GRN>IND,ALP>LNP>IND,3,6,41341,N,N
NSW,151,Warringah,5,41685,3,Anthony Rose,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,1417,0,0,0,False,False,False,0,False,False,4,3,4,3,32467>41341>41500>41637,32467>41341>41500,ALP>LNP>GRN>IND,ALP>LNP>IND,6,3,41842,N,N
NSW,151,Warringah,5,40624,4,David Michael Spratt,IND,Independent,OTH,IND_MINOR,CENTRE,1171,0,0,0,False,False,False,0,False,False,4,3,4,3,32467>41341>41500>41637,32467>41341>41500,ALP>LNP>GRN>IND,ALP>LNP>IND,6,3,41842,N,N
NSW,151,Warringah,5,41842,5,Sean Mcleod,LTP,Libertarian,OTH,OTH_LTP,RIGHT,1504,0,0,0,False,False,False,0,False,False,4,3,4,3,32467>41341>41500>41637,32467>41341>41500,ALP>LNP>GRN>IND,ALP>LNP>IND,6,3,41842,N,N
NSW,151,Warringah,5,41941,6,Gavin Wright,ON,Pauline Hanson's One Nation,ON,ON,,1978,0,0,0,False,False,False,0,False,False,4,3,4,3,32467>41341>41500>41637,32467>41341>41500,ALP>LNP>GRN>IND,ALP>LNP>IND,5,4,41941,N,N
NSW,151,Warringah,5,41500,7,Jaimee Rogers,LP,Liberal,LNP,LIB,,36446,39991,787,40778,False,False,False,0,True,True,4,3,4,3,32467>41341>41500>41637,32467>41341>41500,ALP>LNP>GRN>IND,ALP>LNP>IND,2,,41500,N,N
NSW,151,Warringah,5,41637,8,Bonnie Harvey,GRN,The Greens,GRN,GRN,,10051,10528,-10528,0,True,False,True,0,True,False,4,3,4,3,32467>41341>41500>41637,32467>41341>41500,ALP>LNP>GRN>IND,ALP>LNP>IND,4,5,41637,N,N
NSW,151,Warringah,6,32467,1,Zali Steggall,IND,Independent,IND,IND_PROMINENT,CENTRE_LEFT,45590,53577,16741,70318,False,False,False,0,True,True,3,2,3,2,32467>41341>41500,32467>41500,ALP>LNP>IND,LNP>IND,1,,32467,Y,Y
NSW,151,Warringah,6,41341,2,Celine Varghese-Fell,ALP,Labor,ALP,ALP,,16738,20540,-20540,0,True,False,True,0,True,False,3,2,3,2,32467>41341>41500,32467>41500,ALP>LNP>IND,LNP>IND,3,6,41341,N,N
NSW,151,Warringah,6,41685,3,Anthony Rose,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,1417,0,0,0,False,False,False,0,False,False,3,2,3,2,32467>41341>41500,32467>41500,ALP>LNP>IND,LNP>IND,6,3,41842,N,N
NSW,151,Warringah,6,40624,4,David Michael Spratt,IND,Independent,OTH,IND_MINOR,CENTRE,1171,0,0,0,False,False,False,0,False,False,3,2,3,2,32467>41341>41500,32467>41500,ALP>LNP>IND,LNP>IND,6,3,41842,N,N
NSW,151,Warringah,6,41842,5,Sean Mcleod,LTP,Libertarian,OTH,OTH_LTP,RIGHT,1504,0,0,0,False,False,False,0,False,False,3,2,3,2,32467>41341>41500,32467>41500,ALP>LNP>IND,LNP>IND,6,3,41842,N,N
NSW,151,Warringah,6,41941,6,Gavin Wright,ON,Pauline Hanson's One Nation,ON,ON,,1978,0,0,0,False,False,False,0,False,False,3,2,3,2,32467>41341>41500,32467>41500,ALP>LNP>IND,LNP>IND,5,4,41941,N,N
NSW,151,Warringah,6,41500,7,Jaimee Rogers,LP,Liberal,LNP,LIB,,36446,40778,3799,44577,False,False,False,0,True,True,3,2,3,2,32467>41341>41500,32467>41500,ALP>LNP>IND,LNP>IND,2,,41500,N,N
NSW,151,Warringah,6,41637,8,Bonnie Harvey,GRN,The Greens,GRN,GRN,,10051,0,0,0,False,False,False,0,False,False,3,2,3,2,32467>41341>41500,32467>41500,ALP>LNP>IND,LNP>IND,4,5,41637,N,N
NSW,251,Watson,0,41331,1,Tony Burke,ALP,Labor,ALP,ALP,,39763,39763,0,39763,False,False,False,0,True,True,9,9,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920>41976,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,1,,41331,Y,Y
NSW,251,Watson,0,41642,2,Vanessa Hadchiti,LTP,Libertarian,OTH,OTH_LTP,RIGHT,3559,3559,0,3559,False,False,False,0,True,True,9,9,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920>41976,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,5,5,41642,N,N
NSW,251,Watson,0,40898,3,Ziad Basyouny,IND,Independent,IND,IND_PROMINENT,LEFT,12209,12209,0,12209,False,False,False,0,True,True,9,9,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920>41976,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,2,,40898,N,N
NSW,251,Watson,0,41976,4,Zain Khan,IND,Independent,OTH,IND_MINOR,CENTRE,1055,1055,0,1055,False,False,False,0,True,True,9,9,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920>41976,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,5,5,41642,N,N
NSW,251,Watson,0,41920,5,Elisha Trevena,ON,Pauline Hanson's One Nation,ON,ON,,2674,2674,0,2674,False,False,False,0,True,True,9,9,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920>41976,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,6,4,41920,N,N
NSW,251,Watson,0,41499,6,Zakir Alam,LP,Liberal,LNP,LIB,,12585,12585,0,12585,False,False,False,0,True,True,9,9,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920>41976,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,3,7,41499,N,N
NSW,251,Watson,0,41847,7,John Mannah,FFPA,Family First,OTH,OTH_FFPA,RIGHT,1428,1428,0,1428,False,False,False,0,True,True,9,9,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920>41976,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,5,5,41642,N,N
NSW,251,Watson,0,41645,8,Jocelyn Brewer,GRN,The Greens,GRN,GRN,,7399,7399,0,7399,False,False,False,0,True,True,9,9,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920>41976,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,4,6,41645,N,N
NSW,251,Watson,0,41680,9,John Koukoulis,CYA,Trumpet of Patriots,OTH,OTH_CYA,RIGHT,2162,2162,0,2162,False,False,False,0,True,True,9,9,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920>41976,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,5,5,41642,N,N
NSW,251,Watson,1,41331,1,Tony Burke,ALP,Labor,ALP,ALP,,39763,39763,188,39951,False,False,False,0,True,True,9,8,6,6,40898>41331>41499>41642>41645>41680>41847>41920>41976,40898>41331>41499>41642>41645>41680>41847>41920,ALP>LNP>GRN>ON>IND>OTH,ALP>LNP>GRN>ON>IND>OTH,1,,41331,Y,Y
