,,,VOICE (2023),,,2022.0,,,,,,,2025.0,,,,,,
,,,YES %,,NO %,ALP %,,,,,,LNP %,ALP %,,,,,,LNP %
Hindmarsh,0,,#DIV/0!,,#DIV/0!,0.5894619505,,,,,,0.4105380495,0.6634865877,,,,,,0.3365134123
Kingston,0,,#DIV/0!,,#DIV/0!,0.6635211499,,,,,,0.3364788501,0.7074049425,,,,,,0.2925950575
Makin,0,,#DIV/0!,,#DIV/0!,0.6079782984,,,,,,0.3920217016,0.6465783623,,,,,,0.3534216377
Mayo,0,,#DIV/0!,,#DIV/0!,0.5159016986,,,,,,0.4840983014,0.5497595501,,,,,,0.4502404499
Port Adelaide,0,,#DIV/0!,,#DIV/0!,,,,,,,,,,,,,,
Spence,0,,#DIV/0!,,#DIV/0!,0.6290114566,,,,,,0.3709885434,0.6533818482,,,,,,0.3466181518
Sturt,0,,#DIV/0!,,#DIV/0!,0.4954888553,,,,,,0.5045111447,0.5662258723,,,,,,0.4337741277
Bass,0,,#DIV/0!,,#DIV/0!,0.485665146,,,,,,0.514334854,0.580104478,,,,,,0.419895522
Braddon,0,,#DIV/0!,,#DIV/0!,0.4197002748,,,,,,0.5802997252,0.5720069482,,,,,,0.4279930518
Clark,0,,#DIV/0!,,#DIV/0!,0.6724284457,,,,,,0.3275715543,0.7088744428,,,,,,0.2911255572
Franklin,0,,#DIV/0!,,#DIV/0!,0.6370002386,,,,,,0.3629997614,0.6944102953,,,,,,0.3055897047
Lyons,0,,#DIV/0!,,#DIV/0!,0.5091630533,,,,,,0.4908369467,0.6158371512,,,,,,0.3841628488
Bean,0,,#DIV/0!,,#DIV/0!,0.6294591134,,,,,,0.3705408866,0.6929016553,,,,,,0.3070983447
Canberra,0,,#DIV/0!,,#DIV/0!,0.7246160179,,,,,,0.2753839821,0.7641775066,,,,,,0.2358224934
Fenner,0,,#DIV/0!,,#DIV/0!,0.6569384647,,,,,,0.3430615353,0.7208130426,,,,,,0.2791869574
Lingiari,0,,#DIV/0!,,#DIV/0!,0.5094516721,,,,,,0.4905483279,0.5812587658,,,,,,0.4187412342
Solomon,0,,#DIV/0!,,#DIV/0!,0.5936689342,,,,,,0.4063310658,0.5131049393,,,,,,0.4868950607
