INNER METRO,CLARK (TAS),RAW,,,,,,,,,AliveMask,,,,,,,,"CLARK
(TAS)",FULL DISTRIBUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAS,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated ,0.2715264334,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2314748115,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,
,Weights,0.408,0.0,0.0,0.592,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2708329555,,,,,Weights,0.408,0.0,0.0,0.592,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2301768546,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07711350708,,,0.1944129263,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.06573884648,,,0.1657359651,,
,Round 5 (2CP),0.493268309,0.0,0.0,0.5092922284147,0.0,0.0,2.0,1.002560537,,True,False,False,True,False,False,ALP,,2CP,0.4920085028,,,0.5079914972,,,,,Round 5 (2CP),0.5437281504,0.0,0.0,0.4619108045474909,0.0,0.0,2.0,1.005638955,,True,False,False,True,False,False,ON,,2CP,0.5406792843,,,0.4593207157,,
,,Primary row,,,,4,,,,,,,,,,,,,SWING,-0.07999844536,-0.4279930518,,0.5079914972,,,,,,Primary row,,,,4,,,,,,,,,,,,,SWING,-0.07515786689,-0.3841628488,,0.4593207157,,
,,148.0,,,,,,,,,,,,,,,,,RESULT,ONE NATION GAIN,,,,,,,,,149.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,TASMANIA,RAW,,,,,,,,,AliveMask,,,,,,,,TASMANIA,FULL DISTRIBUTION,,,,,,,,TASMANIA,RAW,,,,,,,,,AliveMask,,,,,,,,TASMANIA,FULL DISTRIBUTION,,,,,
,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH
,Primary,0.2821,0.1531,0.1311,0.2245904836,0.1648,0.0494,6,1.005090484,,True,True,True,True,True,False,,,ROUND 1,0.2806712476,0.1523245942,0.1304360176,0.2234529998,0.1639653371,0.04914980373,,,Primary,0.2821,0.1531,0.1311,0.2245904836,0.1648,0.0494,6,1.005090484,,True,True,True,True,True,False,,,ROUND 1,0.2806712476,0.1523245942,0.1304360176,0.2234529998,0.1639653371,0.04914980373
,Eliminated,0.0494,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.08532875238,-0.09267540585,0.01943601759,0.1624529998,-0.01553466286,0.01164980373,,,Eliminated,0.0494,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.08532875238,-0.09267540585,0.01943601759,0.1624529998,-0.01553466286,0.01164980373
,Weights,0.1963385786,0.21999382906510337,0.11087113030957524,0.2951249614316569,0.17767150056566902,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.04914980373,,,,,Weights,0.1963385786,0.21999382906510337,0.11087113030957524,0.2951249614316569,0.17767150056566902,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.04914980373,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.009699125784,0.01086769516,0.005477033837,0.01457917309,0.008776972128,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.009699125784,0.01086769516,0.005477033837,0.01457917309,0.008776972128,
,Round 2,0.2917991258,0.16396769515581613,0.13657703383729303,0.2391696566831677,0.17357697212794404,0.0,3,1.005090484,,True,True,False,True,True,False,,,ROUND 2,0.2903212502,0.1631372477,0.1358853119,0.2379583337,0.1726978565,,,,Round 2,0.2917991258,0.16396769515581613,0.13657703383729303,0.2391696566831677,0.17357697212794404,0.0,3,1.005090484,,True,True,False,True,True,False,,,ROUND 2,0.2903212502,0.1631372477,0.1358853119,0.2379583337,0.1726978565,
,Eliminated,0.1365770338,,GRN,ALP+LNP+ON+IND,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1365770338,,GRN,ALP+LNP+ON+IND,3,,,,,,,,,,,,,SWING,,,,,,
,Weights,0.624032016,0.12438219109554777,0.0,0.03641820910455228,0.21516758379189596,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1358853119,,,,,Weights,0.624032016,0.12438219109554777,0.0,0.03641820910455228,0.21516758379189596,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1358853119,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.08522844177,0.01698775072,,0.004973890977,0.02938695037,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.08522844177,0.01698775072,,0.004973890977,0.02938695037,
