,,,,,,,,,,,,,,,,,,,,,,,,,,2028 FEDERAL ELECTION PROJECTOR,,,,,,,,,,,,,,,,,,,,SEATS PROJECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,FIRST PREFERENCE,,,,,,,TWO-PARTY-PREFERRED,,,,,,,SEATS,,,,,,150,OUT OF,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,SEATS,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,NATIONAL,,,GRN,ALP,OTH,IND,LNP,ON,,ALP,,SWING,,LNP,,,ALP,,CROSSBENCH,,LNP,,NATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALP,,GRN,IND,OTH,ON,LNP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,PRIMARY,,,,,,,,,,,,3CP,,,,,,,,,,,,2CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,DIVISION,,ALP,,LNP,,GRN,,ON,,IND,,OTH,,ALP,,LNP,,GRN,,ON,,IND,,OTH,,ALP,LNP,GRN,ON,IND,OTH,SWING,,RESULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,%,SWING,%,SWING,%,SWING,%,SWING,%,SWING,%,SWING,%,SWING,%,SWING,%,SWING,%,SWING,%,SWING,%,SWING,%,%,%,%,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Wentworth (NSW),,0.08858372582,-0.04524644868,0.2673111235,-0.09630959893,0.1275106304,0.02571856115,0.1487953658,0.1250248666,0.3677991544,0.002999154433,0,0,,,0.3837277775,,0.1765986055,,,,0.439673617,,,,,0.4011011621,,,0.5988988379,,0.01546664952,,INDEPENDENT RETAIN,,,LNP-IND,0.09889883794,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sydney (NSW),,0.4956234404,-0.05592482577,0.06947668108,-0.1063757744,0.2440125123,0.02804779472,0.1712912194,0.1368107114,0,0,0.01959614681,-0.002557905904,0.5299762411,,,,0.2680692572,,0.2019545017,,,,,,0.6356002327,,0.3643997673,,,,-0.07386092774,,LABOR RETAIN,,,ALP-GRN,0.1356002327,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Kingsford Smith (NSW),,0.4387093398,-0.06915895703,0.1573015138,-0.1042083922,0.1589938621,0.02341705545,0.2117865002,0.1526229607,0.03320878405,-0.002672666942,0,0,0.4714347752,,,,0.1832316457,,0.3453335791,,,,,,0.6354270981,,,0.3645729019,,,-0.03644474952,,LABOR RETAIN,,,ALP-ONP,0.1354270981,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bennelong (NSW),,0.3761325447,-0.07737891122,0.2633108203,-0.08737945031,0.1380581026,0.02030230179,0.1500959296,0.1270201273,0,0,0.07240260276,0.01743593246,0.5120703739,,0.2954974995,,,,0.1924321266,,,,,,0.5638557702,0.4361442298,,,,,-0.02875705898,,LABOR RETAIN,,,ALP-LNP,0.06385577022,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bradfield (NSW),,0.1485171663,-0.05440256779,0.3077304514,-0.07261927496,0.09826644437,0.03096817874,0.1364659021,0.1210918446,0.2677889603,-0.002311039747,0.04123107563,0.01861115798,0.2158413342,,0.428659803,,,,,,0.3554988628,,,,,0.4983318085,,,0.5016681915,,0.001552329031,,INDEPENDENT RETAIN,,,LNP-IND,0.001668191493,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Warringah (NSW),,0.0834449773,-0.06223586173,0.2238702568,-0.09334111007,0.1096364468,0.02215657385,0.1401967147,0.122980996,0.4057677967,0.008967796697,0.03708380773,0.01455889368,,,0.2565357372,,,,0.1722549032,,0.5712093596,,,,,0.3915408924,,,0.6084591076,,-0.003560562509,,INDEPENDENT RETAIN,,,LNP-IND,0.1084591076,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Banks (NSW),,0.3072755819,-0.05699388793,0.2968002748,-0.09419381226,0.1307081517,0.01188266017,0.1872983,0.1502436681,0.01779719048,-0.002367564153,0.0601205012,-0.008571063966,0.4291849717,,0.3297222886,,,,0.2410927397,,,,,,0.4950245848,0.5049754152,,,,,-0.02885472992,,LIBERAL GAIN,,,ALP-LNP,0.004975415223,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cook (NSW),,0.2387093651,-0.0760023795,0.387222378,-0.09340076516,0.1176733203,0.01825058328,0.1974685088,0.1538635296,0,0,0.05892642784,-0.002710968273,0.3370604016,,0.4270309629,,,,0.2359086356,,,,,,0.3998868536,0.6001131464,,,,,0.02817151204,,LIBERAL RETAIN,,,ALP-LNP,0.1001131464,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Barton (NSW),,0.4142009581,-0.05700993519,0.1424171938,-0.099321258,0.165187156,0.006259281336,0.2191955478,0.1634382267,0,0,0.05899914418,-0.0133663149,0.4441656339,,,,0.1838849799,,0.3719493862,,,,,,0.6087426909,,,0.3912573091,,,-0.05129072549,,LABOR RETAIN,,,ALP-ONP,0.1087426909,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Blaxland (NSW),,0.4051474363,-0.05523743588,0.09990513951,-0.09601825436,0.09217671657,0.01329174086,0.1727194807,0.1372016757,0.1811498038,-0.006475360179,0.04890142318,0.007237633847,0.4674121393,,,,,,0.284531004,,0.2480568567,,,,0.672059046,,,0.327940954,,,-0.04697509065,,LABOR RETAIN,,,ALP-ONP,0.172059046,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Grayndler (NSW),,0.4824787883,-0.05292047937,0.03986540688,-0.1032378237,0.2639524041,0.01280249154,0.1801766459,0.1485653254,0.02082425163,-0.002318301449,0.01270250319,-0.002891212422,0.508047469,,,,0.2829693325,,0.2089831985,,,,,,0.6082995523,,0.3917004477,,,,-0.06034526452,,LABOR RETAIN,,,ALP-GRN,0.1082995523,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Parramatta (NSW),,0.4214802884,-0.05621288986,0.2219655122,-0.08526774225,0.140367164,0.01930532638,0.1639564145,0.1366593674,0,-0.0154,0.05223062087,0.0114136644,0.5460458285,,0.2519393101,,,,0.2020148613,,,,,,0.6004320716,0.3995679284,,,,,-0.02504380039,,LABOR RETAIN,,,ALP-LNP,0.1004320716,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Reid (NSW),,0.4230746875,-0.06267375394,0.2280217943,-0.08918776533,0.1326673017,0.01727166656,0.1523631572,0.1291259539,0.02895224161,-0.001655265033,0.03492081769,0.007119163817,0.5443051542,,0.2634890769,,,,0.1922057689,,,,,,0.5967721453,0.4032278547,,,,,-0.02330155776,,LABOR RETAIN,,,ALP-LNP,0.09677214528,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Watson (NSW),,0.4297681109,-0.05026424292,0.06635053209,-0.08557983467,0.1014935863,0.01217036152,0.1697788976,0.1374974672,0.1556294862,0.008229486217,0.07697938691,-0.009325753489,0.5287390042,,,,,,0.2212827902,,0.2499782056,,,,0.6361778939,,,,0.3638221061,,-0.02899582699,,LABOR RETAIN,,,ALP-IND,0.1361778939,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Berowra (NSW),,0.2051822311,-0.06496175338,0.3237114208,-0.09344557766,0.1471733905,0.02792757853,0.2034285473,0.1627165855,0.09096175492,-0.02273824508,0.02954265531,0.001152443491,0.3907253411,,0.366013096,,,,0.2432615629,,,,,,0.4544431542,0.5455568458,,,,,0.02921149066,,LIBERAL RETAIN,,,ALP-LNP,0.04555684578,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mackellar (NSW),,0.05407238289,-0.06661927625,0.2706461757,-0.08382913431,0.08486489707,0.02354899231,0.1549106557,0.1296529376,0.3953989293,0.01559892927,0.04010695936,0.008483402176,,,0.3095739997,,,,0.1847027751,,0.5057232253,,,,,0.4465659915,,,0.5534340085,,-0.003174572904,,INDEPENDENT RETAIN,,,LNP-IND,0.05343400846,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mitchell (NSW),,0.2559120163,-0.0763107435,0.3705009779,-0.0928181462,0.1528459279,0.01552426624,0.1984788352,0.155759786,0,0,0.02226224274,-0.002155162532,0.3690459851,,0.4048794937,,,,0.2260745212,,,,,,0.4309021022,0.5690978978,,,,,0.03101130956,,LIBERAL RETAIN,,,ALP-LNP,0.06909789779,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Chifley (NSW),,0.4745487928,-0.05196830739,0.09799466301,-0.09898791243,0.10700391,0.009435296616,0.222396031,0.1626962077,0,-0.01698839108,0.09805660308,-0.004186893465,0.587005207,,,,,,0.2905406111,,,,0.1224541819,,0.6426797197,,,0.3573202803,,,-0.05564492748,,LABOR RETAIN,,,ALP-ONP,0.1426797197,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Fowler (NSW),,0.3163964924,-0.05921950965,0.02338861652,-0.09931684304,0.08179830916,0.01414030059,0.1959294969,0.1546654284,0.3279886004,-0.006729168469,0.0544984846,-0.003540207858,0.3692863338,,,,,,0.2259119915,,0.4048016747,,,,0.4360765175,,,,0.5639234825,,0.03716370714,,INDEPENDENT RETAIN,,,ALP-IND,0.06392348248,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Greenway (NSW),,0.4329367328,-0.07119445299,0.1783102553,-0.0964209013,0.1183661878,0.01114026203,0.2000747165,0.1543348498,0.02389485971,-0.002488284664,0.04641724782,0.004628527076,0.5338535294,,0.2206044777,,,,0.2455419929,,,,,,0.5965052011,,,0.4034947989,,,-0.04110854033,,LABOR RETAIN,,,ALP-ONP,0.09650520109,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lindsay (NSW),,0.2620195012,-0.0589512974,0.3037173808,-0.09368037357,0.1106567069,0.01471800332,0.2320592454,0.1634267998,0,-0.01119760357,0.09154716573,-0.01431552862,0.3722463117,,0.3407978678,,,,0.2869558206,,,,,,0.4564244139,0.5435755861,,,,,0.01574969409,,LIBERAL RETAIN,,,ALP-LNP,0.04357558613,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,McMahon (NSW),,0.3903077189,-0.06491791609,0.153731591,-0.1142502151,0.09856414836,0.007359569218,0.2518228634,0.1644921535,0.09280775773,-0.005449512165,0.01276592065,0.01276592065,0.5090206526,,0.2092566509,,,,0.2817226965,,,,,,0.5684495415,,,0.4315504585,,,-0.02174824052,,LABOR RETAIN,,,ALP-ONP,0.06844954146,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Hughes (NSW),,0.3078109977,-0.08214779984,0.2668775709,-0.09764758293,0.1220148902,0.007858524151,0.1941301299,0.1405872233,0,0,0.1091664113,0.03134963529,0.4253321507,,0.3148314735,,,,0.2598363758,,,,,,0.495591201,0.504408799,,,,,-0.0349749519,,LIBERAL GAIN,,,ALP-LNP,0.00440879899,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Hume (NSW),,0.201167675,-0.0710130483,0.3180374476,-0.1204496888,0.09449046325,0.009487396907,0.2430737892,0.1629768726,0.04134750522,-0.003240146969,0.1018831198,0.02223861455,0.2955401426,,0.3695177011,,,,0.3349421563,,,,,,,0.5436201161,,0.4563798839,,,-0.03694429223,,LIBERAL RETAIN,,,LNP-ONP,0.04362011607,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Macarthur (NSW),,0.4153144384,-0.06663903404,0.1326513999,-0.09820089227,0.1329185368,0.004497394183,0.2491212068,0.1706915112,0,0,0.06999441807,-0.01034897912,0.4492135461,,,,0.1582040859,,0.392582368,,,,,,0.5908062029,,,0.4091937971,,,-0.06525135779,,LABOR RETAIN,,,ALP-ONP,0.09080620294,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Werriwa (NSW),,0.3477470099,-0.06069228065,0.1979131344,-0.1102910339,0.1193773856,0.008128041882,0.1928119606,0.1528754207,0.02308093737,-0.002394443278,0.1190695722,0.01237429523,0.4764377475,,0.2708885605,,,,0.252673692,,,,,,0.5472762346,0.4527237654,,,,,-0.02046408086,,LABOR RETAIN,,,ALP-LNP,0.04727623462,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Dobell (NSW),,0.3642534713,-0.06375855655,0.1782105786,-0.09983093859,0.1154357329,0.01249356108,0.2626774344,0.1752727915,0,0,0.07942278291,-0.02417685742,0.4748053209,,0.2193856578,,,,0.3058090213,,,,,,0.5371108477,,,0.4628891523,,,-0.05717304334,,LABOR RETAIN,,,ALP-ONP,0.03711084771,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Newcastle (NSW),,0.3948642108,-0.05822355454,0.09209283975,-0.09853025522,0.2379348245,0.01569515554,0.2113595833,0.1578894264,0,-0.008202020948,0.06374854171,-0.008628751258,0.4469619372,,,,0.277070819,,0.2759672439,,,,,,0.585974191,,0.414025809,,,,-0.07207173293,,LABOR RETAIN,,,ALP-GRN,0.085974191,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Paterson (NSW),,0.3075116616,-0.06312787329,0.1794591402,-0.09285834585,0.09081954243,0.0152105492,0.2370976568,0.1611666883,0.1144942959,0.01729429592,0.07061770309,-0.01396060129,0.4571531096,,0.2618694873,,,,0.2809774031,,,,,,0.531524044,,,0.468475956,,,-0.03736946496,,LABOR RETAIN,,,ALP-ONP,0.03152404402,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Robertson (NSW),,0.3657537889,-0.08180837659,0.2129590581,-0.0909054048,0.1093213309,0.01944620398,0.2374312246,0.1681251721,0.03032158511,-0.002951627788,0.04421301239,-0.01190596694,0.4774261998,,0.2501058362,,,,0.272467964,,,,,,0.5484562573,,,0.4515437427,,,-0.04520842834,,LABOR RETAIN,,,ALP-ONP,0.04845625731,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Shortland (NSW),,0.3688676867,-0.07718625939,0.1592261768,-0.1028358352,0.1258314264,0.01245406306,0.2517188596,0.1609485188,0.04109710871,-0.003349185736,0.05325874182,0.009968698528,0.4914376519,,0.2048125476,,,,0.3037498005,,,,,,0.5496044154,,,0.4503955846,,,-0.06546569967,,LABOR RETAIN,,,ALP-ONP,0.0496044154,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Macquarie (NSW),,0.3614428356,-0.06490965517,0.2123745892,-0.1034086476,0.1341595435,0.009589104578,0.2513141599,0.1639252533,0,0,0.04070887177,-0.005196055084,0.4755261472,,0.2365244212,,,,0.2879494316,,,,,,0.5426990828,,,0.4573009172,,,-0.03435756909,,LABOR RETAIN,,,ALP-ONP,0.04269908284,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cowper (NSW),,0.06366468687,-0.05433781927,0.2736825788,-0.105358587,0.06500611514,0.02275429354,0.2146997125,0.1510620831,0.2915038573,-0.001996142689,0.09144304936,-0.003883446203,,,0.3273581926,,,,0.2634972702,,0.4091445372,,,,,0.5124413808,,,0.4875586192,,-0.01300531711,,NATIONAL RETAIN,,,LNP-IND,0.01244138081,,,,,,,,,,,,,,,,,,,,,,,,
