division,division_key,state,classification,review_priority,priority_reason,override_review_candidate,candidate_k_to_test,winner_changed,final_two_changed,elimination_order_changed,current_winner,unshrunk_winner,actual_winner,current_final_two,unshrunk_final_two,actual_final_two,current_matches_actual_winner,unshrunk_matches_actual_winner,current_matches_actual_final_two,unshrunk_matches_actual_final_two,winner_pct_change_pp,final_distribution_change_pp,seat_flow_scenarios,encountered_scenarios,max_flow_total_variation_pp,max_recipient_shift_pp,max_estimated_round_effect_pp,most_distinctive_scenario,position_conflicts,current_elimination_order,unshrunk_elimination_order
Brisbane,BRISBANE,QLD,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,GRN,GRN+LNP,GRN+LNP,GRN+LNP,False,False,True,True,0.4902325601161328,0.49023256011612726,3,2,4.110290324603068,3.696248534874902,0.43001031077981394,OTH|ALP+GRN+LNP+ON,0,OTH>ON>ALP,OTH>ON>ALP
Forrest,FORREST,WA,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ON,ON,LNP,IND+ON,IND+ON,IND+LNP,False,False,False,False,0.33563911933703894,0.33563911933703894,4,2,4.3993869013457685,3.5289950928115266,0.42642459410194217,OTH|ALP+GRN+IND+LNP+ON,0,OTH>GRN>ALP>LNP,OTH>GRN>ALP>LNP
Tangney,TANGNEY,WA,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.016962998519010064,0.01696299851900729,3,1,7.355710410180842,6.764872493247612,0.41819788923030204,OTH|ALP+GRN+LNP+ON,0,OTH>GRN>ON,OTH>GRN>ON
Maranoa,MARANOA,QLD,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,LNP+ON,LNP+ON,LNP+ON,True,True,True,True,0.36969357946180503,0.36969357946180503,3,2,9.600764618586402,7.795204322324295,0.4091659708533685,OTH|ALP+GRN+LNP+ON,0,GRN>OTH>ALP,GRN>OTH>ALP
Riverina,RIVERINA,NSW,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,LNP+ON,LNP+ON,IND+LNP,True,True,False,False,0.07403563383918677,0.07403563383919509,4,1,7.17315908518235,6.089919480030237,0.397708460378799,OTH|ALP+GRN+IND+LNP+ON,0,GRN>OTH>ALP>IND,GRN>OTH>ALP>IND
Bullwinkel,BULLWINKEL,WA,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,LNP,ALP+ON,ALP+ON,ALP+LNP,False,False,False,False,0.026703098374980527,0.026703098374980527,3,1,9.234312365696647,9.23431236569665,0.3878028161147198,ON|ALP+GRN+LNP,0,OTH>GRN>LNP,OTH>GRN>LNP
Fairfax,FAIRFAX,QLD,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.0028309611085908237,0.0028309611085935993,4,2,5.775835318827427,4.414325973082972,0.38728344470840703,OTH|ALP+GRN+IND+LNP+ON,0,OTH>GRN>IND>ON,OTH>GRN>IND>ON
Cowan,COWAN,WA,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.32244544368492667,0.32244544368492944,4,2,8.886230979995553,7.928856744076795,0.3858456974422812,IND|ALP+GRN+LNP+ON+OTH,0,IND>OTH>GRN>LNP,IND>OTH>GRN>LNP
Makin,MAKIN,SA,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.03581042915574706,0.03581042915574428,3,1,4.547790540700306,4.2169166452214135,0.3829945551996487,OTH|ALP+GRN+LNP+ON,0,OTH>LNP>GRN,OTH>LNP>GRN
Page,PAGE,NSW,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.155352296168898,0.155352296168898,4,2,2.878137398833884,2.790667760225035,0.3799479778153759,IND|ALP+GRN+LNP+ON+OTH,0,IND>OTH>GRN>ON,IND>OTH>GRN>ON
Lilley,LILLEY,QLD,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.25770646426965804,0.25770646426965804,3,1,7.000020707454907,6.859198846746228,0.3503119813606104,OTH|ALP+GRN+LNP+ON,0,OTH>LNP>GRN,OTH>LNP>GRN
Lyons,LYONS,TAS,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.26893794653256586,0.26893794653256586,4,2,5.629829803295877,5.629829803295882,0.3465714700969729,ON|ALP+GRN+LNP,0,IND>OTH>GRN>LNP,IND>OTH>GRN>LNP
Groom,GROOM,QLD,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,IND+LNP,IND+LNP,IND+LNP,True,True,True,True,0.08699222634036552,0.08699222634036552,4,2,6.271981136581795,4.40594440561401,0.3429798451431911,OTH|ALP+GRN+IND+LNP+ON,0,OTH>GRN>ALP>ON,OTH>GRN>ALP>ON
Hasluck,HASLUCK,WA,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.3050219443814228,0.3050219443814228,3,1,3.6506080777008316,3.5861601816085944,0.33009995156819844,OTH|ALP+GRN+LNP+ON,0,OTH>LNP>GRN,OTH>LNP>GRN
Newcastle,NEWCASTLE,NSW,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+GRN,True,True,False,False,0.1531800387115867,0.15318003871158947,4,1,6.1368968645170225,6.136896864517022,0.32385011334760366,IND|ALP+GRN+LNP+ON+OTH,0,OTH>LNP>GRN,OTH>LNP>GRN
Gilmore,GILMORE,NSW,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.14907951437093114,0.14907951437092837,4,1,4.508551043249486,3.799708579309702,0.3213600061252342,OTH|ALP+GRN+IND+LNP+ON,0,OTH>IND>GRN>ON,OTH>IND>GRN>ON
Gippsland,GIPPSLAND,VIC,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,LNP+ON,LNP+ON,LNP+ON,True,True,True,True,0.33445724711455016,0.3344572471145474,3,2,8.847282674486904,8.847282674486905,0.32032530056510977,OTH|ALP+GRN+LNP+ON,0,OTH>GRN>ALP,OTH>GRN>ALP
Griffith,GRIFFITH,QLD,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,GRN,GRN,GRN,ALP+GRN,ALP+GRN,ALP+GRN,True,True,True,True,0.05837780218824751,0.05837780218824751,3,1,9.365234448403752,5.9956744406393385,0.3093504384767993,OTH|ALP+GRN+LNP+ON,0,OTH>LNP>ON,OTH>LNP>ON
Macquarie,MACQUARIE,NSW,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.23001164031435373,0.23001164031435095,3,1,7.550629942979118,7.550629942979114,0.3073776261406806,OTH|ALP+GRN+LNP+ON,0,OTH>GRN>LNP,OTH>GRN>LNP
Chisholm,CHISHOLM,VIC,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.12925848435053622,0.12925848435053622,4,2,6.560000254045466,3.7500723452239453,0.306760020066924,OTH|ALP+GRN+IND+LNP+ON,0,OTH>IND>ON>GRN,OTH>IND>ON>GRN
Cunningham,CUNNINGHAM,NSW,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.19405992419424534,0.19405992419424534,3,1,9.871405259164336,8.796892518205784,0.30247872050479424,OTH|ALP+GRN+LNP+ON,0,OTH>LNP>GRN,OTH>LNP>GRN
Moreton,MORETON,QLD,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.09327511989338788,0.09327511989338233,3,1,4.901543861119754,4.853275459782022,0.2913756516191707,OTH|ALP+GRN+LNP+ON,0,OTH>LNP>GRN,OTH>LNP>GRN
Robertson,ROBERTSON,NSW,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.2730269228820359,0.2730269228820359,4,2,5.543155740296451,4.355926275977051,0.28847846718065717,OTH|ALP+GRN+LNP+ON,0,IND>OTH>GRN>LNP,IND>OTH>GRN>LNP
Goldstein,GOLDSTEIN,VIC,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,IND,IND+LNP,IND+LNP,IND+LNP,False,False,True,True,0.1705612999606032,0.1705612999606032,4,1,9.929384093304458,7.917078592144139,0.28020939027217767,OTH|ALP+GRN+IND+LNP+ON,0,OTH>ALP>GRN>ON,OTH>ALP>GRN>ON
Jagajaga,JAGAJAGA,VIC,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.18294495294790547,0.18294495294789992,4,1,7.599647931364345,7.599647931364345,0.27573094059820513,OTH|ALP+GRN+IND+LNP+ON,0,OTH>IND>GRN>ON,OTH>IND>GRN>ON
Capricornia,CAPRICORNIA,QLD,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ON,ON,ON,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.028186498796944903,0.02818649879695323,3,2,3.475675545967701,3.4756755459677033,0.2721145648819745,GRN|ALP+LNP+ON+OTH,0,GRN>OTH>LNP,GRN>OTH>LNP
Richmond,RICHMOND,NSW,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,GRN,GRN,GRN,ALP+GRN,ALP+GRN,GRN+ON,True,True,False,False,0.19702194387603011,0.19702194387602734,4,1,9.525596918758811,8.176752934486098,0.26803538677890787,IND|ALP+GRN+LNP+ON+OTH,0,OTH>LNP>ON,OTH>LNP>ON
Bass,BASS,TAS,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.03457472489284408,0.03457472489284408,4,2,5.511791299973651,4.174787273116825,0.2642135529008333,OTH|ALP+GRN+IND+LNP+ON,0,OTH>IND>GRN>LNP,OTH>IND>GRN>LNP
Grey,GREY,SA,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,IND+LNP,IND+LNP,IND+LNP,True,True,True,True,0.2397703082235747,0.23977030822357748,4,2,6.130757021759539,6.130757021759542,0.2632110897126646,ON|ALP+IND+LNP,0,OTH>GRN>ALP>ON,OTH>GRN>ALP>ON
McPherson,MCPHERSON,QLD,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.03414101957431859,0.03414101957432136,4,1,2.1858314498228335,2.1858314498228335,0.24668266513677486,OTH|ALP+GRN+IND+LNP+ON,0,OTH>GRN>IND>ON,OTH>GRN>IND>ON
Bonner,BONNER,QLD,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.1410924586944251,0.1410924586944251,3,1,3.4731603970921525,3.4731603970921565,0.21009537042912171,ON|ALP+GRN+LNP,0,OTH>GRN>ON,OTH>GRN>ON
Menzies,MENZIES,VIC,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.14369002074310355,0.14369002074310633,4,1,3.325065792797975,2.8206912069638768,0.20823270073523847,OTH|ALP+GRN+IND+LNP+ON,0,OTH>IND>GRN>ON,OTH>IND>GRN>ON
Bruce,BRUCE,VIC,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.021472314177273244,0.021472314177267693,3,1,2.2272966703644563,2.227296670364459,0.198368064123661,GRN|ALP+LNP,0,OTH>GRN>LNP,OTH>GRN>LNP
Kingston,KINGSTON,SA,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.13942216232816218,0.1394221623281594,3,1,2.533438292073473,2.5334382920734697,0.19662369929743517,OTH|ALP+GRN+LNP+ON,0,IND>OTH>LNP>GRN,IND>OTH>LNP>GRN
Oxley,OXLEY,QLD,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.16137064796235556,0.16137064796235834,4,1,6.9456295355130715,6.2560707777822575,0.19480519478264843,IND|ALP+GRN+LNP+ON+OTH,0,OTH>LNP>GRN,OTH>LNP>GRN
Mitchell,MITCHELL,NSW,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.11443448091383868,0.11443448091383868,3,1,8.256428212612956,5.941944263167318,0.1838066090272217,OTH|ALP+GRN+LNP+ON,0,OTH>GRN>ON,OTH>GRN>ON
Sturt,STURT,SA,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.10577627825616442,0.10577627825616442,4,1,4.613255879931947,4.246654064445793,0.18019706328113436,OTH|ALP+GRN+IND+LNP+ON,0,OTH>IND>GRN>ON,OTH>IND>GRN>ON
Lalor,LALOR,VIC,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.045405146256083384,0.04540514625608061,4,1,8.448443926121227,7.659806474452266,0.17702780734663248,OTH|ALP+GRN+IND+LNP+ON,0,IND>OTH>LNP>GRN,IND>OTH>LNP>GRN
Berowra,BEROWRA,NSW,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.035235522572296674,0.035235522572296674,4,1,6.416880352511267,6.416880352511267,0.15585451124704358,IND|ALP+LNP,0,OTH>IND>GRN>ON,OTH>IND>GRN>ON
Kingsford Smith,KINGSFORD SMITH,NSW,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.12038772964305666,0.12038772964305944,3,1,4.56517213066342,4.293539836469723,0.15160381544586013,IND|ALP+GRN+LNP+ON,0,IND>LNP>GRN,IND>LNP>GRN
New England,NEW ENGLAND,NSW,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,LNP+ON,LNP+ON,LNP+ON,True,True,True,True,0.09770592547411194,0.09770592547410639,4,1,5.368852153008128,4.66589455442365,0.14198957269278542,OTH|ALP+GRN+IND+LNP+ON,0,IND>OTH>GRN>ALP,IND>OTH>GRN>ALP
Hotham,HOTHAM,VIC,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.04647940568581754,0.04647940568582032,3,1,2.8990615120935743,2.899061512093576,0.13106916734170138,ON|ALP+GRN+LNP,0,OTH>LNP>GRN,OTH>LNP>GRN
Grayndler,GRAYNDLER,NSW,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+GRN,ALP+GRN,ALP+GRN,True,True,True,True,0.010529029882211383,0.010529029882214158,4,2,8.096852072811652,6.784058733665843,0.11738375653508472,OTH|ALP+GRN+IND+LNP+ON,0,OTH>IND>LNP>ON,OTH>IND>LNP>ON
Burt,BURT,WA,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0012848714900037805,0.0012848714899982294,4,1,5.635191889226844,3.748993711610804,0.10685181352412611,IND|ALP+GRN+LNP+ON+OTH,0,IND>LNP>OTH>GRN,IND>LNP>OTH>GRN
Ballarat,BALLARAT,VIC,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.05438635332042363,0.05438635332042918,4,1,7.616027184649862,7.145378206090223,0.09901872823882057,OTH|ALP+GRN+IND+LNP+ON,0,IND>OTH>GRN>LNP,IND>OTH>GRN>LNP
Isaacs,ISAACS,VIC,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.017979152491787165,0.017979152491787165,3,1,4.1253136344257495,4.125313634425753,0.08506613913772193,ON|ALP+GRN+LNP,0,OTH>GRN>LNP,OTH>GRN>LNP
Bennelong,BENNELONG,NSW,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.031085202989089566,0.031085202989084015,3,1,1.8268757652023502,1.8268757652023515,0.07521042706798925,ON|ALP+GRN+LNP,0,OTH>GRN>ON,OTH>GRN>ON
Spence,SPENCE,SA,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0073538442474263555,0.007353844247429131,4,1,6.992388185217692,6.99238818521769,0.06519031713170259,ON|ALP+GRN+LNP,0,IND>LNP>OTH>GRN,IND>LNP>OTH>GRN
Macarthur,MACARTHUR,NSW,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.013204724628756992,0.013204724628756992,3,1,1.2808361138596207,1.2808361138596265,0.04645325172535477,ON|ALP+GRN+LNP,0,OTH>LNP>GRN,OTH>LNP>GRN
Gellibrand,GELLIBRAND,VIC,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.034203687079881195,0.03420368707988397,3,1,2.4338531381207757,2.4338531381207784,0.04601108149721361,ON|ALP+GRN+LNP,0,OTH>LNP>GRN,OTH>LNP>GRN
Eden-Monaro,EDEN-MONARO,NSW,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0,0.0,4,0,9.975728336484266,6.843129780774465,0.0,IND|ALP+GRN+LNP+ON,0,IND>OTH>GRN>LNP,IND>OTH>GRN>LNP
Calwell,CALWELL,VIC,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0,0.0,4,0,9.927640954471181,9.927640954471183,0.0,GRN|ALP+IND+LNP,0,LNP>GRN>OTH>IND,LNP>GRN>OTH>IND
Hindmarsh,HINDMARSH,SA,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0,0.0,4,0,9.438856353893776,6.646846490799802,0.0,OTH|ALP+GRN+IND+LNP+ON,0,OTH>LNP>GRN,OTH>LNP>GRN
Hawke,HAWKE,VIC,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ON,ON,ON,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0,0.0,3,0,9.218752115894327,7.407905308327373,0.0,OTH|ALP+GRN+LNP+ON,0,GRN>OTH>LNP,GRN>OTH>LNP
Parramatta,PARRAMATTA,NSW,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.0,0.0,4,0,8.799592871547837,7.021664201552416,0.0,OTH|ALP+GRN+IND+LNP+ON,0,OTH>GRN>ON,OTH>GRN>ON
Chifley,CHIFLEY,NSW,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0,0.0,4,0,8.442889886102213,8.442889886102211,0.0,IND|ALP+GRN+LNP+ON+OTH,0,LNP>OTH>GRN,LNP>OTH>GRN
Calare,CALARE,NSW,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,IND,IND,ON,IND+ON,IND+ON,IND+ON,False,False,True,True,0.0,0.0,2,0,8.313297376914251,8.313297376914253,0.0,OTH|IND+LNP,1,ALP>GRN>OTH>LNP,ALP>GRN>OTH>LNP
O'Connor,O'CONNOR,WA,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ON,ON,LNP,LNP+ON,LNP+ON,LNP+ON,False,False,True,True,0.0,0.0,3,0,8.21886235343625,8.218862353436252,0.0,ON|ALP+LNP,0,GRN>OTH>ALP,GRN>OTH>ALP
Wright,WRIGHT,QLD,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ON,ON,ON,LNP+ON,LNP+ON,LNP+ON,True,True,True,True,0.0,0.0,3,0,8.217169605226331,8.217169605226331,0.0,OTH|ALP+GRN+LNP+ON,0,GRN>OTH>ALP,GRN>OTH>ALP
Reid,REID,NSW,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.0,0.0,4,0,7.990063622117255,7.280835802955527,0.0,OTH|ALP+GRN+IND+LNP+ON,0,IND>OTH>GRN>ON,IND>OTH>GRN>ON
Franklin,FRANKLIN,TAS,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,IND,IND,ALP,ALP+IND,ALP+IND,ALP+IND,False,False,True,True,0.0,0.0,4,0,7.829611210165605,7.829611210165605,0.0,LNP|ALP+IND,0,OTH>LNP>GRN>ON,OTH>LNP>GRN>ON
Wannon,WANNON,VIC,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,IND+LNP,IND+LNP,IND+LNP,True,True,True,True,0.0,0.0,4,0,7.405007795080467,7.405007795080465,0.0,GRN|ALP+IND+LNP+ON,0,GRN>OTH>ALP>ON,GRN>OTH>ALP>ON
Durack,DURACK,WA,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ON,ON,LNP,ON+OTH,ON+OTH,LNP+ON,False,False,False,False,0.0,0.0,3,0,7.380270477947318,7.380270477947322,0.0,ON|ALP+LNP,0,GRN>LNP>ALP,GRN>LNP>ALP
Leichhardt,LEICHHARDT,QLD,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ON,ON,ON,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0,0.0,4,0,7.21500758289145,6.694788365613352,0.0,IND|ALP+GRN+LNP+ON+OTH,0,GRN>OTH>LNP,GRN>OTH>LNP
Watson,WATSON,NSW,Inner metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+IND,True,True,False,False,0.0,0.0,4,0,7.203072434850933,7.203072434850933,0.0,LNP|ALP+IND,0,LNP>OTH>GRN>IND,LNP>OTH>GRN>IND
Mallee,MALLEE,VIC,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,LNP+ON,LNP+ON,LNP+ON,True,True,True,True,0.0,0.0,3,0,7.193110585518209,7.193110585518209,0.0,GRN|ALP+LNP+ON,0,GRN>ALP>OTH>IND,GRN>ALP>OTH>IND
Farrer,FARRER,NSW,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,IND+LNP,IND+LNP,IND+LNP,True,True,True,True,0.0,0.0,4,0,7.054615621846602,7.054615621846599,0.0,OTH|ALP+GRN+IND+LNP+ON,0,GRN>OTH>ALP>ON,GRN>OTH>ALP>ON
Moncrieff,MONCRIEFF,QLD,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,ALP+LNP,ALP+LNP,ALP+LNP,True,True,True,True,0.0,0.0,4,0,6.585446139295023,6.585446139295026,0.0,GRN|ALP+LNP,0,IND>OTH>GRN>ON,IND>OTH>GRN>ON
Scullin,SCULLIN,VIC,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0,0.0,3,0,6.429493063563231,6.4294930635632355,0.0,ON|ALP+GRN+LNP,0,LNP>GRN>OTH,LNP>GRN>OTH
Shortland,SHORTLAND,NSW,Provincial,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0,0.0,4,0,6.3207399351166025,5.471928682671812,0.0,OTH|ALP+GRN+IND+LNP+ON,0,IND>OTH>GRN>LNP,IND>OTH>GRN>LNP
Lyne,LYNE,NSW,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,IND+LNP,IND+LNP,IND+LNP,True,True,True,True,0.0,0.0,4,0,6.258772607629451,6.258772607629459,0.0,IND|ALP+LNP,0,GRN>OTH>ALP>ON,GRN>OTH>ALP>ON
Greenway,GREENWAY,NSW,Outer metro,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,ALP,ALP,ALP,ALP+ON,ALP+ON,ALP+ON,True,True,True,True,0.0,0.0,4,0,6.150009430153236,6.130975319284914,0.0,OTH|ALP+GRN+IND+LNP+ON,0,IND>OTH>GRN>LNP,IND>OTH>GRN>LNP
Nicholls,NICHOLLS,VIC,Rural,Low,Shrinkage has limited effect on the reconstructed result.,False,,False,False,False,LNP,LNP,LNP,IND+LNP,IND+LNP,IND+LNP,True,True,True,True,0.0,0.0,3,0,5.22937132387337,4.690078764582076,0.0,OTH|ALP+GRN+LNP+ON,0,GRN>OTH>ALP>ON,GRN>OTH>ALP>ON
