division,round,eliminated,alive_after,basis,reliability,reliability_reason,pooled_evidence_seats,pooled_mean_variance,class_evidence_seats,nearest_distance,position_conflict,coverage,anchor_weight
Menzies,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,11,nan,False,1.0,0.0
Menzies,2,IND,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 16 seats.,16,0.00456985146000111,3,nan,False,1.0,0.0
Menzies,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Menzies,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,6,nan,False,0.6800570477808034,0.0
Calwell,1,LNP,ALP+GRN+IND+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,1.0,0.0
Calwell,2,GRN,ALP+IND+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 3 seats.",3,0.0,0,1.0,False,0.9338284490747062,0.0
Calwell,3,OTH,ALP+IND+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.5905409783,0.0
Calwell,4,IND,ALP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Jagajaga,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,11,nan,False,1.0,0.0
Jagajaga,2,IND,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 16 seats.,16,0.00456985146000111,3,nan,False,1.0,0.0
Jagajaga,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Jagajaga,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,6,nan,False,0.6778211563932217,0.0
Scullin,1,LNP,ALP+GRN+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 1 seats.",1,0.0,0,2.0,False,0.0,0.0
Scullin,2,GRN,ALP+ON+OTH,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 6 seats.",6,0.0,0,1.0,False,0.6938573143,0.0
Scullin,3,OTH,ALP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 3 seats.",3,0.0,0,1.0,False,0.5581876083,0.0
Bruce,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Bruce,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Bruce,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,0.0,0.0
Dunkley,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,11,nan,False,1.0,0.0
Dunkley,2,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Dunkley,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Dunkley,4,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,0.0,0.0
Holt,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Holt,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Holt,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,0.0,0.0
Isaacs,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Isaacs,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Isaacs,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,0.0,0.0
Gorton,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Gorton,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Gorton,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,0.0,0.0
Lalor,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,11,nan,False,1.0,0.0
Lalor,2,OTH,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,30,nan,False,0.9575307862287259,0.0
Lalor,3,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Lalor,4,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8248850334,0.0
La Trobe,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,11,nan,False,1.0,0.0
La Trobe,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,3,nan,False,1.0,0.0
La Trobe,3,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,4,nan,False,0.7985241118798525,0.0
Ballarat,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,4,nan,False,1.0,0.0
Ballarat,2,OTH,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,11,nan,False,0.9290461648999999,0.0
Ballarat,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,3,nan,False,1.0,0.0
Ballarat,4,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Bendigo,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,11,nan,False,1.0,0.0
Bendigo,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,3,nan,False,1.0,0.0
Bendigo,3,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,4,nan,False,0.6474017744,0.0
Corangamite,1,IND,ALP+GRN+LNP+ON+OTH,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 26 seats.,26,0.005372962514514995,4,nan,False,1.0,0.0
Corangamite,2,OTH,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,11,nan,False,0.8204532248999999,0.0
Corangamite,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,3,nan,False,1.0,0.0
Corangamite,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,4,nan,False,0.609340659339066,0.0
Corio,1,IND,ALP+GRN+LNP+ON+OTH,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 26 seats.,26,0.005372962514514995,4,nan,False,1.0,0.0
Corio,2,OTH,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,11,nan,False,0.8348395138950452,0.0
Corio,3,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Corio,4,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.7718876833,0.0
Hawke,1,GRN,ALP+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 6 seats.,6,0.001240946632856196,1,nan,False,1.0,0.0
Hawke,2,OTH,ALP+LNP+ON,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.002202329789376214,1,nan,False,0.6335114635366489,0.0
Hawke,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Casey,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,16,nan,False,1.0,0.0
Casey,2,IND,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 16 seats.,16,0.00456985146000111,3,nan,False,1.0,0.0
Casey,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,11,nan,False,0.4891506509846746,0.0
Casey,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,14,nan,False,0.6274448605484322,0.0
Flinders,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,16,nan,False,1.0,0.0
Flinders,2,GRN,ALP+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 10 seats.,10,0.006923713178850636,8,nan,False,1.0,0.0
Flinders,3,ALP,IND+LNP+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,1.0,0.0
Flinders,4,ON,IND+LNP,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.858045436217161,0.0
Gippsland,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Gippsland,2,GRN,ALP+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,21,0.003235015131739608,11,nan,False,1.0,0.0
Gippsland,3,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Monash,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Low,Seat-specific historical flow with a position conflict.,55,0.007226873927393435,16,nan,True,1.0,0.0
Monash,2,GRN,ALP+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 10 seats.,10,0.006923713178850636,8,nan,False,0.9372276908218832,0.0
Monash,3,ALP,IND+LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Monash,4,LNP,IND+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 1 seats.",1,0.0,0,2.0,False,0.0,0.0
Indi,1,ALP,GRN+IND+LNP+ON+OTH,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,2,nan,False,1.0,0.0
Indi,2,GRN,IND+LNP+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 3 seats.",3,0.0,0,1.0,False,0.7530938123802474,0.0
Indi,3,OTH,IND+LNP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.7809144649624731,0.0
Indi,4,LNP,IND+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 1 seats.",1,0.0,0,2.0,False,0.0,0.0
McEwen,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
McEwen,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,11,nan,False,1.0,0.0
McEwen,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Nicholls,1,GRN,ALP+IND+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.010850330498686365,2,nan,False,1.0,0.0
Nicholls,2,OTH,ALP+IND+LNP+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,16,nan,False,0.8738620448000001,0.0
Nicholls,3,ALP,IND+LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Nicholls,4,ON,IND+LNP,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.7601233651,0.0
Mallee,1,GRN,ALP+IND+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.010850330498686365,2,nan,False,1.0,0.0
Mallee,2,ALP,IND+LNP+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Mallee,3,OTH,IND+LNP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.7398592332073987,0.0
Mallee,4,IND,LNP+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Wannon,1,GRN,ALP+IND+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.010850330498686365,2,nan,False,1.0,0.0
Wannon,2,OTH,ALP+IND+LNP+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,16,nan,False,0.8783478996,0.0
Wannon,3,ALP,IND+LNP+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,1.0,0.0
Wannon,4,ON,IND+LNP,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.8653872144999999,0.0
Brisbane,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Brisbane,2,ON,ALP+GRN+LNP,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,70,0.002627378720211702,23,nan,False,1.0,0.0
Brisbane,3,ALP,GRN+LNP,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,6,nan,False,0.0,0.0
Lilley,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Lilley,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Lilley,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8841893772,0.0
Griffith,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Griffith,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,1.0,0.0
Griffith,3,ON,ALP+GRN,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 70 seats.",70,0.0,0,1.0,False,0.3140625,0.0
Moreton,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,16,nan,False,1.0,0.0
Moreton,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Moreton,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.8856042283,0.0
Bonner,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Bonner,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Bonner,3,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,6,nan,False,0.8350996184999999,0.0
Bowman,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Bowman,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Bowman,3,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,6,nan,False,0.8002093735,0.0
Dickson,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,11,nan,False,1.0,0.0
Dickson,2,IND,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 16 seats.,16,0.00456985146000111,3,nan,False,1.0,0.0
Dickson,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,0.574648469808507,0.0
Dickson,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,6,nan,False,0.592132814877764,0.0
Petrie,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Petrie,2,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,6,nan,False,1.0,0.0
Petrie,3,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,6,nan,False,0.8053484603000001,0.0
Fadden,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,11,nan,False,1.0,0.0
Fadden,2,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Fadden,3,GRN,ALP+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,21,0.003235015131739608,6,nan,False,1.0,0.0
Fadden,4,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,2,nan,False,0.0,0.0
Forde,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,11,nan,False,1.0,0.0
Forde,2,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Forde,3,GRN,ALP+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,21,0.003235015131739608,6,nan,False,1.0,0.0
Forde,4,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,0.0,0.0
Oxley,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Oxley,2,LNP,ALP+GRN+ON,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 1 seats.",1,0.0,0,1.0,False,0.0,0.0
Oxley,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.7976895224,0.0
Rankin,1,LNP,ALP+GRN+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 1 seats.",1,0.0,0,2.0,False,0.0,0.0
Rankin,2,OTH,ALP+GRN+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 73 seats.",73,0.0,0,1.0,False,0.7738290206226172,0.0
Rankin,3,GRN,ALP+ON,posterior_nearest_field,Medium,"Nearest-field evidence at distance 1, based on 21 seats.",21,0.0,0,1.0,False,0.7128603104,0.0
Ryan,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,30,nan,False,1.0,0.0
Ryan,2,ON,ALP+GRN+LNP,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,70,0.002627378720211702,28,nan,False,1.0,0.0
Ryan,3,ALP,GRN+LNP,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,1,0.0,1,nan,False,1.0,0.0
Blair,1,GRN,ALP+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 6 seats.,6,0.001240946632856196,1,nan,False,1.0,0.0
Blair,2,OTH,ALP+LNP+ON,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.002202329789376214,1,nan,False,0.7913996717,0.0
Blair,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Capricornia,1,GRN,ALP+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,6,0.001240946632856196,1,nan,False,1.0,0.0
Capricornia,2,OTH,ALP+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,3,0.002202329789376214,1,nan,False,1.0,0.0
Capricornia,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Herbert,1,GRN,ALP+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 6 seats.,6,0.001240946632856196,1,nan,False,1.0,0.0
Herbert,2,OTH,ALP+LNP+ON,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.002202329789376214,1,nan,False,1.0,0.0
Herbert,3,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,2,nan,False,0.0,0.0
Hinkler,1,IND,ALP+GRN+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,26,0.005372962514514995,4,nan,False,1.0,0.0
Hinkler,2,GRN,ALP+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 6 seats.,6,0.001240946632856196,1,nan,False,1.0,0.0
Hinkler,3,OTH,ALP+LNP+ON,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 3 seats.,3,0.002202329789376214,1,nan,False,0.8752216312,0.0
Hinkler,4,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,2,nan,False,0.0,0.0
Longman,1,OTH,ALP+GRN+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,73,0.00802382233899586,11,nan,False,1.0,0.0
Longman,2,GRN,ALP+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,21,0.003235015131739608,3,nan,False,1.0,0.0
Longman,3,LNP,ALP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Groom,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,10,nan,False,1.0,0.0
Groom,2,GRN,ALP+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,10,0.006923713178850636,2,nan,False,1.0,0.0
Groom,3,ALP,IND+LNP+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,2,nan,False,1.0,0.0
Groom,4,ON,IND+LNP,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,3,nan,False,0.9303942702186079,0.0
McPherson,1,OTH,ALP+GRN+IND+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,55,0.007226873927393435,10,nan,False,1.0,0.0
McPherson,2,GRN,ALP+IND+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 10 seats.,10,0.006923713178850636,2,nan,False,1.0,0.0
McPherson,3,IND,ALP+LNP+ON,matrix_posterior_explicit_blend,Low,Exact pooled scenario based on 1 seats.,1,0.0,5,nan,False,1.0,0.0
McPherson,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,4,nan,False,0.6181318681285439,0.0
Moncrieff,1,IND,ALP+GRN+LNP+ON+OTH,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 26 seats.,26,0.005372962514514995,4,nan,False,1.0,0.0
Moncrieff,2,OTH,ALP+GRN+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 73 seats.,73,0.00802382233899586,11,nan,False,0.7789671362221033,0.0
Moncrieff,3,GRN,ALP+LNP+ON,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 21 seats.,21,0.003235015131739608,3,nan,False,1.0,0.0
Moncrieff,4,ON,ALP+LNP,matrix_posterior_explicit_blend,High,Exact pooled scenario based on 25 seats.,25,0.006225577806918004,4,nan,False,0.7760598909776061,0.0
Dawson,1,GRN,ALP+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,6,0.001240946632856196,5,nan,False,1.0,0.0
Dawson,2,OTH,ALP+LNP+ON,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,3,0.002202329789376214,2,nan,False,1.0,0.0
Dawson,3,ALP,LNP+ON,posterior_shrunk,Low,Exact pooled scenario based on 1 seats.,1,0.0,1,nan,False,0.0,0.0
Kennedy,1,GRN,ALP+LNP+ON+OTH,seat_pref_flow_shrunk,Medium,Seat-specific historical flow from one election.,6,0.001240946632856196,5,nan,False,1.0,0.0
Kennedy,2,LNP,ALP+ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 1, based on 2 seats.",2,0.0,0,1.0,False,0.0,0.0
Kennedy,3,ALP,ON+OTH,posterior_nearest_field,Low,"Nearest-field evidence at distance 2, based on 2 seats.",2,0.0,0,2.0,False,0.7026197013,0.0
Leichhardt,1,GRN,ALP+LNP+ON+OTH,matrix_posterior_explicit_blend,Medium,Exact pooled scenario based on 6 seats.,6,0.001240946632856196,5,nan,False,1.0,0.0
