stage,division_key,actual_winner,actual_runner_up,actual_final_two,actual_winner_share,division,winner,runner_up,final_two,winner_pct,elimination_order,winner_match,runner_up_match,final_two_match,absolute_winner_error_pp
2_add_evidence_shrinkage,SCULLIN,ALP,ON,ALP+ON,0.569373,Scullin,ALP,ON,ALP+ON,0.5693727977201994,LNP>GRN>OTH,True,True,True,2.0227980057629935e-05
2_add_evidence_shrinkage,SHORTLAND,ALP,ON,ALP+ON,0.549604,Shortland,ALP,ON,ALP+ON,0.5360315242770859,IND>OTH>GRN>LNP,True,True,True,1.357247572291409
2_add_evidence_shrinkage,SOLOMON,ALP,LNP,ALP+LNP,0.510367,Solomon,ALP,LNP,ALP+LNP,0.5059051437240298,OTH>GRN>IND>ON,True,True,True,0.44618562759701774
2_add_evidence_shrinkage,SPENCE,ALP,ON,ALP+ON,0.586643,Spence,ALP,ON,ALP+ON,0.586643162663963,IND>LNP>OTH>GRN,True,True,True,1.6266396296593655e-05
2_add_evidence_shrinkage,STURT,ALP,LNP,ALP+LNP,0.547999,Sturt,ALP,LNP,ALP+LNP,0.5169722235879667,OTH>IND>GRN>ON,True,True,True,3.102677641203333
2_add_evidence_shrinkage,SWAN,ALP,ON,ALP+ON,0.610995,Swan,ALP,ON,ALP+ON,0.6109954682113711,OTH>LNP>GRN,True,True,True,4.6821137111852096e-05
2_add_evidence_shrinkage,SYDNEY,ALP,GRN,ALP+GRN,0.6356,Sydney,ALP,GRN,ALP+GRN,0.6356002327399555,OTH>LNP>ON,True,True,True,2.3273995541917003e-05
2_add_evidence_shrinkage,TANGNEY,ALP,LNP,ALP+LNP,0.547348,Tangney,ALP,LNP,ALP+LNP,0.5489411634074657,OTH>GRN>ON,True,True,True,0.15931634074657364
2_add_evidence_shrinkage,WANNON,LNP,IND,IND+LNP,0.538732,Wannon,LNP,IND,IND+LNP,0.525376375299049,GRN>OTH>ALP>ON,True,True,True,1.3355624700950974
2_add_evidence_shrinkage,WARRINGAH,IND,LNP,IND+LNP,0.608459,Warringah,IND,LNP,IND+LNP,0.6273033387300015,OTH>ALP>GRN>ON,True,True,True,1.8844338730001575
2_add_evidence_shrinkage,WATSON,ALP,IND,ALP+IND,0.636178,Watson,ALP,IND,ALP+IND,0.6361778939394057,LNP>OTH>GRN>ON,True,True,True,1.0606059430706694e-05
2_add_evidence_shrinkage,WENTWORTH,IND,LNP,IND+LNP,0.598899,Wentworth,IND,LNP,IND+LNP,0.5988988379481364,ALP>ON>GRN,True,True,True,1.6205186359474766e-05
2_add_evidence_shrinkage,WERRIWA,ALP,LNP,ALP+LNP,0.547276,Werriwa,ALP,LNP,ALP+LNP,0.5583462241856113,IND>OTH>GRN>ON,True,True,True,1.1070224185611321
2_add_evidence_shrinkage,WHITLAM,ALP,ON,ALP+ON,0.51883,Whitlam,ALP,ON,ALP+ON,0.5163060845454653,OTH>IND>GRN>LNP,True,True,True,0.25239154545346754
2_add_evidence_shrinkage,WIDE BAY,LNP,ON,LNP+ON,0.500814,Wide Bay,LNP,ON,LNP+ON,0.5174067113469097,IND>OTH>GRN>ALP,True,True,True,1.659271134690976
2_add_evidence_shrinkage,WILLS,GRN,ALP,ALP+GRN,0.5321779999999999,Wills,GRN,ALP,ALP+GRN,0.5321784432806355,LNP>OTH>ON,True,True,True,4.4328063553145114e-05
2_add_evidence_shrinkage,WRIGHT,ON,LNP,LNP+ON,0.550105,Wright,ON,LNP,LNP+ON,0.5259497946525679,GRN>OTH>ALP,True,True,True,2.4155205347432096
3_add_nearest_field,ADELAIDE,ALP,ON,ALP+ON,0.6488339999999999,Adelaide,ALP,ON,ALP+ON,0.6330216776634452,OTH>LNP>GRN,True,True,True,1.5812322336554718
3_add_nearest_field,ASTON,ALP,LNP,ALP+LNP,0.506575,Aston,ALP,LNP,ALP+LNP,0.5064343619734358,IND>OTH>GRN>ON,True,True,True,0.014063802656416602
3_add_nearest_field,BALLARAT,ALP,ON,ALP+ON,0.57424,Ballarat,ALP,ON,ALP+ON,0.5455476304518526,IND>OTH>GRN>LNP,True,True,True,2.8692369548147356
3_add_nearest_field,BANKS,LNP,ALP,ALP+LNP,0.5049750000000001,Banks,LNP,ALP,ALP+LNP,0.5087084485667583,IND>OTH>GRN>ON,True,True,True,0.37334485667582795
3_add_nearest_field,BARKER,LNP,ON,LNP+ON,0.584741,Barker,LNP,ON,LNP+ON,0.5846348691034542,IND>OTH>GRN>ALP,True,True,True,0.010613089654576413
3_add_nearest_field,BARTON,ALP,ON,ALP+ON,0.608743,Barton,ALP,ON,ALP+ON,0.5967276177623003,OTH>LNP>GRN,True,True,True,1.2015382237699712
3_add_nearest_field,BASS,ALP,ON,ALP+ON,0.527818,Bass,ON,ALP,ALP+ON,0.5038668459677624,OTH>IND>GRN>LNP,False,False,True,2.3951154032237576
3_add_nearest_field,BENDIGO,LNP,ALP,ALP+LNP,0.506749,Bendigo,ALP,LNP,ALP+LNP,0.5046450513639,OTH>GRN>ON,False,False,True,0.21039486360999726
3_add_nearest_field,BENNELONG,ALP,LNP,ALP+LNP,0.5638559999999999,Bennelong,ALP,LNP,ALP+LNP,0.5538552897904265,OTH>GRN>ON,True,True,True,1.0000710209573382
3_add_nearest_field,BEROWRA,LNP,ALP,ALP+LNP,0.5455570000000001,Berowra,LNP,ALP,ALP+LNP,0.5666177579518952,OTH>IND>GRN>ON,True,True,True,2.1060757951895104
3_add_nearest_field,BLAIR,ON,ALP,ALP+ON,0.525598,Blair,ON,ALP,ALP+ON,0.5477286817955772,GRN>OTH>LNP,True,True,True,2.21306817955772
3_add_nearest_field,BLAXLAND,ALP,ON,ALP+ON,0.672059,Blaxland,ALP,ON,ALP+ON,0.6357102512129738,OTH>GRN>LNP>IND,True,True,True,3.634874878702621
3_add_nearest_field,BONNER,ALP,LNP,ALP+LNP,0.5130899999999999,Bonner,ALP,LNP,ALP+LNP,0.5103297630654147,OTH>GRN>ON,True,True,True,0.27602369345852695
3_add_nearest_field,BOOTHBY,ALP,LNP,ALP+LNP,0.620564,Boothby,ALP,LNP,ALP+LNP,0.6218341774305235,OTH>IND>ON>GRN,True,True,True,0.12701774305234892
3_add_nearest_field,BOWMAN,LNP,ALP,ALP+LNP,0.551023,Bowman,LNP,ALP,ALP+LNP,0.54552809440507,OTH>GRN>ON,True,True,True,0.5494905594930044
3_add_nearest_field,BRADDON,ON,ALP,ALP+ON,0.5079910000000001,Braddon,ON,ALP,ALP+ON,0.5350533255976563,OTH>IND>GRN>LNP,True,True,True,2.70623255976562
3_add_nearest_field,BRADFIELD,IND,LNP,IND+LNP,0.501668,Bradfield,IND,LNP,IND+LNP,0.530266940679271,OTH>GRN>ON>ALP,True,True,True,2.8598940679271045
3_add_nearest_field,BRAND,ALP,ON,ALP+ON,0.602546,Brand,ALP,ON,ALP+ON,0.5909275691196658,OTH>LNP>GRN,True,True,True,1.1618430880334207
3_add_nearest_field,BRISBANE,GRN,LNP,GRN+LNP,0.549148,Brisbane,GRN,LNP,GRN+LNP,0.5641257225530797,OTH>ON>ALP,True,True,True,1.497772255307972
3_add_nearest_field,BRUCE,ALP,ON,ALP+ON,0.567583,Bruce,ALP,ON,ALP+ON,0.5406944227860385,OTH>GRN>LNP,True,True,True,2.688857721396143
3_add_nearest_field,BULLWINKEL,LNP,ALP,ALP+LNP,0.542462,Bullwinkel,LNP,ALP,ALP+LNP,0.5221288699970309,OTH>GRN>ON,True,True,True,2.03331300029691
3_add_nearest_field,BURT,ALP,ON,ALP+ON,0.60589,Burt,ALP,ON,ALP+ON,0.59559872352237,IND>LNP>OTH>GRN,True,True,True,1.0291276477630062
3_add_nearest_field,CALARE,ON,IND,IND+ON,0.506838,Calare,ON,IND,IND+ON,0.5052635509656281,ALP>GRN>OTH>LNP,True,True,True,0.1574449034371872
3_add_nearest_field,CALWELL,ALP,ON,ALP+ON,0.6165550000000001,Calwell,ALP,ON,ALP+ON,0.5942096798517571,LNP>GRN>OTH>IND,True,True,True,2.2345320148242975
3_add_nearest_field,CANBERRA,ALP,GRN,ALP+GRN,0.638042,Canberra,ALP,GRN,ALP+GRN,0.6210572845232708,OTH>ON>LNP>IND,True,True,True,1.6984715476729195
3_add_nearest_field,CANNING,LNP,ALP,ALP+LNP,0.5590550000000001,Canning,LNP,ALP,ALP+LNP,0.5624082077362892,OTH>GRN>ON,True,True,True,0.335320773628911
3_add_nearest_field,CAPRICORNIA,ON,ALP,ALP+ON,0.600421,Capricornia,ON,ALP,ALP+ON,0.6287889441063379,GRN>OTH>LNP,True,True,True,2.8367944106337917
3_add_nearest_field,CASEY,LNP,ALP,ALP+LNP,0.543802,Casey,LNP,ALP,ALP+LNP,0.5685387894035957,OTH>IND>GRN>ON,True,True,True,2.4736789403595694
3_add_nearest_field,CHIFLEY,ALP,ON,ALP+ON,0.64268,Chifley,ALP,ON,ALP+ON,0.6023965787663526,LNP>GRN>OTH,True,True,True,4.028342123364748
3_add_nearest_field,CHISHOLM,ALP,LNP,ALP+LNP,0.550457,Chisholm,ALP,LNP,ALP+LNP,0.5622962362155031,OTH>IND>ON>GRN,True,True,True,1.183923621550309
3_add_nearest_field,CLARK,IND,GRN,GRN+IND,0.688768,Clark,IND,GRN,GRN+IND,0.697065389116186,LNP>ALP>ON,True,True,True,0.8297389116185938
3_add_nearest_field,COOK,LNP,ALP,ALP+LNP,0.600113,Cook,LNP,ALP,ALP+LNP,0.59960744544804,OTH>GRN>ON,True,True,True,0.05055545519599969
3_add_nearest_field,COOPER,ALP,GRN,ALP+GRN,0.583818,Cooper,ALP,GRN,ALP+GRN,0.5366195997544032,LNP>OTH>ON,True,True,True,4.719840024559674
3_add_nearest_field,CORANGAMITE,ALP,LNP,ALP+LNP,0.583531,Corangamite,ALP,LNP,ALP+LNP,0.5915519629525672,IND>OTH>ON>GRN,True,True,True,0.8020962952567157
3_add_nearest_field,CORIO,ALP,ON,ALP+ON,0.594903,Corio,ALP,ON,ALP+ON,0.5757093576396686,IND>OTH>LNP>GRN,True,True,True,1.9193642360331387
3_add_nearest_field,COWAN,ALP,ON,ALP+ON,0.599485,Cowan,ALP,ON,ALP+ON,0.5832027996457243,IND>OTH>GRN>LNP,True,True,True,1.6282200354275744
3_add_nearest_field,COWPER,LNP,IND,IND+LNP,0.512441,Cowper,LNP,IND,IND+LNP,0.511214170065246,ALP>GRN>OTH>ON,True,True,True,0.12268299347539813
3_add_nearest_field,CUNNINGHAM,ALP,ON,ALP+ON,0.6159490000000001,Cunningham,ALP,ON,ALP+ON,0.6001188036457368,OTH>LNP>GRN,True,True,True,1.5830196354263304
3_add_nearest_field,CURTIN,IND,LNP,IND+LNP,0.551373,Curtin,IND,LNP,IND+LNP,0.5411580200073418,OTH>ALP>GRN>ON,True,True,True,1.021497999265819
3_add_nearest_field,DAWSON,LNP,ON,LNP+ON,0.517289,Dawson,LNP,ON,LNP+ON,0.5240545314630841,GRN>OTH>ALP,True,True,True,0.6765531463084118
3_add_nearest_field,DEAKIN,ALP,LNP,ALP+LNP,0.505546,Deakin,LNP,ALP,ALP+LNP,0.5050005567548143,OTH>IND>GRN>ON,False,False,True,0.05454432451857949
3_add_nearest_field,DICKSON,ALP,LNP,ALP+LNP,0.5059640000000001,Dickson,LNP,ALP,ALP+LNP,0.5044228947145177,OTH>IND>GRN>ON,False,False,True,0.1541105285482347
3_add_nearest_field,DOBELL,ALP,ON,ALP+ON,0.537111,Dobell,ALP,ON,ALP+ON,0.5173062124494533,OTH>GRN>LNP,True,True,True,1.980478755054671
3_add_nearest_field,DUNKLEY,ALP,ON,ALP+ON,0.552569,Dunkley,ALP,ON,ALP+ON,0.5165353532523317,IND>OTH>GRN>LNP,True,True,True,3.603364674766829
3_add_nearest_field,DURACK,LNP,ON,LNP+ON,0.503651,Durack,OTH,ON,ON+OTH,0.5000934474339774,GRN>LNP>ALP,False,True,False,0.3557552566022526
3_add_nearest_field,EDEN-MONARO,ALP,ON,ALP+ON,0.539163,Eden-Monaro,ALP,ON,ALP+ON,0.5055826040883695,IND>OTH>GRN>LNP,True,True,True,3.3580395911630423
3_add_nearest_field,FADDEN,LNP,ON,LNP+ON,0.534754,Fadden,LNP,ON,LNP+ON,0.5497546123375657,IND>OTH>GRN>ALP,True,True,True,1.5000612337565777
3_add_nearest_field,FAIRFAX,LNP,ALP,ALP+LNP,0.576867,Fairfax,LNP,ALP,ALP+LNP,0.5839738225133818,OTH>GRN>IND>ON,True,True,True,0.7106822513381794
3_add_nearest_field,FARRER,LNP,IND,IND+LNP,0.528772,Farrer,LNP,IND,IND+LNP,0.5729358836415779,GRN>OTH>ALP>ON,True,True,True,4.416388364157786
3_add_nearest_field,FISHER,LNP,IND,IND+LNP,0.515051,Fisher,LNP,IND,IND+LNP,0.5353957883402536,OTH>GRN>ALP>ON,True,True,True,2.034478834025355
3_add_nearest_field,FLINDERS,LNP,IND,IND+LNP,0.624925,Flinders,LNP,IND,IND+LNP,0.522054251521402,OTH>GRN>ALP>ON,True,True,True,10.2870748478598
3_add_nearest_field,FLYNN,ON,ALP,ALP+ON,0.619371,Flynn,ON,ALP,ALP+ON,0.6427109132433344,IND>GRN>OTH>LNP,True,True,True,2.33399132433344
3_add_nearest_field,FORDE,ON,ALP,ALP+ON,0.5394570000000001,Forde,ON,ALP,ALP+ON,0.5621528718985952,IND>OTH>GRN>LNP,True,True,True,2.269587189859512
3_add_nearest_field,FORREST,LNP,IND,IND+LNP,0.504318,Forrest,ON,IND,IND+ON,0.538948714651184,OTH>GRN>ALP>LNP,False,True,False,3.4630714651183947
3_add_nearest_field,FOWLER,IND,ALP,ALP+IND,0.563923,Fowler,IND,ALP,ALP+IND,0.575695754756055,LNP>OTH>GRN>ON,True,True,True,1.1772754756054993
3_add_nearest_field,FRANKLIN,ALP,IND,ALP+IND,0.5589580000000001,Franklin,IND,ALP,ALP+IND,0.536870987282054,OTH>LNP>GRN>ON,False,False,True,2.208701271794611
3_add_nearest_field,FRASER,ALP,GRN,ALP+GRN,0.53302,Fraser,ALP,GRN,ALP+GRN,0.554053768495059,LNP>OTH>ON,True,True,True,2.1033768495059
3_add_nearest_field,FREMANTLE,IND,ALP,ALP+IND,0.545318,Fremantle,IND,ALP,ALP+IND,0.5289016262815299,OTH>LNP>GRN>ON,True,True,True,1.6416373718470045
3_add_nearest_field,GELLIBRAND,ALP,ON,ALP+ON,0.6200209999999999,Gellibrand,ALP,ON,ALP+ON,0.6063159125826654,OTH>LNP>GRN,True,True,True,1.370508741733456
3_add_nearest_field,GILMORE,ALP,LNP,ALP+LNP,0.52827,Gilmore,ALP,LNP,ALP+LNP,0.5135417333050272,OTH>IND>GRN>ON,True,True,True,1.4728266694972847
3_add_nearest_field,GIPPSLAND,LNP,ON,LNP+ON,0.579957,Gippsland,LNP,ON,LNP+ON,0.5883633862926525,OTH>GRN>ALP,True,True,True,0.8406386292652557
3_add_nearest_field,GOLDSTEIN,IND,LNP,IND+LNP,0.516357,Goldstein,IND,LNP,IND+LNP,0.5201439309498976,OTH>ALP>GRN>ON,True,True,True,0.3786930949897682
3_add_nearest_field,GORTON,ALP,ON,ALP+ON,0.560268,Gorton,ALP,ON,ALP+ON,0.5427487994452639,OTH>GRN>LNP,True,True,True,1.7519200554736103
3_add_nearest_field,GRAYNDLER,ALP,GRN,ALP+GRN,0.6083,Grayndler,ALP,GRN,ALP+GRN,0.6086891936465896,OTH>IND>LNP>ON,True,True,True,0.03891936465896251
3_add_nearest_field,GREENWAY,ALP,ON,ALP+ON,0.5965050000000001,Greenway,ALP,ON,ALP+ON,0.5800704855636485,IND>OTH>GRN>LNP,True,True,True,1.6434514436351577
3_add_nearest_field,GREY,LNP,IND,IND+LNP,0.522261,Grey,ON,IND,IND+ON,0.5862294557305352,OTH>GRN>ALP>LNP,False,True,False,6.396845573053522
3_add_nearest_field,GRIFFITH,GRN,ALP,ALP+GRN,0.514899,Griffith,GRN,ALP,ALP+GRN,0.5109998618564715,OTH>LNP>ON,True,True,True,0.3899138143528491
3_add_nearest_field,GROOM,LNP,IND,IND+LNP,0.534071,Groom,LNP,IND,IND+LNP,0.5591623910144004,OTH>GRN>ALP>ON,True,True,True,2.509139101440039
3_add_nearest_field,HASLUCK,ALP,ON,ALP+ON,0.608702,Hasluck,ALP,ON,ALP+ON,0.5973820133026612,OTH>LNP>GRN,True,True,True,1.1319986697338802
3_add_nearest_field,HAWKE,ON,ALP,ALP+ON,0.500249,Hawke,ON,ALP,ALP+ON,0.5350277849545819,GRN>OTH>LNP,True,True,True,3.4778784954581865
3_add_nearest_field,HERBERT,LNP,ALP,ALP+LNP,0.6442659999999999,Herbert,LNP,ON,LNP+ON,0.5895438308775781,GRN>OTH>ALP,True,False,False,5.472216912242178
3_add_nearest_field,HINDMARSH,ALP,ON,ALP+ON,0.623821,Hindmarsh,ALP,ON,ALP+ON,0.6032511133657632,OTH>LNP>GRN,True,True,True,2.0569886634236756
3_add_nearest_field,HINKLER,ON,LNP,LNP+ON,0.511697,Hinkler,LNP,ON,LNP+ON,0.5118980330514106,IND>GRN>OTH>ALP,False,False,True,0.02010330514106151
3_add_nearest_field,HOLT,ALP,ON,ALP+ON,0.5707450000000001,Holt,ALP,ON,ALP+ON,0.5447995581245434,OTH>GRN>LNP,True,True,True,2.5945441875456665
3_add_nearest_field,HOTHAM,ALP,ON,ALP+ON,0.633213,Hotham,ALP,ON,ALP+ON,0.6202497875189313,OTH>LNP>GRN,True,True,True,1.2963212481068687
3_add_nearest_field,HUGHES,LNP,ALP,ALP+LNP,0.504409,Hughes,LNP,ALP,ALP+LNP,0.5059504755833542,OTH>GRN>ON,True,True,True,0.1541475583354157
3_add_nearest_field,HUME,LNP,ON,LNP+ON,0.54362,Hume,LNP,ON,LNP+ON,0.5558835189477626,IND>GRN>OTH>ALP,True,True,True,1.2263518947762564
3_add_nearest_field,HUNTER,ALP,ON,ALP+ON,0.508983,Hunter,ON,ALP,ALP+ON,0.513484103912449,LNP>GRN>OTH,False,False,True,0.4501103912449067
3_add_nearest_field,INDI,IND,ON,IND+ON,0.550648,Indi,IND,ON,IND+ON,0.5487554868611487,ALP>GRN>OTH>LNP,True,True,True,0.1892513138851304
3_add_nearest_field,ISAACS,ALP,ON,ALP+ON,0.617935,Isaacs,ALP,ON,ALP+ON,0.5868214356085607,OTH>GRN>LNP,True,True,True,3.111356439143931
3_add_nearest_field,JAGAJAGA,ALP,LNP,ALP+LNP,0.626059,Jagajaga,ALP,LNP,ALP+LNP,0.5935173583827106,OTH>IND>GRN>ON,True,True,True,3.254164161728945
3_add_nearest_field,KENNEDY,OTH,ON,ON+OTH,0.695107,Kennedy,OTH,ON,ON+OTH,0.6951069221003443,GRN>LNP>ALP,True,True,True,7.789965572602142e-06
3_add_nearest_field,KINGSFORD SMITH,ALP,ON,ALP+ON,0.6354270000000001,Kingsford Smith,ALP,ON,ALP+ON,0.620723795596024,IND>LNP>GRN,True,True,True,1.47032044039761
3_add_nearest_field,KINGSTON,ALP,ON,ALP+ON,0.6447620000000001,Kingston,ALP,ON,ALP+ON,0.6314573255963593,IND>OTH>LNP>GRN,True,True,True,1.3304674403640804
3_add_nearest_field,KOOYONG,IND,LNP,IND+LNP,0.536718,Kooyong,IND,LNP,IND+LNP,0.5488946858363469,OTH>ALP>ON>GRN,True,True,True,1.21766858363469
3_add_nearest_field,LA TROBE,LNP,ALP,ALP+LNP,0.555296,La Trobe,LNP,ALP,ALP+LNP,0.5504869526840522,OTH>GRN>ON,True,True,True,0.48090473159477787
3_add_nearest_field,LALOR,ALP,ON,ALP+ON,0.588128,Lalor,ALP,ON,ALP+ON,0.5788480643961443,IND>OTH>LNP>GRN,True,True,True,0.9279935603855649
3_add_nearest_field,LEICHHARDT,ON,ALP,ALP+ON,0.539568,Leichhardt,ON,ALP,ALP+ON,0.5634711500554602,GRN>OTH>LNP,True,True,True,2.3903150055460176
3_add_nearest_field,LILLEY,ALP,ON,ALP+ON,0.6143719999999999,Lilley,ALP,ON,ALP+ON,0.6009331258884301,OTH>LNP>GRN,True,True,True,1.3438874111569854
3_add_nearest_field,LINDSAY,LNP,ALP,ALP+LNP,0.543576,Lindsay,LNP,ALP,ALP+LNP,0.5321508100059948,OTH>GRN>ON,True,True,True,1.1425189994005103
3_add_nearest_field,LINGIARI,ALP,ON,ALP+ON,0.557702,Lingiari,ALP,ON,ALP+ON,0.5282629560337316,IND>OTH>GRN>LNP,True,True,True,2.9439043966268397
3_add_nearest_field,LONGMAN,ON,ALP,ALP+ON,0.542654,Longman,ON,ALP,ALP+ON,0.5708708294618925,OTH>GRN>LNP,True,True,True,2.8216829461892523
3_add_nearest_field,LYNE,LNP,IND,IND+LNP,0.553836,Lyne,LNP,IND,IND+LNP,0.549105465936337,GRN>OTH>ALP>ON,True,True,True,0.4730534063662972
3_add_nearest_field,LYONS,ALP,ON,ALP+ON,0.540679,Lyons,ALP,ON,ALP+ON,0.5184038395240546,IND>OTH>GRN>LNP,True,True,True,2.2275160475945466
3_add_nearest_field,MACARTHUR,ALP,ON,ALP+ON,0.5908059999999999,Macarthur,ALP,ON,ALP+ON,0.5804691233535046,OTH>LNP>GRN,True,True,True,1.0336876646495297
3_add_nearest_field,MACKELLAR,IND,LNP,IND+LNP,0.553434,Mackellar,IND,LNP,IND+LNP,0.5701375310958429,OTH>ALP>GRN>ON,True,True,True,1.6703531095842883
3_add_nearest_field,MACNAMARA,ALP,LNP,ALP+LNP,0.6336229999999999,Macnamara,ALP,LNP,ALP+LNP,0.6354002471651481,OTH>ON>GRN,True,True,True,0.17772471651481547
3_add_nearest_field,MACQUARIE,ALP,ON,ALP+ON,0.542699,Macquarie,ALP,ON,ALP+ON,0.5083895280694959,OTH>GRN>LNP,True,True,True,3.4309471930504154
3_add_nearest_field,MAKIN,ALP,ON,ALP+ON,0.604618,Makin,ALP,ON,ALP+ON,0.5932046771431151,OTH>LNP>GRN,True,True,True,1.14133228568849
3_add_nearest_field,MALLEE,LNP,ON,LNP+ON,0.5508310000000001,Mallee,LNP,ON,LNP+ON,0.5129663677349323,GRN>ALP>IND>OTH,True,True,True,3.7864632265067755
3_add_nearest_field,MARANOA,LNP,ON,LNP+ON,0.5569080000000001,Maranoa,LNP,ON,LNP+ON,0.5569967496972485,GRN>OTH>ALP,True,True,True,0.008874969724848025
3_add_nearest_field,MARIBYRNONG,ALP,ON,ALP+ON,0.6027170000000001,Maribyrnong,ALP,ON,ALP+ON,0.5875697838502734,OTH>LNP>GRN,True,True,True,1.5147216149726694
3_add_nearest_field,MAYO,OTH,ALP,ALP+OTH,0.6541849999999999,Mayo,OTH,ON,ON+OTH,0.6584269783535159,LNP>GRN>ALP,True,False,False,0.42419783535160294
3_add_nearest_field,MCEWEN,ALP,ON,ALP+ON,0.524378,McEwen,ON,ALP,ALP+ON,0.5011628606959695,OTH>GRN>LNP,False,False,True,2.321513930403052
3_add_nearest_field,MCMAHON,ALP,ON,ALP+ON,0.56845,McMahon,ALP,ON,ALP+ON,0.542191477050711,OTH>IND>GRN>LNP,True,True,True,2.6258522949288987
3_add_nearest_field,MCPHERSON,LNP,ALP,ALP+LNP,0.57182,McPherson,LNP,ALP,ALP+LNP,0.5758747464635244,OTH>GRN>IND>ON,True,True,True,0.4054746463524439
3_add_nearest_field,MELBOURNE,GRN,ALP,ALP+GRN,0.52065,Melbourne,GRN,ALP,ALP+GRN,0.5849222493562041,OTH>IND>LNP>ON,True,True,True,6.427224935620412
3_add_nearest_field,MENZIES,LNP,ALP,ALP+LNP,0.505668,Menzies,LNP,ALP,ALP+LNP,0.5122892633804776,OTH>IND>GRN>ON,True,True,True,0.6621263380477638
3_add_nearest_field,MITCHELL,LNP,ALP,ALP+LNP,0.569098,Mitchell,LNP,ALP,ALP+LNP,0.5680149295198946,OTH>GRN>ON,True,True,True,0.10830704801053637
3_add_nearest_field,MONASH,IND,LNP,IND+LNP,0.50139,Monash,ON,IND,IND+ON,0.5130375214161349,OTH>GRN>ALP>LNP,False,False,False,1.1647521416134898
3_add_nearest_field,MONCRIEFF,LNP,ALP,ALP+LNP,0.601565,Moncrieff,LNP,ALP,ALP+LNP,0.5885956836179534,IND>OTH>GRN>ON,True,True,True,1.296931638204657
3_add_nearest_field,MOORE,LNP,ALP,ALP+LNP,0.508176,Moore,ALP,LNP,ALP+LNP,0.5417297313420883,OTH>GRN>ON>IND,False,False,True,3.355373134208839
3_add_nearest_field,MORETON,ALP,ON,ALP+ON,0.632397,Moreton,ALP,ON,ALP+ON,0.6153995946510946,OTH>LNP>GRN,True,True,True,1.699740534890537
3_add_nearest_field,NEW ENGLAND,LNP,ON,LNP+ON,0.580524,New England,LNP,ON,LNP+ON,0.5938296526884812,IND>OTH>GRN>ALP,True,True,True,1.3305652688481162
3_add_nearest_field,NEWCASTLE,ALP,GRN,ALP+GRN,0.585974,Newcastle,ALP,GRN,ALP+GRN,0.5800897535194862,OTH>LNP>ON,True,True,True,0.5884246480513777
3_add_nearest_field,NICHOLLS,LNP,IND,IND+LNP,0.604812,Nicholls,LNP,IND,IND+LNP,0.528155266542903,GRN>OTH>ALP>ON,True,True,True,7.665673345709701
3_add_nearest_field,O'CONNOR,LNP,ON,LNP+ON,0.509127,O'Connor,ON,LNP,LNP+ON,0.506152937681437,GRN>OTH>ALP,False,False,True,0.2974062318563009
3_add_nearest_field,OXLEY,ALP,ON,ALP+ON,0.6371370000000001,Oxley,ALP,ON,ALP+ON,0.6278465624538527,OTH>LNP>GRN,True,True,True,0.9290437546147334
3_add_nearest_field,PAGE,LNP,ALP,ALP+LNP,0.615702,Page,LNP,ALP,ALP+LNP,0.6069200059051849,IND>OTH>GRN>ON,True,True,True,0.878199409481506
3_add_nearest_field,PARKES,ON,LNP,LNP+ON,0.518501,Parkes,ON,LNP,LNP+ON,0.5373271756204483,IND>GRN>ALP>OTH,True,True,True,1.8826175620448304
3_add_nearest_field,PARRAMATTA,ALP,LNP,ALP+LNP,0.600432,Parramatta,ALP,LNP,ALP+LNP,0.5970271254513906,OTH>GRN>ON,True,True,True,0.34048745486093823
3_add_nearest_field,PATERSON,ALP,ON,ALP+ON,0.531524,Paterson,ALP,ON,ALP+ON,0.5039962903887537,OTH>GRN>IND>LNP,True,True,True,2.7527709611246287
3_add_nearest_field,PEARCE,ALP,ON,ALP+ON,0.531457,Pearce,ALP,ON,ALP+ON,0.5162404703971131,OTH>GRN>LNP,True,True,True,1.5216529602886886
3_add_nearest_field,PERTH,ALP,ON,ALP+ON,0.632414,Perth,ALP,ON,ALP+ON,0.6148434820621811,OTH>LNP>GRN,True,True,True,1.7570517937818941
3_add_nearest_field,PETRIE,LNP,ALP,ALP+LNP,0.520378,Petrie,LNP,ALP,ALP+LNP,0.5217197272058897,OTH>GRN>ON,True,True,True,0.13417272058896534
3_add_nearest_field,RANKIN,ALP,ON,ALP+ON,0.606254,Rankin,ALP,ON,ALP+ON,0.6023504150248857,LNP>OTH>GRN,True,True,True,0.3903584975114227
3_add_nearest_field,REID,ALP,LNP,ALP+LNP,0.596772,Reid,ALP,LNP,ALP+LNP,0.5988804317600016,IND>OTH>GRN>ON,True,True,True,0.2108431760001639
3_add_nearest_field,RICHMOND,GRN,ON,GRN+ON,0.646215,Richmond,GRN,ON,GRN+ON,0.6468211545985927,OTH>LNP>ALP,True,True,True,0.06061545985927008
3_add_nearest_field,RIVERINA,LNP,IND,IND+LNP,0.617066,Riverina,LNP,ON,LNP+ON,0.5331733260543946,GRN>OTH>ALP>IND,True,False,False,8.389267394560541
3_add_nearest_field,ROBERTSON,ALP,ON,ALP+ON,0.5484559999999999,Robertson,ALP,ON,ALP+ON,0.5228858248831385,IND>OTH>GRN>LNP,True,True,True,2.5570175116861438
