stage,division_key,actual_winner,actual_runner_up,actual_final_two,actual_winner_share,division,winner,runner_up,final_two,winner_pct,elimination_order,winner_match,runner_up_match,final_two_match,absolute_winner_error_pp
1_pass_through_original_fallback,TANGNEY,ALP,LNP,ALP+LNP,0.547348,Tangney,ALP,LNP,ALP+LNP,0.5473277029257051,OTH>GRN>ON,True,True,True,0.0020297074294850503
1_pass_through_original_fallback,WANNON,LNP,IND,IND+LNP,0.538732,Wannon,LNP,IND,IND+LNP,0.5262889368352928,GRN>OTH>ALP>ON,True,True,True,1.2443063164707224
1_pass_through_original_fallback,WARRINGAH,IND,LNP,IND+LNP,0.608459,Warringah,IND,LNP,IND+LNP,0.6084591076403167,OTH>ALP>GRN>ON,True,True,True,1.0764031677101826e-05
1_pass_through_original_fallback,WATSON,ALP,IND,ALP+IND,0.636178,Watson,ALP,IND,ALP+IND,0.6361778939394057,LNP>OTH>GRN>ON,True,True,True,1.0606059430706694e-05
1_pass_through_original_fallback,WENTWORTH,IND,LNP,IND+LNP,0.598899,Wentworth,IND,LNP,IND+LNP,0.5988988379481364,ALP>ON>GRN,True,True,True,1.6205186359474766e-05
1_pass_through_original_fallback,WERRIWA,ALP,LNP,ALP+LNP,0.547276,Werriwa,ALP,LNP,ALP+LNP,0.54962593837152,IND>OTH>GRN>ON,True,True,True,0.23499383715199773
1_pass_through_original_fallback,WHITLAM,ALP,ON,ALP+ON,0.51883,Whitlam,ALP,ON,ALP+ON,0.5190691629368319,OTH>IND>GRN>LNP,True,True,True,0.02391629368319048
1_pass_through_original_fallback,WIDE BAY,LNP,ON,LNP+ON,0.500814,Wide Bay,LNP,ON,LNP+ON,0.5061243740838679,IND>OTH>GRN>ALP,True,True,True,0.5310374083867919
1_pass_through_original_fallback,WILLS,GRN,ALP,ALP+GRN,0.5321779999999999,Wills,GRN,ALP,ALP+GRN,0.5321784432806355,LNP>OTH>ON,True,True,True,4.4328063553145114e-05
1_pass_through_original_fallback,WRIGHT,ON,LNP,LNP+ON,0.550105,Wright,ON,LNP,LNP+ON,0.5537930899722447,GRN>OTH>ALP,True,True,True,0.368808997224479
2_add_evidence_shrinkage,ADELAIDE,ALP,ON,ALP+ON,0.6488339999999999,Adelaide,ALP,ON,ALP+ON,0.6488339115438818,OTH>LNP>GRN,True,True,True,8.845611809693565e-06
2_add_evidence_shrinkage,ASTON,ALP,LNP,ALP+LNP,0.506575,Aston,ALP,LNP,ALP+LNP,0.5064343619734358,IND>OTH>GRN>ON,True,True,True,0.014063802656416602
2_add_evidence_shrinkage,BALLARAT,ALP,ON,ALP+ON,0.57424,Ballarat,ALP,ON,ALP+ON,0.5455476304518526,IND>OTH>GRN>LNP,True,True,True,2.8692369548147356
2_add_evidence_shrinkage,BANKS,LNP,ALP,ALP+LNP,0.5049750000000001,Banks,LNP,ALP,ALP+LNP,0.5087084485667583,IND>OTH>GRN>ON,True,True,True,0.37334485667582795
2_add_evidence_shrinkage,BARKER,LNP,ON,LNP+ON,0.584741,Barker,LNP,ON,LNP+ON,0.5846348691034542,IND>OTH>GRN>ALP,True,True,True,0.010613089654576413
2_add_evidence_shrinkage,BARTON,ALP,ON,ALP+ON,0.608743,Barton,ALP,ON,ALP+ON,0.6087426909050562,OTH>LNP>GRN,True,True,True,3.0909494386222036e-05
2_add_evidence_shrinkage,BASS,ALP,ON,ALP+ON,0.527818,Bass,ON,ALP,ALP+ON,0.5038668459677624,OTH>IND>GRN>LNP,False,False,True,2.3951154032237576
2_add_evidence_shrinkage,BENDIGO,LNP,ALP,ALP+LNP,0.506749,Bendigo,ALP,LNP,ALP+LNP,0.5046450513639,OTH>GRN>ON,False,False,True,0.21039486360999726
2_add_evidence_shrinkage,BENNELONG,ALP,LNP,ALP+LNP,0.5638559999999999,Bennelong,ALP,LNP,ALP+LNP,0.5538552897904265,OTH>GRN>ON,True,True,True,1.0000710209573382
2_add_evidence_shrinkage,BEROWRA,LNP,ALP,ALP+LNP,0.5455570000000001,Berowra,LNP,ALP,ALP+LNP,0.5666177579518952,OTH>IND>GRN>ON,True,True,True,2.1060757951895104
2_add_evidence_shrinkage,BLAIR,ON,ALP,ALP+ON,0.525598,Blair,ON,ALP,ALP+ON,0.5477286817955772,GRN>OTH>LNP,True,True,True,2.21306817955772
2_add_evidence_shrinkage,BLAXLAND,ALP,ON,ALP+ON,0.672059,Blaxland,ALP,ON,ALP+ON,0.6742859538105423,OTH>GRN>LNP>IND,True,True,True,0.2226953810542387
2_add_evidence_shrinkage,BONNER,ALP,LNP,ALP+LNP,0.5130899999999999,Bonner,ALP,LNP,ALP+LNP,0.5103297630654147,OTH>GRN>ON,True,True,True,0.27602369345852695
2_add_evidence_shrinkage,BOOTHBY,ALP,LNP,ALP+LNP,0.620564,Boothby,ALP,LNP,ALP+LNP,0.6218341774305235,OTH>IND>ON>GRN,True,True,True,0.12701774305234892
2_add_evidence_shrinkage,BOWMAN,LNP,ALP,ALP+LNP,0.551023,Bowman,LNP,ALP,ALP+LNP,0.54552809440507,OTH>GRN>ON,True,True,True,0.5494905594930044
2_add_evidence_shrinkage,BRADDON,ON,ALP,ALP+ON,0.5079910000000001,Braddon,ON,ALP,ALP+ON,0.5350533255976563,OTH>IND>GRN>LNP,True,True,True,2.70623255976562
2_add_evidence_shrinkage,BRADFIELD,IND,LNP,IND+LNP,0.501668,Bradfield,IND,LNP,IND+LNP,0.530266940679271,OTH>GRN>ON>ALP,True,True,True,2.8598940679271045
2_add_evidence_shrinkage,BRAND,ALP,ON,ALP+ON,0.602546,Brand,ALP,ON,ALP+ON,0.602546046934246,OTH>LNP>GRN,True,True,True,4.69342459341604e-06
2_add_evidence_shrinkage,BRISBANE,GRN,LNP,GRN+LNP,0.549148,Brisbane,GRN,LNP,GRN+LNP,0.5641257225530797,OTH>ON>ALP,True,True,True,1.497772255307972
2_add_evidence_shrinkage,BRUCE,ALP,ON,ALP+ON,0.567583,Bruce,ALP,ON,ALP+ON,0.5406944227860385,OTH>GRN>LNP,True,True,True,2.688857721396143
2_add_evidence_shrinkage,BULLWINKEL,LNP,ALP,ALP+LNP,0.542462,Bullwinkel,LNP,ALP,ALP+LNP,0.5221288699970309,OTH>GRN>ON,True,True,True,2.03331300029691
2_add_evidence_shrinkage,BURT,ALP,ON,ALP+ON,0.60589,Burt,ALP,ON,ALP+ON,0.6058900042576681,IND>LNP>OTH>GRN,True,True,True,4.2576681069661504e-07
2_add_evidence_shrinkage,CALARE,ON,IND,IND+ON,0.506838,Calare,IND,LNP,IND+LNP,0.5207612617210073,ALP>GRN>OTH>ON,False,False,False,1.392326172100733
2_add_evidence_shrinkage,CALWELL,ALP,ON,ALP+ON,0.6165550000000001,Calwell,ALP,ON,ALP+ON,0.6165551627239251,LNP>GRN>OTH>IND,True,True,True,1.6272392500127353e-05
2_add_evidence_shrinkage,CANBERRA,ALP,GRN,ALP+GRN,0.638042,Canberra,ALP,GRN,ALP+GRN,0.6333096968689977,OTH>ON>LNP>IND,True,True,True,0.4732303131002258
2_add_evidence_shrinkage,CANNING,LNP,ALP,ALP+LNP,0.5590550000000001,Canning,LNP,ALP,ALP+LNP,0.5624082077362892,OTH>GRN>ON,True,True,True,0.335320773628911
2_add_evidence_shrinkage,CAPRICORNIA,ON,ALP,ALP+ON,0.600421,Capricornia,ON,ALP,ALP+ON,0.6287889441063379,GRN>OTH>LNP,True,True,True,2.8367944106337917
2_add_evidence_shrinkage,CASEY,LNP,ALP,ALP+LNP,0.543802,Casey,LNP,ALP,ALP+LNP,0.5685387894035957,OTH>IND>GRN>ON,True,True,True,2.4736789403595694
2_add_evidence_shrinkage,CHIFLEY,ALP,ON,ALP+ON,0.64268,Chifley,ALP,ON,ALP+ON,0.6426797196654187,LNP>GRN>OTH,True,True,True,2.803345813262581e-05
2_add_evidence_shrinkage,CHISHOLM,ALP,LNP,ALP+LNP,0.550457,Chisholm,ALP,LNP,ALP+LNP,0.5622962362155031,OTH>IND>ON>GRN,True,True,True,1.183923621550309
2_add_evidence_shrinkage,CLARK,IND,GRN,GRN+IND,0.688768,Clark,IND,GRN,GRN+IND,0.697065389116186,LNP>ALP>ON,True,True,True,0.8297389116185938
2_add_evidence_shrinkage,COOK,LNP,ALP,ALP+LNP,0.600113,Cook,LNP,ALP,ALP+LNP,0.59960744544804,OTH>GRN>ON,True,True,True,0.05055545519599969
2_add_evidence_shrinkage,COOPER,ALP,GRN,ALP+GRN,0.583818,Cooper,ALP,GRN,ALP+GRN,0.5838182401471897,LNP>OTH>ON,True,True,True,2.4014718980058802e-05
2_add_evidence_shrinkage,CORANGAMITE,ALP,LNP,ALP+LNP,0.583531,Corangamite,ALP,LNP,ALP+LNP,0.5915519629525672,IND>OTH>ON>GRN,True,True,True,0.8020962952567157
2_add_evidence_shrinkage,CORIO,ALP,ON,ALP+ON,0.594903,Corio,ALP,ON,ALP+ON,0.5895627309364384,IND>OTH>LNP>GRN,True,True,True,0.5340269063561554
2_add_evidence_shrinkage,COWAN,ALP,ON,ALP+ON,0.599485,Cowan,ALP,ON,ALP+ON,0.5832027996457243,IND>OTH>GRN>LNP,True,True,True,1.6282200354275744
2_add_evidence_shrinkage,COWPER,LNP,IND,IND+LNP,0.512441,Cowper,LNP,IND,IND+LNP,0.5018417004827664,ALP>GRN>OTH>ON,True,True,True,1.0599299517233596
2_add_evidence_shrinkage,CUNNINGHAM,ALP,ON,ALP+ON,0.6159490000000001,Cunningham,ALP,ON,ALP+ON,0.6159487920202863,OTH>LNP>GRN,True,True,True,2.0797971378438973e-05
2_add_evidence_shrinkage,CURTIN,IND,LNP,IND+LNP,0.551373,Curtin,IND,LNP,IND+LNP,0.552585812373302,OTH>ALP>GRN>ON,True,True,True,0.12128123733019525
2_add_evidence_shrinkage,DAWSON,LNP,ON,LNP+ON,0.517289,Dawson,LNP,ON,LNP+ON,0.5240545314630841,GRN>OTH>ALP,True,True,True,0.6765531463084118
2_add_evidence_shrinkage,DEAKIN,ALP,LNP,ALP+LNP,0.505546,Deakin,LNP,ALP,ALP+LNP,0.5050005567548143,OTH>IND>GRN>ON,False,False,True,0.05454432451857949
2_add_evidence_shrinkage,DICKSON,ALP,LNP,ALP+LNP,0.5059640000000001,Dickson,LNP,ALP,ALP+LNP,0.5044228947145177,OTH>IND>GRN>ON,False,False,True,0.1541105285482347
2_add_evidence_shrinkage,DOBELL,ALP,ON,ALP+ON,0.537111,Dobell,ALP,ON,ALP+ON,0.5173062124494533,OTH>GRN>LNP,True,True,True,1.980478755054671
2_add_evidence_shrinkage,DUNKLEY,ALP,ON,ALP+ON,0.552569,Dunkley,ALP,ON,ALP+ON,0.5165353532523317,IND>OTH>GRN>LNP,True,True,True,3.603364674766829
2_add_evidence_shrinkage,DURACK,LNP,ON,LNP+ON,0.503651,Durack,OTH,ON,ON+OTH,0.5000934474339774,GRN>LNP>ALP,False,True,False,0.3557552566022526
2_add_evidence_shrinkage,EDEN-MONARO,ALP,ON,ALP+ON,0.539163,Eden-Monaro,ALP,ON,ALP+ON,0.5055826040883695,IND>OTH>GRN>LNP,True,True,True,3.3580395911630423
2_add_evidence_shrinkage,FADDEN,LNP,ON,LNP+ON,0.534754,Fadden,LNP,ON,LNP+ON,0.5497546123375657,IND>OTH>GRN>ALP,True,True,True,1.5000612337565777
2_add_evidence_shrinkage,FAIRFAX,LNP,ALP,ALP+LNP,0.576867,Fairfax,LNP,ALP,ALP+LNP,0.5839738225133818,OTH>GRN>IND>ON,True,True,True,0.7106822513381794
2_add_evidence_shrinkage,FARRER,LNP,IND,IND+LNP,0.528772,Farrer,LNP,IND,IND+LNP,0.5729358836415779,GRN>OTH>ALP>ON,True,True,True,4.416388364157786
2_add_evidence_shrinkage,FISHER,LNP,IND,IND+LNP,0.515051,Fisher,LNP,IND,IND+LNP,0.5353957883402536,OTH>GRN>ALP>ON,True,True,True,2.034478834025355
2_add_evidence_shrinkage,FLINDERS,LNP,IND,IND+LNP,0.624925,Flinders,LNP,IND,IND+LNP,0.522054251521402,OTH>GRN>ALP>ON,True,True,True,10.2870748478598
2_add_evidence_shrinkage,FLYNN,ON,ALP,ALP+ON,0.619371,Flynn,ON,ALP,ALP+ON,0.6427109132433344,IND>GRN>OTH>LNP,True,True,True,2.33399132433344
2_add_evidence_shrinkage,FORDE,ON,ALP,ALP+ON,0.5394570000000001,Forde,ON,ALP,ALP+ON,0.5621528718985952,IND>OTH>GRN>LNP,True,True,True,2.269587189859512
2_add_evidence_shrinkage,FORREST,LNP,IND,IND+LNP,0.504318,Forrest,ON,IND,IND+ON,0.538948714651184,OTH>GRN>ALP>LNP,False,True,False,3.4630714651183947
2_add_evidence_shrinkage,FOWLER,IND,ALP,ALP+IND,0.563923,Fowler,IND,ALP,ALP+IND,0.5639234824776246,LNP>OTH>GRN>ON,True,True,True,4.824776246303841e-05
2_add_evidence_shrinkage,FRANKLIN,ALP,IND,ALP+IND,0.5589580000000001,Franklin,IND,ALP,ALP+IND,0.5004904829030495,OTH>LNP>GRN>ON,False,False,True,5.846751709695052
2_add_evidence_shrinkage,FRASER,ALP,GRN,ALP+GRN,0.53302,Fraser,ALP,GRN,ALP+GRN,0.5330195128198036,LNP>OTH>ON,True,True,True,4.871801964068112e-05
2_add_evidence_shrinkage,FREMANTLE,IND,ALP,ALP+IND,0.545318,Fremantle,IND,ALP,ALP+IND,0.5477552856029039,OTH>LNP>GRN>ON,True,True,True,0.24372856029039047
2_add_evidence_shrinkage,GELLIBRAND,ALP,ON,ALP+ON,0.6200209999999999,Gellibrand,ALP,ON,ALP+ON,0.620020745983046,OTH>LNP>GRN,True,True,True,2.540169539155812e-05
2_add_evidence_shrinkage,GILMORE,ALP,LNP,ALP+LNP,0.52827,Gilmore,ALP,LNP,ALP+LNP,0.5135417333050272,OTH>IND>GRN>ON,True,True,True,1.4728266694972847
2_add_evidence_shrinkage,GIPPSLAND,LNP,ON,LNP+ON,0.579957,Gippsland,LNP,ON,LNP+ON,0.5883633862926525,OTH>GRN>ALP,True,True,True,0.8406386292652557
2_add_evidence_shrinkage,GOLDSTEIN,IND,LNP,IND+LNP,0.516357,Goldstein,IND,LNP,IND+LNP,0.5340999464007689,OTH>ALP>GRN>ON,True,True,True,1.77429464007689
2_add_evidence_shrinkage,GORTON,ALP,ON,ALP+ON,0.560268,Gorton,ALP,ON,ALP+ON,0.5427487994452639,OTH>GRN>LNP,True,True,True,1.7519200554736103
2_add_evidence_shrinkage,GRAYNDLER,ALP,GRN,ALP+GRN,0.6083,Grayndler,ALP,GRN,ALP+GRN,0.6086456054229678,OTH>IND>LNP>ON,True,True,True,0.03456054229677985
2_add_evidence_shrinkage,GREENWAY,ALP,ON,ALP+ON,0.5965050000000001,Greenway,ALP,ON,ALP+ON,0.5800704855636485,IND>OTH>GRN>LNP,True,True,True,1.6434514436351577
2_add_evidence_shrinkage,GREY,LNP,IND,IND+LNP,0.522261,Grey,ON,IND,IND+ON,0.5862294557305352,OTH>GRN>ALP>LNP,False,True,False,6.396845573053522
2_add_evidence_shrinkage,GRIFFITH,GRN,ALP,ALP+GRN,0.514899,Griffith,GRN,ALP,ALP+GRN,0.5148986558730513,OTH>LNP>ON,True,True,True,3.4412694871477356e-05
2_add_evidence_shrinkage,GROOM,LNP,IND,IND+LNP,0.534071,Groom,LNP,IND,IND+LNP,0.5591623910144004,OTH>GRN>ALP>ON,True,True,True,2.509139101440039
2_add_evidence_shrinkage,HASLUCK,ALP,ON,ALP+ON,0.608702,Hasluck,ALP,ON,ALP+ON,0.6087017537528149,OTH>LNP>GRN,True,True,True,2.4624718508725607e-05
2_add_evidence_shrinkage,HAWKE,ON,ALP,ALP+ON,0.500249,Hawke,ON,ALP,ALP+ON,0.5350277849545819,GRN>OTH>LNP,True,True,True,3.4778784954581865
2_add_evidence_shrinkage,HERBERT,LNP,ALP,ALP+LNP,0.6442659999999999,Herbert,LNP,ON,LNP+ON,0.5895438308775781,GRN>OTH>ALP,True,False,False,5.472216912242178
2_add_evidence_shrinkage,HINDMARSH,ALP,ON,ALP+ON,0.623821,Hindmarsh,ALP,ON,ALP+ON,0.6152893788495815,OTH>LNP>GRN,True,True,True,0.85316211504185
2_add_evidence_shrinkage,HINKLER,ON,LNP,LNP+ON,0.511697,Hinkler,LNP,ON,LNP+ON,0.5118980330514106,IND>GRN>OTH>ALP,False,False,True,0.02010330514106151
2_add_evidence_shrinkage,HOLT,ALP,ON,ALP+ON,0.5707450000000001,Holt,ALP,ON,ALP+ON,0.5447995581245434,OTH>GRN>LNP,True,True,True,2.5945441875456665
2_add_evidence_shrinkage,HOTHAM,ALP,ON,ALP+ON,0.633213,Hotham,ALP,ON,ALP+ON,0.633212547718207,OTH>LNP>GRN,True,True,True,4.5228179301748384e-05
2_add_evidence_shrinkage,HUGHES,LNP,ALP,ALP+LNP,0.504409,Hughes,LNP,ALP,ALP+LNP,0.5059504755833542,OTH>GRN>ON,True,True,True,0.1541475583354157
2_add_evidence_shrinkage,HUME,LNP,ON,LNP+ON,0.54362,Hume,LNP,ON,LNP+ON,0.5558835189477626,IND>GRN>OTH>ALP,True,True,True,1.2263518947762564
2_add_evidence_shrinkage,HUNTER,ALP,ON,ALP+ON,0.508983,Hunter,ALP,ON,ALP+ON,0.5089829266515445,LNP>GRN>OTH,True,True,True,7.334845542050772e-06
2_add_evidence_shrinkage,INDI,IND,ON,IND+ON,0.550648,Indi,IND,ON,IND+ON,0.5507025364756084,ALP>GRN>OTH>LNP,True,True,True,0.005453647560837993
2_add_evidence_shrinkage,ISAACS,ALP,ON,ALP+ON,0.617935,Isaacs,ALP,ON,ALP+ON,0.5868214356085607,OTH>GRN>LNP,True,True,True,3.111356439143931
2_add_evidence_shrinkage,JAGAJAGA,ALP,LNP,ALP+LNP,0.626059,Jagajaga,ALP,LNP,ALP+LNP,0.5935173583827106,OTH>IND>GRN>ON,True,True,True,3.254164161728945
2_add_evidence_shrinkage,KENNEDY,OTH,ON,ON+OTH,0.695107,Kennedy,OTH,ON,ON+OTH,0.6951069221003443,GRN>LNP>ALP,True,True,True,7.789965572602142e-06
2_add_evidence_shrinkage,KINGSFORD SMITH,ALP,ON,ALP+ON,0.6354270000000001,Kingsford Smith,ALP,ON,ALP+ON,0.6325348783652922,IND>LNP>GRN,True,True,True,0.2892121634707867
2_add_evidence_shrinkage,KINGSTON,ALP,ON,ALP+ON,0.6447620000000001,Kingston,ALP,ON,ALP+ON,0.6432011527149756,IND>OTH>LNP>GRN,True,True,True,0.15608472850244803
2_add_evidence_shrinkage,KOOYONG,IND,LNP,IND+LNP,0.536718,Kooyong,IND,LNP,IND+LNP,0.5367180965697974,OTH>ALP>ON>GRN,True,True,True,9.656979738092986e-06
2_add_evidence_shrinkage,LA TROBE,LNP,ALP,ALP+LNP,0.555296,La Trobe,LNP,ALP,ALP+LNP,0.5504869526840522,OTH>GRN>ON,True,True,True,0.48090473159477787
2_add_evidence_shrinkage,LALOR,ALP,ON,ALP+ON,0.588128,Lalor,ALP,ON,ALP+ON,0.5918599233784466,IND>OTH>LNP>GRN,True,True,True,0.3731923378446633
2_add_evidence_shrinkage,LEICHHARDT,ON,ALP,ALP+ON,0.539568,Leichhardt,ON,ALP,ALP+ON,0.5634711500554602,GRN>OTH>LNP,True,True,True,2.3903150055460176
2_add_evidence_shrinkage,LILLEY,ALP,ON,ALP+ON,0.6143719999999999,Lilley,ALP,ON,ALP+ON,0.614372335202539,OTH>LNP>GRN,True,True,True,3.3520253905905406e-05
2_add_evidence_shrinkage,LINDSAY,LNP,ALP,ALP+LNP,0.543576,Lindsay,LNP,ALP,ALP+LNP,0.5321508100059948,OTH>GRN>ON,True,True,True,1.1425189994005103
2_add_evidence_shrinkage,LINGIARI,ALP,ON,ALP+ON,0.557702,Lingiari,ALP,ON,ALP+ON,0.5282629560337316,IND>OTH>GRN>LNP,True,True,True,2.9439043966268397
2_add_evidence_shrinkage,LONGMAN,ON,ALP,ALP+ON,0.542654,Longman,ON,ALP,ALP+ON,0.5708708294618925,OTH>GRN>LNP,True,True,True,2.8216829461892523
2_add_evidence_shrinkage,LYNE,LNP,IND,IND+LNP,0.553836,Lyne,LNP,IND,IND+LNP,0.549105465936337,GRN>OTH>ALP>ON,True,True,True,0.4730534063662972
2_add_evidence_shrinkage,LYONS,ALP,ON,ALP+ON,0.540679,Lyons,ALP,ON,ALP+ON,0.5184038395240546,IND>OTH>GRN>LNP,True,True,True,2.2275160475945466
2_add_evidence_shrinkage,MACARTHUR,ALP,ON,ALP+ON,0.5908059999999999,Macarthur,ALP,ON,ALP+ON,0.5908062028919843,OTH>LNP>GRN,True,True,True,2.028919843244381e-05
2_add_evidence_shrinkage,MACKELLAR,IND,LNP,IND+LNP,0.553434,Mackellar,IND,LNP,IND+LNP,0.5658707939403111,OTH>ALP>GRN>ON,True,True,True,1.2436793940311164
2_add_evidence_shrinkage,MACNAMARA,ALP,LNP,ALP+LNP,0.6336229999999999,Macnamara,ALP,LNP,ALP+LNP,0.6354002471651481,OTH>ON>GRN,True,True,True,0.17772471651481547
2_add_evidence_shrinkage,MACQUARIE,ALP,ON,ALP+ON,0.542699,Macquarie,ALP,ON,ALP+ON,0.5083895280694959,OTH>GRN>LNP,True,True,True,3.4309471930504154
2_add_evidence_shrinkage,MAKIN,ALP,ON,ALP+ON,0.604618,Makin,ALP,ON,ALP+ON,0.6046182542753366,OTH>LNP>GRN,True,True,True,2.5427533656419143e-05
2_add_evidence_shrinkage,MALLEE,LNP,ON,LNP+ON,0.5508310000000001,Mallee,LNP,ON,LNP+ON,0.5266827700187169,GRN>ALP>IND>OTH,True,True,True,2.4148229981283187
2_add_evidence_shrinkage,MARANOA,LNP,ON,LNP+ON,0.5569080000000001,Maranoa,LNP,ON,LNP+ON,0.5569967496972485,GRN>OTH>ALP,True,True,True,0.008874969724848025
2_add_evidence_shrinkage,MARIBYRNONG,ALP,ON,ALP+ON,0.6027170000000001,Maribyrnong,ALP,ON,ALP+ON,0.6031670570451543,OTH>LNP>GRN,True,True,True,0.04500570451542174
2_add_evidence_shrinkage,MAYO,OTH,ALP,ALP+OTH,0.6541849999999999,Mayo,OTH,ON,ON+OTH,0.6684528360913845,LNP>GRN>ALP,True,False,False,1.42678360913846
2_add_evidence_shrinkage,MCEWEN,ALP,ON,ALP+ON,0.524378,McEwen,ON,ALP,ALP+ON,0.5011628606959695,OTH>GRN>LNP,False,False,True,2.321513930403052
2_add_evidence_shrinkage,MCMAHON,ALP,ON,ALP+ON,0.56845,McMahon,ALP,ON,ALP+ON,0.542191477050711,OTH>IND>GRN>LNP,True,True,True,2.6258522949288987
2_add_evidence_shrinkage,MCPHERSON,LNP,ALP,ALP+LNP,0.57182,McPherson,LNP,ALP,ALP+LNP,0.5758747464635244,OTH>GRN>IND>ON,True,True,True,0.4054746463524439
2_add_evidence_shrinkage,MELBOURNE,GRN,ALP,ALP+GRN,0.52065,Melbourne,GRN,ALP,ALP+GRN,0.5174545173686408,OTH>IND>LNP>ON,True,True,True,0.3195482631359159
2_add_evidence_shrinkage,MENZIES,LNP,ALP,ALP+LNP,0.505668,Menzies,LNP,ALP,ALP+LNP,0.5122892633804776,OTH>IND>GRN>ON,True,True,True,0.6621263380477638
2_add_evidence_shrinkage,MITCHELL,LNP,ALP,ALP+LNP,0.569098,Mitchell,LNP,ALP,ALP+LNP,0.5680149295198946,OTH>GRN>ON,True,True,True,0.10830704801053637
2_add_evidence_shrinkage,MONASH,IND,LNP,IND+LNP,0.50139,Monash,ON,IND,IND+ON,0.5130375214161349,OTH>GRN>ALP>LNP,False,False,False,1.1647521416134898
2_add_evidence_shrinkage,MONCRIEFF,LNP,ALP,ALP+LNP,0.601565,Moncrieff,LNP,ALP,ALP+LNP,0.5885956836179534,IND>OTH>GRN>ON,True,True,True,1.296931638204657
2_add_evidence_shrinkage,MOORE,LNP,ALP,ALP+LNP,0.508176,Moore,ALP,LNP,ALP+LNP,0.5417297313420883,OTH>GRN>ON>IND,False,False,True,3.355373134208839
2_add_evidence_shrinkage,MORETON,ALP,ON,ALP+ON,0.632397,Moreton,ALP,ON,ALP+ON,0.6323965340806427,OTH>LNP>GRN,True,True,True,4.6591935731754575e-05
2_add_evidence_shrinkage,NEW ENGLAND,LNP,ON,LNP+ON,0.580524,New England,LNP,ON,LNP+ON,0.5938296526884812,IND>OTH>GRN>ALP,True,True,True,1.3305652688481162
2_add_evidence_shrinkage,NEWCASTLE,ALP,GRN,ALP+GRN,0.585974,Newcastle,ALP,GRN,ALP+GRN,0.5866582874305579,OTH>LNP>ON,True,True,True,0.06842874305579283
2_add_evidence_shrinkage,NICHOLLS,LNP,IND,IND+LNP,0.604812,Nicholls,LNP,IND,IND+LNP,0.528155266542903,GRN>OTH>ALP>ON,True,True,True,7.665673345709701
2_add_evidence_shrinkage,O'CONNOR,LNP,ON,LNP+ON,0.509127,O'Connor,ON,LNP,LNP+ON,0.506152937681437,GRN>OTH>ALP,False,False,True,0.2974062318563009
2_add_evidence_shrinkage,OXLEY,ALP,ON,ALP+ON,0.6371370000000001,Oxley,ALP,ON,ALP+ON,0.6393387639667425,OTH>LNP>GRN,True,True,True,0.22017639667424316
2_add_evidence_shrinkage,PAGE,LNP,ALP,ALP+LNP,0.615702,Page,LNP,ALP,ALP+LNP,0.6069200059051849,IND>OTH>GRN>ON,True,True,True,0.878199409481506
2_add_evidence_shrinkage,PARKES,ON,LNP,LNP+ON,0.518501,Parkes,ON,LNP,LNP+ON,0.5185007907135473,IND>GRN>ALP>OTH,True,True,True,2.0928645272366708e-05
2_add_evidence_shrinkage,PARRAMATTA,ALP,LNP,ALP+LNP,0.600432,Parramatta,ALP,LNP,ALP+LNP,0.5970271254513906,OTH>GRN>ON,True,True,True,0.34048745486093823
2_add_evidence_shrinkage,PATERSON,ALP,ON,ALP+ON,0.531524,Paterson,ALP,ON,ALP+ON,0.5039962903887537,OTH>GRN>IND>LNP,True,True,True,2.7527709611246287
2_add_evidence_shrinkage,PEARCE,ALP,ON,ALP+ON,0.531457,Pearce,ALP,ON,ALP+ON,0.5162404703971131,OTH>GRN>LNP,True,True,True,1.5216529602886886
2_add_evidence_shrinkage,PERTH,ALP,ON,ALP+ON,0.632414,Perth,ALP,ON,ALP+ON,0.6326962691916499,OTH>LNP>GRN,True,True,True,0.02822691916498643
2_add_evidence_shrinkage,PETRIE,LNP,ALP,ALP+LNP,0.520378,Petrie,LNP,ALP,ALP+LNP,0.5217197272058897,OTH>GRN>ON,True,True,True,0.13417272058896534
2_add_evidence_shrinkage,RANKIN,ALP,ON,ALP+ON,0.606254,Rankin,ALP,ON,ALP+ON,0.6062538110303927,LNP>OTH>GRN,True,True,True,1.8896960729541945e-05
2_add_evidence_shrinkage,REID,ALP,LNP,ALP+LNP,0.596772,Reid,ALP,LNP,ALP+LNP,0.5988804317600016,IND>OTH>GRN>ON,True,True,True,0.2108431760001639
2_add_evidence_shrinkage,RICHMOND,GRN,ON,GRN+ON,0.646215,Richmond,GRN,ON,GRN+ON,0.6468211545985927,OTH>LNP>ALP,True,True,True,0.06061545985927008
2_add_evidence_shrinkage,RIVERINA,LNP,IND,IND+LNP,0.617066,Riverina,LNP,ON,LNP+ON,0.529711171911523,GRN>OTH>ALP>IND,True,False,False,8.735482808847706
2_add_evidence_shrinkage,ROBERTSON,ALP,ON,ALP+ON,0.5484559999999999,Robertson,ALP,ON,ALP+ON,0.5228858248831385,IND>OTH>GRN>LNP,True,True,True,2.5570175116861438
2_add_evidence_shrinkage,RYAN,GRN,LNP,GRN+LNP,0.5444559999999999,Ryan,GRN,LNP,GRN+LNP,0.5444557840733005,OTH>ON>ALP,True,True,True,2.159266994095077e-05
