division,division_key,state,classification,scenario,eliminated,alive_set,historical_votes_at_elimination,position_conflict,current_seat_evidence_weight,flow_total_variation_pp,max_recipient_shift_pp,largest_shift_recipient,largest_shift_direction,largest_shift_signed_pp,encountered_current_path,encountered_unshrunk_path,current_model_transfer_pct,estimated_current_round_effect_pp,local_ALP,local_LNP,local_GRN,local_ON,local_IND,local_OTH,current_ALP,current_LNP,current_GRN,current_ON,current_IND,current_OTH
Flinders,FLINDERS,VIC,Rural,ALP|IND+LNP,ALP,IND+LNP,30194.0,False,0.47404403337557105,23.872819732948642,23.872819732948646,LNP,away from local history,-23.872819732948646,False,False,,0.0,0.0,0.7798900443796781,0.0,0.0,0.2201099556203219,0.0,0.0,0.5411618470501917,0.0,0.0,0.4588381529498083,0.0
Sydney,SYDNEY,NSW,Inner metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,2376.0,False,0.49210290739708495,22.28556945701345,21.052402810829207,GRN,away from local history,-21.052402810829207,True,True,1.959614681019596,0.43671129082845467,0.207070707070707,0.0673400673400673,0.6510942760942761,0.0744949494949494,0.0,0.0,0.1947390406088646,0.13783291629713418,0.4405702479859842,0.22685779510801707,0.0,0.0
Corio,CORIO,VIC,Provincial,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,3209.0,False,0.4928760932248753,20.467710509938396,20.167449648691477,GRN,away from local history,-20.167449648691477,False,False,,0.0,0.1402306014334683,0.0364599563727017,0.542224992209411,0.1159239638516671,0.1651604861327516,0.0,0.13722799282099912,0.10501390739643808,0.34055049572249646,0.2283677807824972,0.18883982327756915,0.0
Melbourne,MELBOURNE,VIC,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,2042.0,False,0.4928760932248753,20.22568823042473,16.211451541823706,GRN,away from local history,-16.211451541823706,True,True,2.8764375561150577,0.5817792922426799,0.2105778648383937,0.1062683643486777,0.4701273261508325,0.0426052889324191,0.1704211557296767,0.0,0.17043549795238355,0.152171530281678,0.3080128107325956,0.18692242401889034,0.18245773701445256,0.0
Herbert,HERBERT,QLD,Provincial,ON|ALP+GRN+LNP+OTH,ON,ALP+GRN+LNP+OTH,7014.0,False,0.48628650106215887,19.000811385202798,19.000811385202798,OTH,away from local history,-19.000811385202798,False,False,,0.0,0.0479041916167664,0.2378100940975192,0.0642999714856002,0.0,0.0,0.649985742800114,0.08824271017986848,0.37115118469560465,0.0806284761764407,0.0,0.0,0.45997762894808614
Monash,MONASH,VIC,Rural,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,21606.0,True,0.4928760932248753,18.729287816978488,15.822045969796338,LNP,away from local history,-15.822045969796338,True,True,6.839674245341984,1.2810222751538516,0.1747662686290845,0.5066648153290753,0.0525317041562528,0.0657687679348329,0.2002684439507544,0.0,0.14569385015726305,0.348444355631112,0.08407500593630651,0.21798841255381318,0.20379837572150533,0.0
Fraser,FRASER,VIC,Inner metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,12497.0,False,0.49210290739708495,18.391500118511004,18.391500118511004,GRN,away from local history,-18.391500118511004,False,False,,0.0,0.1679603104745138,0.122109306233496,0.5987036888853324,0.1112266944066576,0.0,0.0,0.17549270073442486,0.16478501799251594,0.4147886877002225,0.24493359357283673,0.0,0.0
Bendigo,BENDIGO,VIC,Provincial,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,22907.0,False,0.49210290739708495,17.954340999859888,17.954340999859888,LNP,away from local history,-17.954340999859888,True,True,8.601857939086019,1.5444069067070239,0.1337582398393504,0.5603527306063648,0.1970576679617584,0.1088313615925263,0.0,0.0,0.15698095494175238,0.38080932060776607,0.20903206038553795,0.2531776640649437,0.0,0.0
Fenner,FENNER,ACT,Inner metro,OTH|ALP+GRN+LNP,OTH,ALP+GRN+LNP,7426.0,False,0.45391071729031285,17.247924192667192,17.24792419266719,GRN,toward pooled evidence,17.24792419266719,True,True,7.979041169996565,1.3762189723027127,0.2970643684352276,0.5166980877996229,0.1862375437651494,0.0,0.0,0.0,0.2697935256911873,0.3714896886169914,0.3587167856918213,0.0,0.0,0.0
Lingiari,LINGIARI,NT,Rural,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,2339.0,False,0.49210290739708495,16.51815130402413,11.927794960165027,ON,toward pooled evidence,11.927794960165027,True,True,6.257372163466444,1.0336022016172755,0.3505771697306541,0.1274048738777255,0.337751175716118,0.1842667806755023,0.0,0.0,0.2632837075426691,0.17330843731631654,0.25986312486386176,0.3035447302771526,0.0,0.0
Solomon,SOLOMON,NT,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,1036.0,False,0.4928760932248753,14.180972781712248,12.622012122154569,IND,away from local history,-12.622012122154569,True,True,3.1669782448416512,0.4491083229037428,0.1621621621621621,0.0945945945945946,0.1129343629343629,0.1872586872586872,0.443050193050193,0.0,0.14657255556658538,0.1464178082520788,0.1319609384950454,0.2582186258576431,0.3168300718286474,0.0
Kennedy,KENNEDY,QLD,Rural,ON|ALP+LNP+OTH,ON,ALP+LNP+OTH,9593.0,False,0.5,13.975875551201863,13.975875551201867,OTH,away from local history,-13.975875551201867,False,False,,0.0,0.0972584175961638,0.2351714792035859,0.0,0.0,0.0,0.6675701032002502,0.10505853799894957,0.3671301143128188,0.0,0.0,0.0,0.5278113476882317
Fremantle,FREMANTLE,WA,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,1902.0,False,0.4928760932248753,13.93366529830558,7.020432482200703,ON,toward pooled evidence,7.020432482200703,True,True,2.869154306143458,0.39977835790995125,0.14931650893796,0.0604626708727655,0.277602523659306,0.1887486855941114,0.323869610935857,0.0,0.1402412401905191,0.12959499903381422,0.21312193823168119,0.25895301041611846,0.25808881212786694,0.0
Moore,MOORE,WA,Outer metro,GRN|ALP+IND+LNP,GRN,ALP+IND+LNP,14857.0,False,0.4891380938285854,13.774806761258107,13.77480676125811,IND,toward pooled evidence,13.77480676125811,False,False,,0.0,0.7312378003634651,0.110991451840883,0.0,0.0,0.1577707477956519,0.0,0.6090577088980125,0.09542347569375456,0.0,0.0,0.295518815408233,0.0
Cowper,COWPER,NSW,Provincial,GRN|ALP+IND+LNP+ON+OTH,GRN,ALP+IND+LNP+ON+OTH,4901.0,False,0.4893801277488708,12.878046903317438,11.230368691186337,ALP,toward pooled evidence,11.230368691186337,False,False,,0.0,0.2293409508263619,0.0526423178943072,0.0,0.0310140787594368,0.5258110589675576,0.1611915935523362,0.34164463773822534,0.06351755430398473,0.0,0.03661562447107035,0.4254159892375886,0.132806194249131
Bradfield,BRADFIELD,NSW,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,7646.0,False,0.4928760932248753,12.36981205117376,10.954671695672264,ON,toward pooled evidence,10.954671695672264,True,True,4.123107562587689,0.5100206561598287,0.2613131048914465,0.2564739733193827,0.1225477373790217,0.1111692388176824,0.2484959455924666,0.0,0.19544168485855842,0.2262042840116224,0.13669914093403668,0.22071595577440506,0.22093893442137755,0.0
Kooyong,KOOYONG,VIC,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,2599.0,False,0.4928760932248753,12.257649056763842,7.893800251133964,LNP,away from local history,-7.893800251133964,True,True,1.8240606158540749,0.22358694887403774,0.0631011927664486,0.3524432474028472,0.0646402462485571,0.4132358599461331,0.1065794536360138,0.0,0.09774777197975716,0.2735052448915076,0.10815792293719917,0.36959737188983444,0.15099168830170165,0.0
Fisher,FISHER,QLD,Rural,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,10101.0,False,0.4928760932248753,12.233664985626195,12.233664985626191,ON,away from local history,-12.233664985626191,True,True,7.395687336295826,0.9047636121068132,0.0606870606870606,0.1201861201861201,0.0557370557370557,0.6071676071676072,0.1562221562221562,0.0,0.08946693582861015,0.15795824625440463,0.08565484710086482,0.4848309573113454,0.18208901350477508,0.0
Wentworth,WENTWORTH,NSW,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,1347.0,False,0.4928760932248753,12.228633737603218,9.363837353531409,ON,toward pooled evidence,9.363837353531409,False,False,,0.0,0.0927988121752041,0.1789161098737936,0.2806236080178174,0.1425389755011135,0.3051224944320713,0.0,0.1123850186120238,0.18797786727769206,0.21461095848760708,0.23617734903642762,0.24884880658624953,0.0
Mackellar,MACKELLAR,NSW,Outer metro,GRN|ALP+IND+LNP,GRN,ALP+IND+LNP,8252.0,False,0.4891380938285854,11.896098734916267,11.896098734916272,ALP,toward pooled evidence,11.896098734916272,False,False,,0.0,0.2592098885118759,0.1719583131362094,0.0,0.0,0.5688317983519147,0.0,0.3781708758610386,0.1252446900144623,0.0,0.0,0.49658443412449915,0.0
Lindsay,LINDSAY,NSW,Outer metro,IND|ALP+GRN+LNP+ON+OTH,IND,ALP+GRN+LNP+ON+OTH,1099.0,False,0.49468416109185825,11.804062444565433,11.804062444565433,OTH,away from local history,-11.804062444565433,False,False,,0.0,0.1392174704276615,0.1155595996360327,0.1119199272065514,0.1046405823475887,0.0,0.5286624203821656,0.16989582072995818,0.12271212267330579,0.17168963586002542,0.12508062480019932,0.0,0.4106217959365114
Hinkler,HINKLER,QLD,Provincial,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,9024.0,False,0.49210290739708495,11.79268141125357,11.79268141125357,ON,away from local history,-11.79268141125357,False,False,,0.0,0.1033909574468085,0.1466090425531915,0.1247783687943262,0.6252216312056738,0.0,0.0,0.14203712698663418,0.17720484879960685,0.17346320712062085,0.5072948170931381,0.0,0.0
Fowler,FOWLER,NSW,Outer metro,OTH|ALP+GRN+IND+LNP,OTH,ALP+GRN+IND+LNP,6414.0,False,0.49126663521074854,11.776713068903632,11.776713068903632,IND,away from local history,-11.776713068903632,False,False,,0.0,0.1035235422513252,0.1292485188649828,0.1283130651699407,0.0,0.6389148737137512,0.0,0.14529042944084852,0.17948065022608534,0.15408117730835125,0.0,0.521147743024715,0.0
McMahon,MCMAHON,NSW,Outer metro,IND|ALP+LNP,IND,ALP+LNP,15509.0,False,0.4842595328516168,11.381620102383138,11.381620102383144,ALP,toward pooled evidence,11.381620102383144,False,False,,0.0,0.391192210974273,0.608807789025727,0.0,0.0,0.0,0.0,0.5050084119981044,0.49499158800189563,0.0,0.0,0.0,0.0
Cooper,COOPER,VIC,Inner metro,OTH|ALP+GRN+LNP,OTH,ALP+GRN+LNP,13911.0,True,0.45391071729031285,11.358853666904443,11.358853666904444,GRN,away from local history,-11.358853666904444,False,False,,0.0,0.1879807346704047,0.1019337215153475,0.7100855438142477,0.0,0.0,0.0,0.22027929524436274,0.1832236976104339,0.5964970071452034,0.0,0.0,0.0
Curtin,CURTIN,WA,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,2368.0,False,0.4928760932248753,11.323786636636772,9.139664044052099,ON,toward pooled evidence,9.139664044052099,True,True,1.614392040064576,0.1828103100957602,0.2039695945945946,0.1537162162162162,0.2487331081081081,0.1469594594594594,0.2466216216216216,0.0,0.16717843953164563,0.17555744214206298,0.19889289348112132,0.2383560998999804,0.2200151249451897,0.0
Mayo,MAYO,SA,Rural,GRN|ALP+LNP+OTH,GRN,ALP+LNP+OTH,18794.0,False,0.4797856621489635,11.17581102600875,11.175811026008752,OTH,away from local history,-11.175811026008752,False,False,,0.0,0.491380227732255,0.0606576566989464,0.0,0.0,0.0,0.4479621155687985,0.5814883118424427,0.08230768284884626,0.0,0.0,0.0,0.33620400530871103
Wills,WILLS,VIC,Inner metro,OTH|ALP+GRN+LNP,OTH,ALP+GRN+LNP,13753.0,False,0.45391071729031285,10.859314856099328,10.859314856099333,GRN,away from local history,-10.859314856099333,False,False,,0.0,0.2091907220242856,0.0898713008070966,0.7009379771686177,0.0,0.0,0.0,0.2299067358178813,0.17774843557449418,0.5923448286076245,0.0,0.0,0.0
Parkes,PARKES,NSW,Rural,IND|ALP+GRN+LNP+ON+OTH,IND,ALP+GRN+LNP+ON+OTH,2720.0,False,0.49468416109185825,10.82058818092734,10.820588180927338,OTH,away from local history,-10.820588180927338,True,True,2.5571779339232847,0.27670169328338484,0.1279411764705882,0.13125,0.0772058823529411,0.1334558823529411,0.0,0.5301470588235294,0.1631246845246539,0.1322954775394405,0.1434392219799786,0.13919943894167092,0.0,0.42194117701425615
Banks,BANKS,NSW,Inner metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,7076.0,False,0.49210290739708495,10.753416454724507,10.753416454724507,ON,away from local history,-10.753416454724507,True,True,6.406929749608535,0.6889638379370439,0.1137648388920294,0.1787733182589033,0.1212549462973431,0.5862068965517241,0.0,0.0,0.14882295160092818,0.19266954305500228,0.17983477333959047,0.47867273200447913,0.0,0.0
Whitlam,WHITLAM,NSW,Provincial,IND|ALP+GRN+LNP+ON,IND,ALP+GRN+LNP+ON,7953.0,False,0.49547153734336485,10.65168856425299,8.657172891598714,ON,away from local history,-8.657172891598714,True,True,9.450863440429332,1.0066765403073776,0.1610712938513768,0.2317364516534641,0.1645919778699861,0.4426002766251729,0.0,0.0,0.2068394711907871,0.21179129492692136,0.22534068617310576,0.3560285477091858,0.0,0.0
Indi,INDI,VIC,Rural,GRN|ALP+IND+LNP+ON,GRN,ALP+IND+LNP+ON,5010.0,False,0.4931708529322558,10.63598360440673,9.65604985089447,ALP,toward pooled evidence,9.65604985089447,False,False,,0.0,0.2469061876247505,0.059880239520958,0.0,0.1333333333333333,0.5598802395209581,0.0,0.34346668613369524,0.06967957705608054,0.0,0.10506842188837257,0.4817853149218516,0.0
Paterson,PATERSON,NSW,Provincial,GRN|ALP+IND+LNP+ON,GRN,ALP+IND+LNP+ON,10079.0,False,0.4931708529322558,10.449062603446995,10.44906260344699,ALP,away from local history,-10.44906260344699,True,True,10.149432339295313,1.0605205390274621,0.686179184442901,0.064292092469491,0.0,0.0663756325032245,0.1831530905843833,0.0,0.5816885584084313,0.07170018484337083,0.0,0.07120213902146419,0.2754091177267338,0.0
Blaxland,BLAXLAND,NSW,Inner metro,IND|ALP+LNP,IND,ALP+LNP,21041.0,False,0.4842595328516168,10.348899478500494,10.348899478500496,ALP,away from local history,-10.348899478500496,False,False,,0.0,0.840834561095005,0.159165438904995,0.0,0.0,0.0,0.0,0.73734556631,0.2626544336899999,0.0,0.0,0.0,0.0
Moore,MOORE,WA,Outer metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,14125.0,False,0.4928760932248753,10.20035132844819,10.20035132844819,ON,toward pooled evidence,10.20035132844819,True,True,4.18952902191621,0.42734667924275255,0.1636106194690265,0.2446725663716814,0.1865486725663716,0.1427964601769911,0.2623716814159292,0.0,0.14268842948029384,0.23036859328542164,0.15469105611598932,0.24479997346147303,0.22745194765682214,0.0
Clark,CLARK,TAS,Inner metro,GRN|ALP+IND+LNP,GRN,ALP+IND+LNP,9074.0,False,0.4891380938285854,10.182082769337404,10.182082769337397,IND,away from local history,-10.182082769337397,False,False,,0.0,0.2612960105796782,0.0337227242671368,0.0,0.0,0.7049812651531849,0.0,0.34220967168214617,0.054629890858042957,0.0,0.0,0.603160437459811,0.0
Brand,BRAND,WA,Outer metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,7935.0,False,0.49210290739708495,9.981123922773898,6.183739312660041,ON,toward pooled evidence,6.183739312660041,True,True,7.994820783760155,0.7979729698307845,0.2681789540012602,0.1266540642722117,0.3275362318840579,0.27763074984247,0.0,0.0,0.22384872452558008,0.16462791037335026,0.2720552221319992,0.3394681429690705,0.0,0.0
Eden-Monaro,EDEN-MONARO,NSW,Rural,IND|ALP+GRN+LNP+ON,IND,ALP+GRN+LNP+ON,4857.0,False,0.49547153734336485,9.975728336484266,6.843129780774465,ON,away from local history,-6.843129780774465,False,False,,0.0,0.1723285978999382,0.2633312744492485,0.1572987440807082,0.407041383570105,0.0,0.0,0.21129250698548185,0.2320052888921505,0.21809211836000728,0.3386100857623604,0.0,0.0
Goldstein,GOLDSTEIN,VIC,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,3743.0,False,0.4928760932248753,9.929384093304458,7.917078592144139,ON,away from local history,-7.917078592144139,True,True,2.822021866,0.28020939027217767,0.1354528453112476,0.2324338765695965,0.056104728827144,0.4833021640395404,0.0927063852524712,0.0,0.13340817182440132,0.21435549504483975,0.10395097045688022,0.4041313781180992,0.14415398455577963,0.0
Calwell,CALWELL,VIC,Outer metro,GRN|ALP+IND+LNP,GRN,ALP+IND+LNP,14946.0,False,0.4891380938285854,9.927640954471181,9.927640954471183,ALP,away from local history,-9.927640954471183,False,False,,0.0,0.6864043891342165,0.0661715509166332,0.0,0.0,0.2474240599491503,0.0,0.5871279795895047,0.07350035479008095,0.0,0.0,0.3393716656204143,0.0
Cunningham,CUNNINGHAM,NSW,Provincial,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,4705.0,False,0.49210290739708495,9.871405259164336,8.796892518205784,GRN,away from local history,-8.796892518205784,True,True,3.0641910909693584,0.30247872050479424,0.2006376195536663,0.1239107332624867,0.393836344314559,0.281615302869288,0.0,0.0,0.18989249214408083,0.16603494480465275,0.30586741913250115,0.3382051439187653,0.0,0.0
Flynn,FLYNN,QLD,Rural,IND|ALP+GRN+LNP+ON+OTH,IND,ALP+GRN+LNP+ON+OTH,5023.0,False,0.49468416109185825,9.800235482312484,5.639821941190181,ALP,away from local history,-5.639821941190181,True,True,4.931102928901378,0.48325969890754306,0.3091777822018713,0.1088990643042006,0.1447342225761497,0.2271550866016325,0.0,0.2100338443161457,0.25277956278996955,0.12123882366514588,0.17684442231322217,0.18555095119040954,0.0,0.2635862400412529
Melbourne,MELBOURNE,VIC,Inner metro,ON|ALP+GRN+IND+LNP,ON,ALP+GRN+IND+LNP,2624.0,False,0.49624702142853383,9.798557098298662,8.955964409971601,LNP,toward pooled evidence,8.955964409971601,False,False,,0.0,0.2076981707317073,0.3902439024390244,0.0514481707317073,0.0,0.3506097560975609,0.0,0.15257111718260724,0.47980354653874047,0.05987409761497794,0.0,0.30775123866367443,0.0
Monash,MONASH,VIC,Rural,ON|ALP+IND+LNP+OTH,ON,ALP+IND+LNP+OTH,10662.0,False,0.5,9.64795322385362,8.517398236728567,OTH,away from local history,-8.517398236728567,False,False,,0.0,0.1539110861001688,0.2992871881448133,0.0,0.0,0.1303695366722941,0.4164321890827236,0.14260553622891833,0.37804767568765885,0.0,0.0,0.14808858136798486,0.33125820671543804
Clark,CLARK,TAS,Inner metro,ON|ALP+GRN+IND+LNP,ON,ALP+GRN+IND+LNP,2834.0,False,0.49624702142853383,9.634230092464314,9.150625999536116,LNP,toward pooled evidence,9.150625999536116,False,False,,0.0,0.1651376146788991,0.386379675370501,0.0585744530698659,0.0,0.3899082568807339,0.0,0.131450568011059,0.4778859353658622,0.06341049399914792,0.0,0.3272530026239309,0.0
Maranoa,MARANOA,QLD,Rural,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,14471.0,False,0.49210290739708495,9.600764618586402,7.795204322324295,ON,away from local history,-7.795204322324295,False,False,,0.0,0.1347522631469836,0.2533342547163292,0.0393200193490429,0.5725934627876442,0.0,0.0,0.1570756435241406,0.23527865175370818,0.11300428515774998,0.4946414195644013,0.0,0.0
Braddon,BRADDON,TAS,Rural,ON|ALP+LNP,ON,ALP+LNP,10932.0,False,0.49385098454142856,9.600344269557398,9.600344269557404,LNP,toward pooled evidence,9.600344269557404,False,False,,0.0,0.460300036589828,0.539699963410172,0.0,0.0,0.0,0.0,0.36429659389425406,0.635703406105746,0.0,0.0,0.0,0.0
Richmond,RICHMOND,NSW,Rural,IND|ALP+GRN+LNP+ON+OTH,IND,ALP+GRN+LNP+ON+OTH,2503.0,False,0.49468416109185825,9.525596918758811,8.176752934486098,OTH,away from local history,-8.176752934486098,False,False,,0.0,0.1118657610866959,0.1574111066719936,0.1054734318817419,0.1474230922892529,0.0,0.4778266080703156,0.15517243115127,0.14523696264671024,0.15742273100475598,0.14610879647180922,0.0,0.39605907872545465
Hindmarsh,HINDMARSH,SA,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,4703.0,False,0.4928760932248753,9.438856353893776,6.646846490799802,GRN,away from local history,-6.646846490799802,False,False,,0.0,0.1864767169891558,0.152881139698065,0.2815224324899,0.3059749096321497,0.0731448011907293,0.0,0.15855661835821605,0.1751458528902528,0.2150539675819021,0.3167310137434908,0.1345125474261383,0.0
Griffith,GRIFFITH,QLD,Inner metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,5247.0,False,0.49210290739708495,9.365234448403752,5.9956744406393385,GRN,toward pooled evidence,5.9956744406393385,True,True,3.3031787958018097,0.3093504384767993,0.1164474938059843,0.3007432818753573,0.1185439298646845,0.4642652944539737,0.0,0.0,0.15014309388362845,0.25269131676577594,0.1785006742710779,0.4186649150795177,0.0,0.0
Kooyong,KOOYONG,VIC,Inner metro,GRN|ALP+IND+LNP,GRN,ALP+IND+LNP,9219.0,False,0.4891380938285854,9.3098536114829,9.309853611482898,ALP,toward pooled evidence,9.309853611482898,False,False,,0.0,0.2374444082872329,0.0754962577286039,0.0,0.0,0.6870593339841632,0.0,0.3305429444020619,0.07506291738786959,0.0,0.0,0.5943941382100685,0.0
Bullwinkel,BULLWINKEL,WA,Outer metro,ON|ALP+GRN+LNP,ON,ALP+GRN+LNP,12102.0,False,0.4973863553484676,9.234312365696647,9.23431236569665,LNP,away from local history,-9.23431236569665,False,False,,0.0,0.0950256156007271,0.7872252520244588,0.117749132374814,0.0,0.0,0.0,0.14108856302995698,0.6948821283674924,0.16402930860255058,0.0,0.0,0.0
Adelaide,ADELAIDE,SA,Inner metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,7256.0,False,0.49210290739708495,9.232242368972157,4.967462866785458,ALP,away from local history,-4.967462866785458,True,True,5.064865080949351,0.467600619934682,0.2805953693495038,0.1214167585446527,0.3205622932745314,0.277425578831312,0.0,0.0,0.23092074068164928,0.16444421326132502,0.27791449825266445,0.3267205478043613,0.0,0.0
Hawke,HAWKE,VIC,Provincial,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,11602.0,False,0.49210290739708495,9.218752115894327,7.407905308327373,GRN,away from local history,-7.407905308327373,False,False,,0.0,0.2151353214962937,0.1580761937596966,0.3664885364592312,0.2602999482847785,0.0,0.0,0.19702685342062415,0.18284786724788998,0.29240948337595746,0.32771579595552836,0.0,0.0
Cook,COOK,NSW,Inner metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,6524.0,False,0.49210290739708495,9.194617521848167,6.535806326434944,GRN,toward pooled evidence,6.535806326434944,True,True,5.892642783764294,0.5418059658959133,0.1304414469650521,0.3303188228080932,0.1079092581238504,0.4313304721030043,0.0,0.0,0.15702955891918435,0.2672455264466168,0.17326732138819984,0.40245759324599906,0.0,0.0
Bradfield,BRADFIELD,NSW,Inner metro,ON|ALP+GRN+IND+LNP+OTH,ON,ALP+GRN+IND+LNP+OTH,2555.0,False,0.49390997044238744,9.048540584432935,9.04854058443293,LNP,away from local history,-9.04854058443293,False,False,,0.0,0.061839530332681,0.5996086105675147,0.0426614481409002,0.0,0.1185909980430528,0.1772994129158512,0.08127570632041896,0.5091232047231855,0.05495457608120694,0.0,0.16005854416911686,0.1945879687060719
Cowan,COWAN,WA,Inner metro,IND|ALP+GRN+LNP+ON+OTH,IND,ALP+GRN+LNP+ON+OTH,3941.0,False,0.49468416109185825,8.886230979995553,7.928856744076795,GRN,away from local history,-7.928856744076795,True,True,3.3033630639339324,0.2935444719690274,0.1750824663790916,0.1009895965490992,0.4148693225069779,0.1575742197411824,0.0,0.1514843948236488,0.1922034373696336,0.11828527164036978,0.33558075506621,0.14800047738199487,0.0,0.20593005854179183
Gippsland,GIPPSLAND,VIC,Rural,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,3416.0,False,0.49210290739708495,8.847282674486904,8.847282674486905,LNP,away from local history,-8.847282674486905,True,True,3.5642421309643577,0.3153385765295724,0.0998243559718969,0.3919789227166276,0.0922131147540983,0.415983606557377,0.0,0.0,0.13988751885398493,0.30350609597175865,0.13903313118780913,0.4175732539864473,0.0,0.0
Dunkley,DUNKLEY,VIC,Outer metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,8897.0,False,0.49210290739708495,8.821826066731202,7.01766090569188,ON,toward pooled evidence,7.01766090569188,True,True,9.170738823674684,0.8090266280587717,0.2568281443183095,0.1658986175115207,0.3160615937956614,0.2612116443745083,0.0,0.0,0.21826295807928903,0.18394026912191389,0.2664085193673699,0.33138825343142714,0.0,0.0
Parramatta,PARRAMATTA,NSW,Inner metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,4363.0,False,0.4928760932248753,8.799592871547837,7.021664201552416,IND,toward pooled evidence,7.021664201552416,False,False,,0.0,0.1196424478569791,0.1735044694017877,0.256474902589961,0.3946825578730231,0.0556956222782489,0.0,0.12561560489480894,0.18531059906391217,0.20270863889988688,0.360452892847619,0.12591226429377309,0.0
Barton,BARTON,NSW,Inner metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,7233.0,False,0.49210290739708495,8.723832969931324,8.723832969931323,ON,away from local history,-8.723832969931323,True,True,5.89991441870799,0.5146986792569797,0.1364579012857735,0.186091524955067,0.1312042029586617,0.5462463708004978,0.0,0.0,0.1599902735826331,0.19627085384711723,0.18473083146906516,0.45900804110118454,0.0,0.0
Monash,MONASH,VIC,Rural,GRN|ALP+IND+LNP+ON+OTH,GRN,ALP+IND+LNP+ON+OTH,6197.0,False,0.4893801277488708,8.50889242030766,8.426367804824169,IND,away from local history,-8.426367804824169,False,False,,0.0,0.3611424883007907,0.0495401000484105,0.0,0.0476036791996127,0.4789414232693239,0.0627723091818621,0.4140837197138947,0.06216700079886642,0.0,0.04677843304477779,0.39467774522108223,0.08229310122137887
Lalor,LALOR,VIC,Outer metro,OTH|ALP+GRN+IND+LNP+ON,OTH,ALP+GRN+IND+LNP+ON,6334.0,False,0.4928760932248753,8.448443926121227,7.659806474452266,IND,toward pooled evidence,7.659806474452266,False,False,,0.0,0.1957688664351121,0.2374486896116198,0.1959267445532049,0.3283864856330912,0.0424692137669718,0.0,0.15853846060989882,0.22680811712998447,0.15931328359884137,0.3362728601497808,0.11906727851149446,0.0
Chifley,CHIFLEY,NSW,Outer metro,IND|ALP+GRN+LNP+ON+OTH,IND,ALP+GRN+LNP+ON+OTH,1519.0,False,0.49468416109185825,8.442889886102213,8.442889886102211,OTH,away from local history,-8.442889886102211,False,False,,0.0,0.1981566820276497,0.0994075049374588,0.140882159315339,0.0994075049374588,0.0,0.4621461487820935,0.1990521151757139,0.11472193725746552,0.1860167933541087,0.12249190429164047,0.0,0.3777172499210715
Boothby,BOOTHBY,SA,Outer metro,OTH|ALP+GRN+LNP+ON,OTH,ALP+GRN+LNP+ON,5601.0,False,0.49210290739708495,8.396034297405327,7.137021916985908,ON,away from local history,-7.137021916985908,False,False,,0.0,0.1203356543474379,0.2262096054276022,0.1135511515800749,0.5399035886448849,0.0,0.0,0.15109460692675564,0.21361948162340805,0.16675254197481046,0.4685333694750259,0.0,0.0
