State,DivisionID,Electorate,EliminatedModelCategory,FinishPosition,CategoryExitCount,AliveModelCategoriesAfter,RecipientModelCategory,ObservedExitShare,PassThroughShare,ShareDelta,AbsoluteShareDelta
NSW,149,Sydney,ON,4,2,ALP>LNP>GRN,GRN,0.13909677419354838,0.13909677419354838,0.0,0.0
NSW,149,Sydney,ON,4,2,ALP>LNP>GRN,LNP,0.7083870967741935,0.7083870967741935,0.0,0.0
NSW,149,Sydney,OTH,5,1,ALP>LNP>GRN>ON,ALP,0.20707070707070707,0.20707070707070707,0.0,0.0
NSW,149,Sydney,OTH,5,1,ALP>LNP>GRN>ON,GRN,0.6510942760942761,0.6510942760942761,0.0,0.0
NSW,149,Sydney,OTH,5,1,ALP>LNP>GRN>ON,LNP,0.06734006734006734,0.06734006734006734,0.0,0.0
NSW,149,Sydney,OTH,5,1,ALP>LNP>GRN>ON,ON,0.07449494949494949,0.07449494949494949,0.0,0.0
NSW,150,Whitlam,GRN,3,8,ALP>LNP,ALP,0.7113670941099761,0.7113670941099761,0.0,0.0
NSW,150,Whitlam,GRN,3,8,ALP>LNP,LNP,0.2886329058900239,0.2886329058900239,0.0,0.0
NSW,150,Whitlam,ON,4,7,ALP>LNP>GRN,ALP,0.22811012212792384,0.22811012212792384,0.0,0.0
NSW,150,Whitlam,ON,4,7,ALP>LNP>GRN,GRN,0.17932795142482577,0.17932795142482577,0.0,0.0
NSW,150,Whitlam,ON,4,7,ALP>LNP>GRN,LNP,0.5925619264472504,0.5925619264472504,0.0,0.0
NSW,150,Whitlam,OTH,5,6,ALP>LNP>GRN>ON,ALP,0.16107129385137683,0.20068815392177516,0.03961686007039833,0.03961686007039833
NSW,150,Whitlam,OTH,5,6,ALP>LNP>GRN>ON,GRN,0.16459197786998617,0.15778386349273224,-0.0068081143772539265,0.0068081143772539265
NSW,150,Whitlam,OTH,5,6,ALP>LNP>GRN>ON,LNP,0.2317364516534641,0.2122041991433186,-0.01953225251014551,0.01953225251014551
NSW,150,Whitlam,OTH,5,6,ALP>LNP>GRN>ON,ON,0.4426002766251729,0.4293237834421739,-0.01327649318299895,0.01327649318299895
NSW,151,Warringah,ALP,3,6,LNP>IND,IND,0.8150438169425511,0.8150438169425511,0.0,0.0
NSW,151,Warringah,ALP,3,6,LNP>IND,LNP,0.18495618305744888,0.18495618305744888,0.0,0.0
NSW,151,Warringah,GRN,4,5,ALP>LNP>IND,ALP,0.3004369300911854,0.3004369300911854,0.0,0.0
NSW,151,Warringah,GRN,4,5,ALP>LNP>IND,IND,0.6248100303951368,0.6248100303951368,0.0,0.0
NSW,151,Warringah,GRN,4,5,ALP>LNP>IND,LNP,0.07475303951367782,0.07475303951367782,0.0,0.0
NSW,151,Warringah,ON,5,4,ALP>LNP>GRN>IND,ALP,0.068662455369404,0.068662455369404,0.0,0.0
NSW,151,Warringah,ON,5,4,ALP>LNP>GRN>IND,GRN,0.06619060697610546,0.06619060697610546,0.0,0.0
NSW,151,Warringah,ON,5,4,ALP>LNP>GRN>IND,IND,0.1746772864597638,0.1746772864597638,0.0,0.0
NSW,151,Warringah,ON,5,4,ALP>LNP>GRN>IND,LNP,0.6904696511947267,0.6904696511947267,0.0,0.0
NSW,151,Warringah,OTH,6,3,ALP>LNP>GRN>ON>IND,ALP,0.05682421667551779,0.09506353861192571,0.038239321936407916,0.038239321936407916
NSW,151,Warringah,OTH,6,3,ALP>LNP>GRN>ON>IND,GRN,0.04779607010090282,0.05767350928641251,0.009877439185509693,0.009877439185509693
NSW,151,Warringah,OTH,6,3,ALP>LNP>GRN>ON>IND,IND,0.10249601699415826,0.18890518084066474,0.08640916384650647,0.08640916384650647
NSW,151,Warringah,OTH,6,3,ALP>LNP>GRN>ON>IND,LNP,0.23579394583112057,0.2519550342130987,0.01616108838197816,0.01616108838197816
NSW,151,Warringah,OTH,6,3,ALP>LNP>GRN>ON>IND,ON,0.5570897503983006,0.40640273704789837,-0.1506870133504022,0.1506870133504022
NSW,152,Wentworth,ALP,3,4,LNP>IND,IND,0.8465443995440887,0.8465443995440887,0.0,0.0
NSW,152,Wentworth,ALP,3,4,LNP>IND,LNP,0.1534556004559113,0.1534556004559113,0.0,0.0
NSW,152,Wentworth,GRN,4,3,ALP>LNP>IND,ALP,0.3546099290780142,0.3546099290780142,0.0,0.0
NSW,152,Wentworth,GRN,4,3,ALP>LNP>IND,IND,0.5818980074299224,0.5818980074299224,0.0,0.0
NSW,152,Wentworth,GRN,4,3,ALP>LNP>IND,LNP,0.06349206349206349,0.06349206349206349,0.0,0.0
NSW,152,Wentworth,ON,5,2,ALP>LNP>GRN>IND,ALP,0.07028753993610223,0.07028753993610223,0.0,0.0
NSW,152,Wentworth,ON,5,2,ALP>LNP>GRN>IND,GRN,0.07987220447284345,0.07987220447284345,0.0,0.0
NSW,152,Wentworth,ON,5,2,ALP>LNP>GRN>IND,IND,0.17820376286829961,0.17820376286829961,0.0,0.0
NSW,152,Wentworth,ON,5,2,ALP>LNP>GRN>IND,LNP,0.6716364927227547,0.6716364927227547,0.0,0.0
NSW,152,Wentworth,OTH,6,1,ALP>LNP>GRN>ON>IND,ALP,0.09279881217520415,0.09279881217520415,0.0,0.0
NSW,152,Wentworth,OTH,6,1,ALP>LNP>GRN>ON>IND,GRN,0.2806236080178174,0.2806236080178174,0.0,0.0
NSW,152,Wentworth,OTH,6,1,ALP>LNP>GRN>ON>IND,IND,0.3051224944320713,0.3051224944320713,0.0,0.0
NSW,152,Wentworth,OTH,6,1,ALP>LNP>GRN>ON>IND,LNP,0.1789161098737936,0.1789161098737936,0.0,0.0
NSW,152,Wentworth,OTH,6,1,ALP>LNP>GRN>ON>IND,ON,0.14253897550111358,0.14253897550111358,0.0,0.0
NSW,153,Werriwa,GRN,3,7,ALP>LNP,ALP,0.7268239564428313,0.7268239564428313,0.0,0.0
NSW,153,Werriwa,GRN,3,7,ALP>LNP,LNP,0.2731760435571688,0.2731760435571688,0.0,0.0
NSW,153,Werriwa,ON,4,6,ALP>LNP>GRN,ALP,0.19200113862795332,0.19200113862795332,0.0,0.0
NSW,153,Werriwa,ON,4,6,ALP>LNP>GRN,GRN,0.21989752348420152,0.21989752348420152,0.0,0.0
NSW,153,Werriwa,ON,4,6,ALP>LNP>GRN,LNP,0.5881013378878451,0.5881013378878451,0.0,0.0
NSW,153,Werriwa,OTH,5,5,ALP>LNP>GRN>ON,ALP,0.2433821639681316,0.2241796200345423,-0.019202543933589278,0.019202543933589278
NSW,153,Werriwa,OTH,5,5,ALP>LNP>GRN>ON,GRN,0.30300693909020815,0.21442141623488772,-0.08858552285532043,0.08858552285532043
NSW,153,Werriwa,OTH,5,5,ALP>LNP>GRN>ON,LNP,0.20226162940118222,0.2568221070811744,0.0545604776799922,0.0545604776799922
NSW,153,Werriwa,OTH,5,5,ALP>LNP>GRN>ON,ON,0.25134926754047804,0.3045768566493955,0.05322758910891745,0.05322758910891745
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,ALP,0.686179184442901,0.686179184442901,0.0,0.0
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,IND,0.18315309058438337,0.18315309058438337,0.0,0.0
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,LNP,0.06429209246949102,0.06429209246949102,0.0,0.0
NSW,249,Paterson,GRN,5,6,ALP>LNP>ON>IND,ON,0.06637563250322452,0.06637563250322452,0.0,0.0
NSW,249,Paterson,IND,3,8,ALP>LNP,ALP,0.4985111056870881,0.4985111056870881,0.0,0.0
NSW,249,Paterson,IND,3,8,ALP>LNP,LNP,0.5014888943129119,0.5014888943129119,0.0,0.0
NSW,249,Paterson,ON,4,7,ALP>LNP>IND,ALP,0.16739148272749652,0.16739148272749652,0.0,0.0
NSW,249,Paterson,ON,4,7,ALP>LNP>IND,IND,0.4503979650447198,0.4503979650447198,0.0,0.0
NSW,249,Paterson,ON,4,7,ALP>LNP>IND,LNP,0.3822105522277837,0.3822105522277837,0.0,0.0
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,ALP,0.2241603265912043,0.20239510786478682,-0.021765218726417485,0.021765218726417485
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,GRN,0.23547968083132306,0.15797519959232206,-0.077504481239001,0.077504481239001
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,IND,0.20263499721655223,0.21955155427212503,0.016916557055572795,0.016916557055572795
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,LNP,0.16106884394136203,0.14285714285714285,-0.018211701084219184,0.018211701084219184
NSW,249,Paterson,OTH,6,5,ALP>LNP>GRN>ON>IND,ON,0.17665615141955837,0.2772209954136232,0.10056484399406485,0.10056484399406485
NSW,250,Riverina,GRN,6,8,ALP>LNP>ON>IND>OTH,ALP,0.5011994516792323,0.5011994516792323,0.0,0.0
NSW,250,Riverina,GRN,6,8,ALP>LNP>ON>IND>OTH,IND,0.19465387251542152,0.19465387251542152,0.0,0.0
NSW,250,Riverina,GRN,6,8,ALP>LNP>ON>IND>OTH,LNP,0.08019191226867718,0.08019191226867718,0.0,0.0
NSW,250,Riverina,GRN,6,8,ALP>LNP>ON>IND>OTH,ON,0.07470870459218643,0.07470870459218643,0.0,0.0
NSW,250,Riverina,GRN,6,8,ALP>LNP>ON>IND>OTH,OTH,0.14924605894448253,0.14924605894448253,0.0,0.0
NSW,250,Riverina,IND,4,10,ALP>LNP>ON,ALP,0.46064245405874693,0.46064245405874693,0.0,0.0
NSW,250,Riverina,IND,4,10,ALP>LNP>ON,LNP,0.31471567066994643,0.31471567066994643,0.0,0.0
NSW,250,Riverina,IND,4,10,ALP>LNP>ON,ON,0.2246418752713066,0.2246418752713066,0.0,0.0
NSW,250,Riverina,ON,3,11,ALP>LNP,ALP,0.36277393036713784,0.36277393036713784,0.0,0.0
NSW,250,Riverina,ON,3,11,ALP>LNP,LNP,0.6372260696328621,0.6372260696328621,0.0,0.0
NSW,250,Riverina,OTH,5,9,ALP>LNP>ON>IND,ALP,0.10535886191036474,0.1659315092011742,0.06057264729080945,0.06057264729080945
NSW,250,Riverina,OTH,5,9,ALP>LNP>ON>IND,IND,0.3556530110172211,0.2659885630754535,-0.08966444794176759,0.08966444794176759
NSW,250,Riverina,OTH,5,9,ALP>LNP>ON>IND,LNP,0.2843084821906086,0.24266599485997867,-0.041642487330629946,0.041642487330629946
NSW,250,Riverina,OTH,5,9,ALP>LNP>ON>IND,ON,0.25467964488180556,0.32541393286339365,0.0707342879815881,0.0707342879815881
NSW,251,Watson,GRN,4,6,ALP>LNP>IND,ALP,0.5085465182975795,0.5085465182975795,0.0,0.0
NSW,251,Watson,GRN,4,6,ALP>LNP>IND,IND,0.37191694390271884,0.3719169439027188,-5.551115123125783e-17,5.551115123125783e-17
NSW,251,Watson,GRN,4,6,ALP>LNP>IND,LNP,0.11953653779970173,0.11953653779970173,0.0,0.0
NSW,251,Watson,LNP,3,7,ALP>IND,ALP,0.4840109639104614,0.4840109639104614,0.0,0.0
NSW,251,Watson,LNP,3,7,ALP>IND,IND,0.5159890360895386,0.5159890360895386,0.0,0.0
NSW,251,Watson,ON,6,4,ALP>LNP>GRN>IND>OTH,ALP,0.14035087719298245,0.14035087719298245,0.0,0.0
NSW,251,Watson,ON,6,4,ALP>LNP>GRN>IND>OTH,GRN,0.09149797570850203,0.09149797570850203,0.0,0.0
NSW,251,Watson,ON,6,4,ALP>LNP>GRN>IND>OTH,IND,0.14871794871794872,0.14871794871794872,0.0,0.0
NSW,251,Watson,ON,6,4,ALP>LNP>GRN>IND>OTH,LNP,0.36140350877192984,0.36140350877192984,0.0,0.0
NSW,251,Watson,ON,6,4,ALP>LNP>GRN>IND>OTH,OTH,0.258029689608637,0.258029689608637,0.0,0.0
NSW,251,Watson,OTH,5,5,ALP>LNP>GRN>IND,ALP,0.22712933753943218,0.23098354578876626,0.003854208249334079,0.003854208249334079
NSW,251,Watson,OTH,5,5,ALP>LNP>GRN>IND,GRN,0.0569794952681388,0.12603854112665047,0.06905904585851166,0.06905904585851166
NSW,251,Watson,OTH,5,5,ALP>LNP>GRN>IND,IND,0.37795741324921134,0.31564461279165545,-0.062312800457555884,0.062312800457555884
NSW,251,Watson,OTH,5,5,ALP>LNP>GRN>IND,LNP,0.3379337539432177,0.32733330029292773,-0.010600453650289943,0.010600453650289943
NSW,315,McMahon,GRN,4,2,ALP>LNP>IND,ALP,0.6128055149362858,0.6128055149362858,0.0,0.0
NSW,315,McMahon,GRN,4,2,ALP>LNP>IND,IND,0.3049926885314393,0.3049926885314393,0.0,0.0
NSW,315,McMahon,GRN,4,2,ALP>LNP>IND,LNP,0.08220179653227491,0.08220179653227491,0.0,0.0
NSW,315,McMahon,IND,3,3,ALP>LNP,ALP,0.391192210974273,0.391192210974273,0.0,0.0
NSW,315,McMahon,IND,3,3,ALP>LNP,LNP,0.608807789025727,0.608807789025727,0.0,0.0
NSW,315,McMahon,ON,5,1,ALP>LNP>GRN>IND,ALP,0.14875936329588016,0.14875936329588016,0.0,0.0
NSW,315,McMahon,ON,5,1,ALP>LNP>GRN>IND,GRN,0.0761938202247191,0.0761938202247191,0.0,0.0
NSW,315,McMahon,ON,5,1,ALP>LNP>GRN>IND,IND,0.34831460674157305,0.34831460674157305,0.0,0.0
NSW,315,McMahon,ON,5,1,ALP>LNP>GRN>IND,LNP,0.4267322097378277,0.4267322097378277,0.0,0.0
NT,306,Lingiari,GRN,3,4,ALP>LNP,ALP,0.763465282284231,0.763465282284231,0.0,0.0
NT,306,Lingiari,GRN,3,4,ALP>LNP,LNP,0.23653471771576898,0.23653471771576895,-2.7755575615628914e-17,2.7755575615628914e-17
NT,306,Lingiari,ON,4,3,ALP>LNP>GRN,ALP,0.1371904448827526,0.1371904448827526,0.0,0.0
NT,306,Lingiari,ON,4,3,ALP>LNP>GRN,GRN,0.15954415954415954,0.15954415954415954,0.0,0.0
NT,306,Lingiari,ON,4,3,ALP>LNP>GRN,LNP,0.7032653955730879,0.7032653955730879,0.0,0.0
NT,306,Lingiari,OTH,5,2,ALP>LNP>GRN>ON,ALP,0.3648293963254593,0.3505771697306541,-0.014252226594805184,0.014252226594805184
NT,306,Lingiari,OTH,5,2,ALP>LNP>GRN>ON,GRN,0.3989501312335958,0.337751175716118,-0.06119895551747778,0.06119895551747778
NT,306,Lingiari,OTH,5,2,ALP>LNP>GRN>ON,LNP,0.10695538057742782,0.12740487387772553,0.020449493300297716,0.020449493300297716
NT,306,Lingiari,OTH,5,2,ALP>LNP>GRN>ON,ON,0.12926509186351706,0.18426678067550234,0.05500168881198528,0.05500168881198528
NT,307,Solomon,GRN,4,4,ALP>LNP>IND,ALP,0.38848039215686275,0.3884803921568627,-5.551115123125783e-17,5.551115123125783e-17
NT,307,Solomon,GRN,4,4,ALP>LNP>IND,IND,0.4600183823529412,0.4600183823529412,0.0,0.0
NT,307,Solomon,GRN,4,4,ALP>LNP>IND,LNP,0.15150122549019607,0.15150122549019607,0.0,0.0
NT,307,Solomon,IND,3,5,ALP>LNP,ALP,0.6534509264503601,0.6534509264503601,0.0,0.0
NT,307,Solomon,IND,3,5,ALP>LNP,LNP,0.34654907354963993,0.34654907354963993,0.0,0.0
NT,307,Solomon,ON,5,3,ALP>LNP>GRN>IND,ALP,0.07617695765318193,0.07617695765318193,0.0,0.0
NT,307,Solomon,ON,5,3,ALP>LNP>GRN>IND,GRN,0.05772415424651053,0.05772415424651053,0.0,0.0
NT,307,Solomon,ON,5,3,ALP>LNP>GRN>IND,IND,0.3302578660988881,0.3302578660988881,0.0,0.0
NT,307,Solomon,ON,5,3,ALP>LNP>GRN>IND,LNP,0.5358410220014195,0.5358410220014195,0.0,0.0
NT,307,Solomon,OTH,6,2,ALP>LNP>GRN>ON>IND,ALP,0.16180371352785147,0.16216216216216217,0.0003584486343106985,0.0003584486343106985
NT,307,Solomon,OTH,6,2,ALP>LNP>GRN>ON>IND,GRN,0.10079575596816977,0.11293436293436293,0.012138606966193163,0.012138606966193163
NT,307,Solomon,OTH,6,2,ALP>LNP>GRN>ON>IND,IND,0.513262599469496,0.44305019305019305,-0.07021240641930299,0.07021240641930299
NT,307,Solomon,OTH,6,2,ALP>LNP>GRN>ON>IND,LNP,0.08090185676392574,0.0945945945945946,0.013692737830668864,0.013692737830668864
NT,307,Solomon,OTH,6,2,ALP>LNP>GRN>ON>IND,ON,0.14323607427055704,0.18725868725868725,0.044022612988130205,0.044022612988130205
QLD,155,Bowman,GRN,3,5,ALP>LNP,ALP,0.7700541049164903,0.7700541049164903,0.0,0.0
QLD,155,Bowman,GRN,3,5,ALP>LNP,LNP,0.22994589508350977,0.22994589508350977,0.0,0.0
QLD,155,Bowman,ON,4,4,ALP>LNP>GRN,ALP,0.16951199871154776,0.16951199871154776,0.0,0.0
QLD,155,Bowman,ON,4,4,ALP>LNP>GRN,GRN,0.19979062650990498,0.19979062650990498,0.0,0.0
QLD,155,Bowman,ON,4,4,ALP>LNP>GRN,LNP,0.6306973747785473,0.6306973747785473,0.0,0.0
QLD,155,Bowman,OTH,5,3,ALP>LNP>GRN>ON,ALP,0.11446028513238289,0.18128765060240964,0.06682736547002675,0.06682736547002675
QLD,155,Bowman,OTH,5,3,ALP>LNP>GRN>ON,GRN,0.1065173116089613,0.17262801204819278,0.06611070043923148,0.06611070043923148
QLD,155,Bowman,OTH,5,3,ALP>LNP>GRN>ON,LNP,0.21507128309572301,0.19728915662650603,-0.01778212646921698,0.01778212646921698
QLD,155,Bowman,OTH,5,3,ALP>LNP>GRN>ON,ON,0.5639511201629328,0.44879518072289154,-0.11515593944004127,0.11515593944004127
QLD,156,Brisbane,GRN,3,6,ALP>LNP,ALP,0.9140563564875491,0.9140563564875491,0.0,0.0
QLD,156,Brisbane,GRN,3,6,ALP>LNP,LNP,0.08594364351245085,0.08594364351245083,-1.3877787807814457e-17,1.3877787807814457e-17
QLD,156,Brisbane,ON,4,5,ALP>LNP>GRN,ALP,0.18025751072961374,0.18025751072961374,0.0,0.0
QLD,156,Brisbane,ON,4,5,ALP>LNP>GRN,GRN,0.13883187161783914,0.13883187161783914,0.0,0.0
QLD,156,Brisbane,ON,4,5,ALP>LNP>GRN,LNP,0.6809106176525471,0.6809106176525471,0.0,0.0
QLD,156,Brisbane,OTH,5,4,ALP>LNP>GRN>ON,ALP,0.1037584323803405,0.14407963674467342,0.04032120436433291,0.04032120436433291
QLD,156,Brisbane,OTH,5,4,ALP>LNP>GRN>ON,GRN,0.13780918727915195,0.19437652811735942,0.05656734083820747,0.05656734083820747
QLD,156,Brisbane,OTH,5,4,ALP>LNP>GRN>ON,LNP,0.18535175072277546,0.21428571428571427,0.028933963562938814,0.028933963562938814
QLD,156,Brisbane,OTH,5,4,ALP>LNP>GRN>ON,ON,0.5730806296177321,0.44725812085225286,-0.12582250876547924,0.12582250876547924
QLD,157,Capricornia,GRN,5,2,ALP>LNP>ON>OTH,ALP,0.6837095040687855,0.6837095040687855,0.0,0.0
QLD,157,Capricornia,GRN,5,2,ALP>LNP>ON>OTH,LNP,0.13250422232458162,0.13250422232458162,0.0,0.0
QLD,157,Capricornia,GRN,5,2,ALP>LNP>ON>OTH,ON,0.11607554122524183,0.11607554122524183,0.0,0.0
QLD,157,Capricornia,GRN,5,2,ALP>LNP>ON>OTH,OTH,0.06771073238139107,0.06771073238139107,0.0,0.0
QLD,157,Capricornia,ON,3,4,ALP>LNP,ALP,0.2704690162317281,0.2704690162317281,0.0,0.0
QLD,157,Capricornia,ON,3,4,ALP>LNP,LNP,0.7295309837682719,0.7295309837682719,0.0,0.0
QLD,157,Capricornia,OTH,4,3,ALP>LNP>ON,ALP,0.17046885934219735,0.18831177688832704,0.017842917546129683,0.017842917546129683
QLD,157,Capricornia,OTH,4,3,ALP>LNP>ON,LNP,0.17578726382085375,0.19284328275955448,0.017056018938700734,0.017056018938700734
QLD,157,Capricornia,OTH,4,3,ALP>LNP>ON,ON,0.6537438768369489,0.6188449403521185,-0.034898936484830445,0.034898936484830445
QLD,158,Dawson,GRN,5,3,ALP>LNP>ON>OTH,ALP,0.6321702352630187,0.6321702352630187,0.0,0.0
QLD,158,Dawson,GRN,5,3,ALP>LNP>ON>OTH,LNP,0.09899550621200105,0.09899550621200105,0.0,0.0
QLD,158,Dawson,GRN,5,3,ALP>LNP>ON>OTH,ON,0.1063970393867301,0.1063970393867301,0.0,0.0
QLD,158,Dawson,GRN,5,3,ALP>LNP>ON>OTH,OTH,0.16243721913825007,0.16243721913825007,0.0,0.0
QLD,158,Dawson,ON,3,5,ALP>LNP,ALP,0.2544507384179648,0.2544507384179648,0.0,0.0
QLD,158,Dawson,ON,3,5,ALP>LNP,LNP,0.7455492615820352,0.7455492615820352,0.0,0.0
QLD,158,Dawson,OTH,4,4,ALP>LNP>ON,ALP,0.12234313027560256,0.15402089723589613,0.03167776696029356,0.03167776696029356
QLD,158,Dawson,OTH,4,4,ALP>LNP>ON,LNP,0.27112783484185904,0.28468628194868745,0.013558447106828408,0.013558447106828408
QLD,158,Dawson,OTH,4,4,ALP>LNP>ON,ON,0.6065290348825384,0.5612928208154163,-0.04523621406712208,0.04523621406712208
QLD,159,Fadden,GRN,4,6,ALP>LNP>ON,ALP,0.6989142643204792,0.6989142643204792,0.0,0.0
QLD,159,Fadden,GRN,4,6,ALP>LNP>ON,LNP,0.14728566080119807,0.14728566080119807,0.0,0.0
QLD,159,Fadden,GRN,4,6,ALP>LNP>ON,ON,0.15380007487832273,0.15380007487832273,0.0,0.0
QLD,159,Fadden,ON,3,7,ALP>LNP,ALP,0.2983840458304059,0.2983840458304059,0.0,0.0
QLD,159,Fadden,ON,3,7,ALP>LNP,LNP,0.7016159541695941,0.7016159541695941,0.0,0.0
QLD,159,Fadden,OTH,5,5,ALP>LNP>GRN>ON,ALP,0.08164794007490636,0.16591619762351473,0.08426825754860837,0.08426825754860837
QLD,159,Fadden,OTH,5,5,ALP>LNP>GRN>ON,GRN,0.11880149812734082,0.18736710444027518,0.06856560631293436,0.06856560631293436
QLD,159,Fadden,OTH,5,5,ALP>LNP>GRN>ON,LNP,0.15685393258426966,0.17435897435897435,0.017505041774704688,0.017505041774704688
QLD,159,Fadden,OTH,5,5,ALP>LNP>GRN>ON,ON,0.6426966292134831,0.47235772357723577,-0.17033890563624737,0.17033890563624737
QLD,160,Fairfax,GRN,5,4,ALP>LNP>ON>IND,ALP,0.4585907497077976,0.45859074970779756,-5.551115123125783e-17,5.551115123125783e-17
QLD,160,Fairfax,GRN,5,4,ALP>LNP>ON>IND,IND,0.42068792786775755,0.4206879278677576,5.551115123125783e-17,5.551115123125783e-17
QLD,160,Fairfax,GRN,5,4,ALP>LNP>ON>IND,LNP,0.0678744364668559,0.0678744364668559,0.0,0.0
QLD,160,Fairfax,GRN,5,4,ALP>LNP>ON>IND,ON,0.052846885957588914,0.052846885957588914,0.0,0.0
QLD,160,Fairfax,IND,3,6,ALP>LNP,ALP,0.6629105453426659,0.662910545342666,1.1102230246251565e-16,1.1102230246251565e-16
QLD,160,Fairfax,IND,3,6,ALP>LNP,LNP,0.33708945465733403,0.33708945465733403,0.0,0.0
QLD,160,Fairfax,ON,4,5,ALP>LNP>IND,ALP,0.0791097227645451,0.0791097227645451,0.0,0.0
QLD,160,Fairfax,ON,4,5,ALP>LNP>IND,IND,0.4562280359234674,0.4562280359234674,0.0,0.0
QLD,160,Fairfax,ON,4,5,ALP>LNP>IND,LNP,0.4646622413119875,0.4646622413119875,0.0,0.0
QLD,160,Fairfax,OTH,6,3,ALP>LNP>GRN>ON>IND,ALP,0.0515791865485117,0.06760174752816739,0.016022560979655688,0.016022560979655688
QLD,160,Fairfax,OTH,6,3,ALP>LNP>GRN>ON>IND,GRN,0.07430129516019086,0.07208553690503564,-0.0022157582551552285,0.0022157582551552285
QLD,160,Fairfax,OTH,6,3,ALP>LNP>GRN>ON>IND,IND,0.18404907975460122,0.23407679926419867,0.050027719509597446,0.050027719509597446
QLD,160,Fairfax,OTH,6,3,ALP>LNP>GRN>ON>IND,LNP,0.14292206316746195,0.17325822028052426,0.030336157113062312,0.030336157113062312
QLD,160,Fairfax,OTH,6,3,ALP>LNP>GRN>ON>IND,ON,0.5471483753692342,0.45297769602207405,-0.09417067934716017,0.09417067934716017
QLD,161,Fisher,GRN,5,4,ALP>LNP>ON>IND,ALP,0.4000334476126766,0.4000334476126766,0.0,0.0
QLD,161,Fisher,GRN,5,4,ALP>LNP>ON>IND,IND,0.4844886696212058,0.48448866962120585,5.551115123125783e-17,5.551115123125783e-17
QLD,161,Fisher,GRN,5,4,ALP>LNP>ON>IND,LNP,0.06605903503637428,0.06605903503637428,0.0,0.0
QLD,161,Fisher,GRN,5,4,ALP>LNP>ON>IND,ON,0.04941884772974329,0.04941884772974329,0.0,0.0
QLD,161,Fisher,IND,3,6,ALP>LNP,ALP,0.5800301362280513,0.5800301362280513,0.0,0.0
QLD,161,Fisher,IND,3,6,ALP>LNP,LNP,0.4199698637719487,0.4199698637719487,0.0,0.0
QLD,161,Fisher,ON,4,5,ALP>LNP>IND,ALP,0.10400057458880989,0.10400057458880987,-1.3877787807814457e-17,1.3877787807814457e-17
QLD,161,Fisher,ON,4,5,ALP>LNP>IND,IND,0.42023989082812613,0.42023989082812613,0.0,0.0
QLD,161,Fisher,ON,4,5,ALP>LNP>IND,LNP,0.47575953458306397,0.47575953458306397,0.0,0.0
QLD,161,Fisher,OTH,6,3,ALP>LNP>GRN>ON>IND,ALP,0.040524829762497924,0.06068706068706069,0.020162230924562763,0.020162230924562763
QLD,161,Fisher,OTH,6,3,ALP>LNP>GRN>ON>IND,GRN,0.0441787078558379,0.055737055737055737,0.011558347881217838,0.011558347881217838
QLD,161,Fisher,OTH,6,3,ALP>LNP>GRN>ON>IND,IND,0.1456568676299618,0.1562221562221562,0.01056528859219441,0.01056528859219441
QLD,161,Fisher,OTH,6,3,ALP>LNP>GRN>ON>IND,LNP,0.07407407407407407,0.12018612018612018,0.04611204611204611,0.04611204611204611
QLD,161,Fisher,OTH,6,3,ALP>LNP>GRN>ON>IND,ON,0.6955655206776283,0.6071676071676072,-0.08839791351002113,0.08839791351002113
QLD,162,Forde,GRN,4,5,ALP>LNP>ON,ALP,0.6969717362045761,0.6969717362045761,0.0,0.0
QLD,162,Forde,GRN,4,5,ALP>LNP>ON,LNP,0.1506056527590848,0.1506056527590848,0.0,0.0
QLD,162,Forde,GRN,4,5,ALP>LNP>ON,ON,0.15242261103633917,0.15242261103633917,0.0,0.0
QLD,162,Forde,ON,3,6,ALP>LNP,ALP,0.32598433105664926,0.32598433105664926,0.0,0.0
QLD,162,Forde,ON,3,6,ALP>LNP,LNP,0.6740156689433507,0.6740156689433507,0.0,0.0
QLD,162,Forde,OTH,5,4,ALP>LNP>GRN>ON,ALP,0.09812961011591148,0.13883664228491815,0.040707032169006674,0.040707032169006674
QLD,162,Forde,OTH,5,4,ALP>LNP>GRN>ON,GRN,0.18611696522655427,0.17972831765935215,-0.006388647567202116,0.006388647567202116
QLD,162,Forde,OTH,5,4,ALP>LNP>GRN>ON,LNP,0.2642255005268704,0.2218042493904563,-0.042421251136414095,0.042421251136414095
QLD,162,Forde,OTH,5,4,ALP>LNP>GRN>ON,ON,0.45152792413066384,0.4596307906652734,0.008102866534609565,0.008102866534609565
QLD,163,Griffith,LNP,3,5,ALP>GRN,ALP,0.7946651033269823,0.7946651033269823,0.0,0.0
QLD,163,Griffith,LNP,3,5,ALP>GRN,GRN,0.20533489667301774,0.20533489667301774,0.0,0.0
QLD,163,Griffith,ON,4,4,ALP>LNP>GRN,ALP,0.1458984375,0.1458984375,0.0,0.0
