State,DivisionID,Electorate,EliminatedModelCategory,FinishPosition,CategoryExitCount,AliveModelCategoriesAfter,RecipientModelCategory,ObservedExitShare,PassThroughShare,ShareDelta,AbsoluteShareDelta
NSW,120,Gilmore,ON,5,4,ALP>LNP>GRN>IND,IND,0.3199910303845723,0.3199910303845723,0.0,0.0
NSW,120,Gilmore,ON,5,4,ALP>LNP>GRN>IND,LNP,0.5074559928243076,0.5074559928243076,0.0,0.0
NSW,120,Gilmore,OTH,6,3,ALP>LNP>GRN>ON>IND,ALP,0.21912966644576984,0.1608554160855416,-0.058274250360228236,0.058274250360228236
NSW,120,Gilmore,OTH,6,3,ALP>LNP>GRN>ON>IND,GRN,0.2078639275458361,0.13540213854021385,-0.07246178900562225,0.07246178900562225
NSW,120,Gilmore,OTH,6,3,ALP>LNP>GRN>ON>IND,IND,0.17229953611663354,0.16166899116689912,-0.010630544949734422,0.010630544949734422
NSW,120,Gilmore,OTH,6,3,ALP>LNP>GRN>ON>IND,LNP,0.1265738899933731,0.15132496513249652,0.02475107513912342,0.02475107513912342
NSW,120,Gilmore,OTH,6,3,ALP>LNP>GRN>ON>IND,ON,0.2741329798983875,0.3907484890748489,0.11661550917646141,0.11661550917646141
NSW,121,Grayndler,LNP,3,4,ALP>GRN,ALP,0.6518577153317172,0.6518577153317172,0.0,0.0
NSW,121,Grayndler,LNP,3,4,ALP>GRN,GRN,0.3481422846682828,0.3481422846682828,0.0,0.0
NSW,121,Grayndler,ON,4,3,ALP>LNP>GRN,ALP,0.12593984962406016,0.12593984962406016,0.0,0.0
NSW,121,Grayndler,ON,4,3,ALP>LNP>GRN,GRN,0.13659147869674185,0.13659147869674185,0.0,0.0
NSW,121,Grayndler,ON,4,3,ALP>LNP>GRN,LNP,0.7374686716791979,0.7374686716791979,0.0,0.0
NSW,121,Grayndler,OTH,5,2,ALP>LNP>GRN>ON,ALP,0.2954383464005702,0.23166472642607683,-0.06377361997449338,0.06377361997449338
NSW,121,Grayndler,OTH,5,2,ALP>LNP>GRN>ON,GRN,0.3781183178902352,0.27986030267753204,-0.09825801521270316,0.09825801521270316
NSW,121,Grayndler,OTH,5,2,ALP>LNP>GRN>ON,LNP,0.15324305060584462,0.18975552968568102,0.0365124790798364,0.0365124790798364
NSW,121,Grayndler,OTH,5,2,ALP>LNP>GRN>ON,ON,0.17320028510334998,0.29871944121071015,0.12551915610736017,0.12551915610736017
NSW,122,Greenway,GRN,3,5,ALP>LNP,ALP,0.7577315906006714,0.7577315906006714,0.0,0.0
NSW,122,Greenway,GRN,3,5,ALP>LNP,LNP,0.24226840939932862,0.24226840939932862,0.0,0.0
NSW,122,Greenway,ON,4,4,ALP>LNP>GRN,ALP,0.24773175542406312,0.24773175542406312,0.0,0.0
NSW,122,Greenway,ON,4,4,ALP>LNP>GRN,GRN,0.1876397107166338,0.1876397107166338,0.0,0.0
NSW,122,Greenway,ON,4,4,ALP>LNP>GRN,LNP,0.5646285338593031,0.5646285338593031,0.0,0.0
NSW,122,Greenway,OTH,5,3,ALP>LNP>GRN>ON,ALP,0.20051858254105445,0.1745895788722341,-0.02592900366882034,0.02592900366882034
NSW,122,Greenway,OTH,5,3,ALP>LNP>GRN>ON,GRN,0.36876980697205414,0.22212705210563882,-0.14664275486641531,0.14664275486641531
NSW,122,Greenway,OTH,5,3,ALP>LNP>GRN>ON,LNP,0.16882742725439354,0.18857958600999286,0.019752158755599325,0.019752158755599325
NSW,122,Greenway,OTH,5,3,ALP>LNP>GRN>ON,ON,0.26188418323249785,0.4147037830121342,0.15281959977963633,0.15281959977963633
NSW,124,Hughes,GRN,3,6,ALP>LNP,ALP,0.8251743172574085,0.8251743172574085,0.0,0.0
NSW,124,Hughes,GRN,3,6,ALP>LNP,LNP,0.17482568274259153,0.17482568274259153,0.0,0.0
NSW,124,Hughes,ON,4,5,ALP>LNP>GRN,ALP,0.14968368730230455,0.14968368730230455,0.0,0.0
NSW,124,Hughes,ON,4,5,ALP>LNP>GRN,GRN,0.16719385449615906,0.16719385449615906,0.0,0.0
NSW,124,Hughes,ON,4,5,ALP>LNP>GRN,LNP,0.6831224582015364,0.6831224582015364,0.0,0.0
NSW,124,Hughes,OTH,5,4,ALP>LNP>GRN>ON,ALP,0.12248490945674044,0.14819166993080038,0.02570676047405994,0.02570676047405994
NSW,124,Hughes,OTH,5,4,ALP>LNP>GRN>ON,GRN,0.14612676056338028,0.13931322626974801,-0.006813534293632267,0.006813534293632267
NSW,124,Hughes,OTH,5,4,ALP>LNP>GRN>ON,LNP,0.23314889336016095,0.24259041650345997,0.009441523143299019,0.009441523143299019
NSW,124,Hughes,OTH,5,4,ALP>LNP>GRN>ON,ON,0.4982394366197183,0.46990468729599166,-0.02833474932372665,0.02833474932372665
NSW,125,Hume,GRN,4,5,ALP>LNP>ON,ALP,0.7062098090027834,0.7062098090027834,0.0,0.0
NSW,125,Hume,GRN,4,5,ALP>LNP>ON,LNP,0.14310394471638352,0.14310394471638352,0.0,0.0
NSW,125,Hume,GRN,4,5,ALP>LNP>ON,ON,0.1506862462808331,0.1506862462808331,0.0,0.0
NSW,125,Hume,ON,3,6,ALP>LNP,ALP,0.32065067548938514,0.3206506754893851,-5.551115123125783e-17,5.551115123125783e-17
NSW,125,Hume,ON,3,6,ALP>LNP,LNP,0.6793493245106148,0.6793493245106148,0.0,0.0
NSW,125,Hume,OTH,5,4,ALP>LNP>GRN>ON,ALP,0.3357079252003562,0.213401310997815,-0.12230661420254119,0.12230661420254119
NSW,125,Hume,OTH,5,4,ALP>LNP>GRN>ON,GRN,0.2176313446126447,0.15893825362142916,-0.05869309099121553,0.05869309099121553
NSW,125,Hume,OTH,5,4,ALP>LNP>GRN>ON,LNP,0.18967052537845058,0.2253783280731569,0.03570780269470633,0.03570780269470633
NSW,125,Hume,OTH,5,4,ALP>LNP>GRN>ON,ON,0.2569902048085485,0.40228210730759895,0.14529190249905044,0.14529190249905044
NSW,126,Hunter,GRN,4,6,ALP>LNP>ON,ALP,0.7469813890149796,0.7469813890149796,0.0,0.0
NSW,126,Hunter,GRN,4,6,ALP>LNP>ON,LNP,0.14235133908306855,0.14235133908306855,0.0,0.0
NSW,126,Hunter,GRN,4,6,ALP>LNP>ON,ON,0.11066727190195189,0.11066727190195189,0.0,0.0
NSW,126,Hunter,LNP,3,7,ALP>ON,ALP,0.1991958182549256,0.1991958182549256,0.0,0.0
NSW,126,Hunter,LNP,3,7,ALP>ON,ON,0.8008041817450744,0.8008041817450744,0.0,0.0
NSW,126,Hunter,OTH,5,5,ALP>LNP>GRN>ON,ALP,0.27243629201034103,0.25219657032054776,-0.020239721689793266,0.020239721689793266
NSW,126,Hunter,OTH,5,5,ALP>LNP>GRN>ON,GRN,0.21851532684968608,0.16536387323516935,-0.05315145361451673,0.05315145361451673
NSW,126,Hunter,OTH,5,5,ALP>LNP>GRN>ON,LNP,0.18810784193032132,0.18251227049627342,-0.005595571434047902,0.005595571434047902
NSW,126,Hunter,OTH,5,5,ALP>LNP>GRN>ON,ON,0.3209405392096516,0.39992728594800947,0.07898674673835787,0.07898674673835787
NSW,127,Kingsford Smith,GRN,3,3,ALP>LNP,ALP,0.8709160794362588,0.8709160794362589,1.1102230246251565e-16,1.1102230246251565e-16
NSW,127,Kingsford Smith,GRN,3,3,ALP>LNP,LNP,0.12908392056374118,0.12908392056374118,0.0,0.0
NSW,127,Kingsford Smith,ON,4,2,ALP>LNP>GRN,ALP,0.256832298136646,0.256832298136646,0.0,0.0
NSW,127,Kingsford Smith,ON,4,2,ALP>LNP>GRN,GRN,0.12763975155279503,0.12763975155279503,0.0,0.0
NSW,127,Kingsford Smith,ON,4,2,ALP>LNP>GRN,LNP,0.615527950310559,0.615527950310559,0.0,0.0
NSW,127,Kingsford Smith,OTH,5,1,ALP>LNP>GRN>ON,ALP,0.28366601068315994,0.28366601068315994,0.0,0.0
NSW,127,Kingsford Smith,OTH,5,1,ALP>LNP>GRN>ON,GRN,0.37897104301377565,0.37897104301377565,0.0,0.0
NSW,127,Kingsford Smith,OTH,5,1,ALP>LNP>GRN>ON,LNP,0.17570986786617937,0.17570986786617937,0.0,0.0
NSW,127,Kingsford Smith,OTH,5,1,ALP>LNP>GRN>ON,ON,0.161653078436885,0.161653078436885,0.0,0.0
NSW,128,Lindsay,GRN,4,7,ALP>LNP>ON,ALP,0.7495852615035362,0.7495852615035362,0.0,0.0
NSW,128,Lindsay,GRN,4,7,ALP>LNP>ON,LNP,0.1223260281149044,0.1223260281149044,0.0,0.0
NSW,128,Lindsay,GRN,4,7,ALP>LNP>ON,ON,0.12808871038155942,0.12808871038155942,0.0,0.0
NSW,128,Lindsay,ON,3,8,ALP>LNP,ALP,0.3327432266009852,0.3327432266009852,0.0,0.0
NSW,128,Lindsay,ON,3,8,ALP>LNP,LNP,0.6672567733990148,0.6672567733990148,0.0,0.0
NSW,128,Lindsay,OTH,5,6,ALP>LNP>GRN>ON,ALP,0.11545711592836946,0.1681608495082252,0.05270373357985575,0.05270373357985575
NSW,128,Lindsay,OTH,5,6,ALP>LNP>GRN>ON,GRN,0.1701225259189444,0.17730002611193316,0.007177500192988767,0.007177500192988767
NSW,128,Lindsay,OTH,5,6,ALP>LNP>GRN>ON,LNP,0.29688972667295005,0.23770563147358342,-0.059184095199366626,0.059184095199366626
NSW,128,Lindsay,OTH,5,6,ALP>LNP>GRN>ON,ON,0.4175306314797361,0.41683349290625815,-0.0006971385734779734,0.0006971385734779734
NSW,130,Lyne,GRN,5,6,ALP>LNP>ON>IND,ALP,0.5255995538204127,0.5255995538204127,0.0,0.0
NSW,130,Lyne,GRN,5,6,ALP>LNP>ON>IND,IND,0.32158393753485776,0.32158393753485776,0.0,0.0
NSW,130,Lyne,GRN,5,6,ALP>LNP>ON>IND,LNP,0.0785276073619632,0.0785276073619632,0.0,0.0
NSW,130,Lyne,GRN,5,6,ALP>LNP>ON>IND,ON,0.07428890128276631,0.07428890128276631,0.0,0.0
NSW,130,Lyne,IND,3,8,ALP>LNP,ALP,0.5040507220852413,0.5040507220852413,0.0,0.0
NSW,130,Lyne,IND,3,8,ALP>LNP,LNP,0.49594927791475873,0.4959492779147587,-5.551115123125783e-17,5.551115123125783e-17
NSW,130,Lyne,ON,4,7,ALP>LNP>IND,ALP,0.11440509351372861,0.11440509351372861,0.0,0.0
NSW,130,Lyne,ON,4,7,ALP>LNP>IND,IND,0.3549542379625945,0.3549542379625945,0.0,0.0
NSW,130,Lyne,ON,4,7,ALP>LNP>IND,LNP,0.5306406685236769,0.5306406685236769,0.0,0.0
NSW,130,Lyne,OTH,6,5,ALP>LNP>GRN>ON>IND,ALP,0.14755003450655624,0.10474598930481284,-0.0428040452017434,0.0428040452017434
NSW,130,Lyne,OTH,6,5,ALP>LNP>GRN>ON>IND,GRN,0.22015182884748102,0.13288770053475935,-0.08726412831272168,0.08726412831272168
NSW,130,Lyne,OTH,6,5,ALP>LNP>GRN>ON>IND,IND,0.2846100759144237,0.21470588235294116,-0.06990419356148256,0.06990419356148256
NSW,130,Lyne,OTH,6,5,ALP>LNP>GRN>ON>IND,LNP,0.13278122843340234,0.19752673796791445,0.06474550953451211,0.06474550953451211
NSW,130,Lyne,OTH,6,5,ALP>LNP>GRN>ON>IND,ON,0.21490683229813665,0.3501336898395722,0.13522685754143557,0.13522685754143557
NSW,131,Macarthur,GRN,3,5,ALP>LNP,ALP,0.8195464501997165,0.8195464501997165,0.0,0.0
NSW,131,Macarthur,GRN,3,5,ALP>LNP,LNP,0.18045354980028347,0.1804535498002835,2.7755575615628914e-17,2.7755575615628914e-17
NSW,131,Macarthur,ON,4,4,ALP>LNP>GRN,ALP,0.20848158476776613,0.20848158476776615,2.7755575615628914e-17,2.7755575615628914e-17
NSW,131,Macarthur,ON,4,4,ALP>LNP>GRN,GRN,0.18434464852389654,0.18434464852389654,0.0,0.0
NSW,131,Macarthur,ON,4,4,ALP>LNP>GRN,LNP,0.6071737667083373,0.6071737667083373,0.0,0.0
NSW,131,Macarthur,OTH,5,3,ALP>LNP>GRN>ON,ALP,0.14549752847625189,0.18576180971390552,0.04026428123765363,0.04026428123765363
NSW,131,Macarthur,OTH,5,3,ALP>LNP>GRN>ON,GRN,0.18289275736084246,0.21197604790419158,0.029083290543349127,0.029083290543349127
NSW,131,Macarthur,OTH,5,3,ALP>LNP>GRN>ON,LNP,0.20502901353965183,0.1946773120425815,-0.01035170149707032,0.01035170149707032
NSW,131,Macarthur,OTH,5,3,ALP>LNP>GRN>ON,ON,0.4665807006232538,0.40758483033932136,-0.05899587028393244,0.05899587028393244
NSW,132,Mackellar,ALP,3,7,LNP>IND,IND,0.7760984825400695,0.7760984825400695,0.0,0.0
NSW,132,Mackellar,ALP,3,7,LNP>IND,LNP,0.22390151745993053,0.22390151745993053,0.0,0.0
NSW,132,Mackellar,GRN,4,6,ALP>LNP>IND,ALP,0.25920988851187593,0.25920988851187593,0.0,0.0
NSW,132,Mackellar,GRN,4,6,ALP>LNP>IND,IND,0.5688317983519147,0.5688317983519147,0.0,0.0
NSW,132,Mackellar,GRN,4,6,ALP>LNP>IND,LNP,0.1719583131362094,0.17195831313620938,-2.7755575615628914e-17,2.7755575615628914e-17
NSW,132,Mackellar,ON,5,5,ALP>LNP>GRN>IND,ALP,0.05914840548726171,0.05914840548726171,0.0,0.0
NSW,132,Mackellar,ON,5,5,ALP>LNP>GRN>IND,GRN,0.15268127561019063,0.15268127561019063,0.0,0.0
NSW,132,Mackellar,ON,5,5,ALP>LNP>GRN>IND,IND,0.17049706039551044,0.17049706039551044,0.0,0.0
NSW,132,Mackellar,ON,5,5,ALP>LNP>GRN>IND,LNP,0.6176732585070372,0.6176732585070372,0.0,0.0
NSW,132,Mackellar,OTH,6,4,ALP>LNP>GRN>ON>IND,ALP,0.08642419877565719,0.06716646266829865,-0.019257736107358536,0.019257736107358536
NSW,132,Mackellar,OTH,6,4,ALP>LNP>GRN>ON>IND,GRN,0.11991357580122435,0.08216034271725826,-0.03775323308396608,0.03775323308396608
NSW,132,Mackellar,OTH,6,4,ALP>LNP>GRN>ON>IND,IND,0.2996038890889449,0.21220930232558144,-0.08739458676336348,0.08739458676336348
NSW,132,Mackellar,OTH,6,4,ALP>LNP>GRN>ON>IND,LNP,0.18617212819589485,0.2119033047735618,0.025731176577666964,0.025731176577666964
NSW,132,Mackellar,OTH,6,4,ALP>LNP>GRN>ON>IND,ON,0.3078862081382787,0.4265605875152999,0.11867437937702119,0.11867437937702119
NSW,133,Macquarie,GRN,3,4,ALP>LNP,ALP,0.8695158850226928,0.8695158850226928,0.0,0.0
NSW,133,Macquarie,GRN,3,4,ALP>LNP,LNP,0.1304841149773071,0.1304841149773071,0.0,0.0
NSW,133,Macquarie,ON,4,3,ALP>LNP>GRN,ALP,0.16215996751928544,0.16215996751928544,0.0,0.0
NSW,133,Macquarie,ON,4,3,ALP>LNP>GRN,GRN,0.13097848152659358,0.13097848152659358,0.0,0.0
NSW,133,Macquarie,ON,4,3,ALP>LNP>GRN,LNP,0.706861550954121,0.706861550954121,0.0,0.0
NSW,133,Macquarie,OTH,5,2,ALP>LNP>GRN>ON,ALP,0.1621770203408466,0.14733915806195394,-0.014837862278892666,0.014837862278892666
NSW,133,Macquarie,OTH,5,2,ALP>LNP>GRN>ON,GRN,0.11847168774051677,0.11616362192216044,-0.002308065818356325,0.002308065818356325
NSW,133,Macquarie,OTH,5,2,ALP>LNP>GRN>ON,LNP,0.20148433205057725,0.19479745830023829,-0.0066868737503389675,0.0066868737503389675
NSW,133,Macquarie,OTH,5,2,ALP>LNP>GRN>ON,ON,0.5178669598680594,0.5416997617156474,0.02383280184758796,0.02383280184758796
NSW,134,Mitchell,GRN,3,3,ALP>LNP,ALP,0.7932915865831731,0.7932915865831731,0.0,0.0
NSW,134,Mitchell,GRN,3,3,ALP>LNP,LNP,0.20670841341682683,0.20670841341682683,0.0,0.0
NSW,134,Mitchell,ON,4,2,ALP>LNP>GRN,ALP,0.1740354363305183,0.1740354363305183,0.0,0.0
NSW,134,Mitchell,ON,4,2,ALP>LNP>GRN,GRN,0.13479052823315119,0.13479052823315119,0.0,0.0
NSW,134,Mitchell,ON,4,2,ALP>LNP>GRN,LNP,0.6911740354363305,0.6911740354363305,0.0,0.0
NSW,134,Mitchell,OTH,5,1,ALP>LNP>GRN>ON,ALP,0.13532710280373833,0.13532710280373833,0.0,0.0
NSW,134,Mitchell,OTH,5,1,ALP>LNP>GRN>ON,GRN,0.10130841121495326,0.10130841121495326,0.0,0.0
NSW,134,Mitchell,OTH,5,1,ALP>LNP>GRN>ON,LNP,0.2553271028037383,0.2553271028037383,0.0,0.0
NSW,134,Mitchell,OTH,5,1,ALP>LNP>GRN>ON,ON,0.5080373831775701,0.5080373831775701,0.0,0.0
NSW,135,New England,GRN,4,4,ALP>LNP>ON,ALP,0.7127807041863045,0.7127807041863045,0.0,0.0
NSW,135,New England,GRN,4,4,ALP>LNP>ON,LNP,0.18075963404491266,0.18075963404491266,0.0,0.0
NSW,135,New England,GRN,4,4,ALP>LNP>ON,ON,0.10645966176878292,0.10645966176878292,0.0,0.0
NSW,135,New England,ON,3,5,ALP>LNP,ALP,0.2664263767430867,0.2664263767430867,0.0,0.0
NSW,135,New England,ON,3,5,ALP>LNP,LNP,0.7335736232569132,0.7335736232569132,0.0,0.0
NSW,135,New England,OTH,5,3,ALP>LNP>GRN>ON,ALP,0.2809031044214487,0.20114628820960698,-0.07975681621184175,0.07975681621184175
NSW,135,New England,OTH,5,3,ALP>LNP>GRN>ON,GRN,0.251928504233302,0.1635735080058224,-0.08835499622747958,0.08835499622747958
NSW,135,New England,OTH,5,3,ALP>LNP>GRN>ON,LNP,0.22389463781749766,0.23635371179039302,0.012459073972895363,0.012459073972895363
NSW,135,New England,OTH,5,3,ALP>LNP>GRN>ON,ON,0.24327375352775166,0.39892649199417757,0.1556527384664259,0.1556527384664259
NSW,136,Newcastle,LNP,3,6,ALP>GRN,ALP,0.691497975708502,0.691497975708502,0.0,0.0
NSW,136,Newcastle,LNP,3,6,ALP>GRN,GRN,0.308502024291498,0.308502024291498,0.0,0.0
NSW,136,Newcastle,ON,4,5,ALP>LNP>GRN,ALP,0.2145124716553288,0.2145124716553288,0.0,0.0
NSW,136,Newcastle,ON,4,5,ALP>LNP>GRN,GRN,0.2113378684807256,0.21133786848072558,-2.7755575615628914e-17,2.7755575615628914e-17
NSW,136,Newcastle,ON,4,5,ALP>LNP>GRN,LNP,0.5741496598639456,0.5741496598639456,0.0,0.0
NSW,136,Newcastle,OTH,5,4,ALP>LNP>GRN>ON,ALP,0.14031531531531533,0.17308574048601558,0.03277042517070025,0.03277042517070025
NSW,136,Newcastle,OTH,5,4,ALP>LNP>GRN>ON,GRN,0.24256756756756756,0.31121045392022006,0.0686428863526525,0.0686428863526525
NSW,136,Newcastle,OTH,5,4,ALP>LNP>GRN>ON,LNP,0.17612612612612613,0.1682714351215039,-0.007854691004622244,0.007854691004622244
NSW,136,Newcastle,OTH,5,4,ALP>LNP>GRN>ON,ON,0.440990990990991,0.34743237047226044,-0.09355862051873054,0.09355862051873054
NSW,138,Page,GRN,3,9,ALP>LNP,ALP,0.7767848517051492,0.7767848517051492,0.0,0.0
NSW,138,Page,GRN,3,9,ALP>LNP,LNP,0.22321514829485073,0.22321514829485073,0.0,0.0
NSW,138,Page,ON,4,8,ALP>LNP>GRN,ALP,0.12064098306210562,0.1206409830621056,-1.3877787807814457e-17,1.3877787807814457e-17
NSW,138,Page,ON,4,8,ALP>LNP>GRN,GRN,0.19528395881766855,0.19528395881766855,0.0,0.0
NSW,138,Page,ON,4,8,ALP>LNP>GRN,LNP,0.6840750581202258,0.6840750581202257,-1.1102230246251565e-16,1.1102230246251565e-16
NSW,138,Page,OTH,5,7,ALP>LNP>GRN>ON,ALP,0.20637979019481908,0.19059313834933392,-0.015786651845485167,0.015786651845485167
NSW,138,Page,OTH,5,7,ALP>LNP>GRN>ON,GRN,0.07364590023549561,0.15516856441169904,0.08152266417620344,0.08152266417620344
NSW,138,Page,OTH,5,7,ALP>LNP>GRN>ON,LNP,0.21901091843288376,0.21425913522363624,-0.004751783209247518,0.004751783209247518
NSW,138,Page,OTH,5,7,ALP>LNP>GRN>ON,ON,0.5009633911368016,0.4399791620153308,-0.06098422912147072,0.06098422912147072
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,ALP,0.5608427170359608,0.5608427170359608,0.0,0.0
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,LNP,0.12858699600435888,0.12858699600435888,0.0,0.0
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,ON,0.10485530935948661,0.10485530935948661,0.0,0.0
NSW,139,Parkes,GRN,5,6,ALP>LNP>ON>OTH,OTH,0.20571497760019372,0.20571497760019372,0.0,0.0
NSW,139,Parkes,ON,3,8,ALP>LNP,ALP,0.33415861039063116,0.33415861039063116,0.0,0.0
NSW,139,Parkes,ON,3,8,ALP>LNP,LNP,0.6658413896093689,0.6658413896093689,0.0,0.0
NSW,139,Parkes,OTH,4,7,ALP>LNP>ON,ALP,0.22876676308177754,0.26890459275834144,0.0401378296765639,0.0401378296765639
NSW,139,Parkes,OTH,4,7,ALP>LNP>ON,LNP,0.25032868787799106,0.2793000409537748,0.028971353075783746,0.028971353075783746
NSW,139,Parkes,OTH,4,7,ALP>LNP>ON,ON,0.5209045490402314,0.4517953662878838,-0.06910918275234762,0.06910918275234762
NSW,140,Parramatta,GRN,3,6,ALP>LNP,ALP,0.8526871401151631,0.8526871401151631,0.0,0.0
NSW,140,Parramatta,GRN,3,6,ALP>LNP,LNP,0.14731285988483686,0.14731285988483686,0.0,0.0
NSW,140,Parramatta,ON,4,5,ALP>LNP>GRN,ALP,0.13906315349226264,0.13906315349226264,0.0,0.0
NSW,140,Parramatta,ON,4,5,ALP>LNP>GRN,GRN,0.19092429945629444,0.19092429945629444,0.0,0.0
NSW,140,Parramatta,ON,4,5,ALP>LNP>GRN,LNP,0.6700125470514429,0.6700125470514429,0.0,0.0
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,ALP,0.13198959687906373,0.19417026526835288,0.06218066838928915,0.06218066838928915
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,GRN,0.3254226267880364,0.29441702652683527,-0.03100560026120114,0.03100560026120114
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,LNP,0.1755526657997399,0.18306600863664405,0.0075133428369041355,0.0075133428369041355
NSW,140,Parramatta,OTH,5,4,ALP>LNP>GRN>ON,ON,0.36703511053315996,0.3283466995681678,-0.03868841096499215,0.03868841096499215
NSW,144,Reid,GRN,3,5,ALP>LNP,ALP,0.8320978769341489,0.8320978769341489,0.0,0.0
NSW,144,Reid,GRN,3,5,ALP>LNP,LNP,0.16790212306585103,0.16790212306585103,0.0,0.0
NSW,144,Reid,ON,4,4,ALP>LNP>GRN,ALP,0.1653673517599811,0.1653673517599811,0.0,0.0
NSW,144,Reid,ON,4,4,ALP>LNP>GRN,GRN,0.16017009213323885,0.16017009213323885,0.0,0.0
NSW,144,Reid,ON,4,4,ALP>LNP>GRN,LNP,0.6744625561067801,0.6744625561067801,0.0,0.0
NSW,144,Reid,OTH,5,3,ALP>LNP>GRN>ON,ALP,0.3045429052159282,0.2256427604871448,-0.0789001447287834,0.0789001447287834
NSW,144,Reid,OTH,5,3,ALP>LNP>GRN>ON,GRN,0.3785754346606842,0.25997970230040596,-0.11859573236027826,0.11859573236027826
NSW,144,Reid,OTH,5,3,ALP>LNP>GRN>ON,LNP,0.159562535053281,0.19621109607577808,0.036648561022497084,0.036648561022497084
NSW,144,Reid,OTH,5,3,ALP>LNP>GRN>ON,ON,0.15731912507010656,0.3181664411366712,0.16084731606656463,0.16084731606656463
NSW,145,Richmond,GRN,3,8,ALP>LNP,ALP,0.8598682361757267,0.8598682361757267,0.0,0.0
NSW,145,Richmond,GRN,3,8,ALP>LNP,LNP,0.14013176382427328,0.14013176382427328,0.0,0.0
NSW,145,Richmond,ON,4,7,ALP>LNP>GRN,ALP,0.12221354844305664,0.12221354844305665,1.3877787807814457e-17,1.3877787807814457e-17
NSW,145,Richmond,ON,4,7,ALP>LNP>GRN,GRN,0.12039205481828433,0.12039205481828433,0.0,0.0
NSW,145,Richmond,ON,4,7,ALP>LNP>GRN,LNP,0.757394396738659,0.757394396738659,0.0,0.0
NSW,145,Richmond,OTH,5,6,ALP>LNP>GRN>ON,ALP,0.2018661403193971,0.15446091252542865,-0.04740522779396844,0.04740522779396844
NSW,145,Richmond,OTH,5,6,ALP>LNP>GRN>ON,GRN,0.3525928584245469,0.2074978204010462,-0.1450950380235007,0.1450950380235007
NSW,145,Richmond,OTH,5,6,ALP>LNP>GRN>ON,LNP,0.17477121837430468,0.21519907003777972,0.04042785166347504,0.04042785166347504
NSW,145,Richmond,OTH,5,6,ALP>LNP>GRN>ON,ON,0.2707697828817513,0.42284219703574544,0.15207241415399414,0.15207241415399414
NSW,146,Robertson,GRN,3,5,ALP>LNP,ALP,0.7862028816766119,0.7862028816766119,0.0,0.0
NSW,146,Robertson,GRN,3,5,ALP>LNP,LNP,0.21379711832338816,0.21379711832338816,0.0,0.0
NSW,146,Robertson,ON,4,4,ALP>LNP>GRN,ALP,0.16576931041623524,0.16576931041623524,0.0,0.0
NSW,146,Robertson,ON,4,4,ALP>LNP>GRN,GRN,0.21660799337336922,0.21660799337336925,2.7755575615628914e-17,2.7755575615628914e-17
NSW,146,Robertson,ON,4,4,ALP>LNP>GRN,LNP,0.6176226962103956,0.6176226962103956,0.0,0.0
NSW,146,Robertson,OTH,5,3,ALP>LNP>GRN>ON,ALP,0.2728869374313941,0.2667034178610805,-0.0061835195703136,0.0061835195703136
NSW,146,Robertson,OTH,5,3,ALP>LNP>GRN>ON,GRN,0.3244785949506037,0.2790518191841235,-0.04542677576648024,0.04542677576648024
NSW,146,Robertson,OTH,5,3,ALP>LNP>GRN>ON,LNP,0.15675082327113063,0.16471885336273429,0.007968030091603656,0.007968030091603656
NSW,146,Robertson,OTH,5,3,ALP>LNP>GRN>ON,ON,0.24588364434687157,0.28952590959206176,0.04364226524519019,0.04364226524519019
NSW,148,Shortland,GRN,3,5,ALP>LNP,ALP,0.7800172053582402,0.7800172053582402,0.0,0.0
NSW,148,Shortland,GRN,3,5,ALP>LNP,LNP,0.21998279464175985,0.21998279464175985,0.0,0.0
NSW,148,Shortland,ON,4,4,ALP>LNP>GRN,ALP,0.21998180715585203,0.21998180715585203,0.0,0.0
NSW,148,Shortland,ON,4,4,ALP>LNP>GRN,GRN,0.164038811400849,0.164038811400849,0.0,0.0
NSW,148,Shortland,ON,4,4,ALP>LNP>GRN,LNP,0.615979381443299,0.615979381443299,0.0,0.0
NSW,148,Shortland,OTH,5,3,ALP>LNP>GRN>ON,ALP,0.3602423448501719,0.28212967843964154,-0.07811266641053038,0.07811266641053038
NSW,148,Shortland,OTH,5,3,ALP>LNP>GRN>ON,GRN,0.24578352710004914,0.19536109646810754,-0.0504224306319416,0.0504224306319416
NSW,148,Shortland,OTH,5,3,ALP>LNP>GRN>ON,LNP,0.14409693794006878,0.1662625197680548,0.02216558182798603,0.02216558182798603
NSW,148,Shortland,OTH,5,3,ALP>LNP>GRN>ON,ON,0.24987719010971016,0.3562467053241961,0.10636951521448595,0.10636951521448595
NSW,149,Sydney,LNP,3,3,ALP>GRN,ALP,0.7283712382265104,0.7283712382265104,0.0,0.0
NSW,149,Sydney,LNP,3,3,ALP>GRN,GRN,0.27162876177348955,0.27162876177348955,0.0,0.0
NSW,149,Sydney,ON,4,2,ALP>LNP>GRN,ALP,0.15251612903225806,0.15251612903225806,0.0,0.0
