Seat,Eliminated,AliveSet,Recipient,Votes,Share, ,division_key,ReportedAliveSet,AliveSetSource,AliveSetPositionConflict,RecordedPosition,TopThree
Werriwa,OTH,ALP+GRN+LNP+ON,ON,3392.0,0.3441209292888302,,WERRIWA,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Dobell,GRN,ALP+LNP,ALP,11856.0,0.7429036907074378,,DOBELL,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Dobell,GRN,ALP+LNP,LNP,4103.0,0.2570963092925621,,DOBELL,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Dobell,ON,ALP+GRN+LNP,ALP,2603.0,0.201221397649969,,DOBELL,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Dobell,ON,ALP+GRN+LNP,LNP,7761.0,0.5999536178107606,,DOBELL,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Dobell,ON,ALP+GRN+LNP,GRN,2572.0,0.1988249845392702,,DOBELL,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Dobell,OTH,ALP+GRN+LNP+ON,ALP,2738.0,0.2555296313579094,,DOBELL,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Dobell,OTH,ALP+GRN+LNP+ON,LNP,1341.0,0.1251516565562296,,DOBELL,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Dobell,OTH,ALP+GRN+LNP+ON,GRN,2740.0,0.2557162855809612,,DOBELL,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Dobell,OTH,ALP+GRN+LNP+ON,ON,3896.0,0.3636024265048996,,DOBELL,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Newcastle,LNP,ALP+GRN,ALP,18788.0,0.691497975708502,,NEWCASTLE,ALP+GRN,positive_recipients_validated_against_3cp,False,3,ALP+GRN+LNP
Newcastle,LNP,ALP+GRN,GRN,8382.0,0.308502024291498,,NEWCASTLE,ALP+GRN,positive_recipients_validated_against_3cp,False,3,ALP+GRN+LNP
Newcastle,ON,ALP+GRN+LNP,ALP,1892.0,0.2145124716553288,,NEWCASTLE,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+GRN+LNP
Newcastle,ON,ALP+GRN+LNP,LNP,5064.0,0.5741496598639456,,NEWCASTLE,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+GRN+LNP
Newcastle,ON,ALP+GRN+LNP,GRN,1864.0,0.2113378684807256,,NEWCASTLE,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+GRN+LNP
Newcastle,IND,ALP+GRN+LNP+ON+OTH,ALP,156.0,0.1756756756756756,,NEWCASTLE,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+GRN+LNP
Newcastle,IND,ALP+GRN+LNP+ON+OTH,LNP,92.0,0.1036036036036036,,NEWCASTLE,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+GRN+LNP
Newcastle,IND,ALP+GRN+LNP+ON+OTH,GRN,164.0,0.1846846846846846,,NEWCASTLE,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+GRN+LNP
Newcastle,IND,ALP+GRN+LNP+ON+OTH,ON,101.0,0.1137387387387387,,NEWCASTLE,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+GRN+LNP
Newcastle,IND,ALP+GRN+LNP+ON+OTH,OTH,375.0,0.4222972972972973,,NEWCASTLE,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+GRN+LNP
Newcastle,OTH,ALP+GRN+LNP+ON,ALP,1354.0,0.1599149639777961,,NEWCASTLE,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+GRN+LNP
Newcastle,OTH,ALP+GRN+LNP+ON,LNP,1468.0,0.1733790008267391,,NEWCASTLE,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+GRN+LNP
Newcastle,OTH,ALP+GRN+LNP+ON,GRN,2715.0,0.3206566670603519,,NEWCASTLE,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+GRN+LNP
Newcastle,OTH,ALP+GRN+LNP+ON,ON,2930.0,0.3460493681351128,,NEWCASTLE,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+GRN+LNP
Paterson*,GRN,ALP+IND+LNP+ON,ALP,6916.0,0.686179184442901,,PATERSON,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+IND
Paterson*,GRN,ALP+IND+LNP+ON,LNP,648.0,0.064292092469491,,PATERSON,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+IND
Paterson*,GRN,ALP+IND+LNP+ON,ON,669.0,0.0663756325032245,,PATERSON,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+IND
Paterson*,GRN,ALP+IND+LNP+ON,IND,1846.0,0.1831530905843833,,PATERSON,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+IND
Paterson*,ON,ALP+IND+LNP,ALP,2040.0,0.1673914827274965,,PATERSON,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Paterson*,ON,ALP+IND+LNP,LNP,4658.0,0.3822105522277837,,PATERSON,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Paterson*,ON,ALP+IND+LNP,IND,5489.0,0.4503979650447198,,PATERSON,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Paterson*,IND,ALP+LNP,ALP,10212.0,0.4985111056870881,,PATERSON,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+IND
Paterson*,IND,ALP+LNP,LNP,10273.0,0.5014888943129119,,PATERSON,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+IND
Paterson*,OTH,ALP+GRN+IND+LNP+ON,ALP,2383.0,0.2023951078647868,,PATERSON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Paterson*,OTH,ALP+GRN+IND+LNP+ON,LNP,1682.0,0.1428571428571428,,PATERSON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Paterson*,OTH,ALP+GRN+IND+LNP+ON,GRN,1860.0,0.157975199592322,,PATERSON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Paterson*,OTH,ALP+GRN+IND+LNP+ON,ON,3264.0,0.2772209954136232,,PATERSON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Paterson*,OTH,ALP+GRN+IND+LNP+ON,IND,2585.0,0.219551554272125,,PATERSON,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Robertson,GRN,ALP+LNP,ALP,10804.0,0.7862028816766119,,ROBERTSON,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Robertson,GRN,ALP+LNP,LNP,2938.0,0.2137971183233881,,ROBERTSON,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Robertson,ON,ALP+GRN+LNP,ALP,1601.0,0.1657693104162352,,ROBERTSON,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Robertson,ON,ALP+GRN+LNP,LNP,5965.0,0.6176226962103956,,ROBERTSON,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Robertson,ON,ALP+GRN+LNP,GRN,2092.0,0.2166079933733692,,ROBERTSON,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Robertson,IND,ALP+GRN+LNP+ON+OTH,ALP,903.0,0.2413793103448276,,ROBERTSON,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Robertson,IND,ALP+GRN+LNP+ON+OTH,LNP,428.0,0.1144079123229083,,ROBERTSON,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Robertson,IND,ALP+GRN+LNP+ON+OTH,GRN,965.0,0.2579524191392676,,ROBERTSON,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Robertson,IND,ALP+GRN+LNP+ON+OTH,ON,642.0,0.1716118684843624,,ROBERTSON,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Robertson,IND,ALP+GRN+LNP+ON+OTH,OTH,803.0,0.214648489708634,,ROBERTSON,ALP+GRN+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Robertson,OTH,ALP+GRN+LNP+ON,ALP,1604.0,0.2494944781459014,,ROBERTSON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Robertson,OTH,ALP+GRN+LNP+ON,LNP,1108.0,0.1723440659511588,,ROBERTSON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Robertson,OTH,ALP+GRN+LNP+ON,GRN,1670.0,0.2597604604137501,,ROBERTSON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Robertson,OTH,ALP+GRN+LNP+ON,ON,2047.0,0.3184009954891896,,ROBERTSON,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Shortland,GRN,ALP+LNP,ALP,12694.0,0.7800172053582402,,SHORTLAND,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Shortland,GRN,ALP+LNP,LNP,3580.0,0.2199827946417598,,SHORTLAND,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Shortland,ON,ALP+GRN+LNP,ALP,2902.0,0.219981807155852,,SHORTLAND,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Shortland,ON,ALP+GRN+LNP,LNP,8126.0,0.615979381443299,,SHORTLAND,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Shortland,ON,ALP+GRN+LNP,GRN,2164.0,0.164038811400849,,SHORTLAND,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Shortland,IND,ALP+GRN+LNP+ON,ALP,2200.0,0.3602423448501719,,SHORTLAND,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Shortland,IND,ALP+GRN+LNP+ON,LNP,880.0,0.1440969379400687,,SHORTLAND,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Shortland,IND,ALP+GRN+LNP+ON,GRN,1501.0,0.2457835271000491,,SHORTLAND,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Shortland,IND,ALP+GRN+LNP+ON,ON,1526.0,0.2498771901097101,,SHORTLAND,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Shortland,OTH,ALP+GRN+IND+LNP+ON,ALP,476.0,0.1017094017094017,,SHORTLAND,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Shortland,OTH,ALP+GRN+IND+LNP+ON,LNP,697.0,0.1489316239316239,,SHORTLAND,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Shortland,OTH,ALP+GRN+IND+LNP+ON,GRN,352.0,0.0752136752136752,,SHORTLAND,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Shortland,OTH,ALP+GRN+IND+LNP+ON,ON,1853.0,0.3959401709401709,,SHORTLAND,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Shortland,OTH,ALP+GRN+IND+LNP+ON,IND,1302.0,0.2782051282051282,,SHORTLAND,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Macquarie,GRN,ALP+LNP,ALP,13794.0,0.8695158850226928,,MACQUARIE,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Macquarie,GRN,ALP+LNP,LNP,2070.0,0.1304841149773071,,MACQUARIE,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Macquarie,ON,ALP+GRN+LNP,ALP,1997.0,0.1621599675192854,,MACQUARIE,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Macquarie,ON,ALP+GRN+LNP,LNP,8705.0,0.706861550954121,,MACQUARIE,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Macquarie,ON,ALP+GRN+LNP,GRN,1613.0,0.1309784815265935,,MACQUARIE,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Macquarie,OTH,ALP+GRN+LNP+ON,ALP,742.0,0.1473391580619539,,MACQUARIE,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Macquarie,OTH,ALP+GRN+LNP+ON,LNP,981.0,0.1947974583002382,,MACQUARIE,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Macquarie,OTH,ALP+GRN+LNP+ON,GRN,585.0,0.1161636219221604,,MACQUARIE,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Macquarie,OTH,ALP+GRN+LNP+ON,ON,2728.0,0.5416997617156474,,MACQUARIE,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Cowper*,ALP,IND+LNP,LNP,6097.0,0.354353132628153,,COWPER,IND+LNP,positive_recipients_validated_against_3cp,False,3,LNP+IND+ALP
Cowper*,ALP,IND+LNP,IND,11109.0,0.6456468673718471,,COWPER,IND+LNP,positive_recipients_validated_against_3cp,False,3,LNP+IND+ALP
Cowper*,GRN,ALP+IND+LNP+ON+OTH,ALP,1124.0,0.2293409508263619,,COWPER,ALP+IND+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,LNP+IND+ALP
Cowper*,GRN,ALP+IND+LNP+ON+OTH,LNP,258.0,0.0526423178943072,,COWPER,ALP+IND+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,LNP+IND+ALP
Cowper*,GRN,ALP+IND+LNP+ON+OTH,ON,152.0,0.0310140787594368,,COWPER,ALP+IND+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,LNP+IND+ALP
Cowper*,GRN,ALP+IND+LNP+ON+OTH,IND,2577.0,0.5258110589675576,,COWPER,ALP+IND+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,LNP+IND+ALP
Cowper*,GRN,ALP+IND+LNP+ON+OTH,OTH,790.0,0.1611915935523362,,COWPER,ALP+IND+LNP+ON+OTH,positive_recipients_validated_against_3cp,False,6,LNP+IND+ALP
Cowper*,ON,ALP+IND+LNP,ALP,1094.0,0.1027616006011647,,COWPER,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4,LNP+IND+ALP
Cowper*,ON,ALP+IND+LNP,LNP,6714.0,0.6306594025925231,,COWPER,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4,LNP+IND+ALP
Cowper*,ON,ALP+IND+LNP,IND,2838.0,0.2665789968063122,,COWPER,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4,LNP+IND+ALP
Cowper*,OTH,ALP+IND+LNP+ON,ALP,2355.0,0.1979657027572293,,COWPER,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,5,LNP+IND+ALP
Cowper*,OTH,ALP+IND+LNP+ON,LNP,2722.0,0.2288164088769334,,COWPER,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,5,LNP+IND+ALP
Cowper*,OTH,ALP+IND+LNP+ON,ON,3649.0,0.3067417619367855,,COWPER,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,5,LNP+IND+ALP
Cowper*,OTH,ALP+IND+LNP+ON,IND,3170.0,0.2664761264290518,,COWPER,ALP+IND+LNP+ON,positive_recipients_validated_against_3cp,False,5,LNP+IND+ALP
Cunningham,GRN,ALP+LNP,ALP,23402.0,0.8520972909991261,,CUNNINGHAM,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Cunningham,GRN,ALP+LNP,LNP,4062.0,0.1479027090008738,,CUNNINGHAM,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Cunningham,ON,ALP+GRN+LNP,ALP,2017.0,0.1999008919722497,,CUNNINGHAM,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Cunningham,ON,ALP+GRN+LNP,LNP,6046.0,0.599207135777998,,CUNNINGHAM,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Cunningham,ON,ALP+GRN+LNP,GRN,2027.0,0.2008919722497522,,CUNNINGHAM,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Cunningham,OTH,ALP+GRN+LNP+ON,ALP,944.0,0.2006376195536663,,CUNNINGHAM,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Cunningham,OTH,ALP+GRN+LNP+ON,LNP,583.0,0.1239107332624867,,CUNNINGHAM,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Cunningham,OTH,ALP+GRN+LNP+ON,GRN,1853.0,0.393836344314559,,CUNNINGHAM,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Cunningham,OTH,ALP+GRN+LNP+ON,ON,1325.0,0.281615302869288,,CUNNINGHAM,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Whitlam*,GRN,ALP+LNP,ALP,13092.0,0.7113670941099761,,WHITLAM,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Whitlam*,GRN,ALP+LNP,LNP,5312.0,0.2886329058900239,,WHITLAM,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Whitlam*,ON,ALP+GRN+LNP,ALP,3306.0,0.2281101221279238,,WHITLAM,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Whitlam*,ON,ALP+GRN+LNP,LNP,8588.0,0.5925619264472504,,WHITLAM,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Whitlam*,ON,ALP+GRN+LNP,GRN,2599.0,0.1793279514248257,,WHITLAM,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Whitlam*,IND,ALP+GRN+LNP+ON,ALP,1281.0,0.1610712938513768,,WHITLAM,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Whitlam*,IND,ALP+GRN+LNP+ON,LNP,1843.0,0.2317364516534641,,WHITLAM,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Whitlam*,IND,ALP+GRN+LNP+ON,GRN,1309.0,0.1645919778699861,,WHITLAM,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Whitlam*,IND,ALP+GRN+LNP+ON,ON,3520.0,0.4426002766251729,,WHITLAM,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Whitlam*,OTH,ALP+GRN+IND+LNP+ON,ALP,1050.0,0.1604032997250229,,WHITLAM,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Whitlam*,OTH,ALP+GRN+IND+LNP+ON,LNP,863.0,0.1318362358692331,,WHITLAM,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Whitlam*,OTH,ALP+GRN+IND+LNP+ON,GRN,668.0,0.102047051634586,,WHITLAM,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Whitlam*,OTH,ALP+GRN+IND+LNP+ON,ON,1953.0,0.2983501374885426,,WHITLAM,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Whitlam*,OTH,ALP+GRN+IND+LNP+ON,IND,2012.0,0.3073632752826153,,WHITLAM,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Calare*,ALP,IND+LNP+OTH,LNP,2076.0,0.1470879977327476,,CALARE,IND+LNP+OTH,positive_recipients_validated_against_3cp,False,4,IND+LNP+IND
Calare*,ALP,IND+LNP+OTH,IND,6778.0,0.4802323933682868,,CALARE,IND+LNP+OTH,positive_recipients_validated_against_3cp,False,4,IND+LNP+IND
Calare*,ALP,IND+LNP+OTH,OTH,5260.0,0.3726796088989655,,CALARE,IND+LNP+OTH,positive_recipients_validated_against_3cp,False,4,IND+LNP+IND
Calare*,OTH,IND+LNP,LNP,7864.0,0.2342149154157731,,CALARE,IND+LNP,positive_recipients_validated_against_3cp,True,3,IND+LNP+IND
Calare*,OTH,IND+LNP,IND,25712.0,0.7657850845842268,,CALARE,IND+LNP,positive_recipients_validated_against_3cp,True,3,IND+LNP+IND
Eden-Monaro*,GRN,ALP+LNP,ALP,11788.0,0.8537079953650057,,EDEN-MONARO,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Eden-Monaro*,GRN,ALP+LNP,LNP,2020.0,0.1462920046349942,,EDEN-MONARO,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+GRN
Eden-Monaro*,ON,ALP+GRN+LNP,ALP,1860.0,0.1667114815810702,,EDEN-MONARO,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Eden-Monaro*,ON,ALP+GRN+LNP,LNP,7520.0,0.6740163126288429,,EDEN-MONARO,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Eden-Monaro*,ON,ALP+GRN+LNP,GRN,1777.0,0.1592722057900869,,EDEN-MONARO,ALP+GRN+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+GRN
Eden-Monaro*,IND,ALP+GRN+LNP+ON,ALP,837.0,0.1723285978999382,,EDEN-MONARO,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Eden-Monaro*,IND,ALP+GRN+LNP+ON,LNP,1279.0,0.2633312744492485,,EDEN-MONARO,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Eden-Monaro*,IND,ALP+GRN+LNP+ON,GRN,764.0,0.1572987440807082,,EDEN-MONARO,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Eden-Monaro*,IND,ALP+GRN+LNP+ON,ON,1977.0,0.407041383570105,,EDEN-MONARO,ALP+GRN+LNP+ON,positive_recipients_validated_against_3cp,False,5,ALP+LNP+GRN
Eden-Monaro*,OTH,ALP+GRN+IND+LNP+ON,ALP,697.0,0.1294817016533531,,EDEN-MONARO,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Eden-Monaro*,OTH,ALP+GRN+IND+LNP+ON,LNP,857.0,0.1592049043284414,,EDEN-MONARO,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Eden-Monaro*,OTH,ALP+GRN+IND+LNP+ON,GRN,528.0,0.0980865688277912,,EDEN-MONARO,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Eden-Monaro*,OTH,ALP+GRN+IND+LNP+ON,ON,1729.0,0.3211963589076723,,EDEN-MONARO,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Eden-Monaro*,OTH,ALP+GRN+IND+LNP+ON,IND,1572.0,0.292030466282742,,EDEN-MONARO,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+GRN
Gilmore,GRN,ALP+IND+LNP,ALP,4688.0,0.4838476622974507,,GILMORE,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Gilmore,GRN,ALP+IND+LNP,LNP,649.0,0.0669831767984312,,GILMORE,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Gilmore,GRN,ALP+IND+LNP,IND,4352.0,0.449169160904118,,GILMORE,ALP+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Gilmore,ON,ALP+GRN+IND+LNP,ALP,947.0,0.1061778226258549,,GILMORE,ALP+GRN+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Gilmore,ON,ALP+GRN+IND+LNP,LNP,4526.0,0.5074559928243076,,GILMORE,ALP+GRN+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Gilmore,ON,ALP+GRN+IND+LNP,GRN,592.0,0.0663751541652651,,GILMORE,ALP+GRN+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Gilmore,ON,ALP+GRN+IND+LNP,IND,2854.0,0.3199910303845723,,GILMORE,ALP+GRN+IND+LNP,positive_recipients_validated_against_3cp,False,4,ALP+LNP+IND
Gilmore,IND,ALP+LNP,ALP,11862.0,0.6990806223479491,,GILMORE,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+IND
Gilmore,IND,ALP+LNP,LNP,5106.0,0.3009193776520509,,GILMORE,ALP+LNP,positive_recipients_validated_against_3cp,False,3,ALP+LNP+IND
Gilmore,OTH,ALP+GRN+IND+LNP+ON,ALP,1384.0,0.1608554160855416,,GILMORE,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Gilmore,OTH,ALP+GRN+IND+LNP+ON,LNP,1302.0,0.1513249651324965,,GILMORE,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Gilmore,OTH,ALP+GRN+IND+LNP+ON,GRN,1165.0,0.1354021385402138,,GILMORE,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Gilmore,OTH,ALP+GRN+IND+LNP+ON,ON,3362.0,0.3907484890748489,,GILMORE,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Gilmore,OTH,ALP+GRN+IND+LNP+ON,IND,1391.0,0.1616689911668991,,GILMORE,ALP+GRN+IND+LNP+ON,positive_recipients_validated_against_3cp,False,6,ALP+LNP+IND
Hunter,LNP,ALP+ON,ALP,4954.0,0.1991958182549256,,HUNTER,ALP+ON,positive_recipients_validated_against_3cp,False,3,ALP+ON+LNP
Hunter,LNP,ALP+ON,ON,19916.0,0.8008041817450744,,HUNTER,ALP+ON,positive_recipients_validated_against_3cp,False,3,ALP+ON+LNP
