Seat,Eliminated,AliveSet,Recipient,Votes,Share, 
Wannon,ON,ALP|IND|LNP,ALP,996.0,0.13461278551155562,
Wannon,ON,ALP|IND|LNP,LNP,4302.0,0.5814299229625625,
Wannon,ON,ALP|IND|LNP,IND,2101.0,0.2839572915258819,
Wannon,OTH,ALP|GRN|IND|LNP|ON,ALP,748.0,0.10544121793064562,
Wannon,OTH,ALP|GRN|IND|LNP|ON,LNP,1349.0,0.19016069918240766,
Wannon,OTH,ALP|GRN|IND|LNP|ON,GRN,863.0,0.12165210036650691,
Wannon,OTH,ALP|GRN|IND|LNP|ON,ON,2447.0,0.3449393853961094,
Wannon,OTH,ALP|GRN|IND|LNP|ON,IND,1687.0,0.23780659712433042,
Brisbane,GRN,ALP|LNP,ALP,27897.0,0.9140563564875491,
Brisbane,GRN,ALP|LNP,LNP,2623.0,0.08594364351245085,
Brisbane,ON,ALP|GRN|LNP,ALP,966.0,0.18025751072961374,
Brisbane,ON,ALP|GRN|LNP,LNP,3649.0,0.6809106176525471,
Brisbane,ON,ALP|GRN|LNP,GRN,744.0,0.13883187161783914,
Brisbane,OTH,ALP|GRN|LNP|ON,ALP,825.0,0.14407963674467342,
Brisbane,OTH,ALP|GRN|LNP|ON,LNP,1227.0,0.21428571428571427,
Brisbane,OTH,ALP|GRN|LNP|ON,GRN,1113.0,0.19437652811735942,
Brisbane,OTH,ALP|GRN|LNP|ON,ON,2561.0,0.44725812085225286,
Lilley,GRN,ALP|LNP,ALP,17163.0,0.884189377157282,
Lilley,GRN,ALP|LNP,LNP,2248.0,0.11581062284271805,
Lilley,ON,ALP|GRN|LNP,ALP,1195.0,0.15980208611928323,
Lilley,ON,ALP|GRN|LNP,LNP,4929.0,0.6591334581438888,
Lilley,ON,ALP|GRN|LNP,GRN,1354.0,0.18106445573682803,
Lilley,OTH,ALP|GRN|LNP|ON,ALP,1090.0,0.18556350017024173,
Lilley,OTH,ALP|GRN|LNP|ON,LNP,1028.0,0.17500851208716378,
Lilley,OTH,ALP|GRN|LNP|ON,GRN,763.0,0.12989445011916922,
Lilley,OTH,ALP|GRN|LNP|ON,ON,2993.0,0.5095335376234252,
Griffith,LNP,ALP|GRN,ALP,27110.0,0.7946651033269823,
Griffith,LNP,ALP|GRN,GRN,7005.0,0.20533489667301774,
Griffith,ON,ALP|GRN|LNP,ALP,747.0,0.1458984375,
Griffith,ON,ALP|GRN|LNP,LNP,3512.0,0.6859375,
Griffith,ON,ALP|GRN|LNP,GRN,861.0,0.1681640625,
Griffith,OTH,ALP|GRN|LNP|ON,ALP,611.0,0.11644749380598438,
Griffith,OTH,ALP|GRN|LNP|ON,LNP,1578.0,0.30074328187535737,
Griffith,OTH,ALP|GRN|LNP|ON,GRN,622.0,0.11854392986468458,
Griffith,OTH,ALP|GRN|LNP|ON,ON,2436.0,0.4642652944539737,
Moreton,GRN,ALP|LNP,ALP,19772.0,0.8856042282540536,
Moreton,GRN,ALP|LNP,LNP,2554.0,0.11439577174594644,
Moreton,ON,ALP|GRN|LNP,ALP,925.0,0.16424005681818182,
Moreton,ON,ALP|GRN|LNP,LNP,3698.0,0.6566051136363636,
Moreton,ON,ALP|GRN|LNP,GRN,1009.0,0.17915482954545456,
Moreton,OTH,ALP|GRN|LNP|ON,ALP,1620.0,0.23195876288659795,
Moreton,OTH,ALP|GRN|LNP|ON,LNP,1433.0,0.2051832760595647,
Moreton,OTH,ALP|GRN|LNP|ON,GRN,985.0,0.14103665521191294,
Moreton,OTH,ALP|GRN|LNP|ON,ON,2946.0,0.4218213058419244,
Bonner,GRN,ALP|LNP,ALP,12790.0,0.8433893834487306,
Bonner,GRN,ALP|LNP,LNP,2375.0,0.15661061655126937,
Bonner,ON,ALP|GRN|LNP,ALP,1150.0,0.16249823371485092,
Bonner,ON,ALP|GRN|LNP,LNP,4760.0,0.6726013847675568,
Bonner,ON,ALP|GRN|LNP,GRN,1167.0,0.1649003815175922,
Bonner,OTH,ALP|GRN|LNP|ON,ALP,1412.0,0.16233616923430674,
Bonner,OTH,ALP|GRN|LNP|ON,LNP,2309.0,0.26546332490227637,
Bonner,OTH,ALP|GRN|LNP|ON,GRN,1684.0,0.19360772591400321,
Bonner,OTH,ALP|GRN|LNP|ON,ON,3293.0,0.37859277994941365,
Bowman,GRN,ALP|LNP,ALP,13094.0,0.7700541049164903,
Bowman,GRN,ALP|LNP,LNP,3910.0,0.22994589508350977,
Bowman,ON,ALP|GRN|LNP,ALP,2105.0,0.16951199871154776,
Bowman,ON,ALP|GRN|LNP,LNP,7832.0,0.6306973747785473,
Bowman,ON,ALP|GRN|LNP,GRN,2481.0,0.19979062650990498,
Bowman,IND,ALP|GRN|LNP|ON|OTH,ALP,964.0,0.23837784371909002,
Bowman,IND,ALP|GRN|LNP|ON|OTH,LNP,484.0,0.11968348170128586,
Bowman,IND,ALP|GRN|LNP|ON|OTH,GRN,1058.0,0.26162215628091,
Bowman,IND,ALP|GRN|LNP|ON|OTH,ON,920.0,0.2274975272007913,
Bowman,IND,ALP|GRN|LNP|ON|OTH,OTH,618.0,0.15281899109792285,
Bowman,OTH,ALP|GRN|LNP|ON,ALP,1121.0,0.1443843379701185,
Bowman,OTH,ALP|GRN|LNP|ON,LNP,1692.0,0.21792890262751158,
Bowman,OTH,ALP|GRN|LNP|ON,GRN,951.0,0.12248840803709428,
Bowman,OTH,ALP|GRN|LNP|ON,ON,4000.0,0.5151983513652756,
Dickson,GRN,ALP|IND|LNP,ALP,5138.0,0.5312241521918941,
Dickson,GRN,ALP|IND|LNP,LNP,420.0,0.043424317617866005,
Dickson,GRN,ALP|IND|LNP,IND,4114.0,0.42535153019023986,
Dickson,ON,ALP|GRN|IND|LNP,ALP,594.0,0.08884235716422376,
Dickson,ON,ALP|GRN|IND|LNP,LNP,3365.0,0.503290457672749,
Dickson,ON,ALP|GRN|IND|LNP,GRN,403.0,0.0602752019144481,
Dickson,ON,ALP|GRN|IND|LNP,IND,2324.0,0.3475919832485791,
Dickson,IND,ALP|LNP,ALP,16545.0,0.7697138869504536,
Dickson,IND,ALP|LNP,LNP,4950.0,0.2302861130495464,
Dickson,OTH,ALP|GRN|IND|LNP|ON,ALP,1336.0,0.16524427952999382,
Dickson,OTH,ALP|GRN|IND|LNP|ON,LNP,1101.0,0.13617810760667903,
Dickson,OTH,ALP|GRN|IND|LNP|ON,GRN,1208.0,0.14941249226963513,
Dickson,OTH,ALP|GRN|IND|LNP|ON,ON,2257.0,0.27915893630179345,
Dickson,OTH,ALP|GRN|IND|LNP|ON,IND,2183.0,0.2700061842918986,
Petrie,GRN,ALP|LNP,ALP,13684.0,0.7748584371460928,
Petrie,GRN,ALP|LNP,LNP,3976.0,0.22514156285390713,
Petrie,ON,ALP|GRN|LNP,ALP,2573.0,0.20850891410048622,
Petrie,ON,ALP|GRN|LNP,LNP,7365.0,0.596839546191248,
Petrie,ON,ALP|GRN|LNP,GRN,2402.0,0.1946515397082658,
Petrie,OTH,ALP|GRN|LNP|ON,ALP,966.0,0.11489058039961941,
Petrie,OTH,ALP|GRN|LNP|ON,LNP,1494.0,0.17768791627021885,
Petrie,OTH,ALP|GRN|LNP|ON,GRN,1456.0,0.1731684110371075,
Petrie,OTH,ALP|GRN|LNP|ON,ON,4492.0,0.5342530922930543,
Fadden,GRN,ALP|LNP|ON,ALP,9334.0,0.6989142643204792,
Fadden,GRN,ALP|LNP|ON,LNP,1967.0,0.14728566080119807,
Fadden,GRN,ALP|LNP|ON,ON,2054.0,0.15380007487832273,
Fadden,ON,ALP|LNP,ALP,5521.0,0.2983840458304059,
Fadden,ON,ALP|LNP,LNP,12982.0,0.7016159541695941,
Fadden,IND,ALP|GRN|LNP|ON|OTH,ALP,649.0,0.18932322053675613,
Fadden,IND,ALP|GRN|LNP|ON|OTH,LNP,361.0,0.10530921820303384,
Fadden,IND,ALP|GRN|LNP|ON|OTH,GRN,1243.0,0.36260210035005835,
Fadden,IND,ALP|GRN|LNP|ON|OTH,ON,354.0,0.10326721120186698,
Fadden,IND,ALP|GRN|LNP|ON|OTH,OTH,821.0,0.2394982497082847,
Fadden,OTH,ALP|GRN|LNP|ON,ALP,2061.0,0.1526327482781604,
Fadden,OTH,ALP|GRN|LNP|ON,LNP,2459.0,0.18210767977486483,
Fadden,OTH,ALP|GRN|LNP|ON,GRN,1853.0,0.13722876397837516,
Fadden,OTH,ALP|GRN|LNP|ON,ON,7130.0,0.5280308079685996,
Forde,GRN,ALP|LNP|ON,ALP,10357.0,0.6969717362045761,
Forde,GRN,ALP|LNP|ON,LNP,2238.0,0.1506056527590848,
Forde,GRN,ALP|LNP|ON,ON,2265.0,0.15242261103633917,
Forde,ON,ALP|LNP,ALP,6491.0,0.32598433105664926,
Forde,ON,ALP|LNP,LNP,13421.0,0.6740156689433507,
Forde,IND,ALP|GRN|LNP|ON|OTH,ALP,571.0,0.16908498667456323,
Forde,IND,ALP|GRN|LNP|ON|OTH,LNP,336.0,0.09949659461060112,
Forde,IND,ALP|GRN|LNP|ON|OTH,GRN,595.0,0.17619188628960616,
Forde,IND,ALP|GRN|LNP|ON|OTH,ON,730.0,0.21616819662422268,
Forde,IND,ALP|GRN|LNP|ON|OTH,OTH,1145.0,0.3390583358010068,
Forde,OTH,ALP|GRN|LNP|ON,ALP,1454.0,0.11870356763817455,
Forde,OTH,ALP|GRN|LNP|ON,LNP,2867.0,0.23405992325904154,
Forde,OTH,ALP|GRN|LNP|ON,GRN,2019.0,0.1648297820230223,
Forde,OTH,ALP|GRN|LNP|ON,ON,5909.0,0.4824067270797616,
Oxley,GRN,ALP|LNP,ALP,13879.0,0.797689522386344,
Oxley,GRN,ALP|LNP,LNP,3520.0,0.20231047761365595,
Oxley,ON,ALP|GRN|LNP,ALP,1995.0,0.22112613611172688,
Oxley,ON,ALP|GRN|LNP,LNP,5248.0,0.5816892041675903,
Oxley,ON,ALP|GRN|LNP,GRN,1779.0,0.19718465972068278,
Oxley,IND,ALP|GRN|LNP|ON|OTH,ALP,223.0,0.1554006968641115,
Oxley,IND,ALP|GRN|LNP|ON|OTH,LNP,93.0,0.06480836236933799,
Oxley,IND,ALP|GRN|LNP|ON|OTH,GRN,508.0,0.35400696864111497,
Oxley,IND,ALP|GRN|LNP|ON|OTH,ON,168.0,0.11707317073170732,
Oxley,IND,ALP|GRN|LNP|ON|OTH,OTH,443.0,0.3087108013937282,
Oxley,OTH,ALP|GRN|LNP|ON,ALP,1015.0,0.156490903484428,
Oxley,OTH,ALP|GRN|LNP|ON,LNP,1222.0,0.18840579710144928,
Oxley,OTH,ALP|GRN|LNP|ON,GRN,1133.0,0.17468393462843046,
Oxley,OTH,ALP|GRN|LNP|ON,ON,3116.0,0.48041936478569225,
Rankin,GRN,ALP|LNP,ALP,10931.0,0.7128603104212861,
Rankin,GRN,ALP|LNP,LNP,4403.0,0.28713968957871394,
Rankin,ON,ALP|GRN|LNP,ALP,2271.0,0.20535310606745638,
Rankin,ON,ALP|GRN|LNP,LNP,6311.0,0.5706664255357627,
Rankin,ON,ALP|GRN|LNP,GRN,2477.0,0.2239804683967809,
Rankin,OTH,ALP|GRN|LNP|ON,ALP,1587.0,0.12995414346544382,
Rankin,OTH,ALP|GRN|LNP|ON,LNP,2762.0,0.22617097936455946,
Rankin,OTH,ALP|GRN|LNP|ON,GRN,2825.0,0.23132983950212904,
Rankin,OTH,ALP|GRN|LNP|ON,ON,5038.0,0.41254503766786765,
Ryan,ALP,GRN|LNP,LNP,7486.0,0.24232026672709028,
Ryan,ALP,GRN|LNP,GRN,23407.0,0.7576797332729097,
Ryan,ON,ALP|GRN|LNP,ALP,740.0,0.14055080721747387,
Ryan,ON,ALP|GRN|LNP,LNP,3852.0,0.7316239316239316,
Ryan,ON,ALP|GRN|LNP,GRN,673.0,0.1278252611585945,
Ryan,OTH,ALP|GRN|LNP|ON,ALP,936.0,0.15279138099902057,
Ryan,OTH,ALP|GRN|LNP|ON,LNP,1206.0,0.19686581782566112,
Ryan,OTH,ALP|GRN|LNP|ON,GRN,1046.0,0.17074763303950374,
Ryan,OTH,ALP|GRN|LNP|ON,ON,2938.0,0.47959516813581454,
Blair,GRN,ALP|LNP|ON,ALP,11592.0,0.7225581250389578,
Blair,GRN,ALP|LNP|ON,LNP,1621.0,0.10104095244031665,
Blair,GRN,ALP|LNP|ON,ON,2830.0,0.17640092252072556,
Blair,ON,ALP|LNP,ALP,7593.0,0.33368490441661175,
Blair,ON,ALP|LNP,LNP,15162.0,0.6663150955833883,
Blair,OTH,ALP|GRN|LNP|ON,ALP,3146.0,0.16660488269872373,
Blair,OTH,ALP|GRN|LNP|ON,LNP,3217.0,0.17036487846210877,
Blair,OTH,ALP|GRN|LNP|ON,GRN,3939.0,0.2086003283376582,
Blair,OTH,ALP|GRN|LNP|ON,ON,8581.0,0.45442991050150927,
Capricornia,GRN,ALP|LNP|ON|OTH,ALP,4453.0,0.6837095040687855,
Capricornia,GRN,ALP|LNP|ON|OTH,LNP,863.0,0.13250422232458162,
Capricornia,GRN,ALP|LNP|ON|OTH,ON,756.0,0.11607554122524183,
Capricornia,GRN,ALP|LNP|ON|OTH,OTH,441.0,0.06771073238139107,
Capricornia,ON,ALP|LNP,ALP,6032.0,0.2704690162317281,
Capricornia,ON,ALP|LNP,LNP,16270.0,0.7295309837682719,
Capricornia,OTH,ALP|LNP|ON,ALP,1887.0,0.18592964824120603,
Capricornia,OTH,ALP|LNP|ON,LNP,1933.0,0.19046211449403883,
Capricornia,OTH,ALP|LNP|ON,ON,6329.0,0.6236082372647551,
Herbert,GRN,ALP|LNP|OTH,ALP,7304.0,0.7024427774572033,
Herbert,GRN,ALP|LNP|OTH,LNP,1328.0,0.12771686862858242,
Herbert,GRN,ALP|LNP|OTH,OTH,1766.0,0.16984035391421426,
Herbert,ON,ALP|GRN|LNP|OTH,ALP,336.0,0.04790419161676647,
Herbert,ON,ALP|GRN|LNP|OTH,LNP,1668.0,0.23781009409751924,
Herbert,ON,ALP|GRN|LNP|OTH,GRN,451.0,0.06429997148560022,
Herbert,ON,ALP|GRN|LNP|OTH,OTH,4559.0,0.649985742800114,
Herbert,OTH,ALP|LNP,ALP,18073.0,0.44935355544505223,
Herbert,OTH,ALP|LNP,LNP,22147.0,0.5506464445549478,
Hinkler,GRN,ALP|LNP|ON,ALP,5430.0,0.558699454676407,
Hinkler,GRN,ALP|LNP|ON,LNP,2438.0,0.2508488527626299,
Hinkler,GRN,ALP|LNP|ON,ON,1851.0,0.19045169256096306,
Hinkler,ON,ALP|LNP,ALP,6811.0,0.3027380211574362,
Hinkler,ON,ALP|LNP,LNP,15687.0,0.6972619788425638,
Hinkler,IND,ALP|GRN|LNP|ON|OTH,ALP,558.0,0.17432052483598875,
Hinkler,IND,ALP|GRN|LNP|ON|OTH,LNP,517.0,0.16151202749140894,
Hinkler,IND,ALP|GRN|LNP|ON|OTH,GRN,593.0,0.1852546079350203,
Hinkler,IND,ALP|GRN|LNP|ON|OTH,ON,507.0,0.1583880037488285,
Hinkler,IND,ALP|GRN|LNP|ON|OTH,OTH,1026.0,0.32052483598875353,
Hinkler,OTH,ALP|GRN|LNP|ON,ALP,933.0,0.10339095744680851,
Hinkler,OTH,ALP|GRN|LNP|ON,LNP,1323.0,0.1466090425531915,
Hinkler,OTH,ALP|GRN|LNP|ON,GRN,1126.0,0.12477836879432624,
Hinkler,OTH,ALP|GRN|LNP|ON,ON,5642.0,0.6252216312056738,
Longman,GRN,ALP|LNP|ON,ALP,9250.0,0.6916922156584162,
Longman,GRN,ALP|LNP|ON,LNP,1572.0,0.11755028789351679,
Longman,GRN,ALP|LNP|ON,ON,2551.0,0.190757496448067,
Longman,ON,ALP|LNP,ALP,6872.0,0.3374914055593753,
Longman,ON,ALP|LNP,LNP,13490.0,0.6625085944406247,
Longman,OTH,ALP|GRN|LNP|ON,ALP,1470.0,0.1379633974659784,
Longman,OTH,ALP|GRN|LNP|ON,LNP,2077.0,0.1949319568277804,
Longman,OTH,ALP|GRN|LNP|ON,GRN,1359.0,0.12754575316752698,
Longman,OTH,ALP|GRN|LNP|ON,ON,5749.0,0.5395588925387143,
Groom,ALP,IND|LNP,LNP,5469.0,0.2504006226821116,
Groom,ALP,IND|LNP,IND,16372.0,0.7495993773178884,
Groom,GRN,ALP|IND|LNP|ON,ALP,2741.0,0.420850606479349,
Groom,GRN,ALP|IND|LNP|ON,LNP,497.0,0.07630892062029787,
Groom,GRN,ALP|IND|LNP|ON,ON,614.0,0.09427299247658529,
Groom,GRN,ALP|IND|LNP|ON,IND,2661.0,0.40856748042376784,
Groom,ON,ALP|IND|LNP,ALP,1001.0,0.06960572978235172,
Groom,ON,ALP|IND|LNP,LNP,7472.0,0.5195744384952368,
Groom,ON,ALP|IND|LNP,IND,5908.0,0.4108198317224115,
Groom,OTH,ALP|GRN|IND|LNP|ON,ALP,927.0,0.08884416331224843,
Groom,OTH,ALP|GRN|IND|LNP|ON,LNP,1727.0,0.16551658041019743,
Groom,OTH,ALP|GRN|IND|LNP|ON,GRN,756.0,0.07245543415756182,
Groom,OTH,ALP|GRN|IND|LNP|ON,ON,3907.0,0.3744489170021085,
Groom,OTH,ALP|GRN|IND|LNP|ON,IND,3117.0,0.29873490511788386,
McPherson,GRN,ALP|IND|LNP,ALP,4938.0,0.4532770332293005,
McPherson,GRN,ALP|IND|LNP,LNP,1075.0,0.09867817147053425,
McPherson,GRN,ALP|IND|LNP,IND,4881.0,0.4480447953001652,
McPherson,ON,ALP|GRN|IND|LNP,ALP,695.0,0.07343617920540997,
McPherson,ON,ALP|GRN|IND|LNP,LNP,5155.0,0.5446956889264581,
McPherson,ON,ALP|GRN|IND|LNP,GRN,742.0,0.07840236686390532,
McPherson,ON,ALP|GRN|IND|LNP,IND,2872.0,0.30346576500422656,
McPherson,IND,ALP|LNP,ALP,14208.0,0.5950247089370969,
McPherson,IND,ALP|LNP,LNP,9670.0,0.4049752910629031,
McPherson,OTH,ALP|GRN|IND|LNP|ON,ALP,1676.0,0.12189977452905666,
McPherson,OTH,ALP|GRN|IND|LNP|ON,LNP,2102.0,0.15288384609789804,
McPherson,OTH,ALP|GRN|IND|LNP|ON,GRN,1977.0,0.1437922758018765,
McPherson,OTH,ALP|GRN|IND|LNP|ON,ON,5235.0,0.3807549639973816,
McPherson,OTH,ALP|GRN|IND|LNP|ON,IND,2759.0,0.20066913957378718,
Moncrieff,GRN,ALP|LNP,ALP,11632.0,0.6727977326623865,
Moncrieff,GRN,ALP|LNP,LNP,5657.0,0.3272022673376135,
Moncrieff,ON,ALP|GRN|LNP,ALP,1663.0,0.13532427374074377,
Moncrieff,ON,ALP|GRN|LNP,LNP,7874.0,0.6407356172186508,
Moncrieff,ON,ALP|GRN|LNP,GRN,2752.0,0.2239401090406054,
Moncrieff,IND,ALP|GRN|LNP|ON,ALP,2347.0,0.23481740870435217,
Moncrieff,IND,ALP|GRN|LNP|ON,LNP,1938.0,0.1938969484742371,
Moncrieff,IND,ALP|GRN|LNP|ON,GRN,3895.0,0.38969484742371185,
Moncrieff,IND,ALP|GRN|LNP|ON,ON,1815.0,0.18159079539769885,
Moncrieff,OTH,ALP|GRN|IND|LNP|ON,ALP,1157.0,0.10863849765258216,
Moncrieff,OTH,ALP|GRN|IND|LNP|ON,LNP,1475.0,0.13849765258215962,
Moncrieff,OTH,ALP|GRN|IND|LNP|ON,GRN,1084.0,0.10178403755868545,
Moncrieff,OTH,ALP|GRN|IND|LNP|ON,ON,4580.0,0.4300469483568075,
Moncrieff,OTH,ALP|GRN|IND|LNP|ON,IND,2354.0,0.22103286384976525,
Dawson,GRN,ALP|LNP|ON|OTH,ALP,4783.0,0.6321702352630187,
Dawson,GRN,ALP|LNP|ON|OTH,LNP,749.0,0.09899550621200105,
Dawson,GRN,ALP|LNP|ON|OTH,ON,805.0,0.1063970393867301,
Dawson,GRN,ALP|LNP|ON|OTH,OTH,1229.0,0.16243721913825007,
Dawson,ON,ALP|LNP,ALP,5031.0,0.2544507384179648,
Dawson,ON,ALP|LNP,LNP,14741.0,0.7455492615820352,
Dawson,OTH,ALP|LNP|ON,ALP,2361.0,0.1623126632751272,
Dawson,OTH,ALP|LNP|ON,LNP,4410.0,0.30317613089509143,
Dawson,OTH,ALP|LNP|ON,ON,7775.0,0.5345112058297814,
Kennedy,ALP,LNP|OTH,LNP,6391.0,0.2973802987297008,
Kennedy,ALP,LNP|OTH,OTH,15100.0,0.7026197012702992,
Kennedy,GRN,ALP|LNP|ON|OTH,ALP,4101.0,0.6145661621459614,
Kennedy,GRN,ALP|LNP|ON|OTH,LNP,768.0,0.11509066386932414,
Kennedy,GRN,ALP|LNP|ON|OTH,ON,733.0,0.10984564663569608,
Kennedy,GRN,ALP|LNP|ON|OTH,OTH,1071.0,0.16049752734901843,
Kennedy,ON,ALP|LNP|OTH,ALP,933.0,0.09725841759616387,
Kennedy,ON,ALP|LNP|OTH,LNP,2256.0,0.23517147920358594,
Kennedy,ON,ALP|LNP|OTH,OTH,6404.0,0.6675701032002502,
Leichhardt,GRN,ALP|LNP|ON,ALP,8621.0,0.7289253403229897,
Leichhardt,GRN,ALP|LNP|ON,LNP,1419.0,0.11997970744905724,
Leichhardt,GRN,ALP|LNP|ON,ON,1787.0,0.151094952227953,
Leichhardt,ON,ALP|LNP,ALP,6553.0,0.358970145165708,
Leichhardt,ON,ALP|LNP,LNP,11702.0,0.641029854834292,
Leichhardt,IND,ALP|GRN|LNP|ON|OTH,ALP,251.0,0.14773396115361978,
Leichhardt,IND,ALP|GRN|LNP|ON|OTH,LNP,244.0,0.14361389052383755,
Leichhardt,IND,ALP|GRN|LNP|ON|OTH,GRN,336.0,0.19776339022954678,
Leichhardt,IND,ALP|GRN|LNP|ON|OTH,ON,106.0,0.06238964096527369,
Leichhardt,IND,ALP|GRN|LNP|ON|OTH,OTH,762.0,0.44849911712772217,
Leichhardt,OTH,ALP|GRN|LNP|ON,ALP,3060.0,0.18013775239889326,
Leichhardt,OTH,ALP|GRN|LNP|ON,LNP,2408.0,0.14175546005769118,
Leichhardt,OTH,ALP|GRN|LNP|ON,GRN,2723.0,0.16029905221640078,
Leichhardt,OTH,ALP|GRN|LNP|ON,ON,8796.0,0.5178077353270147,
Flynn,GRN,ALP|LNP|ON|OTH,ALP,4129.0,0.5960733362205861,
Flynn,GRN,ALP|LNP|ON|OTH,LNP,613.0,0.08849429767576152,
Flynn,GRN,ALP|LNP|ON|OTH,ON,771.0,0.11130359462970983,
Flynn,GRN,ALP|LNP|ON|OTH,OTH,1414.0,0.20412877147394254,
Flynn,ON,ALP|LNP,ALP,6522.0,0.26190667416271785,
Flynn,ON,ALP|LNP,LNP,18380.0,0.7380933258372822,
Flynn,IND,ALP|GRN|LNP|ON|OTH,ALP,1553.0,0.30917778220187137,
Flynn,IND,ALP|GRN|LNP|ON|OTH,LNP,547.0,0.10889906430420068,
Flynn,IND,ALP|GRN|LNP|ON|OTH,GRN,727.0,0.1447342225761497,
Flynn,IND,ALP|GRN|LNP|ON|OTH,ON,1141.0,0.2271550866016325,
Flynn,IND,ALP|GRN|LNP|ON|OTH,OTH,1055.0,0.21003384431614572,
Flynn,OTH,ALP|LNP|ON,ALP,3121.0,0.20503219025095257,
Flynn,OTH,ALP|LNP|ON,LNP,2985.0,0.1960977532518723,
Flynn,OTH,ALP|LNP|ON,ON,9116.0,0.5988700564971752,
Fairfax,GRN,ALP|IND|LNP|ON,ALP,5493.0,0.4585907497077976,
Fairfax,GRN,ALP|IND|LNP|ON,LNP,813.0,0.0678744364668559,
Fairfax,GRN,ALP|IND|LNP|ON,ON,633.0,0.052846885957588914,
Fairfax,GRN,ALP|IND|LNP|ON,IND,5039.0,0.42068792786775755,
Fairfax,ON,ALP|IND|LNP,ALP,1013.0,0.0791097227645451,
Fairfax,ON,ALP|IND|LNP,LNP,5950.0,0.4646622413119875,
Fairfax,ON,ALP|IND|LNP,IND,5842.0,0.4562280359234674,
Fairfax,IND,ALP|LNP,ALP,17237.0,0.6629105453426659,
Fairfax,IND,ALP|LNP,LNP,8765.0,0.33708945465733403,
Fairfax,OTH,ALP|GRN|IND|LNP|ON,ALP,588.0,0.06760174752816739,
Fairfax,OTH,ALP|GRN|IND|LNP|ON,LNP,1507.0,0.17325822028052426,
Fairfax,OTH,ALP|GRN|IND|LNP|ON,GRN,627.0,0.07208553690503564,
Fairfax,OTH,ALP|GRN|IND|LNP|ON,ON,3940.0,0.45297769602207405,
Fairfax,OTH,ALP|GRN|IND|LNP|ON,IND,2036.0,0.23407679926419867,
Fisher,GRN,ALP|IND|LNP|ON,ALP,4784.0,0.4000334476126766,
Fisher,GRN,ALP|IND|LNP|ON,LNP,790.0,0.06605903503637428,
Fisher,GRN,ALP|IND|LNP|ON,ON,591.0,0.04941884772974329,
Fisher,GRN,ALP|IND|LNP|ON,IND,5794.0,0.4844886696212058,
Fisher,ON,ALP|IND|LNP,ALP,1448.0,0.10400057458880989,
Fisher,ON,ALP|IND|LNP,LNP,6624.0,0.47575953458306397,
Fisher,ON,ALP|IND|LNP,IND,5851.0,0.42023989082812613,
Fisher,IND,ALP|LNP,ALP,18862.0,0.5800301362280513,
Fisher,IND,ALP|LNP,LNP,13657.0,0.4199698637719487,
Fisher,OTH,ALP|GRN|IND|LNP|ON,ALP,613.0,0.06068706068706069,
Fisher,OTH,ALP|GRN|IND|LNP|ON,LNP,1214.0,0.12018612018612018,
Fisher,OTH,ALP|GRN|IND|LNP|ON,GRN,563.0,0.055737055737055737,
Fisher,OTH,ALP|GRN|IND|LNP|ON,ON,6133.0,0.6071676071676072,
Fisher,OTH,ALP|GRN|IND|LNP|ON,IND,1578.0,0.1562221562221562,
Maranoa,ALP,LNP|ON,LNP,12116.0,0.5890990421549084,
Maranoa,ALP,LNP|ON,ON,8451.0,0.4109009578450917,
Maranoa,GRN,ALP|LNP|ON|OTH,ALP,3275.0,0.5847170148187824,
Maranoa,GRN,ALP|LNP|ON|OTH,LNP,831.0,0.1483663631494376,
Maranoa,GRN,ALP|LNP|ON|OTH,ON,507.0,0.09051955008034279,
Maranoa,GRN,ALP|LNP|ON|OTH,OTH,988.0,0.17639707195143725,
Maranoa,OTH,ALP|GRN|LNP|ON,ALP,1950.0,0.13475226314698363,
Maranoa,OTH,ALP|GRN|LNP|ON,LNP,3666.0,0.2533342547163292,
Maranoa,OTH,ALP|GRN|LNP|ON,GRN,569.0,0.03932001934904291,
Maranoa,OTH,ALP|GRN|LNP|ON,ON,8286.0,0.5725934627876442,
Wide Bay,GRN,ALP|LNP|ON,ALP,8197.0,0.6887077802050076,
Wide Bay,GRN,ALP|LNP|ON,LNP,1827.0,0.15350361283817845,
Wide Bay,GRN,ALP|LNP|ON,ON,1878.0,0.157788606956814,
Wide Bay,ON,ALP|LNP,ALP,6337.0,0.29263449549757564,
Wide Bay,ON,ALP|LNP,LNP,15318.0,0.7073655045024244,
Wide Bay,IND,ALP|GRN|LNP|ON|OTH,ALP,1164.0,0.19188921859545005,
Wide Bay,IND,ALP|GRN|LNP|ON|OTH,LNP,769.0,0.12677217276623806,
Wide Bay,IND,ALP|GRN|LNP|ON|OTH,GRN,1560.0,0.2571711177052423,
Wide Bay,IND,ALP|GRN|LNP|ON|OTH,ON,1063.0,0.17523903725684142,
Wide Bay,IND,ALP|GRN|LNP|ON|OTH,OTH,1510.0,0.24892845367622815,
Wide Bay,OTH,ALP|GRN|LNP|ON,ALP,1730.0,0.15469909684342306,
Wide Bay,OTH,ALP|GRN|LNP|ON,LNP,1701.0,0.15210587498882233,
Wide Bay,OTH,ALP|GRN|LNP|ON,GRN,1513.0,0.1352946436555486,
Wide Bay,OTH,ALP|GRN|LNP|ON,ON,6239.0,0.557900384512206,
