Seat,Eliminated,AliveSet,Recipient,Votes,Share, 
Newcastle,IND,ALP|GRN|LNP|ON|OTH,ALP,156.0,0.17567567567567569,
Newcastle,IND,ALP|GRN|LNP|ON|OTH,LNP,92.0,0.1036036036036036,
Newcastle,IND,ALP|GRN|LNP|ON|OTH,GRN,164.0,0.18468468468468469,
Newcastle,IND,ALP|GRN|LNP|ON|OTH,ON,101.0,0.11373873873873874,
Newcastle,IND,ALP|GRN|LNP|ON|OTH,OTH,375.0,0.4222972972972973,
Newcastle,OTH,ALP|GRN|LNP|ON,ALP,1354.0,0.15991496397779614,
Newcastle,OTH,ALP|GRN|LNP|ON,LNP,1468.0,0.1733790008267391,
Newcastle,OTH,ALP|GRN|LNP|ON,GRN,2715.0,0.32065666706035195,
Newcastle,OTH,ALP|GRN|LNP|ON,ON,2930.0,0.3460493681351128,
Paterson*,GRN,ALP|IND|LNP|ON,ALP,6916.0,0.686179184442901,
Paterson*,GRN,ALP|IND|LNP|ON,LNP,648.0,0.06429209246949102,
Paterson*,GRN,ALP|IND|LNP|ON,ON,669.0,0.06637563250322452,
Paterson*,GRN,ALP|IND|LNP|ON,IND,1846.0,0.18315309058438337,
Paterson*,ON,ALP|IND|LNP,ALP,2040.0,0.16739148272749652,
Paterson*,ON,ALP|IND|LNP,LNP,4658.0,0.3822105522277837,
Paterson*,ON,ALP|IND|LNP,IND,5489.0,0.4503979650447198,
Paterson*,IND,ALP|LNP,ALP,10212.0,0.4985111056870881,
Paterson*,IND,ALP|LNP,LNP,10273.0,0.5014888943129119,
Paterson*,OTH,ALP|GRN|IND|LNP|ON,ALP,2383.0,0.20239510786478682,
Paterson*,OTH,ALP|GRN|IND|LNP|ON,LNP,1682.0,0.14285714285714285,
Paterson*,OTH,ALP|GRN|IND|LNP|ON,GRN,1860.0,0.15797519959232206,
Paterson*,OTH,ALP|GRN|IND|LNP|ON,ON,3264.0,0.2772209954136232,
Paterson*,OTH,ALP|GRN|IND|LNP|ON,IND,2585.0,0.21955155427212503,
Robertson,GRN,ALP|LNP,ALP,10804.0,0.7862028816766119,
Robertson,GRN,ALP|LNP,LNP,2938.0,0.21379711832338816,
Robertson,ON,ALP|GRN|LNP,ALP,1601.0,0.16576931041623524,
Robertson,ON,ALP|GRN|LNP,LNP,5965.0,0.6176226962103956,
Robertson,ON,ALP|GRN|LNP,GRN,2092.0,0.21660799337336922,
Robertson,IND,ALP|GRN|LNP|ON|OTH,ALP,903.0,0.2413793103448276,
Robertson,IND,ALP|GRN|LNP|ON|OTH,LNP,428.0,0.11440791232290831,
Robertson,IND,ALP|GRN|LNP|ON|OTH,GRN,965.0,0.2579524191392676,
Robertson,IND,ALP|GRN|LNP|ON|OTH,ON,642.0,0.17161186848436247,
Robertson,IND,ALP|GRN|LNP|ON|OTH,OTH,803.0,0.21464848970863407,
Robertson,OTH,ALP|GRN|LNP|ON,ALP,1604.0,0.2494944781459014,
Robertson,OTH,ALP|GRN|LNP|ON,LNP,1108.0,0.1723440659511588,
Robertson,OTH,ALP|GRN|LNP|ON,GRN,1670.0,0.25976046041375017,
Robertson,OTH,ALP|GRN|LNP|ON,ON,2047.0,0.3184009954891896,
Shortland,GRN,ALP|LNP,ALP,12694.0,0.7800172053582402,
Shortland,GRN,ALP|LNP,LNP,3580.0,0.21998279464175985,
Shortland,ON,ALP|GRN|LNP,ALP,2902.0,0.21998180715585203,
Shortland,ON,ALP|GRN|LNP,LNP,8126.0,0.615979381443299,
Shortland,ON,ALP|GRN|LNP,GRN,2164.0,0.164038811400849,
Shortland,IND,ALP|GRN|LNP|ON,ALP,2200.0,0.3602423448501719,
Shortland,IND,ALP|GRN|LNP|ON,LNP,880.0,0.14409693794006878,
Shortland,IND,ALP|GRN|LNP|ON,GRN,1501.0,0.24578352710004914,
Shortland,IND,ALP|GRN|LNP|ON,ON,1526.0,0.24987719010971016,
Shortland,OTH,ALP|GRN|IND|LNP|ON,ALP,476.0,0.10170940170940171,
Shortland,OTH,ALP|GRN|IND|LNP|ON,LNP,697.0,0.14893162393162393,
Shortland,OTH,ALP|GRN|IND|LNP|ON,GRN,352.0,0.07521367521367521,
Shortland,OTH,ALP|GRN|IND|LNP|ON,ON,1853.0,0.3959401709401709,
Shortland,OTH,ALP|GRN|IND|LNP|ON,IND,1302.0,0.2782051282051282,
Macquarie,GRN,ALP|LNP,ALP,13794.0,0.8695158850226928,
Macquarie,GRN,ALP|LNP,LNP,2070.0,0.1304841149773071,
Macquarie,ON,ALP|GRN|LNP,ALP,1997.0,0.16215996751928544,
Macquarie,ON,ALP|GRN|LNP,LNP,8705.0,0.706861550954121,
Macquarie,ON,ALP|GRN|LNP,GRN,1613.0,0.13097848152659358,
Macquarie,OTH,ALP|GRN|LNP|ON,ALP,742.0,0.14733915806195394,
Macquarie,OTH,ALP|GRN|LNP|ON,LNP,981.0,0.19479745830023829,
Macquarie,OTH,ALP|GRN|LNP|ON,GRN,585.0,0.11616362192216044,
Macquarie,OTH,ALP|GRN|LNP|ON,ON,2728.0,0.5416997617156474,
Cowper*,ALP,IND|LNP,LNP,6097.0,0.354353132628153,
Cowper*,ALP,IND|LNP,IND,11109.0,0.6456468673718471,
Cowper*,GRN,ALP|IND|LNP|ON|OTH,ALP,1124.0,0.22934095082636197,
Cowper*,GRN,ALP|IND|LNP|ON|OTH,LNP,258.0,0.05264231789430728,
Cowper*,GRN,ALP|IND|LNP|ON|OTH,ON,152.0,0.03101407875943685,
Cowper*,GRN,ALP|IND|LNP|ON|OTH,IND,2577.0,0.5258110589675576,
Cowper*,GRN,ALP|IND|LNP|ON|OTH,OTH,790.0,0.16119159355233625,
Cowper*,ON,ALP|IND|LNP,ALP,1094.0,0.10276160060116475,
Cowper*,ON,ALP|IND|LNP,LNP,6714.0,0.6306594025925231,
Cowper*,ON,ALP|IND|LNP,IND,2838.0,0.26657899680631225,
Cowper*,OTH,ALP|IND|LNP|ON,ALP,2355.0,0.19796570275722933,
Cowper*,OTH,ALP|IND|LNP|ON,LNP,2722.0,0.2288164088769334,
Cowper*,OTH,ALP|IND|LNP|ON,ON,3649.0,0.3067417619367855,
Cowper*,OTH,ALP|IND|LNP|ON,IND,3170.0,0.2664761264290518,
Cunningham,GRN,ALP|LNP,ALP,23402.0,0.8520972909991261,
Cunningham,GRN,ALP|LNP,LNP,4062.0,0.14790270900087388,
Cunningham,ON,ALP|GRN|LNP,ALP,2017.0,0.19990089197224975,
Cunningham,ON,ALP|GRN|LNP,LNP,6046.0,0.599207135777998,
Cunningham,ON,ALP|GRN|LNP,GRN,2027.0,0.20089197224975222,
Cunningham,OTH,ALP|GRN|LNP|ON,ALP,944.0,0.20063761955366632,
Cunningham,OTH,ALP|GRN|LNP|ON,LNP,583.0,0.12391073326248672,
Cunningham,OTH,ALP|GRN|LNP|ON,GRN,1853.0,0.393836344314559,
Cunningham,OTH,ALP|GRN|LNP|ON,ON,1325.0,0.281615302869288,
Whitlam*,GRN,ALP|LNP,ALP,13092.0,0.7113670941099761,
Whitlam*,GRN,ALP|LNP,LNP,5312.0,0.2886329058900239,
Whitlam*,ON,ALP|GRN|LNP,ALP,3306.0,0.22811012212792384,
Whitlam*,ON,ALP|GRN|LNP,LNP,8588.0,0.5925619264472504,
Whitlam*,ON,ALP|GRN|LNP,GRN,2599.0,0.17932795142482577,
Whitlam*,IND,ALP|GRN|LNP|ON,ALP,1281.0,0.16107129385137683,
Whitlam*,IND,ALP|GRN|LNP|ON,LNP,1843.0,0.2317364516534641,
Whitlam*,IND,ALP|GRN|LNP|ON,GRN,1309.0,0.16459197786998617,
Whitlam*,IND,ALP|GRN|LNP|ON,ON,3520.0,0.4426002766251729,
Whitlam*,OTH,ALP|GRN|IND|LNP|ON,ALP,1050.0,0.1604032997250229,
Whitlam*,OTH,ALP|GRN|IND|LNP|ON,LNP,863.0,0.13183623586923313,
Whitlam*,OTH,ALP|GRN|IND|LNP|ON,GRN,668.0,0.10204705163458601,
Whitlam*,OTH,ALP|GRN|IND|LNP|ON,ON,1953.0,0.2983501374885426,
Whitlam*,OTH,ALP|GRN|IND|LNP|ON,IND,2012.0,0.3073632752826153,
Calare*,ALP,IND|LNP|OTH,LNP,2076.0,0.14708799773274764,
Calare*,ALP,IND|LNP|OTH,IND,6778.0,0.4802323933682868,
Calare*,ALP,IND|LNP|OTH,OTH,5260.0,0.37267960889896556,
Calare*,OTH,IND|LNP,LNP,7864.0,0.23421491541577316,
Calare*,OTH,IND|LNP,IND,25712.0,0.7657850845842268,
Eden-Monaro*,GRN,ALP|LNP,ALP,11788.0,0.8537079953650057,
Eden-Monaro*,GRN,ALP|LNP,LNP,2020.0,0.1462920046349942,
Eden-Monaro*,ON,ALP|GRN|LNP,ALP,1860.0,0.1667114815810702,
Eden-Monaro*,ON,ALP|GRN|LNP,LNP,7520.0,0.6740163126288429,
Eden-Monaro*,ON,ALP|GRN|LNP,GRN,1777.0,0.15927220579008694,
Eden-Monaro*,IND,ALP|GRN|LNP|ON,ALP,837.0,0.17232859789993824,
Eden-Monaro*,IND,ALP|GRN|LNP|ON,LNP,1279.0,0.26333127444924853,
Eden-Monaro*,IND,ALP|GRN|LNP|ON,GRN,764.0,0.15729874408070826,
Eden-Monaro*,IND,ALP|GRN|LNP|ON,ON,1977.0,0.407041383570105,
Eden-Monaro*,OTH,ALP|GRN|IND|LNP|ON,ALP,697.0,0.12948170165335315,
Eden-Monaro*,OTH,ALP|GRN|IND|LNP|ON,LNP,857.0,0.1592049043284414,
Eden-Monaro*,OTH,ALP|GRN|IND|LNP|ON,GRN,528.0,0.0980865688277912,
Eden-Monaro*,OTH,ALP|GRN|IND|LNP|ON,ON,1729.0,0.3211963589076723,
Eden-Monaro*,OTH,ALP|GRN|IND|LNP|ON,IND,1572.0,0.292030466282742,
Gilmore,GRN,ALP|IND|LNP,ALP,4688.0,0.48384766229745074,
Gilmore,GRN,ALP|IND|LNP,LNP,649.0,0.06698317679843122,
Gilmore,GRN,ALP|IND|LNP,IND,4352.0,0.44916916090411807,
Gilmore,ON,ALP|GRN|IND|LNP,ALP,947.0,0.10617782262585491,
Gilmore,ON,ALP|GRN|IND|LNP,LNP,4526.0,0.5074559928243076,
Gilmore,ON,ALP|GRN|IND|LNP,GRN,592.0,0.06637515416526517,
Gilmore,ON,ALP|GRN|IND|LNP,IND,2854.0,0.3199910303845723,
Gilmore,IND,ALP|LNP,ALP,11862.0,0.6990806223479491,
Gilmore,IND,ALP|LNP,LNP,5106.0,0.3009193776520509,
Gilmore,OTH,ALP|GRN|IND|LNP|ON,ALP,1384.0,0.1608554160855416,
Gilmore,OTH,ALP|GRN|IND|LNP|ON,LNP,1302.0,0.15132496513249652,
Gilmore,OTH,ALP|GRN|IND|LNP|ON,GRN,1165.0,0.13540213854021385,
Gilmore,OTH,ALP|GRN|IND|LNP|ON,ON,3362.0,0.3907484890748489,
Gilmore,OTH,ALP|GRN|IND|LNP|ON,IND,1391.0,0.16166899116689912,
Hunter,LNP,ALP|ON,ALP,4954.0,0.1991958182549256,
Hunter,LNP,ALP|ON,ON,19916.0,0.8008041817450744,
Hunter,GRN,ALP|LNP|ON,ALP,8228.0,0.7469813890149796,
Hunter,GRN,ALP|LNP|ON,LNP,1568.0,0.14235133908306855,
Hunter,GRN,ALP|LNP|ON,ON,1219.0,0.11066727190195189,
Hunter,OTH,ALP|GRN|LNP|ON,ALP,4162.0,0.25219657032054776,
Hunter,OTH,ALP|GRN|LNP|ON,LNP,3012.0,0.18251227049627342,
Hunter,OTH,ALP|GRN|LNP|ON,GRN,2729.0,0.16536387323516935,
Hunter,OTH,ALP|GRN|LNP|ON,ON,6600.0,0.39992728594800947,
Lyne,GRN,ALP|IND|LNP|ON,ALP,4712.0,0.5255995538204127,
Lyne,GRN,ALP|IND|LNP|ON,LNP,704.0,0.0785276073619632,
Lyne,GRN,ALP|IND|LNP|ON,ON,666.0,0.07428890128276631,
Lyne,GRN,ALP|IND|LNP|ON,IND,2883.0,0.32158393753485776,
Lyne,ON,ALP|IND|LNP,ALP,1725.0,0.11440509351372861,
Lyne,ON,ALP|IND|LNP,LNP,8001.0,0.5306406685236769,
Lyne,ON,ALP|IND|LNP,IND,5352.0,0.3549542379625945,
Lyne,IND,ALP|LNP,ALP,14310.0,0.5040507220852413,
Lyne,IND,ALP|LNP,LNP,14080.0,0.49594927791475873,
Lyne,OTH,ALP|GRN|IND|LNP|ON,ALP,1567.0,0.10474598930481284,
Lyne,OTH,ALP|GRN|IND|LNP|ON,LNP,2955.0,0.19752673796791445,
Lyne,OTH,ALP|GRN|IND|LNP|ON,GRN,1988.0,0.13288770053475935,
Lyne,OTH,ALP|GRN|IND|LNP|ON,ON,5238.0,0.3501336898395722,
Lyne,OTH,ALP|GRN|IND|LNP|ON,IND,3212.0,0.21470588235294116,
New England,GRN,ALP|LNP|ON,ALP,7713.0,0.7127807041863045,
New England,GRN,ALP|LNP|ON,LNP,1956.0,0.18075963404491266,
New England,GRN,ALP|LNP|ON,ON,1152.0,0.10645966176878292,
New England,ON,ALP|LNP,ALP,4509.0,0.2664263767430867,
New England,ON,ALP|LNP,LNP,12415.0,0.7335736232569132,
New England,IND,ALP|GRN|LNP|ON,ALP,1493.0,0.2809031044214487,
New England,IND,ALP|GRN|LNP|ON,LNP,1190.0,0.22389463781749766,
New England,IND,ALP|GRN|LNP|ON,GRN,1339.0,0.251928504233302,
New England,IND,ALP|GRN|LNP|ON,ON,1293.0,0.24327375352775166,
New England,OTH,ALP|GRN|IND|LNP|ON,ALP,718.0,0.1063388625592417,
New England,OTH,ALP|GRN|IND|LNP|ON,LNP,1408.0,0.20853080568720378,
New England,OTH,ALP|GRN|IND|LNP|ON,GRN,459.0,0.06797985781990522,
New England,OTH,ALP|GRN|IND|LNP|ON,ON,3092.0,0.45793838862559244,
New England,OTH,ALP|GRN|IND|LNP|ON,IND,1075.0,0.15921208530805686,
Page*,GRN,ALP|LNP,ALP,16081.0,0.7767848517051492,
Page*,GRN,ALP|LNP,LNP,4621.0,0.22321514829485073,
Page*,ON,ALP|GRN|LNP,ALP,1453.0,0.12064098306210562,
Page*,ON,ALP|GRN|LNP,LNP,8239.0,0.6840750581202258,
Page*,ON,ALP|GRN|LNP,GRN,2352.0,0.19528395881766855,
Page*,IND,ALP|GRN|LNP|ON|OTH,ALP,836.0,0.22785500136276915,
Page*,IND,ALP|GRN|LNP|ON|OTH,LNP,587.0,0.15998909784682475,
Page*,IND,ALP|GRN|LNP|ON|OTH,GRN,720.0,0.19623875715453803,
Page*,IND,ALP|GRN|LNP|ON|OTH,ON,528.0,0.1439084219133279,
Page*,IND,ALP|GRN|LNP|ON|OTH,OTH,998.0,0.2720087217225402,
Page*,OTH,ALP|GRN|LNP|ON,ALP,2046.0,0.17344862665310273,
Page*,OTH,ALP|GRN|LNP|ON,LNP,2517.0,0.21337741607324517,
Page*,OTH,ALP|GRN|LNP|ON,GRN,1641.0,0.1391149542217701,
Page*,OTH,ALP|GRN|LNP|ON,ON,5592.0,0.474059003051882,
Parkes,GRN,ALP|LNP|ON|OTH,ALP,4632.0,0.5608427170359608,
Parkes,GRN,ALP|LNP|ON|OTH,LNP,1062.0,0.12858699600435888,
Parkes,GRN,ALP|LNP|ON|OTH,ON,866.0,0.10485530935948661,
Parkes,GRN,ALP|LNP|ON|OTH,OTH,1699.0,0.20571497760019372,
Parkes,ON,ALP|LNP,ALP,8503.0,0.33415861039063116,
Parkes,ON,ALP|LNP,LNP,16943.0,0.6658413896093689,
Parkes,IND,ALP|GRN|LNP|ON|OTH,ALP,348.0,0.12794117647058822,
Parkes,IND,ALP|GRN|LNP|ON|OTH,LNP,357.0,0.13125,
Parkes,IND,ALP|GRN|LNP|ON|OTH,GRN,210.0,0.07720588235294118,
Parkes,IND,ALP|GRN|LNP|ON|OTH,ON,363.0,0.13345588235294117,
Parkes,IND,ALP|GRN|LNP|ON|OTH,OTH,1442.0,0.5301470588235294,
Parkes,OTH,ALP|GRN|LNP|ON,ALP,4743.0,0.21461538461538462,
Parkes,OTH,ALP|GRN|LNP|ON,LNP,5789.0,0.2619457013574661,
Parkes,OTH,ALP|GRN|LNP|ON,GRN,1655.0,0.0748868778280543,
Parkes,OTH,ALP|GRN|LNP|ON,ON,9913.0,0.448552036199095,
Richmond*,GRN,ALP|LNP,ALP,27539.0,0.8598682361757267,
Richmond*,GRN,ALP|LNP,LNP,4488.0,0.14013176382427328,
Richmond*,ON,ALP|GRN|LNP,ALP,1409.0,0.12221354844305664,
Richmond*,ON,ALP|GRN|LNP,LNP,8732.0,0.757394396738659,
Richmond*,ON,ALP|GRN|LNP,GRN,1388.0,0.12039205481828433,
Richmond*,IND,ALP|GRN|LNP|ON|OTH,ALP,280.0,0.11186576108669596,
Richmond*,IND,ALP|GRN|LNP|ON|OTH,LNP,394.0,0.1574111066719936,
Richmond*,IND,ALP|GRN|LNP|ON|OTH,GRN,264.0,0.10547343188174191,
Richmond*,IND,ALP|GRN|LNP|ON|OTH,ON,369.0,0.1474230922892529,
Richmond*,IND,ALP|GRN|LNP|ON|OTH,OTH,1196.0,0.47782660807031563,
Richmond*,OTH,ALP|GRN|LNP|ON,ALP,1891.0,0.14993656834760546,
Richmond*,OTH,ALP|GRN|LNP|ON,LNP,2631.0,0.20861084681255948,
Richmond*,OTH,ALP|GRN|LNP|ON,GRN,2634.0,0.20884871550903902,
Richmond*,OTH,ALP|GRN|LNP|ON,ON,5456.0,0.4326038693307961,
Farrer,ALP,IND|LNP,LNP,5137.0,0.26142493638676845,
Farrer,ALP,IND|LNP,IND,14513.0,0.7385750636132316,
Farrer,GRN,ALP|IND|LNP|ON,ALP,2301.0,0.4003131524008351,
Farrer,GRN,ALP|IND|LNP|ON,LNP,524.0,0.09116214335421016,
Farrer,GRN,ALP|IND|LNP|ON,ON,482.0,0.0838552540013918,
Farrer,GRN,ALP|IND|LNP|ON,IND,2441.0,0.42466945024356295,
Farrer,ON,ALP|IND|LNP,ALP,1006.0,0.08051864895149671,
Farrer,ON,ALP|IND|LNP,LNP,5636.0,0.4510965263326397,
Farrer,ON,ALP|IND|LNP,IND,5852.0,0.4683848247158636,
Farrer,OTH,ALP|GRN|IND|LNP|ON,ALP,792.0,0.07678883071553229,
Farrer,OTH,ALP|GRN|IND|LNP|ON,LNP,1876.0,0.18188869497770022,
Farrer,OTH,ALP|GRN|IND|LNP|ON,GRN,663.0,0.06428155904595695,
Farrer,OTH,ALP|GRN|IND|LNP|ON,ON,5209.0,0.5050416909055653,
Farrer,OTH,ALP|GRN|IND|LNP|ON,IND,1774.0,0.1719992243552453,
Riverina,GRN,ALP|IND|LNP|ON|OTH,ALP,2925.0,0.5011994516792323,
Riverina,GRN,ALP|IND|LNP|ON|OTH,LNP,468.0,0.08019191226867718,
Riverina,GRN,ALP|IND|LNP|ON|OTH,ON,436.0,0.07470870459218643,
Riverina,GRN,ALP|IND|LNP|ON|OTH,IND,1136.0,0.19465387251542152,
Riverina,GRN,ALP|IND|LNP|ON|OTH,OTH,871.0,0.14924605894448253,
Riverina,ON,ALP|LNP,ALP,7648.0,0.36277393036713784,
Riverina,ON,ALP|LNP,LNP,13434.0,0.6372260696328621,
Riverina,IND,ALP|LNP|ON,ALP,6367.0,0.46064245405874693,
Riverina,IND,ALP|LNP|ON,LNP,4350.0,0.31471567066994643,
Riverina,IND,ALP|LNP|ON,ON,3105.0,0.2246418752713066,
Riverina,OTH,ALP|GRN|IND|LNP|ON,ALP,3651.0,0.17660716877086055,
Riverina,OTH,ALP|GRN|IND|LNP|ON,LNP,2774.0,0.13418468533836406,
Riverina,OTH,ALP|GRN|IND|LNP|ON,GRN,1069.0,0.0517099598510134,
Riverina,OTH,ALP|GRN|IND|LNP|ON,ON,7194.0,0.3479901320563053,
Riverina,OTH,ALP|GRN|IND|LNP|ON,IND,5985.0,0.2895080539834567,
Chisholm,GRN,ALP|LNP,ALP,15417.0,0.851250621169455,
Chisholm,GRN,ALP|LNP,LNP,2694.0,0.14874937883054498,
Chisholm,ON,ALP|GRN|IND|LNP,ALP,268.0,0.07160032059845044,
Chisholm,ON,ALP|GRN|IND|LNP,LNP,2241.0,0.5987176061982367,
Chisholm,ON,ALP|GRN|IND|LNP,GRN,264.0,0.07053165909698103,
Chisholm,ON,ALP|GRN|IND|LNP,IND,970.0,0.25915041410633183,
Chisholm,IND,ALP|GRN|LNP,ALP,2978.0,0.36272838002436053,
Chisholm,IND,ALP|GRN|LNP,LNP,1899.0,0.23130328867235078,
Chisholm,IND,ALP|GRN|LNP,GRN,3333.0,0.4059683313032887,
Chisholm,OTH,ALP|GRN|IND|LNP|ON,ALP,455.0,0.10969141755062681,
Chisholm,OTH,ALP|GRN|IND|LNP|ON,LNP,1123.0,0.2707328833172613,
Chisholm,OTH,ALP|GRN|IND|LNP|ON,GRN,428.0,0.10318225650916105,
Chisholm,OTH,ALP|GRN|IND|LNP|ON,ON,1587.0,0.3825940212150434,
Chisholm,OTH,ALP|GRN|IND|LNP|ON,IND,555.0,0.13379942140790743,
Goldstein,ALP,IND|LNP,LNP,3718.0,0.1932934754354042,
Goldstein,ALP,IND|LNP,IND,15517.0,0.8067065245645958,
Goldstein,GRN,ALP|IND|LNP,ALP,2647.0,0.30327681026581116,
Goldstein,GRN,ALP|IND|LNP,LNP,441.0,0.05052703941338222,
Goldstein,GRN,ALP|IND|LNP,IND,5640.0,0.6461961503208066,
Goldstein,ON,ALP|GRN|IND|LNP,ALP,269.0,0.06994279771190848,
Goldstein,ON,ALP|GRN|IND|LNP,LNP,2667.0,0.6934477379095164,
Goldstein,ON,ALP|GRN|IND|LNP,GRN,198.0,0.0514820592823713,
Goldstein,ON,ALP|GRN|IND|LNP,IND,712.0,0.18512740509620385,
Goldstein,OTH,ALP|GRN|IND|LNP|ON,ALP,507.0,0.13545284531124765,
Goldstein,OTH,ALP|GRN|IND|LNP|ON,LNP,870.0,0.23243387656959658,
Goldstein,OTH,ALP|GRN|IND|LNP|ON,GRN,210.0,0.056104728827144,
Goldstein,OTH,ALP|GRN|IND|LNP|ON,ON,1809.0,0.48330216403954046,
Goldstein,OTH,ALP|GRN|IND|LNP|ON,IND,347.0,0.09270638525247128,
Hotham,GRN,ALP|LNP,ALP,16899.0,0.8765950824774354,
Hotham,GRN,ALP|LNP,LNP,2379.0,0.12340491752256458,
Hotham,ON,ALP|GRN|LNP,ALP,1165.0,0.16146916146916146,
Hotham,ON,ALP|GRN|LNP,LNP,4285.0,0.5939015939015939,
Hotham,ON,ALP|GRN|LNP,GRN,1765.0,0.24462924462924462,
Hotham,OTH,ALP|GRN|LNP|ON,ALP,1068.0,0.17098943323727187,
Hotham,OTH,ALP|GRN|LNP|ON,LNP,1189.0,0.1903618315722062,
Hotham,OTH,ALP|GRN|LNP|ON,GRN,1733.0,0.2774575728466218,
Hotham,OTH,ALP|GRN|LNP|ON,ON,2256.0,0.3611911623439001,
Kooyong,ALP,IND|LNP,LNP,3864.0,0.2388133498145859,
Kooyong,ALP,IND|LNP,IND,12316.0,0.7611866501854141,
Kooyong,GRN,ALP|IND|LNP,ALP,2189.0,0.2374444082872329,
Kooyong,GRN,ALP|IND|LNP,LNP,696.0,0.07549625772860397,
Kooyong,GRN,ALP|IND|LNP,IND,6334.0,0.6870593339841632,
Kooyong,ON,ALP|GRN|IND|LNP,ALP,156.0,0.06857142857142857,
Kooyong,ON,ALP|GRN|IND|LNP,LNP,1650.0,0.7252747252747253,
Kooyong,ON,ALP|GRN|IND|LNP,GRN,151.0,0.06637362637362637,
Kooyong,ON,ALP|GRN|IND|LNP,IND,318.0,0.1397802197802198,
Kooyong,OTH,ALP|GRN|IND|LNP|ON,ALP,164.0,0.06310119276644863,
Kooyong,OTH,ALP|GRN|IND|LNP|ON,LNP,916.0,0.35244324740284727,
Kooyong,OTH,ALP|GRN|IND|LNP|ON,GRN,168.0,0.06464024624855713,
Kooyong,OTH,ALP|GRN|IND|LNP|ON,ON,1074.0,0.41323585994613315,
Kooyong,OTH,ALP|GRN|IND|LNP|ON,IND,277.0,0.10657945363601386,
Macnamara,GRN,ALP|LNP,ALP,24579.0,0.9188411214953272,
Macnamara,GRN,ALP|LNP,LNP,2171.0,0.08115887850467289,
Macnamara,ON,ALP|GRN|LNP,ALP,594.0,0.15416558525824034,
Macnamara,ON,ALP|GRN|LNP,LNP,2739.0,0.7108746431352193,
Macnamara,ON,ALP|GRN|LNP,GRN,520.0,0.13495977160654035,
Macnamara,IND,ALP|GRN|LNP|ON,ALP,503.0,0.23637218045112782,
Macnamara,IND,ALP|GRN|LNP|ON,LNP,511.0,0.24013157894736842,
Macnamara,IND,ALP|GRN|LNP|ON,GRN,582.0,0.27349624060150374,
Macnamara,IND,ALP|GRN|LNP|ON,ON,532.0,0.25,
Macnamara,OTH,ALP|GRN|IND|LNP|ON,ALP,100.0,0.07698229407236336,
Macnamara,OTH,ALP|GRN|IND|LNP|ON,LNP,307.0,0.2363356428021555,
Macnamara,OTH,ALP|GRN|IND|LNP|ON,GRN,87.0,0.06697459584295612,
Macnamara,OTH,ALP|GRN|IND|LNP|ON,ON,518.0,0.3987682832948422,
Macnamara,OTH,ALP|GRN|IND|LNP|ON,IND,287.0,0.22093918398768284,
Cooper,LNP,ALP|GRN,ALP,15111.0,0.7193658954584404,
Cooper,LNP,ALP|GRN,GRN,5895.0,0.28063410454155957,
Cooper,ON,ALP|GRN|LNP|OTH,ALP,1369.0,0.2214851965701343,
Cooper,ON,ALP|GRN|LNP|OTH,LNP,3308.0,0.5351884808283449,
Cooper,ON,ALP|GRN|LNP|OTH,GRN,444.0,0.07183303672544895,
Cooper,ON,ALP|GRN|LNP|OTH,OTH,1060.0,0.17149328587607182,
Cooper,OTH,ALP|GRN|LNP,ALP,2615.0,0.18798073467040471,
Cooper,OTH,ALP|GRN|LNP,LNP,1418.0,0.10193372151534756,
Cooper,OTH,ALP|GRN|LNP,GRN,9878.0,0.7100855438142477,
Melbourne,LNP,ALP|GRN,ALP,18253.0,0.7928158797724015,
Melbourne,LNP,ALP|GRN,GRN,4770.0,0.2071841202275985,
Melbourne,ON,ALP|GRN|IND|LNP,ALP,545.0,0.20769817073170732,
Melbourne,ON,ALP|GRN|IND|LNP,LNP,1024.0,0.3902439024390244,
Melbourne,ON,ALP|GRN|IND|LNP,GRN,135.0,0.051448170731707314,
Melbourne,ON,ALP|GRN|IND|LNP,IND,920.0,0.35060975609756095,
Melbourne,IND,ALP|GRN|LNP,ALP,1894.0,0.3225476839237057,
Melbourne,IND,ALP|GRN|LNP,LNP,2515.0,0.42830381471389645,
Melbourne,IND,ALP|GRN|LNP,GRN,1463.0,0.24914850136239783,
Melbourne,OTH,ALP|GRN|IND|LNP|ON,ALP,430.0,0.21057786483839372,
Melbourne,OTH,ALP|GRN|IND|LNP|ON,LNP,217.0,0.10626836434867777,
Melbourne,OTH,ALP|GRN|IND|LNP|ON,GRN,960.0,0.4701273261508325,
Melbourne,OTH,ALP|GRN|IND|LNP|ON,ON,87.0,0.042605288932419196,
Melbourne,OTH,ALP|GRN|IND|LNP|ON,IND,348.0,0.17042115572967678,
Wills,LNP,ALP|GRN,ALP,13795.0,0.7592602784963399,
Wills,LNP,ALP|GRN,GRN,4374.0,0.24073972150366008,
Wills,ON,ALP|GRN|LNP|OTH,ALP,718.0,0.15147679324894514,
Wills,ON,ALP|GRN|LNP|OTH,LNP,2812.0,0.5932489451476793,
Wills,ON,ALP|GRN|LNP|OTH,GRN,474.0,0.1,
Wills,ON,ALP|GRN|LNP|OTH,OTH,736.0,0.15527426160337554,
Wills,OTH,ALP|GRN|LNP,ALP,2877.0,0.2091907220242856,
Wills,OTH,ALP|GRN|LNP,LNP,1236.0,0.08987130080709663,
